seq,t_us,raw,avg,filtered,peak,detector_score,expected_rr_ms,hr_bpm,flags
61791,494882622,70.0,74.0,-102.0,0,0.52,672.0,0.0,17
61792,494890625,74.0,74.0,-102.0,1,0.507,672.0,0.0,17
61793,494898622,74.0,74.0,-102.0,0,0.506,672.0,0.0,17
61794,494906621,75.0,74.0,-102.0,0,0.506,672.0,0.0,17
61795,494914621,76.0,75.0,-102.0,0,0.505,672.0,0.0,17
61796,494922625,72.0,74.0,-101.0,0,0.515,672.0,0.0,17
61797,494930625,80.0,76.0,-101.0,1,0.502,672.0,0.0,17
61798,494938624,74.0,75.0,-100.0,0,0.511,672.0,0.0,17
61799,494946625,79.0,76.0,-99.0,0,0.508,672.0,0.0,17
61800,494954625,78.0,77.0,-98.0,0,0.505,672.0,0.0,17
61801,494962622,81.0,78.0,-97.0,0,0.502,672.0,0.0,17
61802,494970625,81.0,78.0,-96.0,0,0.499,672.0,0.0,17
61803,494978624,82.0,79.0,-94.0,0,0.507,672.0,0.0,17
61804,494986625,84.0,80.0,-93.0,0,0.491,672.0,0.0,17
61805,494994622,86.0,82.0,-91.0,0,0.499,672.0,0.0,17
61806,495002623,91.0,84.0,-89.0,0,0.494,672.0,0.0,17
61807,495010625,91.0,86.0,-87.0,0,0.489,672.0,0.0,17
61808,495018625,91.0,87.0,-85.0,0,0.484,672.0,0.0,17
61809,495026625,92.0,88.0,-83.0,0,0.479,672.0,0.0,17
61810,495034625,96.0,90.0,-81.0,0,0.474,672.0,0.0,17
61811,495042623,95.0,91.0,-80.0,0,0.458,672.0,0.0,17
61812,495050623,100.0,93.0,-77.0,0,0.479,672.0,0.0,17
61813,495058621,100.0,95.0,-75.0,0,0.46,672.0,0.0,17
61814,495066622,104.0,97.0,-73.0,0,0.455,672.0,0.0,17
61815,495074625,105.0,99.0,-71.0,0,0.451,672.0,0.0,17
61816,495082622,110.0,102.0,-68.0,0,0.458,672.0,0.0,17
61817,495090625,114.0,105.0,-65.0,0,0.452,672.0,0.0,17
61818,495098621,117.0,108.0,-63.0,0,0.433,672.0,0.0,17
61819,495106621,131.0,113.0,-59.0,0,0.454,672.0,0.0,17
61820,495114623,139.0,120.0,-54.0,0,0.458,672.0,0.0,17
61821,495122625,152.0,127.0,-49.0,0,0.448,672.0,0.0,17
61822,495130623,164.0,136.0,-42.0,0,0.463,672.0,0.0,17
61823,495138625,187.0,149.0,-34.0,0,0.461,672.0,0.0,17
61824,495146623,212.0,164.0,-24.0,0,0.469,672.0,0.0,17
61825,495154625,234.0,181.0,-11.0,0,0.494,672.0,0.0,17
61826,495162622,265.0,201.0,3.0,0,0.53,672.0,0.0,17
61827,495170625,291.0,223.0,19.0,0,0.579,672.0,0.0,17
61828,495178625,316.0,246.0,37.0,0,0.63,672.0,0.0,17
61829,495186623,341.0,269.0,57.0,0,0.683,672.0,0.0,17
61830,495194623,366.0,292.0,77.0,0,0.723,672.0,0.0,17
61831,495202623,383.0,314.0,97.0,0,0.76,672.0,0.0,17
61832,495210622,403.0,336.0,118.0,0,0.801,672.0,0.0,17
61833,495218620,420.0,356.0,138.0,0,0.824,672.0,0.0,17
61834,495226625,433.0,375.0,157.0,0,0.841,672.0,0.0,17
61835,495234625,439.0,390.0,175.0,0,0.853,672.0,0.0,17
61836,495242620,444.0,403.0,191.0,0,0.851,672.0,0.0,17
61837,495250625,445.0,413.0,205.0,0,0.842,672.0,0.0,17
61838,495258625,444.0,421.0,216.0,0,0.816,672.0,0.0,17
61839,495266625,442.0,426.0,226.0,0,0.809,672.0,0.0,17
61840,495274625,434.0,428.0,232.0,0,0.759,672.0,0.0,17
61841,495282622,431.0,429.0,237.0,0,0.747,672.0,0.0,17
61842,495290625,422.0,427.0,239.0,0,0.707,672.0,0.0,17
61843,495298621,408.0,422.0,239.0,1,0.681,672.0,0.0,17
61844,495306625,396.0,416.0,237.0,0,0.703,672.0,0.0,17
61845,495314625,381.0,408.0,232.0,0,0.737,672.0,0.0,17
61846,495322625,371.0,399.0,226.0,0,0.744,672.0,0.0,17
61847,495330624,356.0,388.0,218.0,0,0.762,672.0,0.0,17
61848,495338625,336.0,376.0,209.0,0,0.765,672.0,0.0,17
61849,495346625,319.0,362.0,197.0,0,0.787,672.0,0.0,17
61850,495354625,304.0,348.0,185.0,0,0.772,672.0,0.0,17
61851,495362625,286.0,333.0,172.0,0,0.764,672.0,0.0,17
61852,495370625,267.0,317.0,158.0,0,0.753,672.0,0.0,17
61853,495378624,251.0,301.0,143.0,0,0.738,672.0,0.0,17
61854,495386621,232.0,284.0,127.0,0,0.718,672.0,0.0,17
61855,495394623,212.0,267.0,111.0,0,0.688,672.0,0.0,17
61856,495402625,200.0,251.0,95.0,0,0.657,672.0,0.0,17
61857,495410623,184.0,234.0,78.0,0,0.631,672.0,0.0,17
61858,495418625,173.0,220.0,62.0,0,0.59,672.0,0.0,17
61859,495426621,160.0,205.0,47.0,0,0.552,672.0,0.0,17
61860,495434625,152.0,192.0,32.0,0,0.523,672.0,0.0,17
61861,495442625,146.0,181.0,18.0,0,0.489,672.0,0.0,17
61862,495450625,138.0,171.0,5.0,0,0.478,672.0,0.0,17
61863,495458624,133.0,161.0,-6.0,0,0.475,672.0,0.0,17
61864,495466622,130.0,154.0,-17.0,0,0.495,672.0,0.0,17
61865,495474624,124.0,147.0,-26.0,0,0.488,672.0,0.0,17
61866,495482625,124.0,141.0,-34.0,0,0.492,672.0,0.0,17
61867,495490625,123.0,137.0,-41.0,0,0.493,672.0,0.0,17
61868,495498621,122.0,133.0,-47.0,0,0.492,672.0,0.0,17
61869,495506625,122.0,130.0,-52.0,0,0.489,672.0,0.0,17
61870,495514625,125.0,129.0,-56.0,0,0.484,672.0,0.0,17
61871,495522625,117.0,126.0,-59.0,0,0.478,672.0,0.0,17
61872,495530625,116.0,124.0,-62.0,0,0.483,672.0,0.0,17
61873,495538625,117.0,122.0,-65.0,0,0.489,672.0,0.0,17
61874,495546621,116.0,121.0,-67.0,0,0.48,672.0,0.0,17
61875,495554625,116.0,119.0,-68.0,0,0.469,672.0,0.0,17
61876,495562625,116.0,119.0,-69.0,0,0.47,672.0,0.0,17
61877,495570623,113.0,117.0,-71.0,0,0.486,672.0,0.0,17
61878,495578625,117.0,117.0,-71.0,1,0.461,672.0,0.0,17
61879,495586621,116.0,117.0,-72.0,0,0.473,672.0,0.0,17
61880,495594625,112.0,116.0,-72.0,1,0.46,672.0,0.0,17
61881,495602623,109.0,114.0,-73.0,0,0.473,672.0,0.0,17
61882,495610624,108.0,113.0,-74.0,0,0.474,672.0,0.0,17
61883,495618624,100.0,110.0,-75.0,0,0.475,672.0,0.0,17
61884,495626621,97.0,107.0,-77.0,0,0.491,672.0,0.0,17
61885,495634625,99.0,105.0,-78.0,0,0.479,672.0,0.0,17
61886,495642621,96.0,103.0,-80.0,0,0.495,672.0,0.0,17
61887,495650625,94.0,101.0,-81.0,0,0.483,672.0,0.0,17
61888,495658623,97.0,100.0,-82.0,0,0.484,672.0,0.0,17
61889,495666625,93.0,98.0,-84.0,0,0.5,672.0,0.0,17
61890,495674624,92.0,97.0,-85.0,0,0.488,672.0,0.0,17
61891,495682622,90.0,95.0,-86.0,0,0.489,672.0,0.0,17
61892,495690623,91.0,94.0,-87.0,0,0.49,672.0,0.0,17
61893,495698621,88.0,93.0,-87.0,1,0.477,672.0,0.0,17
61894,495706625,89.0,92.0,-88.0,0,0.49,672.0,0.0,17
61895,495714625,86.0,90.0,-89.0,0,0.491,672.0,0.0,17
61896,495722622,87.0,90.0,-89.0,1,0.477,672.0,0.0,17
61897,495730625,84.0,88.0,-90.0,0,0.491,672.0,0.0,17
61898,495738621,84.0,87.0,-91.0,0,0.492,672.0,0.0,17
61899,495746625,82.0,86.0,-91.0,1,0.478,672.0,0.0,17
61900,495754625,81.0,85.0,-92.0,0,0.492,672.0,0.0,17
61901,495762625,78.0,83.0,-92.0,1,0.478,672.0,0.0,17
61902,495770622,76.0,81.0,-93.0,0,0.492,672.0,0.0,17
61903,495778623,80.0,81.0,-94.0,0,0.493,672.0,0.0,17
61904,495786625,80.0,81.0,-94.0,1,0.479,672.0,0.0,17
61905,495794621,80.0,81.0,-94.0,0,0.478,672.0,0.0,17
61906,495802625,78.0,80.0,-94.0,0,0.478,672.0,0.0,17
61907,495810622,81.0,80.0,-94.0,0,0.477,672.0,0.0,17
61908,495818623,84.0,81.0,-93.0,0,0.487,672.0,0.0,17
61909,495826623,93.0,84.0,-92.0,0,0.485,672.0,0.0,17
61910,495834623,92.0,86.0,-90.0,0,0.494,672.0,0.0,17
61911,495842625,95.0,88.0,-88.0,0,0.49,672.0,0.0,17
61912,495850621,102.0,92.0,-85.0,0,0.498,672.0,0.0,17
61913,495858620,104.0,95.0,-83.0,0,0.48,672.0,0.0,17
61914,495866621,112.0,99.0,-79.0,0,0.5,672.0,0.0,17
61915,495874621,122.0,104.0,-75.0,0,0.492,672.0,0.0,17
61916,495882625,140.0,113.0,-70.0,0,0.496,672.0,0.0,17
61917,495890625,162.0,125.0,-62.0,0,0.523,672.0,0.0,17
61918,495898624,182.0,139.0,-53.0,0,0.518,672.0,0.0,17
61919,495906624,205.0,155.0,-42.0,0,0.522,672.0,0.0,17
61920,495914624,229.0,173.0,-28.0,0,0.528,672.0,0.0,17
61921,495922625,254.0,192.0,-13.0,0,0.51,672.0,0.0,17
61922,495930625,276.0,213.0,3.0,0,0.533,672.0,0.0,17
61923,495938625,302.0,234.0,21.0,0,0.581,672.0,0.0,17
61924,495946625,324.0,256.0,39.0,0,0.615,672.0,0.0,17
61925,495954625,348.0,278.0,59.0,0,0.667,672.0,0.0,17
61926,495962625,367.0,300.0,79.0,0,0.705,672.0,0.0,17
61927,495970625,383.0,320.0,99.0,0,0.742,672.0,0.0,17
61928,495978623,400.0,339.0,118.0,0,0.768,672.0,0.0,17
61929,495986623,411.0,357.0,136.0,0,0.789,672.0,0.0,17
61930,495994624,414.0,371.0,153.0,0,0.804,672.0,0.0,17
61931,496002625,417.0,382.0,168.0,0,0.804,672.0,0.0,17
61932,496010625,420.0,391.0,180.0,0,0.786,672.0,0.0,17
61933,496018625,415.0,397.0,191.0,0,0.784,672.0,0.0,17
61934,496026621,412.0,401.0,199.0,0,0.753,672.0,0.0,17
61935,496034625,404.0,401.0,204.0,0,0.716,672.0,0.0,17
61936,496042620,394.0,400.0,207.0,0,0.691,672.0,0.0,17
61937,496050625,381.0,395.0,208.0,0,0.665,672.0,0.0,17
61938,496058621,369.0,389.0,206.0,1,0.674,672.0,0.0,17
61939,496066625,360.0,382.0,202.0,0,0.694,672.0,0.0,17
61940,496074621,344.0,373.0,197.0,0,0.7,672.0,0.0,17
61941,496082622,324.0,361.0,189.0,0,0.73,672.0,0.0,17
61942,496090625,316.0,350.0,180.0,0,0.73,672.0,0.0,17
61943,496098621,297.0,337.0,170.0,0,0.728,672.0,0.0,17
61944,496106625,276.0,322.0,158.0,0,0.732,672.0,0.0,17
61945,496114625,264.0,308.0,145.0,0,0.721,672.0,0.0,17
61946,496122624,240.0,292.0,131.0,0,0.706,672.0,0.0,17
61947,496130621,221.0,275.0,116.0,0,0.688,672.0,0.0,17
61948,496138625,204.0,257.0,101.0,0,0.658,672.0,0.0,17
61949,496146625,190.0,241.0,85.0,0,0.635,672.0,0.0,17
61950,496154625,173.0,225.0,68.0,0,0.609,672.0,0.0,17
61951,496162625,153.0,207.0,52.0,0,0.568,672.0,0.0,17
61952,496170625,142.0,191.0,36.0,0,0.538,672.0,0.0,17
61953,496178622,127.0,176.0,20.0,0,0.508,672.0,0.0,17
61954,496186625,116.0,161.0,4.0,0,0.51,672.0,0.0,17
61955,496194622,111.0,149.0,-11.0,0,0.528,672.0,0.0,17
61956,496202625,99.0,137.0,-24.0,0,0.532,672.0,0.0,17
61957,496210625,94.0,127.0,-37.0,0,0.557,672.0,0.0,17
61958,496218625,84.0,116.0,-49.0,0,0.569,672.0,0.0,17
61959,496226623,80.0,107.0,-60.0,0,0.579,672.0,0.0,17
61960,496234625,80.0,101.0,-69.0,0,0.573,672.0,0.0,17
61961,496242620,75.0,95.0,-77.0,0,0.576,672.0,0.0,17
61962,496250625,72.0,89.0,-85.0,0,0.591,672.0,0.0,17
61963,496258620,67.0,84.0,-91.0,0,0.577,672.0,0.0,17
61964,496266625,66.0,79.0,-97.0,0,0.587,672.0,0.0,17
61965,496274625,68.0,77.0,-102.0,0,0.583,672.0,0.0,17
61966,496282625,64.0,74.0,-106.0,0,0.576,672.0,0.0,17
61967,496290625,67.0,72.0,-109.0,0,0.568,672.0,0.0,17
61968,496298622,60.0,69.0,-111.0,0,0.558,672.0,0.0,17
61969,496306622,64.0,68.0,-114.0,0,0.575,672.0,0.0,17
61970,496314625,62.0,66.0,-115.0,0,0.551,672.0,0.0,17
61971,496322620,63.0,66.0,-116.0,0,0.551,672.0,0.0,17
61972,496330625,64.0,65.0,-117.0,0,0.552,672.0,0.0,17
61973,496338622,59.0,64.0,-118.0,0,0.552,672.0,0.0,17
61974,496346625,60.0,63.0,-118.0,1,0.539,672.0,0.0,17
61975,496354625,60.0,62.0,-119.0,0,0.551,672.0,0.0,17
61976,496362625,60.0,62.0,-119.0,1,0.538,672.0,0.0,17
61977,496370625,64.0,62.0,-119.0,0,0.537,672.0,0.0,17
61978,496378620,60.0,62.0,-119.0,0,0.536,672.0,0.0,17
61979,496386623,62.0,62.0,-118.0,0,0.545,672.0,0.0,17
61980,496394622,62.0,62.0,-118.0,1,0.532,672.0,0.0,17
61981,496402621,63.0,62.0,-117.0,0,0.541,672.0,0.0,17
61982,496410625,67.0,63.0,-116.0,0,0.538,672.0,0.0,17
61983,496418625,66.0,64.0,-115.0,0,0.535,672.0,0.0,17
61984,496426625,68.0,65.0,-113.0,0,0.543,672.0,0.0,17
61985,496434625,70.0,66.0,-112.0,0,0.528,672.0,0.0,17
61986,496442623,74.0,68.0,-110.0,0,0.535,672.0,0.0,17
61987,496450625,76.0,70.0,-108.0,0,0.53,672.0,0.0,17
61988,496458622,74.0,71.0,-106.0,0,0.526,672.0,0.0,17
61989,496466625,73.0,71.0,-104.0,0,0.521,672.0,0.0,17
61990,496474623,76.0,73.0,-103.0,0,0.505,672.0,0.0,17
61991,496482625,77.0,74.0,-101.0,0,0.513,672.0,0.0,17
61992,496490624,81.0,75.0,-99.0,0,0.508,672.0,0.0,17
61993,496498621,82.0,77.0,-97.0,0,0.503,672.0,0.0,17
61994,496506625,83.0,78.0,-95.0,0,0.499,672.0,0.0,17
61995,496514625,89.0,81.0,-93.0,0,0.494,672.0,0.0,17
61996,496522622,92.0,84.0,-90.0,0,0.501,672.0,0.0,17
61997,496530625,93.0,86.0,-87.0,0,0.494,672.0,0.0,17
61998,496538624,95.0,88.0,-85.0,0,0.477,672.0,0.0,17
61999,496546622,97.0,90.0,-82.0,0,0.484,672.0,0.0,17
62000,496554625,101.0,93.0,-79.0,0,0.478,672.0,0.0,17
62001,496562625,108.0,97.0,-76.0,0,0.471,672.0,0.0,17
62002,496570625,114.0,101.0,-73.0,0,0.465,672.0,0.0,17
62003,496578622,116.0,104.0,-69.0,0,0.471,672.0,0.0,17
62004,496586625,116.0,107.0,-65.0,0,0.463,672.0,0.0,17
62005,496594625,120.0,110.0,-62.0,0,0.444,672.0,0.0,17
62006,496602625,124.0,114.0,-58.0,0,0.45,672.0,0.0,17
62007,496610625,127.0,117.0,-55.0,0,0.43,672.0,0.0,17
62008,496618625,127.0,119.0,-51.0,0,0.436,672.0,0.0,17
62009,496626625,132.0,122.0,-48.0,0,0.417,672.0,0.0,17
62010,496634625,136.0,126.0,-45.0,0,0.412,672.0,0.0,17
62011,496642621,147.0,131.0,-41.0,0,0.418,672.0,0.0,17
62012,496650625,149.0,135.0,-36.0,0,0.423,672.0,0.0,17
62013,496658625,166.0,143.0,-31.0,0,0.414,672.0,0.0,17
62014,496666622,187.0,153.0,-25.0,0,0.417,672.0,0.0,17
62015,496674625,206.0,166.0,-16.0,0,0.442,672.0,0.0,17
62016,496682624,227.0,181.0,-6.0,0,0.449,672.0,0.0,17
62017,496690625,251.0,198.0,6.0,0,0.492,672.0,0.0,17
62018,496698625,277.0,217.0,20.0,0,0.538,672.0,0.0,17
62019,496706625,305.0,238.0,36.0,0,0.585,672.0,0.0,17
62020,496714621,329.0,260.0,54.0,0,0.634,672.0,0.0,17
62021,496722625,355.0,283.0,72.0,0,0.668,672.0,0.0,17
62022,496730625,375.0,306.0,92.0,0,0.717,672.0,0.0,17
62023,496738622,399.0,328.0,112.0,0,0.751,672.0,0.0,17
62024,496746625,416.0,349.0,132.0,0,0.782,672.0,0.0,17
62025,496754625,423.0,367.0,151.0,0,0.802,672.0,0.0,17
62026,496762625,435.0,384.0,169.0,0,0.816,672.0,0.0,17
62027,496770623,436.0,396.0,185.0,0,0.817,672.0,0.0,17
62028,496778621,439.0,407.0,199.0,0,0.811,672.0,0.0,17
62029,496786625,436.0,414.0,210.0,0,0.787,672.0,0.0,17
62030,496794625,428.0,417.0,219.0,0,0.769,672.0,0.0,17
62031,496802625,423.0,419.0,225.0,0,0.734,672.0,0.0,17
62032,496810625,411.0,417.0,229.0,0,0.71,672.0,0.0,17
62033,496818625,402.0,413.0,230.0,0,0.673,672.0,0.0,17
62034,496826625,383.0,406.0,228.0,1,0.681,672.0,0.0,17
62035,496834624,373.0,398.0,224.0,0,0.701,672.0,0.0,17
62036,496842625,356.0,388.0,218.0,0,0.719,672.0,0.0,17
62037,496850622,339.0,376.0,210.0,0,0.735,672.0,0.0,17
62038,496858624,321.0,363.0,200.0,0,0.747,672.0,0.0,17
62039,496866622,304.0,348.0,188.0,0,0.754,672.0,0.0,17
62040,496874625,287.0,334.0,176.0,0,0.737,672.0,0.0,17
62041,496882625,268.0,318.0,162.0,0,0.737,672.0,0.0,17
62042,496890625,247.0,301.0,147.0,0,0.722,672.0,0.0,17
62043,496898624,228.0,283.0,131.0,0,0.704,672.0,0.0,17
62044,496906623,209.0,265.0,114.0,0,0.681,672.0,0.0,17
62045,496914625,191.0,247.0,97.0,0,0.649,672.0,0.0,17
62046,496922625,177.0,230.0,80.0,0,0.617,672.0,0.0,17
62047,496930622,164.0,214.0,63.0,0,0.585,672.0,0.0,17
62048,496938625,155.0,200.0,47.0,0,0.547,672.0,0.0,17
62049,496946625,143.0,186.0,32.0,0,0.512,672.0,0.0,17
62050,496954625,140.0,175.0,17.0,0,0.487,672.0,0.0,17
62051,496962621,131.0,164.0,4.0,0,0.476,672.0,0.0,17
62052,496970623,124.0,154.0,-8.0,0,0.486,672.0,0.0,17
62053,496978625,115.0,145.0,-19.0,0,0.493,672.0,0.0,17
62054,496986621,113.0,137.0,-29.0,0,0.5,672.0,0.0,17
62055,496994625,113.0,131.0,-38.0,0,0.504,672.0,0.0,17
62056,497002625,107.0,125.0,-46.0,0,0.506,672.0,0.0,17
62057,497010622,106.0,121.0,-53.0,0,0.507,672.0,0.0,17
62058,497018621,102.0,116.0,-59.0,0,0.505,672.0,0.0,17
62059,497026625,100.0,112.0,-64.0,0,0.501,672.0,0.0,17
62060,497034621,101.0,110.0,-68.0,0,0.495,672.0,0.0,17
62061,497042625,97.0,106.0,-72.0,0,0.502,672.0,0.0,17
62062,497050625,95.0,104.0,-76.0,0,0.508,672.0,0.0,17
62063,497058625,94.0,101.0,-79.0,0,0.5,672.0,0.0,17
62064,497066624,93.0,99.0,-81.0,0,0.491,672.0,0.0,17
62065,497074625,90.0,97.0,-83.0,0,0.493,672.0,0.0,17
62066,497082622,84.0,94.0,-86.0,0,0.51,672.0,0.0,17
62067,497090625,84.0,91.0,-88.0,0,0.5,672.0,0.0,17
62068,497098625,82.0,89.0,-90.0,0,0.503,672.0,0.0,17
62069,497106624,76.0,86.0,-92.0,0,0.506,672.0,0.0,17
62070,497114625,78.0,84.0,-94.0,0,0.508,672.0,0.0,17
62071,497122620,74.0,82.0,-96.0,0,0.511,672.0,0.0,17
62072,497130621,73.0,80.0,-98.0,0,0.513,672.0,0.0,17
62073,497138622,69.0,77.0,-99.0,0,0.502,672.0,0.0,17
62074,497146625,69.0,75.0,-101.0,0,0.517,672.0,0.0,17
62075,497154623,69.0,74.0,-102.0,0,0.506,672.0,0.0,17
62076,497162621,68.0,72.0,-104.0,0,0.52,672.0,0.0,17
62077,497170625,65.0,70.0,-105.0,0,0.509,672.0,0.0,17
62078,497178625,65.0,69.0,-106.0,0,0.51,672.0,0.0,17
62079,497186623,66.0,68.0,-106.0,1,0.497,672.0,0.0,17
62080,497194623,68.0,68.0,-107.0,0,0.509,672.0,0.0,17
62081,497202625,67.0,68.0,-107.0,1,0.496,672.0,0.0,17
62082,497210625,64.0,67.0,-107.0,0,0.495,672.0,0.0,17
62083,497218625,65.0,67.0,-107.0,0,0.494,672.0,0.0,17
62084,497226625,68.0,67.0,-107.0,0,0.493,672.0,0.0,17
62085,497234625,68.0,67.0,-106.0,0,0.502,672.0,0.0,17
62086,497242625,70.0,68.0,-106.0,1,0.49,672.0,0.0,17
62087,497250625,70.0,68.0,-105.0,0,0.499,672.0,0.0,17
62088,497258625,73.0,69.0,-104.0,0,0.496,672.0,0.0,17
62089,497266625,76.0,71.0,-102.0,0,0.505,672.0,0.0,17
62090,497274621,80.0,73.0,-100.0,0,0.5,672.0,0.0,17
62091,497282625,84.0,76.0,-98.0,0,0.496,672.0,0.0,17
62092,497290622,86.0,78.0,-96.0,0,0.492,672.0,0.0,17
62093,497298625,91.0,81.0,-93.0,0,0.499,672.0,0.0,17
62094,497306625,95.0,85.0,-90.0,0,0.493,672.0,0.0,17
62095,497314625,98.0,88.0,-86.0,0,0.499,672.0,0.0,17
62096,497322625,100.0,91.0,-83.0,0,0.48,672.0,0.0,17
62097,497330623,100.0,93.0,-80.0,0,0.474,672.0,0.0,17
62098,497338622,107.0,96.0,-77.0,0,0.468,672.0,0.0,17
62099,497346622,113.0,100.0,-73.0,0,0.474,672.0,0.0,17
62100,497354625,118.0,105.0,-69.0,0,0.467,672.0,0.0,17
62101,497362625,132.0,111.0,-64.0,0,0.471,672.0,0.0,17
62102,497370625,147.0,120.0,-58.0,0,0.473,672.0,0.0,17
62103,497378625,161.0,130.0,-51.0,0,0.474,672.0,0.0,17
62104,497386625,180.0,142.0,-42.0,0,0.484,672.0,0.0,17
62105,497394625,196.0,155.0,-33.0,0,0.468,672.0,0.0,17
62106,497402625,220.0,171.0,-21.0,0,0.483,672.0,0.0,17
62107,497410625,245.0,189.0,-8.0,0,0.477,672.0,0.0,17
62108,497418625,274.0,209.0,8.0,0,0.531,672.0,0.0,17
62109,497426625,295.0,230.0,24.0,0,0.558,672.0,0.0,17
62110,497434621,316.0,251.0,42.0,0,0.606,672.0,0.0,17
62111,497442623,333.0,271.0,60.0,0,0.638,672.0,0.0,17
62112,497450623,353.0,291.0,79.0,0,0.68,672.0,0.0,17
62113,497458625,367.0,309.0,97.0,0,0.704,672.0,0.0,17
62114,497466621,377.0,326.0,114.0,0,0.725,672.0,0.0,17
62115,497474625,389.0,341.0,131.0,0,0.75,672.0,0.0,17
62116,497482625,396.0,354.0,146.0,0,0.754,672.0,0.0,17
62117,497490625,397.0,365.0,159.0,0,0.751,672.0,0.0,17
62118,497498621,400.0,373.0,171.0,0,0.754,672.0,0.0,17
62119,497506625,398.0,379.0,181.0,0,0.741,672.0,0.0,17
62120,497514625,400.0,384.0,189.0,0,0.724,672.0,0.0,17
62121,497522625,394.0,387.0,195.0,0,0.704,672.0,0.0,17
62122,497530622,383.0,386.0,198.0,0,0.668,672.0,0.0,17
62123,497538623,375.0,383.0,200.0,0,0.656,672.0,0.0,17
62124,497546625,369.0,380.0,199.0,1,0.641,672.0,0.0,17
62125,497554625,358.0,374.0,197.0,0,0.649,672.0,0.0,17
62126,497562625,347.0,368.0,194.0,0,0.656,672.0,0.0,17
62127,497570620,334.0,360.0,188.0,0,0.685,672.0,0.0,17
62128,497578621,318.0,350.0,181.0,0,0.688,672.0,0.0,17
62129,497586623,298.0,337.0,172.0,0,0.699,672.0,0.0,17
62130,497594625,276.0,322.0,161.0,0,0.706,672.0,0.0,17
62131,497602625,262.0,308.0,149.0,0,0.698,672.0,0.0,17
62132,497610621,240.0,291.0,136.0,0,0.686,672.0,0.0,17
62133,497618625,222.0,274.0,121.0,0,0.679,672.0,0.0,17
62134,497626625,206.0,258.0,106.0,0,0.651,672.0,0.0,17
62135,497634625,188.0,241.0,90.0,0,0.63,672.0,0.0,17
62136,497642623,170.0,224.0,74.0,0,0.599,672.0,0.0,17
62137,497650625,153.0,207.0,57.0,0,0.575,672.0,0.0,17
62138,497658625,142.0,191.0,41.0,0,0.538,672.0,0.0,17
62139,497666625,130.0,176.0,25.0,0,0.51,672.0,0.0,17
62140,497674622,118.0,162.0,10.0,0,0.485,672.0,0.0,17
62141,497682625,112.0,150.0,-5.0,0,0.509,672.0,0.0,17
62142,497690623,104.0,139.0,-18.0,0,0.511,672.0,0.0,17
62143,497698625,95.0,128.0,-30.0,0,0.522,672.0,0.0,17
62144,497706623,96.0,120.0,-41.0,0,0.531,672.0,0.0,17
62145,497714625,93.0,114.0,-51.0,0,0.537,672.0,0.0,17
62146,497722622,89.0,108.0,-59.0,0,0.529,672.0,0.0,17
62147,497730625,87.0,103.0,-67.0,0,0.543,672.0,0.0,17
62148,497738624,85.0,98.0,-73.0,0,0.529,672.0,0.0,17
62149,497746622,82.0,94.0,-78.0,0,0.526,672.0,0.0,17
62150,497754622,81.0,91.0,-83.0,0,0.534,672.0,0.0,17
62151,497762625,81.0,89.0,-87.0,0,0.528,672.0,0.0,17
62152,497770625,81.0,87.0,-90.0,0,0.521,672.0,0.0,17
62153,497778622,83.0,86.0,-92.0,0,0.512,672.0,0.0,17
62154,497786625,80.0,84.0,-94.0,0,0.514,672.0,0.0,17
62155,497794625,80.0,83.0,-95.0,0,0.503,672.0,0.0,17
62156,497802625,81.0,83.0,-96.0,0,0.504,672.0,0.0,17
62157,497810625,83.0,83.0,-97.0,0,0.505,672.0,0.0,17
62158,497818625,80.0,82.0,-97.0,1,0.492,672.0,0.0,17
62159,497826625,83.0,82.0,-97.0,0,0.491,672.0,0.0,17
62160,497834625,80.0,82.0,-97.0,0,0.49,672.0,0.0,17
62161,497842625,79.0,81.0,-97.0,0,0.489,672.0,0.0,17
62162,497850622,82.0,81.0,-97.0,0,0.488,672.0,0.0,17
62163,497858625,78.0,81.0,-97.0,0,0.487,672.0,0.0,17
62164,497866625,80.0,80.0,-97.0,0,0.487,672.0,0.0,17
62165,497874625,72.0,78.0,-97.0,0,0.486,672.0,0.0,17
62166,497882625,77.0,78.0,-97.0,0,0.485,672.0,0.0,17
62167,497890625,78.0,78.0,-97.0,0,0.484,672.0,0.0,17
62168,497898625,80.0,79.0,-97.0,0,0.483,672.0,0.0,17
62169,497906625,80.0,79.0,-96.0,0,0.492,672.0,0.0,17
62170,497914625,80.0,79.0,-95.0,0,0.489,672.0,0.0,17
62171,497922625,79.0,79.0,-95.0,1,0.476,672.0,0.0,17
62172,497930623,84.0,80.0,-94.0,0,0.485,672.0,0.0,17
62173,497938621,84.0,81.0,-93.0,0,0.482,672.0,0.0,17
62174,497946625,87.0,83.0,-91.0,0,0.49,672.0,0.0,17
62175,497954621,88.0,84.0,-90.0,0,0.474,672.0,0.0,17
62176,497962622,88.0,85.0,-88.0,0,0.482,672.0,0.0,17
62177,497970622,92.0,87.0,-86.0,0,0.477,672.0,0.0,17
62178,497978622,88.0,87.0,-85.0,0,0.462,672.0,0.0,17
62179,497986625,92.0,88.0,-83.0,0,0.469,672.0,0.0,17
62180,497994625,97.0,90.0,-81.0,0,0.465,672.0,0.0,17
62181,498002620,98.0,92.0,-79.0,0,0.46,672.0,0.0,17
