seq,t_us,raw,avg,filtered,peak,detector_score,expected_rr_ms,hr_bpm,flags
1830,15194622,124.0,127.0,-47.0,0,0.503,672.0,0.0,17
1831,15202624,126.0,126.0,-47.0,0,0.503,672.0,0.0,17
1832,15210625,124.0,126.0,-47.0,0,0.503,672.0,0.0,17
1833,15218623,122.0,125.0,-48.0,0,0.533,672.0,0.0,17
1834,15226625,126.0,125.0,-48.0,1,0.507,672.0,0.0,17
1835,15234625,122.0,124.0,-48.0,0,0.507,672.0,0.0,17
1836,15242625,124.0,124.0,-48.0,0,0.507,672.0,0.0,17
1837,15250622,127.0,125.0,-48.0,0,0.507,672.0,0.0,17
1838,15258625,124.0,125.0,-47.0,0,0.529,672.0,0.0,17
1839,15266621,127.0,125.0,-47.0,1,0.504,672.0,0.0,17
1840,15274621,126.0,125.0,-47.0,0,0.504,672.0,0.0,17
1841,15282621,127.0,126.0,-46.0,0,0.525,672.0,0.0,17
1842,15290625,127.0,126.0,-46.0,1,0.5,672.0,0.0,17
1843,15298625,127.0,126.0,-45.0,0,0.522,672.0,0.0,17
1844,15306624,135.0,128.0,-44.0,0,0.518,672.0,0.0,17
1845,15314623,135.0,130.0,-43.0,0,0.514,672.0,0.0,17
1846,15322625,134.0,131.0,-41.0,0,0.533,672.0,0.0,17
1847,15330622,134.0,132.0,-40.0,0,0.502,672.0,0.0,17
1848,15338622,139.0,133.0,-39.0,0,0.498,672.0,0.0,17
1849,15346625,136.0,134.0,-38.0,0,0.493,672.0,0.0,17
1850,15354625,139.0,135.0,-36.0,0,0.513,672.0,0.0,17
1851,15362622,142.0,137.0,-35.0,0,0.481,672.0,0.0,17
1852,15370624,142.0,138.0,-33.0,0,0.5,672.0,0.0,17
1853,15378624,144.0,140.0,-32.0,0,0.469,672.0,0.0,17
1854,15386622,140.0,140.0,-31.0,0,0.465,672.0,0.0,17
1855,15394625,148.0,142.0,-29.0,0,0.484,672.0,0.0,17
1856,15402623,147.0,143.0,-28.0,0,0.452,672.0,0.0,17
1857,15410623,144.0,143.0,-27.0,0,0.448,672.0,0.0,17
1858,15418625,142.0,143.0,-26.0,0,0.444,672.0,0.0,17
1859,15426625,145.0,143.0,-25.0,0,0.44,672.0,0.0,17
1860,15434623,144.0,144.0,-25.0,1,0.414,672.0,0.0,17
1861,15442625,148.0,145.0,-24.0,0,0.435,672.0,0.0,17
1862,15450625,145.0,145.0,-23.0,0,0.431,672.0,0.0,17
1863,15458625,148.0,146.0,-22.0,0,0.427,672.0,0.0,17
1864,15466625,156.0,148.0,-21.0,0,0.423,672.0,0.0,17
1865,15474624,161.0,151.0,-19.0,0,0.442,672.0,0.0,17
1866,15482623,166.0,155.0,-17.0,0,0.434,672.0,0.0,17
1867,15490623,175.0,160.0,-14.0,0,0.451,672.0,0.0,17
1868,15498623,183.0,165.0,-10.0,0,0.465,672.0,0.0,17
1869,15506625,196.0,173.0,-5.0,0,0.473,672.0,0.0,17
1870,15514625,208.0,181.0,1.0,0,0.478,672.0,0.0,17
1871,15522625,223.0,191.0,8.0,0,0.526,672.0,0.0,17
1872,15530625,240.0,203.0,16.0,0,0.575,672.0,0.0,17
1873,15538625,249.0,214.0,25.0,0,0.627,672.0,0.0,17
1874,15546625,268.0,227.0,35.0,0,0.68,672.0,0.0,17
1875,15554625,280.0,240.0,46.0,0,0.735,672.0,0.0,17
1876,15562625,293.0,253.0,57.0,0,0.778,672.0,0.0,17
1877,15570625,301.0,265.0,68.0,0,0.816,672.0,0.0,17
1878,15578625,308.0,275.0,79.0,0,0.849,672.0,0.0,17
1879,15586625,317.0,285.0,89.0,0,0.863,672.0,0.0,17
1880,15594625,324.0,295.0,99.0,0,0.883,672.0,0.0,17
1881,15602621,324.0,302.0,108.0,0,0.885,672.0,0.0,17
1882,15610623,325.0,307.0,115.0,0,0.861,672.0,0.0,17
1883,15618624,319.0,310.0,121.0,0,0.846,672.0,0.0,17
1884,15626625,316.0,312.0,126.0,0,0.827,672.0,0.0,17
1885,15634625,308.0,311.0,128.0,0,0.748,672.0,0.0,17
1886,15642625,306.0,310.0,130.0,0,0.749,672.0,0.0,17
1887,15650623,295.0,306.0,129.0,1,0.721,672.0,0.0,17
1888,15658625,287.0,301.0,128.0,0,0.719,672.0,0.0,17
1889,15666625,277.0,296.0,125.0,0,0.77,672.0,0.0,17
1890,15674624,268.0,289.0,120.0,0,0.817,672.0,0.0,17
1891,15682622,257.0,281.0,115.0,0,0.81,672.0,0.0,17
1892,15690624,248.0,273.0,108.0,0,0.843,672.0,0.0,17
1893,15698625,238.0,265.0,101.0,0,0.83,672.0,0.0,17
1894,15706623,226.0,255.0,93.0,0,0.83,672.0,0.0,17
1895,15714625,215.0,245.0,85.0,0,0.809,672.0,0.0,17
1896,15722625,207.0,236.0,76.0,0,0.798,672.0,0.0,17
1897,15730625,191.0,225.0,66.0,0,0.777,672.0,0.0,17
1898,15738625,183.0,215.0,56.0,0,0.741,672.0,0.0,17
1899,15746625,175.0,205.0,46.0,0,0.702,672.0,0.0,17
1900,15754625,167.0,196.0,37.0,0,0.653,672.0,0.0,17
1901,15762625,160.0,187.0,27.0,0,0.626,672.0,0.0,17
1902,15770620,152.0,179.0,18.0,0,0.577,672.0,0.0,17
1903,15778622,147.0,171.0,9.0,0,0.543,672.0,0.0,17
1904,15786625,144.0,164.0,1.0,0,0.508,672.0,0.0,17
1905,15794625,143.0,159.0,-6.0,0,0.513,672.0,0.0,17
1906,15802621,138.0,154.0,-12.0,0,0.514,672.0,0.0,17
1907,15810623,133.0,149.0,-18.0,0,0.536,672.0,0.0,17
1908,15818625,129.0,144.0,-24.0,0,0.559,672.0,0.0,17
1909,15826623,124.0,139.0,-30.0,0,0.582,672.0,0.0,17
1910,15834625,127.0,136.0,-34.0,0,0.549,672.0,0.0,17
1911,15842623,133.0,135.0,-38.0,0,0.564,672.0,0.0,17
1912,15850625,127.0,133.0,-40.0,0,0.519,672.0,0.0,17
1913,15858625,127.0,132.0,-43.0,0,0.556,672.0,0.0,17
1914,15866623,130.0,131.0,-45.0,0,0.537,672.0,0.0,17
1915,15874622,127.0,130.0,-46.0,0,0.515,672.0,0.0,17
1916,15882625,127.0,130.0,-47.0,0,0.518,672.0,0.0,17
1917,15890623,127.0,129.0,-48.0,0,0.521,672.0,0.0,17
1918,15898625,125.0,128.0,-49.0,0,0.524,672.0,0.0,17
1919,15906625,126.0,127.0,-50.0,0,0.528,672.0,0.0,17
1920,15914625,131.0,128.0,-50.0,1,0.503,672.0,0.0,17
1921,15922621,125.0,128.0,-50.0,0,0.502,672.0,0.0,17
1922,15930624,125.0,127.0,-50.0,0,0.502,672.0,0.0,17
1923,15938624,124.0,126.0,-51.0,0,0.529,672.0,0.0,17
1924,15946625,122.0,125.0,-51.0,1,0.504,672.0,0.0,17
1925,15954625,125.0,125.0,-51.0,0,0.504,672.0,0.0,17
1926,15962625,123.0,125.0,-51.0,0,0.503,672.0,0.0,17
1927,15970625,123.0,124.0,-52.0,0,0.53,672.0,0.0,17
1928,15978625,120.0,123.0,-52.0,1,0.506,672.0,0.0,17
1929,15986625,120.0,122.0,-52.0,0,0.505,672.0,0.0,17
1930,15994621,115.0,121.0,-53.0,0,0.532,672.0,0.0,17
1931,16002625,116.0,120.0,-54.0,0,0.535,672.0,0.0,17
1932,16010620,117.0,119.0,-54.0,1,0.511,672.0,0.0,17
1933,16018625,117.0,118.0,-54.0,0,0.51,672.0,0.0,17
1934,16026624,116.0,118.0,-55.0,0,0.537,672.0,0.0,17
1935,16034621,115.0,117.0,-55.0,1,0.512,672.0,0.0,17
1936,16042625,113.0,116.0,-56.0,0,0.54,672.0,0.0,17
1937,16050623,116.0,116.0,-56.0,1,0.515,672.0,0.0,17
1938,16058625,114.0,116.0,-56.0,0,0.514,672.0,0.0,17
1939,16066625,117.0,116.0,-56.0,0,0.514,672.0,0.0,17
1940,16074620,116.0,116.0,-56.0,0,0.513,672.0,0.0,17
1941,16082625,119.0,117.0,-55.0,0,0.533,672.0,0.0,17
1942,16090625,122.0,118.0,-55.0,1,0.509,672.0,0.0,17
1943,16098625,122.0,119.0,-54.0,0,0.529,672.0,0.0,17
1944,16106621,125.0,120.0,-52.0,0,0.547,672.0,0.0,17
1945,16114620,125.0,122.0,-51.0,0,0.518,672.0,0.0,17
1946,16122620,127.0,123.0,-50.0,0,0.514,672.0,0.0,17
1947,16130625,125.0,123.0,-49.0,0,0.51,672.0,0.0,17
1948,16138624,131.0,125.0,-47.0,0,0.528,672.0,0.0,17
1949,16146625,132.0,127.0,-46.0,0,0.498,672.0,0.0,17
1950,16154622,133.0,128.0,-44.0,0,0.516,672.0,0.0,17
1951,16162625,138.0,131.0,-42.0,0,0.509,672.0,0.0,17
1952,16170625,132.0,131.0,-41.0,0,0.479,672.0,0.0,17
1953,16178621,134.0,132.0,-39.0,0,0.497,672.0,0.0,17
1954,16186622,132.0,132.0,-38.0,0,0.468,672.0,0.0,17
1955,16194625,139.0,134.0,-37.0,0,0.464,672.0,0.0,17
1956,16202623,132.0,133.0,-36.0,0,0.46,672.0,0.0,17
1957,16210623,132.0,133.0,-35.0,0,0.457,672.0,0.0,17
1958,16218625,132.0,133.0,-35.0,1,0.433,672.0,0.0,17
1959,16226625,132.0,133.0,-34.0,0,0.453,672.0,0.0,17
1960,16234625,139.0,134.0,-34.0,1,0.429,672.0,0.0,17
1961,16242625,133.0,134.0,-33.0,0,0.449,672.0,0.0,17
1962,16250620,140.0,135.0,-32.0,0,0.445,672.0,0.0,17
1963,16258623,141.0,137.0,-31.0,0,0.442,672.0,0.0,17
1964,16266625,137.0,137.0,-30.0,0,0.438,672.0,0.0,17
1965,16274625,142.0,138.0,-29.0,0,0.434,672.0,0.0,17
1966,16282623,142.0,139.0,-28.0,0,0.431,672.0,0.0,17
1967,16290623,140.0,139.0,-28.0,1,0.407,672.0,0.0,17
1968,16298625,143.0,140.0,-27.0,0,0.427,672.0,0.0,17
1969,16306621,144.0,141.0,-26.0,0,0.423,672.0,0.0,17
1970,16314623,144.0,142.0,-25.0,0,0.42,672.0,0.0,17
1971,16322625,141.0,142.0,-24.0,0,0.416,672.0,0.0,17
1972,16330623,148.0,143.0,-23.0,0,0.412,672.0,0.0,17
1973,16338625,147.0,144.0,-22.0,0,0.408,672.0,0.0,17
1974,16346620,149.0,145.0,-21.0,0,0.404,672.0,0.0,17
1975,16354624,144.0,145.0,-20.0,0,0.4,672.0,0.0,17
1976,16362625,147.0,145.0,-20.0,1,0.375,672.0,0.0,17
1977,16370625,148.0,146.0,-19.0,0,0.396,672.0,0.0,17
1978,16378623,148.0,147.0,-18.0,0,0.392,672.0,0.0,17
1979,16386621,149.0,147.0,-18.0,1,0.366,672.0,0.0,17
1980,16394625,151.0,148.0,-17.0,0,0.387,672.0,0.0,17
1981,16402620,148.0,148.0,-16.0,0,0.383,672.0,0.0,17
1982,16410625,153.0,149.0,-15.0,0,0.379,672.0,0.0,17
1983,16418625,160.0,152.0,-14.0,0,0.374,672.0,0.0,17
1984,16426625,168.0,156.0,-12.0,0,0.394,672.0,0.0,17
1985,16434622,176.0,161.0,-9.0,0,0.412,672.0,0.0,17
1986,16442625,185.0,167.0,-5.0,0,0.425,672.0,0.0,17
1987,16450624,199.0,174.0,-1.0,0,0.434,672.0,0.0,17
1988,16458621,204.0,182.0,5.0,0,0.506,672.0,0.0,17
1989,16466623,226.0,192.0,12.0,0,0.554,672.0,0.0,17
1990,16474625,239.0,204.0,20.0,0,0.604,672.0,0.0,17
1991,16482625,253.0,216.0,29.0,0,0.656,672.0,0.0,17
1992,16490622,265.0,228.0,39.0,0,0.709,672.0,0.0,17
1993,16498625,280.0,240.0,50.0,0,0.761,672.0,0.0,17
1994,16506625,289.0,252.0,60.0,0,0.785,672.0,0.0,17
1995,16514623,298.0,263.0,71.0,0,0.829,672.0,0.0,17
1996,16522624,302.0,273.0,81.0,0,0.844,672.0,0.0,17
1997,16530625,311.0,282.0,91.0,0,0.865,672.0,0.0,17
1998,16538621,310.0,289.0,99.0,0,0.851,672.0,0.0,17
1999,16546625,311.0,294.0,107.0,0,0.862,672.0,0.0,17
2000,16554623,314.0,299.0,113.0,0,0.83,672.0,0.0,17
2001,16562622,313.0,302.0,118.0,0,0.812,672.0,0.0,17
2002,16570622,310.0,304.0,122.0,0,0.79,672.0,0.0,17
2003,16578623,305.0,304.0,125.0,0,0.766,672.0,0.0,17
2004,16586621,304.0,304.0,127.0,0,0.739,672.0,0.0,17
2005,16594622,296.0,302.0,127.0,1,0.686,672.0,0.0,17
2006,16602625,291.0,300.0,126.0,0,0.708,672.0,0.0,17
2007,16610622,282.0,295.0,124.0,0,0.731,672.0,0.0,17
2008,16618621,273.0,290.0,121.0,0,0.753,672.0,0.0,17
2009,16626625,268.0,285.0,117.0,0,0.773,672.0,0.0,17
2010,16634623,260.0,279.0,113.0,0,0.765,672.0,0.0,17
2011,16642625,250.0,272.0,107.0,0,0.803,672.0,0.0,17
2012,16650623,237.0,263.0,101.0,0,0.789,672.0,0.0,17
2013,16658622,229.0,255.0,93.0,0,0.809,672.0,0.0,17
2014,16666625,222.0,247.0,86.0,0,0.772,672.0,0.0,17
2015,16674624,210.0,238.0,78.0,0,0.767,672.0,0.0,17
2016,16682621,203.0,230.0,69.0,0,0.754,672.0,0.0,17
2017,16690625,192.0,220.0,61.0,0,0.711,672.0,0.0,17
2018,16698621,185.0,212.0,52.0,0,0.694,672.0,0.0,17
2019,16706625,178.0,204.0,44.0,0,0.649,672.0,0.0,17
2020,16714625,170.0,195.0,35.0,0,0.631,672.0,0.0,17
2021,16722625,162.0,187.0,27.0,0,0.585,672.0,0.0,17
2022,16730620,162.0,181.0,19.0,0,0.556,672.0,0.0,17
2023,16738623,152.0,174.0,12.0,0,0.513,672.0,0.0,17
2024,16746625,152.0,169.0,5.0,0,0.49,672.0,0.0,17
2025,16754625,152.0,165.0,-1.0,0,0.468,672.0,0.0,17
2026,16762625,150.0,161.0,-7.0,0,0.487,672.0,0.0,17
2027,16770625,151.0,159.0,-11.0,0,0.453,672.0,0.0,17
2028,16778625,146.0,156.0,-15.0,0,0.467,672.0,0.0,17
2029,16786624,146.0,153.0,-19.0,0,0.481,672.0,0.0,17
2030,16794622,147.0,152.0,-22.0,0,0.466,672.0,0.0,17
2031,16802623,147.0,151.0,-24.0,0,0.448,672.0,0.0,17
2032,16810625,144.0,149.0,-26.0,0,0.456,672.0,0.0,17
2033,16818624,140.0,147.0,-28.0,0,0.463,672.0,0.0,17
2034,16826622,144.0,146.0,-29.0,0,0.442,672.0,0.0,17
2035,16834622,136.0,144.0,-31.0,0,0.474,672.0,0.0,17
2036,16842625,141.0,143.0,-33.0,0,0.482,672.0,0.0,17
2037,16850623,139.0,142.0,-34.0,0,0.461,672.0,0.0,17
2038,16858625,140.0,142.0,-35.0,0,0.464,672.0,0.0,17
2039,16866625,136.0,140.0,-36.0,0,0.468,672.0,0.0,17
2040,16874625,132.0,138.0,-37.0,0,0.472,672.0,0.0,17
2041,16882623,132.0,137.0,-38.0,0,0.476,672.0,0.0,17
2042,16890624,132.0,136.0,-39.0,0,0.479,672.0,0.0,17
2043,16898625,127.0,133.0,-41.0,0,0.512,672.0,0.0,17
2044,16906625,132.0,133.0,-41.0,1,0.463,672.0,0.0,17
2045,16914625,127.0,132.0,-42.0,0,0.491,672.0,0.0,17
2046,16922622,131.0,131.0,-43.0,0,0.494,672.0,0.0,17
2047,16930625,127.0,130.0,-44.0,0,0.498,672.0,0.0,17
2048,16938624,123.0,129.0,-45.0,0,0.501,672.0,0.0,17
2049,16946622,123.0,127.0,-46.0,0,0.505,672.0,0.0,17
2050,16954625,120.0,125.0,-47.0,0,0.508,672.0,0.0,17
2051,16962625,120.0,124.0,-48.0,0,0.512,672.0,0.0,17
2052,16970625,121.0,123.0,-49.0,0,0.515,672.0,0.0,17
2053,16978622,121.0,123.0,-50.0,0,0.519,672.0,0.0,17
2054,16986625,120.0,122.0,-50.0,1,0.495,672.0,0.0,17
2055,16994625,120.0,122.0,-51.0,0,0.522,672.0,0.0,17
2056,17002625,120.0,121.0,-51.0,1,0.498,672.0,0.0,17
2057,17010625,117.0,120.0,-51.0,0,0.498,672.0,0.0,17
2058,17018620,121.0,120.0,-52.0,0,0.525,672.0,0.0,17
2059,17026625,122.0,121.0,-51.0,1,0.521,672.0,0.0,17
2060,17034623,120.0,121.0,-51.0,1,0.497,672.0,0.0,17
2061,17042625,123.0,121.0,-51.0,0,0.497,672.0,0.0,17
2062,17050623,121.0,121.0,-51.0,0,0.497,672.0,0.0,17
2063,17058624,120.0,121.0,-50.0,0,0.516,672.0,0.0,17
2064,17066625,124.0,122.0,-50.0,1,0.493,672.0,0.0,17
2065,17074620,124.0,122.0,-49.0,0,0.512,672.0,0.0,17
2066,17082623,124.0,123.0,-49.0,1,0.488,672.0,0.0,17
2067,17090623,126.0,123.0,-48.0,0,0.508,672.0,0.0,17
2068,17098623,127.0,124.0,-47.0,0,0.504,672.0,0.0,17
2069,17106623,131.0,126.0,-46.0,0,0.5,672.0,0.0,17
2070,17114625,127.0,126.0,-45.0,0,0.496,672.0,0.0,17
2071,17122620,133.0,128.0,-44.0,0,0.492,672.0,0.0,17
2072,17130625,135.0,130.0,-42.0,0,0.509,672.0,0.0,17
2073,17138625,136.0,131.0,-41.0,0,0.481,672.0,0.0,17
2074,17146625,137.0,133.0,-39.0,0,0.498,672.0,0.0,17
2075,17154621,136.0,133.0,-38.0,0,0.469,672.0,0.0,17
2076,17162625,139.0,135.0,-36.0,0,0.487,672.0,0.0,17
2077,17170624,143.0,137.0,-34.0,0,0.479,672.0,0.0,17
2078,17178625,142.0,138.0,-33.0,0,0.45,672.0,0.0,17
2079,17186623,140.0,139.0,-31.0,0,0.468,672.0,0.0,17
2080,17194625,142.0,139.0,-30.0,0,0.439,672.0,0.0,17
2081,17202623,140.0,140.0,-29.0,0,0.435,672.0,0.0,17
2082,17210623,143.0,140.0,-28.0,0,0.431,672.0,0.0,17
2083,17218625,150.0,143.0,-27.0,0,0.427,672.0,0.0,17
2084,17226625,153.0,145.0,-25.0,0,0.445,672.0,0.0,17
2085,17234625,161.0,149.0,-23.0,0,0.437,672.0,0.0,17
2086,17242623,169.0,154.0,-19.0,0,0.475,672.0,0.0,17
2087,17250623,179.0,160.0,-15.0,0,0.461,672.0,0.0,17
2088,17258621,190.0,167.0,-11.0,0,0.448,672.0,0.0,17
2089,17266623,204.0,176.0,-4.0,0,0.494,672.0,0.0,17
2090,17274621,219.0,187.0,3.0,0,0.493,672.0,0.0,17
2091,17282625,233.0,198.0,11.0,0,0.538,672.0,0.0,17
2092,17290625,247.0,210.0,20.0,0,0.585,672.0,0.0,17
2093,17298625,260.0,222.0,30.0,0,0.635,672.0,0.0,17
2094,17306620,272.0,234.0,41.0,0,0.686,672.0,0.0,17
2095,17314623,284.0,246.0,52.0,0,0.726,672.0,0.0,17
2096,17322625,289.0,257.0,62.0,0,0.749,672.0,0.0,17
2097,17330623,293.0,265.0,72.0,0,0.781,672.0,0.0,17
2098,17338623,296.0,273.0,81.0,0,0.794,672.0,0.0,17
2099,17346624,298.0,279.0,89.0,0,0.798,672.0,0.0,17
2100,17354622,296.0,283.0,96.0,0,0.796,672.0,0.0,17
2101,17362625,297.0,286.0,101.0,0,0.763,672.0,0.0,17
2102,17370620,295.0,289.0,105.0,0,0.747,672.0,0.0,17
2103,17378625,290.0,289.0,108.0,0,0.727,672.0,0.0,17
2104,17386625,284.0,288.0,110.0,0,0.706,672.0,0.0,17
2105,17394620,276.0,285.0,110.0,1,0.658,672.0,0.0,17
2106,17402625,269.0,281.0,109.0,0,0.68,672.0,0.0,17
2107,17410622,267.0,278.0,107.0,0,0.701,672.0,0.0,17
2108,17418625,255.0,272.0,103.0,0,0.745,672.0,0.0,17
2109,17426624,243.0,265.0,99.0,0,0.737,672.0,0.0,17
2110,17434623,238.0,259.0,94.0,0,0.751,672.0,0.0,17
2111,17442625,228.0,251.0,88.0,0,0.761,672.0,0.0,17
2112,17450625,220.0,244.0,81.0,0,0.764,672.0,0.0,17
2113,17458622,205.0,234.0,74.0,0,0.744,672.0,0.0,17
2114,17466622,201.0,226.0,66.0,0,0.738,672.0,0.0,17
2115,17474625,188.0,217.0,58.0,0,0.712,672.0,0.0,17
2116,17482620,177.0,207.0,49.0,0,0.696,672.0,0.0,17
2117,17490621,173.0,199.0,40.0,0,0.663,672.0,0.0,17
2118,17498622,166.0,191.0,32.0,0,0.617,672.0,0.0,17
2119,17506625,160.0,183.0,24.0,0,0.587,672.0,0.0,17
2120,17514625,158.0,177.0,16.0,0,0.558,672.0,0.0,17
2121,17522625,152.0,171.0,9.0,0,0.515,672.0,0.0,17
2122,17530625,146.0,165.0,2.0,0,0.492,672.0,0.0,17
2123,17538625,148.0,161.0,-4.0,0,0.468,672.0,0.0,17
2124,17546625,147.0,158.0,-9.0,0,0.462,672.0,0.0,17
2125,17554625,144.0,154.0,-14.0,0,0.479,672.0,0.0,17
2126,17562620,144.0,152.0,-18.0,0,0.468,672.0,0.0,17
2127,17570625,140.0,149.0,-21.0,0,0.453,672.0,0.0,17
2128,17578622,140.0,147.0,-24.0,0,0.464,672.0,0.0,17
2129,17586623,140.0,145.0,-27.0,0,0.475,672.0,0.0,17
2130,17594624,139.0,144.0,-29.0,0,0.457,672.0,0.0,17
2131,17602623,140.0,143.0,-31.0,0,0.465,672.0,0.0,17
2132,17610624,138.0,142.0,-33.0,0,0.472,672.0,0.0,17
2133,17618623,136.0,140.0,-34.0,0,0.451,672.0,0.0,17
2134,17626625,141.0,140.0,-35.0,0,0.455,672.0,0.0,17
2135,17634625,139.0,140.0,-35.0,1,0.431,672.0,0.0,17
2136,17642620,140.0,140.0,-36.0,0,0.459,672.0,0.0,17
2137,17650625,138.0,140.0,-36.0,1,0.435,672.0,0.0,17
2138,17658620,140.0,140.0,-36.0,0,0.435,672.0,0.0,17
2139,17666625,139.0,140.0,-36.0,0,0.436,672.0,0.0,17
2140,17674625,139.0,139.0,-37.0,0,0.463,672.0,0.0,17
2141,17682625,139.0,139.0,-37.0,1,0.44,672.0,0.0,17
2142,17690625,138.0,139.0,-37.0,0,0.44,672.0,0.0,17
2143,17698625,140.0,139.0,-36.0,0,0.46,672.0,0.0,17
2144,17706625,139.0,139.0,-36.0,1,0.436,672.0,0.0,17
2145,17714625,137.0,139.0,-36.0,0,0.436,672.0,0.0,17
2146,17722625,136.0,138.0,-36.0,0,0.437,672.0,0.0,17
2147,17730623,136.0,138.0,-36.0,0,0.437,672.0,0.0,17
2148,17738621,127.0,135.0,-37.0,0,0.464,672.0,0.0,17
2149,17746625,125.0,133.0,-38.0,0,0.468,672.0,0.0,17
2150,17754620,122.0,130.0,-40.0,0,0.501,672.0,0.0,17
2151,17762625,125.0,129.0,-41.0,0,0.48,672.0,0.0,17
2152,17770623,123.0,127.0,-42.0,0,0.483,672.0,0.0,17
2153,17778625,119.0,125.0,-44.0,0,0.516,672.0,0.0,17
2154,17786620,117.0,123.0,-45.0,0,0.495,672.0,0.0,17
2155,17794625,119.0,122.0,-46.0,0,0.498,672.0,0.0,17
2156,17802625,119.0,121.0,-48.0,0,0.531,672.0,0.0,17
2157,17810625,121.0,121.0,-48.0,1,0.482,672.0,0.0,17
2158,17818622,120.0,121.0,-49.0,0,0.509,672.0,0.0,17
2159,17826625,115.0,120.0,-49.0,1,0.486,672.0,0.0,17
2160,17834621,111.0,117.0,-50.0,0,0.513,672.0,0.0,17
2161,17842625,116.0,117.0,-51.0,0,0.516,672.0,0.0,17
2162,17850623,113.0,116.0,-52.0,0,0.52,672.0,0.0,17
2163,17858625,112.0,115.0,-52.0,1,0.496,672.0,0.0,17
2164,17866625,112.0,114.0,-53.0,0,0.523,672.0,0.0,17
2165,17874621,115.0,115.0,-53.0,1,0.499,672.0,0.0,17
2166,17882625,112.0,114.0,-53.0,0,0.499,672.0,0.0,17
2167,17890624,110.0,113.0,-54.0,0,0.526,672.0,0.0,17
2168,17898624,112.0,113.0,-54.0,1,0.502,672.0,0.0,17
2169,17906625,112.0,113.0,-54.0,0,0.502,672.0,0.0,17
2170,17914625,112.0,112.0,-54.0,0,0.501,672.0,0.0,17
2171,17922623,114.0,113.0,-54.0,0,0.501,672.0,0.0,17
2172,17930625,119.0,114.0,-53.0,0,0.521,672.0,0.0,17
2173,17938625,118.0,115.0,-52.0,0,0.517,672.0,0.0,17
2174,17946625,124.0,117.0,-51.0,0,0.513,672.0,0.0,17
2175,17954625,124.0,119.0,-50.0,0,0.509,672.0,0.0,17
2176,17962623,127.0,121.0,-48.0,0,0.527,672.0,0.0,17
2177,17970625,127.0,122.0,-46.0,0,0.519,672.0,0.0,17
2178,17978625,130.0,124.0,-44.0,0,0.511,672.0,0.0,17
2179,17986623,134.0,127.0,-42.0,0,0.504,672.0,0.0,17
2180,17994625,140.0,130.0,-40.0,0,0.496,672.0,0.0,17
2181,18002620,136.0,131.0,-38.0,0,0.489,672.0,0.0,17
2182,18010625,140.0,133.0,-35.0,0,0.503,672.0,0.0,17
2183,18018625,145.0,136.0,-33.0,0,0.47,672.0,0.0,17
2184,18026625,141.0,137.0,-31.0,0,0.462,672.0,0.0,17
2185,18034625,150.0,140.0,-28.0,0,0.477,672.0,0.0,17
2186,18042623,151.0,143.0,-26.0,0,0.444,672.0,0.0,17
2187,18050625,156.0,146.0,-23.0,0,0.459,672.0,0.0,17
2188,18058625,154.0,148.0,-21.0,0,0.426,672.0,0.0,17
2189,18066622,158.0,150.0,-18.0,0,0.441,672.0,0.0,17
2190,18074621,158.0,152.0,-16.0,0,0.408,672.0,0.0,17
2191,18082624,160.0,154.0,-14.0,0,0.401,672.0,0.0,17
2192,18090625,161.0,156.0,-11.0,0,0.417,672.0,0.0,17
2193,18098625,158.0,156.0,-10.0,0,0.362,672.0,0.0,17
2194,18106623,159.0,157.0,-8.0,0,0.381,672.0,0.0,17
2195,18114625,158.0,157.0,-7.0,0,0.352,672.0,0.0,17
2196,18122622,162.0,158.0,-6.0,0,0.348,672.0,0.0,17
2197,18130625,163.0,160.0,-5.0,0,0.345,672.0,0.0,17
2198,18138625,164.0,161.0,-4.0,0,0.341,672.0,0.0,17
2199,18146621,168.0,162.0,-3.0,0,0.337,672.0,0.0,17
2200,18154620,179.0,166.0,-1.0,0,0.371,672.0,0.0,17
2201,18162623,188.0,172.0,2.0,0,0.41,672.0,0.0,17
2202,18170625,198.0,178.0,6.0,0,0.453,672.0,0.0,17
2203,18178625,212.0,186.0,11.0,0,0.499,672.0,0.0,17
2204,18186621,228.0,196.0,18.0,0,0.571,672.0,0.0,17
2205,18194623,242.0,207.0,25.0,0,0.6,672.0,0.0,17
2206,18202625,260.0,220.0,34.0,0,0.669,672.0,0.0,17
2207,18210624,272.0,233.0,44.0,0,0.722,672.0,0.0,17
2208,18218625,292.0,247.0,55.0,0,0.773,672.0,0.0,17
2209,18226621,308.0,262.0,67.0,0,0.821,672.0,0.0,17
2210,18234625,318.0,275.0,79.0,0,0.855,672.0,0.0,17
2211,18242625,338.0,291.0,92.0,0,0.891,672.0,0.0,17
2212,18250625,346.0,304.0,105.0,0,0.913,672.0,0.0,17
2213,18258621,351.0,315.0,117.0,0,0.921,672.0,0.0,17
2214,18266625,361.0,326.0,128.0,0,0.923,672.0,0.0,17
2215,18274622,364.0,336.0,139.0,0,0.93,672.0,0.0,17
2216,18282625,357.0,341.0,148.0,0,0.911,672.0,0.0,17
2217,18290621,361.0,346.0,155.0,0,0.88,672.0,0.0,17
2218,18298625,356.0,348.0,160.0,0,0.838,672.0,0.0,17
2219,18306625,347.0,348.0,164.0,0,0.815,672.0,0.0,17
2220,18314625,342.0,346.0,166.0,0,0.763,672.0,0.0,17
