seq,t_us,rr_raw_ms,nn_ms,valid,corrected,metric_eligible,status,reason,hr_bpm,score,rescued,flags
117188,938064518,712.0,712.0,1,0,1,accepted,,84.3,0.892,0,9
117275,938760517,695.0,695.0,1,0,1,accepted,,84.3,0.882,0,9
117357,939416518,656.0,656.0,1,0,1,accepted,,84.3,0.876,0,9
117442,940096517,679.0,679.0,1,0,1,accepted,,84.3,0.906,0,9
117524,940752517,656.0,656.0,1,0,1,accepted,,86.3,0.898,0,9
117608,941424517,672.0,672.0,1,0,1,accepted,,86.3,0.909,0,9
117686,942048517,624.0,624.0,1,0,1,accepted,,88.4,0.857,0,9
117767,942696517,648.0,648.0,1,0,1,accepted,,89.3,0.904,0,9
117846,943328517,632.0,632.0,1,0,1,accepted,,91.5,0.888,0,9
117928,943984517,656.0,656.0,1,0,1,accepted,,91.5,0.904,0,9
118010,944640517,656.0,656.0,1,0,1,accepted,,91.5,0.904,0,9
118093,945304517,664.0,664.0,1,0,1,accepted,,91.5,0.907,0,9
118177,945976517,672.0,672.0,1,0,1,accepted,,91.5,0.899,0,9
118261,946648517,672.0,672.0,1,0,1,accepted,,91.5,0.902,0,9
118345,947320517,672.0,672.0,1,0,1,accepted,,91.5,0.908,0,9
118425,947960517,640.0,640.0,1,0,1,accepted,,91.5,0.888,0,9
118504,948592522,632.0,632.0,1,0,1,accepted,,91.5,0.907,0,9
118589,949272517,679.0,679.0,1,0,1,accepted,,90.4,0.901,0,9
118674,949952517,680.0,680.0,1,0,1,accepted,,89.3,0.911,0,9
118760,950640517,688.0,688.0,1,0,1,accepted,,89.3,0.906,0,9
118846,951328517,688.0,688.0,1,0,1,accepted,,89.3,0.906,0,9
118932,952016517,688.0,688.0,1,0,1,accepted,,88.4,0.908,0,9
