seq,t_us,raw,avg,filtered,candidate,detector_score,expected_rr_ms,hr_bpm,flags
80214,642272517,96.0,89.0,-78.0,0,0.47,747.2,80.6,1
80215,642280517,99.0,92.0,-75.0,0,0.464,747.2,80.6,1
80216,642288517,99.0,93.0,-72.0,0,0.459,747.2,80.6,1
80217,642296517,102.0,96.0,-70.0,0,0.443,747.2,80.6,1
80218,642304521,105.0,98.0,-67.0,0,0.449,747.2,80.6,1
80219,642312518,105.0,100.0,-64.0,0,0.444,747.2,80.6,1
80220,642320516,107.0,101.0,-62.0,0,0.428,747.2,80.6,1
80221,642328518,111.0,104.0,-60.0,0,0.425,747.2,80.6,1
80222,642336517,115.0,106.0,-57.0,0,0.431,747.2,80.6,1
80223,642344517,127.0,111.0,-53.0,0,0.436,747.2,80.6,1
80224,642352520,136.0,117.0,-49.0,0,0.429,747.2,80.6,1
80225,642360517,152.0,126.0,-44.0,0,0.432,747.2,80.6,1
80226,642368517,171.0,137.0,-37.0,0,0.444,747.2,80.6,1
80227,642376517,194.0,151.0,-28.0,0,0.453,747.2,80.6,1
80228,642384517,224.0,168.0,-16.0,0,0.467,747.2,80.6,1
80229,642392517,249.0,188.0,-2.0,0,0.483,747.2,80.6,1
80230,642400517,282.0,211.0,14.0,0,0.528,747.2,80.6,1
80231,642408517,310.0,235.0,32.0,0,0.575,747.2,80.6,1
80232,642416517,342.0,261.0,52.0,0,0.625,747.2,80.6,1
80233,642424517,371.0,288.0,74.0,0,0.677,747.2,80.6,1
80234,642432517,397.0,314.0,97.0,0,0.723,747.2,80.6,1
80235,642440517,419.0,339.0,121.0,0,0.767,747.2,80.6,1
80236,642448519,435.0,363.0,143.0,0,0.79,747.2,80.6,1
80237,642456517,446.0,383.0,165.0,0,0.818,747.2,80.6,1
80238,642464517,457.0,401.0,185.0,0,0.827,747.2,80.6,1
80239,642472517,461.0,415.0,203.0,0,0.83,747.2,80.6,1
80240,642480521,466.0,428.0,219.0,0,0.826,747.2,80.6,1
80241,642488517,460.0,436.0,232.0,0,0.806,747.2,80.6,1
80242,642496517,453.0,440.0,243.0,0,0.792,747.2,80.6,1
80243,642504517,446.0,441.0,250.0,0,0.75,747.2,80.6,1
80244,642512517,432.0,439.0,254.0,0,0.716,747.2,80.6,1
80245,642520517,419.0,434.0,255.0,0,0.682,747.2,80.6,1
80246,642528517,400.0,426.0,252.0,1,0.7,747.2,80.6,1
80247,642536517,379.0,415.0,247.0,0,0.717,747.2,80.6,1
80248,642544517,359.0,401.0,239.0,0,0.744,747.2,80.6,1
80249,642552519,336.0,385.0,229.0,0,0.756,753.6,79.8,1
80250,642560517,314.0,368.0,216.0,0,0.773,753.6,79.8,1
80251,642568517,289.0,349.0,201.0,0,0.774,753.6,79.8,1
80252,642576517,266.0,329.0,184.0,0,0.769,753.6,79.8,1
80253,642584517,241.0,307.0,166.0,0,0.751,753.6,79.8,1
80254,642592517,215.0,285.0,146.0,0,0.733,753.6,79.8,1
80255,642600517,196.0,263.0,126.0,0,0.699,753.6,79.8,1
80256,642608517,173.0,242.0,105.0,0,0.668,753.6,79.8,1
80257,642616521,156.0,221.0,84.0,0,0.63,753.6,79.8,1
80258,642624517,141.0,201.0,64.0,0,0.587,753.6,79.8,1
80259,642632517,123.0,182.0,43.0,0,0.557,753.6,79.8,1
80260,642640517,110.0,165.0,24.0,0,0.512,753.6,79.8,1
80261,642648517,100.0,149.0,6.0,0,0.505,753.6,79.8,1
80262,642656519,89.0,135.0,-11.0,0,0.524,753.6,79.8,1
80263,642664517,85.0,123.0,-27.0,0,0.542,753.6,79.8,1
80264,642672517,77.0,112.0,-41.0,0,0.548,753.6,79.8,1
80265,642680521,77.0,103.0,-53.0,0,0.549,753.6,79.8,1
80266,642688517,72.0,96.0,-64.0,0,0.558,753.6,79.8,1
80267,642696517,72.0,90.0,-73.0,0,0.553,753.6,79.8,1
80268,642704517,72.0,86.0,-80.0,0,0.543,753.6,79.8,1
80269,642712518,70.0,82.0,-87.0,0,0.555,753.6,79.8,1
80270,642720517,70.0,79.0,-92.0,0,0.541,753.6,79.8,1
80271,642728517,73.0,77.0,-96.0,0,0.536,753.6,79.8,1
80272,642736517,70.0,76.0,-99.0,0,0.529,753.6,79.8,1
80273,642744517,70.0,74.0,-101.0,0,0.521,753.6,79.8,1
80274,642752517,72.0,74.0,-103.0,0,0.523,753.6,79.8,1
80275,642760519,71.0,73.0,-104.0,0,0.514,753.6,79.8,1
80276,642768519,69.0,72.0,-105.0,0,0.514,753.6,79.8,1
80277,642776519,67.0,71.0,-106.0,0,0.515,753.6,79.8,1
80278,642784519,68.0,70.0,-106.0,1,0.504,753.6,79.8,1
80279,642792517,66.0,69.0,-107.0,0,0.514,753.6,79.8,1
80280,642800517,62.0,67.0,-107.0,1,0.503,753.6,79.8,1
80281,642808517,66.0,67.0,-108.0,0,0.514,753.6,79.8,1
80282,642816517,65.0,67.0,-108.0,1,0.503,753.6,79.8,1
80283,642824517,65.0,66.0,-108.0,0,0.502,753.6,79.8,1
80284,642832517,62.0,65.0,-108.0,0,0.501,753.6,79.8,1
80285,642840517,62.0,64.0,-108.0,0,0.5,753.6,79.8,1
80286,642848517,59.0,63.0,-108.0,0,0.499,753.6,79.8,1
80287,642856517,61.0,63.0,-108.0,0,0.498,753.6,79.8,1
80288,642864517,61.0,62.0,-108.0,0,0.497,753.6,79.8,1
80289,642872517,60.0,62.0,-108.0,0,0.496,753.6,79.8,1
80290,642880519,60.0,61.0,-108.0,0,0.495,753.6,79.8,1
80291,642888517,60.0,61.0,-108.0,0,0.494,753.6,79.8,1
80292,642896517,60.0,61.0,-108.0,0,0.493,753.6,79.8,1
80293,642904519,61.0,61.0,-107.0,0,0.5,753.6,79.8,1
80294,642912517,60.0,61.0,-107.0,1,0.489,753.6,79.8,1
80295,642920517,66.0,62.0,-106.0,0,0.496,753.6,79.8,1
80296,642928517,68.0,63.0,-105.0,0,0.494,753.6,79.8,1
80297,642936517,68.0,65.0,-103.0,0,0.501,755.2,79.8,1
80298,642944518,72.0,66.0,-102.0,0,0.487,755.2,79.8,1
80299,642952517,73.0,68.0,-100.0,0,0.494,755.2,79.8,1
80300,642960521,76.0,70.0,-98.0,0,0.49,755.2,79.8,1
80301,642968521,76.0,71.0,-96.0,0,0.486,755.2,79.8,1
80302,642976517,79.0,73.0,-93.0,0,0.492,755.2,79.8,1
80303,642984518,84.0,76.0,-91.0,0,0.477,755.2,79.8,1
80304,642992517,84.0,78.0,-88.0,0,0.483,755.2,79.8,1
80305,643000517,88.0,80.0,-86.0,0,0.467,755.2,79.8,1
80306,643008517,89.0,82.0,-83.0,0,0.474,755.2,79.8,1
80307,643016517,88.0,84.0,-81.0,0,0.458,755.2,79.8,1
80308,643024517,88.0,85.0,-79.0,0,0.455,755.2,79.8,1
80309,643032517,89.0,86.0,-77.0,0,0.451,755.2,79.8,1
80310,643040517,92.0,87.0,-75.0,0,0.447,755.2,79.8,1
80311,643048521,93.0,89.0,-73.0,0,0.444,755.2,79.8,1
80312,643056517,96.0,90.0,-71.0,0,0.44,755.2,79.8,1
80313,643064517,99.0,93.0,-69.0,0,0.437,755.2,79.8,1
80314,643072517,98.0,94.0,-67.0,0,0.433,755.2,79.8,1
80315,643080517,101.0,96.0,-65.0,0,0.43,755.2,79.8,1
80316,643088517,105.0,98.0,-62.0,0,0.436,755.2,79.8,1
80317,643096517,110.0,101.0,-60.0,0,0.421,755.2,79.8,1
80318,643104517,116.0,104.0,-57.0,0,0.427,755.2,79.8,1
80319,643112517,123.0,109.0,-53.0,0,0.432,755.2,79.8,1
80320,643120517,136.0,116.0,-49.0,0,0.425,755.2,79.8,1
80321,643128517,151.0,124.0,-43.0,0,0.439,755.2,79.8,1
80322,643136517,169.0,135.0,-36.0,0,0.439,755.2,79.8,1
80323,643144517,196.0,150.0,-27.0,0,0.448,755.2,79.8,1
80324,643152521,218.0,166.0,-15.0,0,0.462,755.2,79.8,1
80325,643160517,247.0,186.0,-2.0,0,0.471,755.2,79.8,1
80326,643168517,276.0,208.0,14.0,0,0.524,755.2,79.8,1
80327,643176517,305.0,231.0,32.0,0,0.571,755.2,79.8,1
80328,643184519,335.0,256.0,52.0,0,0.619,755.2,79.8,1
80329,643192517,358.0,281.0,73.0,0,0.663,755.2,79.8,1
80330,643200517,381.0,305.0,95.0,0,0.706,755.2,79.8,1
80331,643208517,402.0,329.0,116.0,0,0.735,755.2,79.8,1
80332,643216517,416.0,350.0,138.0,0,0.773,755.2,79.8,1
80333,643224517,429.0,369.0,158.0,0,0.788,755.2,79.8,1
80334,643232521,436.0,385.0,177.0,0,0.803,755.2,79.8,1
80335,643240517,444.0,400.0,194.0,0,0.805,755.2,79.8,1
80336,643248517,443.0,410.0,208.0,0,0.79,755.2,79.8,1
80337,643256518,439.0,417.0,220.0,0,0.779,755.2,79.8,1
80338,643264521,432.0,421.0,229.0,0,0.753,755.2,79.8,1
80339,643272517,421.0,421.0,235.0,0,0.722,755.2,79.8,1
80340,643280519,412.0,419.0,239.0,0,0.701,755.2,79.8,1
80341,643288517,396.0,413.0,239.0,1,0.656,755.2,79.8,1
80342,643296519,378.0,405.0,236.0,0,0.684,755.2,79.8,1
80343,643304517,362.0,394.0,231.0,0,0.7,755.2,79.8,1
80344,643312517,337.0,380.0,223.0,0,0.725,755.2,79.8,1
80345,643320517,318.0,365.0,212.0,0,0.745,755.2,79.8,1
80346,643328517,295.0,348.0,200.0,0,0.741,755.2,79.8,1
80347,643336517,272.0,330.0,185.0,0,0.75,755.2,79.8,1
80348,643344517,252.0,311.0,169.0,0,0.736,755.2,79.8,1
80349,643352517,227.0,291.0,152.0,0,0.718,755.2,79.8,1
80350,643360517,209.0,271.0,133.0,0,0.703,755.2,79.8,1
80351,643368517,188.0,251.0,114.0,0,0.67,755.2,79.8,1
80352,643376517,167.0,230.0,95.0,0,0.636,755.2,79.8,1
80353,643384517,154.0,212.0,76.0,0,0.602,755.2,79.8,1
80354,643392517,139.0,194.0,57.0,0,0.569,755.2,79.8,1
80355,643400519,125.0,177.0,39.0,0,0.531,755.2,79.8,1
80356,643408517,114.0,162.0,21.0,0,0.502,755.2,79.8,1
80357,643416517,108.0,149.0,5.0,0,0.486,755.2,79.8,1
80358,643424517,104.0,138.0,-9.0,0,0.49,755.2,79.8,1
80359,643432517,97.0,128.0,-22.0,0,0.501,755.2,79.8,1
80360,643440517,94.0,120.0,-34.0,0,0.511,755.2,79.8,1
80361,643448517,93.0,113.0,-44.0,0,0.507,755.2,79.8,1
80362,643456517,92.0,108.0,-52.0,0,0.499,755.2,79.8,1
80363,643464517,93.0,104.0,-59.0,0,0.5,755.2,79.8,1
80364,643472517,92.0,101.0,-65.0,0,0.499,755.2,79.8,1
80365,643480517,96.0,100.0,-69.0,0,0.484,755.2,79.8,1
80366,643488517,96.0,99.0,-73.0,0,0.49,755.2,79.8,1
80367,643496517,99.0,99.0,-75.0,0,0.471,755.2,79.8,1
80368,643504517,100.0,99.0,-76.0,0,0.461,755.2,79.8,1
80369,643512517,98.0,99.0,-77.0,0,0.462,755.2,79.8,1
80370,643520517,100.0,99.0,-77.0,1,0.451,755.2,79.8,1
80371,643528517,98.0,99.0,-78.0,0,0.462,755.2,79.8,1
80372,643536517,97.0,98.0,-78.0,1,0.451,755.2,79.8,1
80373,643544517,97.0,98.0,-78.0,0,0.45,755.2,79.8,1
80374,643552517,93.0,97.0,-78.0,0,0.449,755.2,79.8,1
80375,643560517,92.0,96.0,-78.0,0,0.448,755.2,79.8,1
80376,643568517,91.0,95.0,-79.0,0,0.459,755.2,79.8,1
80377,643576517,84.0,92.0,-80.0,0,0.46,755.2,79.8,1
80378,643584519,86.0,91.0,-81.0,0,0.46,755.2,79.8,1
80379,643592517,84.0,89.0,-82.0,0,0.461,755.2,79.8,1
80380,643600517,83.0,88.0,-82.0,1,0.45,755.2,79.8,1
80381,643608517,80.0,86.0,-83.0,0,0.461,755.2,79.8,1
80382,643616517,79.0,84.0,-84.0,0,0.462,755.2,79.8,1
80383,643624516,76.0,82.0,-86.0,0,0.475,755.2,79.8,1
80384,643632521,76.0,81.0,-87.0,0,0.465,755.2,79.8,1
80385,643640517,77.0,80.0,-88.0,0,0.466,755.2,79.8,1
80386,643648517,75.0,79.0,-88.0,1,0.455,755.2,79.8,1
80387,643656517,74.0,77.0,-89.0,0,0.466,755.2,79.8,1
80388,643664517,76.0,77.0,-89.0,1,0.455,755.2,79.8,1
80389,643672517,75.0,77.0,-90.0,0,0.466,755.2,79.8,1
80390,643680517,79.0,77.0,-89.0,1,0.464,755.2,79.8,1
80391,643688517,77.0,77.0,-89.0,1,0.452,755.2,79.8,1
80392,643696521,80.0,78.0,-89.0,0,0.452,755.2,79.8,1
80393,643704517,80.0,78.0,-88.0,0,0.46,755.2,79.8,1
80394,643712521,80.0,79.0,-87.0,0,0.458,755.2,79.8,1
80395,643720517,85.0,80.0,-86.0,0,0.456,755.2,79.8,1
80396,643728517,85.0,81.0,-85.0,0,0.454,755.2,79.8,1
80397,643736517,85.0,82.0,-83.0,0,0.461,755.2,79.8,1
80398,643744517,88.0,84.0,-82.0,0,0.448,755.2,79.8,1
80399,643752517,87.0,84.0,-80.0,0,0.455,755.2,79.8,1
80400,643760517,92.0,86.0,-79.0,0,0.442,755.2,79.8,1
80401,643768517,93.0,88.0,-77.0,0,0.45,755.2,79.8,1
80402,643776517,95.0,90.0,-75.0,0,0.446,755.2,79.8,1
80403,643784517,100.0,92.0,-73.0,0,0.442,755.2,79.8,1
80404,643792517,100.0,94.0,-71.0,0,0.439,755.2,79.8,1
80405,643800517,104.0,96.0,-68.0,0,0.445,755.2,79.8,1
80406,643808517,107.0,99.0,-66.0,0,0.43,755.2,79.8,1
80407,643816517,108.0,101.0,-63.0,0,0.436,755.2,79.8,1
80408,643824517,112.0,104.0,-60.0,0,0.43,755.2,79.8,1
80409,643832517,114.0,106.0,-58.0,0,0.415,755.2,79.8,1
80410,643840519,118.0,109.0,-55.0,0,0.422,755.2,79.8,1
80411,643848519,121.0,112.0,-52.0,0,0.416,755.2,79.8,1
80412,643856517,131.0,117.0,-48.0,0,0.421,755.2,79.8,1
80413,643864517,142.0,123.0,-44.0,0,0.415,755.2,79.8,1
80414,643872517,152.0,130.0,-39.0,0,0.418,755.2,79.8,1
80415,643880517,170.0,140.0,-32.0,0,0.431,755.2,79.8,1
80416,643888519,188.0,151.0,-24.0,0,0.429,755.2,79.8,1
80417,643896517,211.0,166.0,-15.0,0,0.427,755.2,79.8,1
80418,643904517,237.0,183.0,-3.0,0,0.461,755.2,79.8,1
80419,643912517,264.0,203.0,11.0,0,0.503,755.2,79.8,1
80420,643920519,293.0,225.0,27.0,0,0.548,755.2,79.8,1
80421,643928517,318.0,247.0,45.0,0,0.596,755.2,79.8,1
80422,643936519,343.0,270.0,64.0,0,0.637,755.2,79.8,1
80423,643944517,367.0,294.0,85.0,0,0.686,755.2,79.8,1
80424,643952517,383.0,315.0,105.0,0,0.714,755.2,79.8,1
80425,643960517,404.0,337.0,125.0,0,0.745,755.2,79.8,1
80426,643968517,417.0,356.0,145.0,0,0.774,755.2,79.8,1
80427,643976517,427.0,373.0,163.0,0,0.783,755.2,79.8,1
80428,643984517,432.0,388.0,180.0,0,0.794,755.2,79.8,1
80429,643992517,432.0,398.0,195.0,0,0.791,755.2,79.8,1
80430,644000517,430.0,406.0,207.0,0,0.772,755.2,79.8,1
80431,644008517,424.0,410.0,217.0,0,0.758,755.2,79.8,1
80432,644016517,415.0,412.0,223.0,0,0.716,755.2,79.8,1
80433,644024517,404.0,410.0,227.0,0,0.695,755.2,79.8,1
80434,644032517,389.0,405.0,228.0,0,0.661,755.2,79.8,1
80435,644040517,372.0,397.0,226.0,1,0.668,755.2,79.8,1
80436,644048517,355.0,387.0,221.0,0,0.696,755.2,79.8,1
80437,644056517,333.0,374.0,213.0,0,0.72,755.2,79.8,1
80438,644064517,314.0,359.0,204.0,0,0.721,755.2,79.8,1
80439,644072517,291.0,343.0,192.0,0,0.738,755.2,79.8,1
80440,644080517,271.0,325.0,178.0,0,0.739,755.2,79.8,1
80441,644088517,245.0,306.0,162.0,0,0.733,755.2,79.8,1
80442,644096517,225.0,286.0,145.0,0,0.714,755.2,79.8,1
80443,644104517,204.0,266.0,127.0,0,0.692,755.2,79.8,1
80444,644112517,184.0,246.0,108.0,0,0.665,755.2,79.8,1
80445,644120517,164.0,226.0,89.0,0,0.631,755.2,79.8,1
80446,644128517,147.0,207.0,70.0,0,0.596,755.2,79.8,1
80447,644136519,131.0,189.0,51.0,0,0.562,755.2,79.8,1
80448,644144519,120.0,172.0,33.0,0,0.524,755.2,79.8,1
80449,644152517,107.0,156.0,15.0,0,0.495,755.2,79.8,1
80450,644160517,100.0,143.0,-1.0,0,0.497,755.2,79.8,1
80451,644168517,95.0,131.0,-16.0,0,0.512,755.2,79.8,1
80452,644176517,92.0,122.0,-29.0,0,0.515,755.2,79.8,1
80453,644184517,88.0,113.0,-41.0,0,0.525,753.6,79.8,1
80454,644192517,87.0,107.0,-51.0,0,0.522,753.6,79.8,1
80455,644200517,85.0,102.0,-59.0,0,0.514,753.6,79.8,1
80456,644208517,88.0,98.0,-66.0,0,0.516,753.6,79.8,1
80457,644216517,88.0,96.0,-72.0,0,0.515,753.6,79.8,1
80458,644224517,92.0,95.0,-76.0,0,0.499,753.6,79.8,1
80459,644232517,94.0,95.0,-78.0,0,0.481,753.6,79.8,1
80460,644240517,99.0,96.0,-80.0,0,0.483,753.6,79.8,1
80461,644248517,100.0,97.0,-81.0,0,0.474,753.6,79.8,1
80462,644256517,100.0,98.0,-81.0,1,0.462,753.6,79.8,1
80463,644264517,103.0,99.0,-80.0,0,0.47,753.6,79.8,1
80464,644272517,103.0,100.0,-79.0,0,0.467,753.6,79.8,1
80465,644280517,105.0,101.0,-78.0,0,0.464,753.6,79.8,1
80466,644288517,104.0,102.0,-77.0,0,0.462,753.6,79.8,1
80467,644296518,102.0,102.0,-76.0,0,0.459,753.6,79.8,1
80468,644304517,104.0,102.0,-75.0,0,0.456,753.6,79.8,1
80469,644312517,100.0,102.0,-75.0,1,0.445,753.6,79.8,1
80470,644320517,100.0,101.0,-74.0,0,0.453,753.6,79.8,1
80471,644328517,96.0,100.0,-74.0,1,0.441,753.6,79.8,1
80472,644336517,94.0,99.0,-74.0,0,0.44,753.6,79.8,1
80473,644344518,93.0,97.0,-75.0,0,0.452,753.6,79.8,1
80474,644352517,92.0,96.0,-75.0,1,0.44,753.6,79.8,1
80475,644360517,88.0,94.0,-76.0,0,0.451,753.6,79.8,1
80476,644368517,87.0,92.0,-77.0,0,0.452,753.6,79.8,1
80477,644376517,86.0,91.0,-78.0,0,0.453,753.6,79.8,1
80478,644384517,85.0,89.0,-79.0,0,0.454,753.6,79.8,1
80479,644392517,84.0,88.0,-79.0,1,0.443,753.6,79.8,1
80480,644400517,84.0,87.0,-80.0,0,0.454,753.6,79.8,1
80481,644408519,85.0,87.0,-81.0,0,0.455,753.6,79.8,1
80482,644416517,84.0,86.0,-81.0,1,0.443,753.6,79.8,1
80483,644424517,85.0,86.0,-81.0,0,0.443,753.6,79.8,1
80484,644432517,82.0,85.0,-82.0,0,0.455,753.6,79.8,1
80485,644440517,84.0,85.0,-82.0,1,0.443,753.6,79.8,1
80486,644448517,85.0,85.0,-81.0,0,0.451,753.6,79.8,1
80487,644456517,86.0,85.0,-81.0,1,0.44,753.6,79.8,1
80488,644464517,92.0,87.0,-80.0,0,0.448,753.6,79.8,1
80489,644472517,90.0,88.0,-79.0,0,0.446,753.6,79.8,1
80490,644480517,92.0,89.0,-78.0,0,0.444,753.6,79.8,1
80491,644488518,93.0,90.0,-77.0,0,0.442,753.6,79.8,1
80492,644496517,95.0,91.0,-75.0,0,0.45,750.4,79.8,1
80493,644504517,98.0,93.0,-74.0,0,0.436,750.4,79.8,1
80494,644512517,98.0,94.0,-72.0,0,0.444,750.4,79.8,1
80495,644520517,102.0,96.0,-70.0,0,0.44,750.4,79.8,1
80496,644528517,103.0,98.0,-68.0,0,0.436,750.4,79.8,1
80497,644536517,110.0,101.0,-66.0,0,0.433,750.4,79.8,1
80498,644544517,109.0,103.0,-64.0,0,0.429,750.4,79.8,1
80499,644552517,109.0,104.0,-61.0,0,0.435,750.4,79.8,1
80500,644560517,112.0,106.0,-59.0,0,0.42,750.4,79.8,1
80501,644568517,115.0,108.0,-57.0,0,0.416,750.4,79.8,1
80502,644576517,115.0,110.0,-55.0,0,0.413,750.4,79.8,1
80503,644584517,121.0,113.0,-52.0,0,0.419,750.4,79.8,1
80504,644592517,123.0,115.0,-50.0,0,0.404,750.4,79.8,1
80505,644600517,131.0,119.0,-47.0,0,0.411,750.4,79.8,1
80506,644608517,137.0,123.0,-43.0,0,0.416,750.4,79.8,1
80507,644616517,148.0,129.0,-39.0,0,0.409,750.4,79.8,1
80508,644624517,163.0,137.0,-33.0,0,0.423,750.4,79.8,1
80509,644632517,179.0,148.0,-27.0,0,0.413,750.4,79.8,1
80510,644640518,203.0,161.0,-18.0,0,0.435,750.4,79.8,1
80511,644648517,226.0,177.0,-7.0,0,0.446,750.4,79.8,1
80512,644656517,250.0,195.0,5.0,0,0.476,750.4,79.8,1
80513,644664517,280.0,215.0,20.0,0,0.532,750.4,79.8,1
80514,644672517,305.0,237.0,37.0,0,0.579,750.4,79.8,1
80515,644680517,334.0,261.0,55.0,0,0.62,750.4,79.8,1
80516,644688517,357.0,284.0,75.0,0,0.67,750.4,79.8,1
80517,644696517,380.0,307.0,95.0,0,0.706,750.4,79.8,1
80518,644704517,404.0,331.0,116.0,0,0.747,750.4,79.8,1
80519,644712517,417.0,352.0,137.0,0,0.779,750.4,79.8,1
80520,644720517,429.0,370.0,156.0,0,0.791,750.4,79.8,1
80521,644728517,438.0,387.0,175.0,0,0.813,750.4,79.8,1
80522,644736517,443.0,400.0,191.0,0,0.805,750.4,79.8,1
80523,644744517,442.0,410.0,205.0,0,0.799,750.4,79.8,1
80524,644752521,439.0,417.0,217.0,0,0.788,750.4,79.8,1
80525,644760517,433.0,421.0,226.0,0,0.761,750.4,79.8,1
80526,644768519,421.0,421.0,232.0,0,0.729,750.4,79.8,1
80527,644776517,407.0,418.0,235.0,0,0.695,750.4,79.8,1
80528,644784517,394.0,412.0,235.0,1,0.661,750.4,79.8,1
80529,644792517,373.0,403.0,231.0,0,0.7,750.4,79.8,1
80530,644800517,359.0,392.0,226.0,0,0.705,750.4,79.8,1
80531,644808517,340.0,379.0,218.0,0,0.731,750.4,79.8,1
80532,644816517,319.0,365.0,207.0,0,0.752,750.4,79.8,1
80533,644824517,298.0,349.0,195.0,0,0.748,750.4,79.8,1
80534,644832517,277.0,331.0,181.0,0,0.749,750.4,79.8,1
80535,644840517,254.0,312.0,165.0,0,0.743,750.4,79.8,1
80536,644848517,232.0,293.0,149.0,0,0.718,750.4,79.8,1
80537,644856518,213.0,274.0,131.0,0,0.703,750.4,79.8,1
80538,644864518,196.0,255.0,113.0,0,0.671,750.4,79.8,1
80539,644872517,179.0,236.0,94.0,0,0.643,750.4,79.8,1
80540,644880517,163.0,219.0,76.0,0,0.602,750.4,79.8,1
80541,644888519,146.0,201.0,58.0,0,0.569,750.4,79.8,1
80542,644896517,134.0,185.0,40.0,0,0.537,750.4,79.8,1
80543,644904521,124.0,170.0,24.0,0,0.493,750.4,79.8,1
80544,644912517,113.0,156.0,8.0,0,0.487,750.4,79.8,1
80545,644920517,109.0,145.0,-7.0,0,0.503,750.4,79.8,1
80546,644928517,102.0,134.0,-20.0,0,0.506,750.4,79.8,1
80547,644936517,100.0,126.0,-32.0,0,0.516,750.4,79.8,1
80548,644944517,97.0,119.0,-42.0,0,0.513,750.4,79.8,1
80549,644952517,96.0,113.0,-51.0,0,0.519,750.4,79.8,1
80550,644960517,100.0,110.0,-58.0,0,0.509,750.4,79.8,1
80551,644968517,97.0,107.0,-63.0,0,0.496,750.4,79.8,1
80552,644976517,98.0,105.0,-68.0,0,0.504,750.4,79.8,1
80553,644984517,102.0,104.0,-71.0,0,0.487,750.4,79.8,1
80554,644992519,100.0,103.0,-74.0,0,0.492,750.4,79.8,1
80555,645000517,102.0,103.0,-76.0,0,0.484,750.4,79.8,1
80556,645008517,103.0,103.0,-77.0,0,0.474,750.4,79.8,1
80557,645016517,104.0,103.0,-77.0,1,0.463,750.4,79.8,1
80558,645024517,105.0,104.0,-77.0,0,0.462,750.4,79.8,1
80559,645032521,102.0,103.0,-77.0,0,0.461,750.4,79.8,1
80560,645040517,103.0,103.0,-77.0,0,0.46,750.4,79.8,1
80561,645048519,100.0,102.0,-77.0,0,0.459,750.4,79.8,1
80562,645056517,100.0,102.0,-77.0,0,0.458,750.4,79.8,1
80563,645064517,97.0,101.0,-78.0,0,0.469,750.4,79.8,1
80564,645072517,93.0,99.0,-78.0,1,0.458,750.4,79.8,1
80565,645080517,92.0,97.0,-79.0,0,0.47,750.4,79.8,1
80566,645088517,87.0,95.0,-80.0,0,0.471,750.4,79.8,1
80567,645096517,83.0,92.0,-81.0,0,0.472,750.4,79.8,1
80568,645104517,83.0,90.0,-83.0,0,0.485,750.4,79.8,1
80569,645112517,76.0,86.0,-84.0,0,0.475,750.4,79.8,1
80570,645120517,76.0,84.0,-86.0,0,0.489,752.0,79.8,1
80571,645128517,75.0,82.0,-88.0,0,0.492,752.0,79.8,1
80572,645136517,72.0,79.0,-90.0,0,0.495,752.0,79.8,1
80573,645144517,75.0,78.0,-91.0,0,0.485,752.0,79.8,1
80574,645152517,72.0,77.0,-92.0,0,0.486,752.0,79.8,1
80575,645160517,74.0,76.0,-93.0,0,0.487,752.0,79.8,1
80576,645168517,73.0,75.0,-94.0,0,0.488,752.0,79.8,1
80577,645176517,71.0,74.0,-95.0,0,0.489,752.0,79.8,1
80578,645184517,73.0,74.0,-95.0,1,0.477,752.0,79.8,1
80579,645192517,74.0,74.0,-95.0,0,0.476,752.0,79.8,1
80580,645200517,76.0,74.0,-95.0,0,0.475,752.0,79.8,1
80581,645208517,77.0,75.0,-94.0,0,0.483,752.0,79.8,1
80582,645216517,80.0,76.0,-93.0,0,0.48,752.0,79.8,1
80583,645224517,83.0,78.0,-92.0,0,0.478,752.0,79.8,1
80584,645232517,84.0,79.0,-90.0,0,0.486,752.0,79.8,1
80585,645240517,87.0,81.0,-89.0,0,0.471,752.0,79.8,1
80586,645248517,91.0,84.0,-87.0,0,0.479,752.0,79.8,1
80587,645256517,92.0,86.0,-84.0,0,0.486,752.0,79.8,1
80588,645264517,96.0,88.0,-82.0,0,0.469,752.0,79.8,1
80589,645272517,94.0,90.0,-80.0,0,0.465,752.0,79.8,1
80590,645280518,99.0,92.0,-77.0,0,0.472,752.0,79.8,1
80591,645288517,100.0,94.0,-75.0,0,0.456,752.0,79.8,1
80592,645296517,99.0,95.0,-72.0,0,0.463,752.0,79.8,1
80593,645304517,104.0,97.0,-70.0,0,0.447,752.0,79.8,1
80594,645312517,106.0,99.0,-68.0,0,0.443,752.0,79.8,1
80595,645320517,109.0,102.0,-65.0,0,0.45,752.0,79.8,1
80596,645328517,112.0,104.0,-63.0,0,0.434,752.0,79.8,1
80597,645336517,113.0,106.0,-60.0,0,0.441,752.0,79.8,1
80598,645344517,120.0,110.0,-57.0,0,0.435,752.0,79.8,1
80599,645352519,125.0,113.0,-54.0,0,0.43,752.0,79.8,1
80600,645360517,136.0,119.0,-50.0,0,0.435,752.0,79.8,1
80601,645368517,151.0,127.0,-45.0,0,0.439,752.0,79.8,1
80602,645376517,170.0,137.0,-38.0,0,0.452,752.0,79.8,1
80603,645384517,192.0,150.0,-30.0,0,0.45,752.0,79.8,1
80604,645392517,216.0,166.0,-19.0,0,0.467,752.0,79.8,1
