seq,source_t_us,t_us,rr_ms,hr_bpm,score,timing_shift_ms,timing_quality,timing_uncertainty_ms,refined,flags
302000,2416556512,2416556512,840.0,71.42857142857143,0.538,0.0,0.9725,10.0,0,9
302100,2417356512,2417356512,800.0,71.42857142857143,0.595,0.0,0.9046687371996107,34.0,0,9
302214,2418268511,2418268511,911.999,71.42857142857143,0.512,0.0,0.989,4.0,0,9
302322,2419132511,2419072053,803.542,71.42882653152333,0.49,-60.457716466454336,0.8887565685086274,36.0,1,9
302425,2419956511,2419956511,884.458,71.42857142857143,0.513,0.0,0.989,4.0,0,9
302527,2420772511,2420772511,816.0,71.42882653152333,0.609,0.0,0.9670000000000001,12.0,0,9
302638,2421660511,2421660511,888.0,71.42857142857143,0.514,0.0,0.9612519453031827,12.0,0,9
302753,2422580512,2422580512,920.001,67.83815624936402,0.458,0.0,0.885267557868912,4.0,0,9
302854,2423388511,2423388511,807.999,71.42857142857143,0.508,0.0,0.9655763034862304,4.0,0,9
302971,2424324511,2424324511,936.0,67.83815624936402,0.426,0.0,0.8662127050151808,4.0,0,9
303075,2425156511,2425156511,832.0,67.83815624936402,0.492,0.0,0.9023090131779874,4.0,0,9
303151,2425764512,2425788863,632.352,72.11538461538461,0.638,24.350798521085547,0.9175,30.0,1,9
303277,2426772511,2426772511,983.648,67.83815624936402,0.599,0.0,0.978,8.0,0,9
303397,2427732511,2427732511,960.0,67.56756756756756,0.47,0.0,0.209,4.0,0,9
303482,2428412512,2428412512,680.001,67.56756756756756,0.684,0.0,0.9670000000000001,12.0,0,9
303588,2429260511,2429260511,847.999,70.75480041839671,0.639,0.0,0.6434422116595057,4.0,0,9
303685,2430036511,2430036511,776.0,72.11538461538461,0.644,0.0,0.7669550925762838,4.0,0,9
303792,2430892511,2430892511,856.0,70.75480041839671,0.644,0.0,0.209,4.0,0,9
303883,2431620511,2431620511,728.0,72.11538461538461,0.661,0.0,0.8174095438476868,14.0,0,9
303992,2432492511,2432492511,872.0,70.75480041839671,0.648,0.0,0.20350000000000001,6.0,0,9
304082,2433212511,2433212511,720.0,70.75480041839671,0.567,0.0,0.692615862072009,4.0,0,9
304193,2434100511,2434100511,888.0,70.75480041839671,0.632,0.0,0.209,4.0,0,9
304293,2434900512,2434900512,800.001,74.99990625011719,0.599,0.0,0.209,4.0,0,9
304399,2435748511,2435748511,847.999,70.75480041839671,0.64,0.0,0.209,4.0,0,9
304494,2436508512,2436508512,760.001,74.99990625011719,0.599,0.0,0.209,4.0,0,9
304604,2437388511,2437388511,879.999,70.75480041839671,0.662,0.0,0.209,4.0,0,9
304714,2438268512,2438268512,880.001,70.75480041839671,0.897,0.0,0.209,4.0,0,9
304796,2438924512,2438924512,656.0,70.75480041839671,0.795,0.0,0.209,4.0,0,9
304937,2440052511,2440052511,1127.999,70.75480041839671,0.608,0.0,0.6626280445613114,4.0,0,9
305055,2440996511,2440996511,944.0,68.18189566124506,0.772,0.0,0.209,4.0,0,9
305151,2441764512,2441764512,768.001,70.75480041839671,0.871,0.0,0.209,4.0,0,9
305221,2442324511,2442324511,559.999,70.75480041839671,0.543,0.0,0.209,4.0,0,9
305344,2443308512,2443308512,984.001,68.18189566124506,0.656,0.0,0.209,4.0,0,9
305451,2444164512,2444164512,856.0,68.18189566124506,0.63,0.0,0.209,4.0,0,9
305558,2445020512,2445020512,856.0,70.09345794392523,0.649,0.0,0.209,4.0,0,9
305672,2445932512,2445932512,912.0,70.09345794392523,0.662,0.0,0.209,4.0,0,9
305776,2446764512,2446764512,832.0,70.09345794392523,0.698,0.0,0.209,4.0,0,9
305868,2447500511,2447500511,735.999,70.09345794392523,0.569,0.0,0.209,4.0,0,9
305994,2448508512,2448508512,1008.001,70.09345794392523,0.892,0.0,0.209,4.0,0,9
306089,2449268512,2449268512,760.0,70.09345794392523,0.928,0.0,0.209,4.0,0,9
306183,2450020511,2450020511,751.999,70.09345794392523,0.851,0.0,0.209,4.0,0,9
306280,2450796511,2450796511,776.0,72.11538461538461,0.795,0.0,0.209,4.0,0,9
306379,2451588511,2451588511,792.0,75.75757575757575,0.756,0.0,0.209,4.0,0,9
306487,2452452511,2452452511,864.0,75.75757575757575,0.826,0.0,0.209,4.0,0,9
306596,2453324511,2453324511,872.0,75.75757575757575,0.913,0.0,0.209,4.0,0,9
306695,2454116511,2454116511,792.0,75.75757575757575,0.89,0.0,0.209,4.0,0,9
306797,2454932512,2454932512,816.001,75.75757575757575,0.896,0.0,0.209,4.0,0,9
306896,2455724511,2455724511,791.999,75.75757575757575,0.906,0.0,0.209,4.0,0,9
306995,2456516512,2456516512,792.001,75.75757575757575,0.883,0.0,0.209,4.0,0,9
307090,2457276513,2457276513,760.001,75.75757575757575,0.902,0.0,0.209,4.0,0,9
307197,2458132512,2458132512,855.999,75.75748010419179,0.92,0.0,0.209,4.0,0,9
307277,2458772511,2458772511,639.999,75.75748010419179,0.58,0.0,0.209,4.0,0,9
307385,2459636511,2459636511,864.0,75.75748010419179,0.656,0.0,0.209,4.0,0,9
307479,2460388511,2460388511,752.0,75.75757575757575,0.633,0.0,0.6495526969631793,4.0,0,9
307587,2461252515,2461252515,864.004,75.75748010419179,0.642,0.0,0.8587965383114549,4.0,0,9
307695,2462116511,2462116511,863.996,75.75748010419179,0.68,0.0,0.209,4.0,0,9
307794,2462908512,2462908512,792.001,75.75748010419179,0.682,0.0,0.209,4.0,0,9
