seq,t_us,rr_raw_ms,nn_ms,valid,corrected,metric_eligible,status,reason,hr_bpm,score,rescued,source_t_us,timing_shift_ms,timing_quality,timing_uncertainty_ms,refined,flags
303883,2431620511,728.0,728.0,1,0,1,accepted,,72.11538461538461,0.661,0,2431620511,0.0,0.8174095438476868,14.0,0,9
303992,2432492511,872.0,872.0,1,0,1,accepted,,70.75480041839671,0.648,0,2432492511,0.0,0.20350000000000001,6.0,0,9
304082,2433212511,720.0,720.0,1,0,1,accepted,,70.75480041839671,0.567,0,2433212511,0.0,0.692615862072009,4.0,0,9
304193,2434100511,888.0,888.0,1,0,1,accepted,,70.75480041839671,0.632,0,2434100511,0.0,0.209,4.0,0,9
304293,2434900512,800.001,800.001,1,0,1,accepted,,74.99990625011719,0.599,0,2434900512,0.0,0.209,4.0,0,9
304399,2435748511,847.999,847.999,1,0,1,accepted,,70.75480041839671,0.64,0,2435748511,0.0,0.209,4.0,0,9
304494,2436508512,760.001,760.001,1,0,1,accepted,,74.99990625011719,0.599,0,2436508512,0.0,0.209,4.0,0,9
304604,2437388511,879.999,879.999,1,0,1,accepted,,70.75480041839671,0.662,0,2437388511,0.0,0.209,4.0,0,9
304714,2438268512,880.001,880.001,1,0,1,accepted,,70.75480041839671,0.897,0,2438268512,0.0,0.209,4.0,0,9
304796,2438924512,656.0,656.0,1,0,1,accepted,,70.75480041839671,0.795,0,2438924512,0.0,0.209,4.0,0,9
304937,2440052511,1127.999,0.0,0,0,0,local_outlier,局部 RR 异常,70.75480041839671,0.608,0,2440052511,0.0,0.6626280445613114,4.0,0,9
305055,2440996511,944.0,944.0,1,0,1,accepted,,68.18189566124506,0.772,0,2440996511,0.0,0.209,4.0,0,9
305151,2441764512,768.001,768.001,1,0,1,accepted,,70.75480041839671,0.871,0,2441764512,0.0,0.209,4.0,0,9
305221,2442324511,559.999,0.0,0,0,0,local_outlier,局部 RR 异常,70.75480041839671,0.543,0,2442324511,0.0,0.209,4.0,0,9
305344,2443308512,984.001,984.001,1,0,1,accepted,,68.18189566124506,0.656,0,2443308512,0.0,0.209,4.0,0,9
305451,2444164512,856.0,856.0,1,0,1,accepted,,68.18189566124506,0.63,0,2444164512,0.0,0.209,4.0,0,9
305558,2445020512,856.0,856.0,1,0,1,accepted,,70.09345794392523,0.649,0,2445020512,0.0,0.209,4.0,0,9
305672,2445932512,912.0,912.0,1,0,1,accepted,,70.09345794392523,0.662,0,2445932512,0.0,0.209,4.0,0,9
305776,2446764512,832.0,832.0,1,0,1,accepted,,70.09345794392523,0.698,0,2446764512,0.0,0.209,4.0,0,9
305868,2447500511,735.999,735.999,1,0,1,accepted,,70.09345794392523,0.569,0,2447500511,0.0,0.209,4.0,0,9
305994,2448508512,1008.001,1008.001,1,0,1,accepted,,70.09345794392523,0.892,0,2448508512,0.0,0.209,4.0,0,9
306089,2449268512,760.0,760.0,1,0,1,accepted,,70.09345794392523,0.928,0,2449268512,0.0,0.209,4.0,0,9
306183,2450020511,751.999,751.999,1,0,1,accepted,,70.09345794392523,0.851,0,2450020511,0.0,0.209,4.0,0,9
306280,2450796511,776.0,776.0,1,0,1,accepted,,72.11538461538461,0.795,0,2450796511,0.0,0.209,4.0,0,9
306379,2451588511,792.0,792.0,1,0,1,accepted,,75.75757575757575,0.756,0,2451588511,0.0,0.209,4.0,0,9
306487,2452452511,864.0,864.0,1,0,1,accepted,,75.75757575757575,0.826,0,2452452511,0.0,0.209,4.0,0,9
306596,2453324511,872.0,872.0,1,0,1,accepted,,75.75757575757575,0.913,0,2453324511,0.0,0.209,4.0,0,9
306695,2454116511,792.0,792.0,1,0,1,accepted,,75.75757575757575,0.89,0,2454116511,0.0,0.209,4.0,0,9
306797,2454932512,816.001,816.001,1,0,1,accepted,,75.75757575757575,0.896,0,2454932512,0.0,0.209,4.0,0,9
306896,2455724511,791.999,791.999,1,0,1,accepted,,75.75757575757575,0.906,0,2455724511,0.0,0.209,4.0,0,9
306995,2456516512,792.001,792.001,1,0,1,accepted,,75.75757575757575,0.883,0,2456516512,0.0,0.209,4.0,0,9
307090,2457276513,760.001,760.001,1,0,1,accepted,,75.75757575757575,0.902,0,2457276513,0.0,0.209,4.0,0,9
307197,2458132512,855.999,855.999,1,0,1,accepted,,75.75748010419179,0.92,0,2458132512,0.0,0.209,4.0,0,9
307277,2458772511,639.999,639.999,1,0,1,accepted,,75.75748010419179,0.58,0,2458772511,0.0,0.209,4.0,0,9
307385,2459636511,864.0,864.0,1,0,1,accepted,,75.75748010419179,0.656,0,2459636511,0.0,0.209,4.0,0,9
307479,2460388511,752.0,752.0,1,0,1,accepted,,75.75757575757575,0.633,0,2460388511,0.0,0.6495526969631793,4.0,0,9
307587,2461252515,864.004,864.004,1,0,1,accepted,,75.75748010419179,0.642,0,2461252515,0.0,0.8587965383114549,4.0,0,9
307695,2462116511,863.996,863.996,1,0,1,accepted,,75.75748010419179,0.68,0,2462116511,0.0,0.209,4.0,0,9
307794,2462908512,792.001,792.001,1,0,1,accepted,,75.75748010419179,0.682,0,2462908512,0.0,0.209,4.0,0,9
