metric,count,mean,median,std,p25,p75,min,max
total_power_ms2,0,,,,,,,
vlf_ms2,0,,,,,,,
lf_ms2,0,,,,,,,
hf_ms2,0,,,,,,,
lf_nu,0,,,,,,,
hf_nu,0,,,,,,,
lf_hf,0,,,,,,,
hf_lf,0,,,,,,,
spectral_agreement,0,,,,,,,
spectral_agreement_raw,0,,,,,,,
spectral_shape_agreement,0,,,,,,,
band_power_agreement,0,,,,,,,
interpolation_agreement,0,,,,,,,
