t_us,hr_bpm,time_status,time_validity_reason,rmssd_ms,rmssd_ci_low_ms,rmssd_ci_high_ms,sdnn_ms,pnn50_percent,fiducial_quality_mean,fiducial_uncertainty_p95_ms,fiducial_shift_p95_ms,fiducial_unstable_ratio,frequency_status,frequency_validity_reason,total_power_ms2,vlf_ms2,lf_ms2,hf_ms2,lf_nu,hf_nu,lf_hf,hf_lf,median_frequency_hz,thm_power_ms2,resonance_band_power_ms2,resonance_share,lf_peak_frequency_hz,lf_peak_prominence_ratio,spectral_agreement,spectral_agreement_raw,spectral_shape_agreement,band_power_agreement,interpolation_agreement,frequency_waveform_inserted_ratio,frequency_timing_recovered_ratio,frequency_timing_shift_delta_p95_ms,sqi,overall_status,detected_artifact_ratio,corrected_ratio,unresolved_suspect_ratio,max_consecutive_artifacts,protocol_error_ratio,protocol_crc_errors,protocol_format_errors,protocol_seq_gaps
1215341158,74.06849607622142,VALID,,34.07625986205706,25.73325694595324,41.835976127974476,74.24770975123714,15.254237288135593,1.0,7.0,5.765649999999985,0.0,LIMITED,受限输出：波形补搏 13.3%；时间恢复 15.1%；频带一致性 87%,2857.089707283366,1353.527805586336,1253.6939585978612,183.04595397857713,87.25963186681929,12.740368133180723,6.8490667580917295,0.1460052931764119,0.04388299991518955,571.4785809962332,259.5396088029454,0.17970467453562816,0.0703125,5.796297910561878,0.9232967518043039,0.9222275385848692,0.9441076761682253,0.8747379282884875,0.9999701505951683,0.13316582914572864,0.1507537688442211,9.36864999999997,0.9113676744311567,LIMITED,0.0,0.0,0.0,0,3.116785970307419e-05,2,1,8
1235726043,71.60340307106996,VALID,,25.347811960531047,21.89698703144589,28.903626256071806,60.443495990685285,3.389830508474576,1.0,7.0,14.815699999999966,0.0,LIMITED,受限输出：波形补搏 14.2%；时间恢复 16.5%,4088.061707327559,2468.662682629443,1374.5134724074253,180.02063187566807,88.4196408827783,11.580359117221713,7.63531078680325,0.13097043826014054,0.029036627371994552,520.7519000567085,223.93620321322732,0.14300578611714032,0.0546875,8.231645803363019,0.9624522241156963,0.9289102124377412,0.9662310376546318,0.9536349925248468,0.9999857642181944,0.14213197969543148,0.1649746192893401,26.07619999999998,0.7854053704487454,LIMITED,0.0,0.0,0.0,0,3.0346864663099225e-05,2,1,8
1255888097,76.09433160641476,VALID,,25.585282214254566,22.534478596274223,29.268360067014424,43.65913925540541,5.084745762711865,1.0,7.0,14.815699999999966,0.0,LIMITED,受限输出：波形补搏 14.0%；时间恢复 16.0%,5730.764765560153,3944.290445129497,1490.7344419575618,200.46068863438325,88.14680310933612,11.85319689066387,7.436542556613114,0.13447109222964473,0.01916047925171013,487.7866893764768,230.4955666359278,0.13503710430948632,0.0546875,10.611996680276638,0.9768577905868232,0.9230027698141158,0.985076719679034,0.957680289371665,0.9999928420068922,0.13994910941475827,0.16030534351145037,16.18219999999998,0.7284243644310364,LIMITED,0.0,0.0,0.0,0,2.9587257754327135e-05,2,1,8
1276334445,77.23826847249738,INVALID,SQI 56% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.0844000000000005,0.0,LIMITED,受限输出：波形补搏 12.5%；时间恢复 14.0%,7353.3895766308415,5406.79841577598,1551.9190539012598,246.48122526944917,86.29441798223539,13.705582017764605,6.2962972218461175,0.158823506064854,0.017757917807011064,461.59694065744463,285.60694249059225,0.15735142419208156,0.0546875,11.38422355417359,0.9661626978359157,0.9258349301862049,0.988672529949485,0.9136397562375875,0.9999948237172638,0.125,0.14030612244897958,9.451549999999989,0.5633556873610991,INVALID,0.0,0.0,0.0,0,2.8862527780182987e-05,2,1,8
1296896631,81.63065394316874,INVALID,SQI 68% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.124099999999999,0.0,LIMITED,受限输出：波形补搏 11.2%；时间恢复 13.0%；频带一致性 86%,8285.009307402026,6199.987946231168,1567.7446765098812,313.36070146342286,83.34167212891408,16.65832787108591,5.003003469127978,0.19987993335817128,0.017370764243119795,445.06185884193667,388.0069232702873,0.20469172187171963,0.0546875,11.710827743454514,0.9439953325061607,0.9486047872555359,0.978446126746378,0.8636101459456539,0.999994876639879,0.11224489795918367,0.13010204081632654,11.478999999999978,0.6810441504450994,INVALID,0.0,0.0,0.0,0,2.8157380988136355e-05,2,1,8
1317340205,75.90372877067585,INVALID,SQI 69% < 70%,nan,nan,nan,nan,nan,1.0,7.0,4.020499999999998,0.0,LIMITED,受限输出：波形补搏 11.5%；时间恢复 13.1%,8245.746085955412,6053.048594149939,1581.2938837506656,382.6293719136175,80.51709144896317,19.48290855103683,4.132703863904256,0.2419723340774962,0.01782574817413761,435.5359052783622,510.68394868760566,0.2583627041570217,0.0546875,8.126664248200271,0.9641167612354593,0.9688162940661743,0.9905823266015507,0.9023637753812461,0.9999925632576787,0.11538461538461539,0.13076923076923078,9.36864999999997,0.6942840122740921,INVALID,0.0,0.0,0.0,0,2.7479070108267535e-05,2,1,8
1337440643,83.53718727505871,INVALID,SQI 60% < 70%,nan,nan,nan,nan,nan,1.0,7.0,3.51765,0.0,LIMITED,受限输出：波形补搏 12.8%；时间恢复 14.3%,7263.854636389392,5025.821225023469,1602.1754343666055,421.9079451365707,79.15560448699843,20.844395513001572,3.7974526264206396,0.26333442398794815,0.01923229069730236,430.2892035612144,596.180765230896,0.2923660392766389,0.0546875,6.248834521523279,0.9612605772300288,0.9527703740745054,0.987048110637099,0.9010896659468651,0.9999856583013544,0.1278772378516624,0.1432225063938619,9.524050000000006,0.603724624326774,INVALID,0.0,0.0,0.0,0,2.6853327127231064e-05,2,1,8
1358020490,77.35617231345236,INVALID,SQI 60% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.56055,0.0,LIMITED,受限输出：波形补搏 12.5%；时间恢复 14.6%,5732.834553628293,3552.424875024203,1590.5338553221416,413.59162708376374,79.36298746188004,20.637012538119954,3.845662608155301,0.26003321193059187,0.028497634645629245,435.15473773680384,609.8377618411996,0.30116564704355603,0.05859375,5.452165055461974,0.9789361752121488,0.9488955858524304,0.9862627042271147,0.961840940843895,0.9999691248703934,0.12531969309462915,0.14578005115089515,15.831999999999999,0.6006751196654514,INVALID,0.0,0.0,0.0,0,2.625039375590634e-05,2,1,8
1378040043,79.65356011586938,INVALID,SQI 67% < 70%,nan,nan,nan,nan,nan,1.0,7.0,300.9287499999999,0.0,LIMITED,受限输出：波形补搏 14.3%；时间恢复 16.6%,4308.0459980446685,2288.0202950833805,1519.3892900134206,361.6182544260286,80.77528952528507,19.224710474714914,4.201638803950981,0.2380023716126329,0.03687621447942109,462.83450359105666,546.644043668077,0.2869014276060175,0.0625,5.896097628328688,0.9404115029823938,0.8216657435408548,0.9420058553356243,0.9366913474915226,0.9999458355905041,0.14285714285714285,0.16581632653061223,26.26380000000002,0.6726588015549542,INVALID,0.0,0.0,0.0,0,2.567503958235269e-05,2,1,8
1398160043,88.39687841156703,VALID,,26.69129533025289,19.863586432847573,32.35550994924848,50.47889666392066,6.779661016949152,1.0,7.0,284.83194999999995,0.0,INVALID,相邻心搏时间修正跳变 p95 282.5 ms > 180.0 ms；Welch/Lomb 稳健一致性 80% < 80%；VLF/LF/HF 频带一致性 70% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7977978636432126,0.7292546343336506,0.8378813246254865,0.704269788017907,0.9999372979140511,0.14321608040201006,0.17587939698492464,282.54835,0.7631743687027313,LIMITED,0.0,0.0,0.0,0,2.512625945375512e-05,2,1,8
