t_us,hr_bpm,time_status,time_validity_reason,rmssd_ms,rmssd_ci_low_ms,rmssd_ci_high_ms,sdnn_ms,pnn50_percent,fiducial_quality_mean,fiducial_uncertainty_p95_ms,fiducial_shift_p95_ms,fiducial_unstable_ratio,frequency_status,frequency_validity_reason,total_power_ms2,vlf_ms2,lf_ms2,hf_ms2,lf_nu,hf_nu,lf_hf,hf_lf,median_frequency_hz,thm_power_ms2,resonance_band_power_ms2,resonance_share,lf_peak_frequency_hz,lf_peak_prominence_ratio,spectral_agreement,spectral_agreement_raw,spectral_shape_agreement,band_power_agreement,interpolation_agreement,frequency_waveform_inserted_ratio,frequency_timing_recovered_ratio,frequency_timing_shift_delta_p95_ms,sqi,overall_status,detected_artifact_ratio,corrected_ratio,unresolved_suspect_ratio,max_consecutive_artifacts,protocol_error_ratio,protocol_crc_errors,protocol_format_errors,protocol_seq_gaps
1418221575,71.29472407159416,VALID,,38.09416661869479,32.23798416201449,46.97133551251816,91.82306163366248,15.254237288135593,1.0,7.0,236.8895999999999,0.0,INVALID,相邻心搏时间修正跳变 p95 282.6 ms > 180.0 ms；Welch/Lomb 稳健一致性 68% < 80%；VLF/LF/HF 频带一致性 62% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6806980825762535,0.6489573701244262,0.7087201490236098,0.6153132608657557,0.9999224389095849,0.1457286432160804,0.17839195979899497,282.5627,0.7212511665073097,LIMITED,0.0,0.0,0.0,0,2.461074012699142e-05,2,1,8
1438508176,68.768775308342,VALID,,36.61800194541718,28.221659164441952,44.750517645508424,87.22571398954643,13.559322033898304,1.0,7.0,5.8413499999999985,0.0,INVALID,SQI 74% < 75%；相邻心搏时间修正跳变 p95 282.6 ms > 180.0 ms；Welch/Lomb 稳健一致性 53% < 80%；VLF/LF/HF 频带一致性 60% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5316589694917578,0.469860718567405,0.5011625897356325,0.6028171889227167,0.9999157641644385,0.14358974358974358,0.17692307692307693,282.6488,0.7356498615508078,LIMITED,0.0,0.0,0.0,0,2.4103936172777015e-05,2,1,8
1458626045,81.18640398354623,INVALID,SQI 69% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.37885,0.0,INVALID,SQI 73% < 75%；相邻心搏时间修正跳变 p95 282.7 ms > 180.0 ms；Welch/Lomb 稳健一致性 51% < 80%；VLF/LF/HF 频带一致性 61% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5064362650559464,0.4388399320861118,0.4627453792678437,0.6083816652281859,0.9999386195131202,0.14690721649484537,0.18041237113402062,282.69185,0.6893819167276763,INVALID,0.0,0.0,0.0,0,2.3616654464728527e-05,2,1,8
1479354730,64.11688079923829,INVALID,SQI 63% < 70%,nan,nan,nan,nan,nan,1.0,7.0,21.399699999999132,0.0,INVALID,SQI 71% < 75%；相邻心搏时间修正跳变 p95 301.6 ms > 180.0 ms；Welch/Lomb 稳健一致性 74% < 80%；VLF/LF/HF 频带一致性 75% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7442633256172211,0.7492610684021944,0.7415780760312675,0.7505289079844467,0.999949357480215,0.14728682170542637,0.18863049095607234,301.5587999999999,0.6270836507902062,INVALID,0.016666666666666666,0.0,0.016666666666666666,1,2.3136544171518915e-05,2,1,8
1499799823,70.88478387229398,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,312.38359999999994,0.0,INVALID,SQI 68% < 75%；相邻心搏时间修正跳变 p95 302.4 ms > 180.0 ms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9244013468669474,0.9218172000615826,0.9444947988093154,0.8775166256680889,0.9999535740099503,0.14805194805194805,0.19220779220779222,302.3939,0.5495865621525966,INVALID,0.016666666666666666,0.0,0.016666666666666666,1,2.2687569480681536e-05,2,1,8
1520028205,70.16829866434644,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,59.71999999999926,0.0,INVALID,SQI 65% < 75%；相邻心搏时间修正跳变 p95 302.4 ms > 180.0 ms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9784990214982765,0.8859688901961836,0.9850859999658097,0.9631294050740324,0.9999813068950165,0.1484375,0.19270833333333334,302.43925,0.5495886827458256,INVALID,0.0,0.0,0.0,0,2.2263450834879408e-05,2,1,8
1540156208,75.52233132401976,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.83425,0.0,INVALID,SQI 64% < 75%；相邻心搏时间修正跳变 p95 302.2 ms > 180.0 ms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9413930504831984,0.8782982504989475,0.9790291797585551,0.8535754155073666,0.9999866597613686,0.1328125,0.17447916666666666,302.16715,0.5495907716617999,INVALID,0.0,0.0,0.0,0,2.1845667640012524e-05,2,1,8
1560634443,66.02708430998396,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.82625,0.0,INVALID,SQI 63% < 75%；相邻心搏时间修正跳变 p95 302.2 ms > 180.0 ms；VLF/LF/HF 频带一致性 81% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9106805101731108,0.8745604528761692,0.95211998649235,0.8139883987615528,0.9999885913354704,0.12827225130890052,0.17015706806282724,302.16715,0.5495927851557474,INVALID,0.0,0.0,0.0,0,2.1442968850513918e-05,2,1,8
1580963821,67.30486636618782,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.5276999999999985,0.0,INVALID,SQI 62% < 75%；相邻心搏时间修正跳变 p95 302.3 ms > 180.0 ms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9356180028686081,0.9422742749698714,0.9760177507179943,0.8413519245533738,0.9999821138987531,0.13421052631578947,0.1763157894736842,302.34855,0.5460214160649841,INVALID,0.0,0.0,0.0,0,2.105012033652126e-05,2,1,8
1601206157,64.44489317184875,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.21435,0.0,INVALID,SQI 60% < 75%；相邻心搏时间修正跳变 p95 298.4 ms > 180.0 ms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9697691833354632,0.9099272701965072,0.981603812499726,0.9421550486188506,0.9999655587205136,0.12834224598930483,0.16844919786096257,298.44700000000006,0.5478370387651841,INVALID,0.0,0.0,0.0,0,2.068608860541286e-05,2,1,8
1622076645,70.88176920895945,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.2005,0.0,INVALID,SQI 60% < 75%；相邻心搏时间修正跳变 p95 302.2 ms > 180.0 ms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9392931860116349,0.8188852677147564,0.94810764457586,0.918726116028443,0.9999127320710952,0.10242587601078167,0.14555256064690028,302.16715,0.5495984255967497,INVALID,0.0,0.0,0.0,0,2.031488065007618e-05,2,1,8
1642260108,66.18213986712831,INVALID,SQI 55% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.307149999999999,0.0,INVALID,SQI 58% < 75%；相邻心搏时间修正跳变 p95 302.0 ms > 180.0 ms；VLF/LF/HF 频带一致性 80% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8408333069397764,0.6991628509476765,0.857026390058066,0.8030494463304344,0.9998772724161498,0.08446866485013624,0.12806539509536785,302.0311,0.5496001750264536,INVALID,0.0,0.0,0.0,0,1.99649947092764e-05,2,1,8
1662765599,68.86617580386913,INVALID,SQI 54% < 70%,nan,nan,nan,nan,nan,1.0,7.0,4.995549999999999,0.0,INVALID,SQI 57% < 75%；相邻心搏时间修正跳变 p95 281.5 ms > 180.0 ms；Welch/Lomb 稳健一致性 70% < 80%；VLF/LF/HF 频带一致性 70% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7040173823293547,0.6096981013404345,0.7060319185623186,0.6993167977857725,0.999850044170261,0.0743801652892562,0.11019283746556474,281.5127,0.5442699299640478,INVALID,0.0,0.0,0.0,0,1.963170913659743e-05,2,1,8
1683414377,85.41812885894193,INVALID,SQI 61% < 70%,nan,nan,nan,nan,nan,1.0,7.0,5.515899999999999,0.0,INVALID,SQI 57% < 75%；相邻心搏时间修正跳变 p95 271.9 ms > 180.0 ms；Welch/Lomb 稳健一致性 72% < 80%；VLF/LF/HF 频带一致性 70% < 82%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7248901263125221,0.5281427335226461,0.7350905457479309,0.701089147629902,0.9998223875323055,0.07458563535911603,0.11049723756906077,271.9333499999998,0.6145728542870554,INVALID,0.0,0.0,0.0,0,1.9297444375116587e-05,2,1,8
1702694043,78.69543946812375,INVALID,SQI 66% < 70%,nan,nan,nan,nan,nan,1.0,7.0,4.933549999999997,0.0,INVALID,SQI 56% < 75%,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8677962464532247,0.6338647566717505,0.8826201507254756,0.8332071364846394,0.9998260342464832,0.09192200557103064,0.116991643454039,41.697200000000116,0.6648937062766981,INVALID,0.0,0.0,0.0,0,1.910998432981285e-05,2,1,8
