t_us,elapsed_minutes,frequency_status,frequency_available,total_power_ms2,vlf_ms2,lf_ms2,hf_ms2,lf_hf,median_frequency_hz,median_frequency_mhz
67572885916,0.0,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67593325916,0.3406666666666667,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67613837917,0.68253335,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67634341920,1.0242667333333333,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67655053920,1.3694667333333332,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67675453921,1.70946675,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67695533920,2.0441334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67715677920,2.3798667333333334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67735733920,2.7141334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67755925918,3.0506667,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67776373920,3.3914667333333335,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67796957921,3.734533416666667,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67817037918,4.069200033333333,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67837373920,4.4081334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
67857493920,4.743466733333333,LIMITED,True,1552.6752659333456,572.739969099915,697.0296650488407,237.5175598927113,2.934644770532734,0.06053012461561718,60.53012461561718
67877589920,5.078400066666667,LIMITED,True,1701.870690260767,729.6054863500058,709.4806203424612,217.44202769284078,3.262849541417428,0.05173825827685899,51.73825827685899
67897765920,5.414666733333333,VALID,True,1976.0857323006926,1032.0681560537869,709.7586412322014,184.53203096978422,3.846262556707129,0.03600118615641427,36.00118615641427
67918109917,5.75373335,VALID,True,2401.766269744495,1496.8635950576538,686.2235043540558,159.28584660700363,4.308126044915551,0.01966236039737922,19.66236039737922
67938645920,6.096000066666667,LIMITED,True,2912.7542905479627,2043.6472807208088,646.0911022392343,158.00177447446748,4.08913826688472,0.01823668943430752,18.23668943430752
67958869916,6.433066666666667,LIMITED,True,3294.485809886042,2435.62447357143,618.6011301530795,178.13501103330836,3.4726532789077105,0.01762034172378084,17.62034172378084
67979597917,6.77853335,LIMITED,True,3480.7946518596036,2583.799692935809,639.4669600456825,205.15071706177392,3.117059346437135,0.017475589567504148,17.475589567504148
67999725920,7.114000066666667,VALID,True,3437.542321004375,2427.1349464021737,742.4670940760813,222.67827705562698,3.3342592007329324,0.018400500006376767,18.400500006376767
68019797920,7.4485334,VALID,True,3336.662024205985,2104.0009771908963,938.0831078504133,231.98746740303025,4.043680110618596,0.023900307843912057,23.900307843912056
68040093920,7.786800066666666,VALID,True,3423.078087621112,1893.967705280135,1165.3419976421949,239.69969369619437,4.8616749553263885,0.031020561331784543,31.020561331784542
68060517920,8.127200066666667,LIMITED,True,3679.4292106124103,1888.371005495763,1322.613979780582,252.547986468316,5.237079884406497,0.03793435918526156,37.934359185261556
68080565920,8.4613334,VALID,True,3903.017577721259,2013.479680560618,1334.6553784486591,267.56565525190945,4.98814161029785,0.03833416695412799,38.33416695412799
68100765920,8.798000066666667,LIMITED,True,3941.444951476162,2134.089985397555,1226.6344021482626,276.86207451097175,4.430489095752449,0.03778789530320163,37.78789530320163
68121229921,9.13906675,LIMITED,True,3902.939109146329,2265.8959611218256,1096.6198468535092,274.7070339699295,3.9919612942038807,0.0369842721090929,36.9842721090929
68141829918,9.482400033333333,LIMITED,True,3820.671282804061,2330.7239633838103,1017.1613570002763,264.84162468869795,3.8406400738398863,0.03613942237114492,36.13942237114492
68161861918,9.8162667,LIMITED,True,3748.4135775571203,2312.293570333342,1006.4296003385926,255.9455970982266,3.9322012636628627,0.03511342132412834,35.11342132412834
68182485920,10.160000066666667,LIMITED,True,3755.9914812048332,2326.6999463227344,1006.8042960733735,252.76477262563344,3.9831669801730563,0.03306745027757468,33.06745027757468
