t_us,latest_data_t_us,baseline_version,baseline_ready,quality_multiplier,primary_code,primary_score,temporal_model_version,score_INWARD_QUIET,evidence_score_INWARD_QUIET,raw_score_INWARD_QUIET,temporal_ready_INWARD_QUIET,coverage_INWARD_QUIET,persistence_INWARD_QUIET,stability_INWARD_QUIET,observed_span_minutes_INWARD_QUIET,score_RESONANCE_0P1,evidence_score_RESONANCE_0P1,raw_score_RESONANCE_0P1,temporal_ready_RESONANCE_0P1,coverage_RESONANCE_0P1,persistence_RESONANCE_0P1,stability_RESONANCE_0P1,observed_span_minutes_RESONANCE_0P1,score_PHASED_VIPASSANA,evidence_score_PHASED_VIPASSANA,raw_score_PHASED_VIPASSANA,temporal_ready_PHASED_VIPASSANA,coverage_PHASED_VIPASSANA,persistence_PHASED_VIPASSANA,stability_PHASED_VIPASSANA,observed_span_minutes_PHASED_VIPASSANA,score_TRAINED_VIPASSANA_SHIFT,evidence_score_TRAINED_VIPASSANA_SHIFT,raw_score_TRAINED_VIPASSANA_SHIFT,temporal_ready_TRAINED_VIPASSANA_SHIFT,coverage_TRAINED_VIPASSANA_SHIFT,persistence_TRAINED_VIPASSANA_SHIFT,stability_TRAINED_VIPASSANA_SHIFT,observed_span_minutes_TRAINED_VIPASSANA_SHIFT,score_AROUSAL_MEDITATION,evidence_score_AROUSAL_MEDITATION,raw_score_AROUSAL_MEDITATION,temporal_ready_AROUSAL_MEDITATION,coverage_AROUSAL_MEDITATION,persistence_AROUSAL_MEDITATION,stability_AROUSAL_MEDITATION,observed_span_minutes_AROUSAL_MEDITATION,score_SLOW_RECOVERY_VLF,evidence_score_SLOW_RECOVERY_VLF,raw_score_SLOW_RECOVERY_VLF,temporal_ready_SLOW_RECOVERY_VLF,coverage_SLOW_RECOVERY_VLF,persistence_SLOW_RECOVERY_VLF,stability_SLOW_RECOVERY_VLF,observed_span_minutes_SLOW_RECOVERY_VLF,elapsed_minutes
69098181920,69098181920,68772349920,True,0.68,STABLE_NEUTRAL,0.5445747961088508,v0.4.3,0.17350989725169225,0.46376103537602775,0.5928318840054896,1,0.975719589322091,0.4750371471353564,0.30564018374520474,7.807733333333333,0.5445747961088508,0.6521089392892658,0.7616722245606218,1,0.9510042974429715,0.763944911883716,0.21056798710085456,4.7488,0.016418489023075983,0.01249120110493458,0.014319178914283654,1,0.8413611268060799,0.02045596987754808,0.861588888888889,20.678133333333335,0.14072814455026886,0.4975974744591145,0.6140518052042274,1,0.9837801757769288,0.5636363636363636,0.0,9.840933333333334,0.09070415641657711,0.23970679446839396,0.28,1,0.975719589322091,0.2684327477308546,0.040000000000000036,7.807733333333333,0.08129820661124063,0.3379547800620373,0.33969658292863425,1,0.9579673775813022,0.43227593235906264,0.5060212520286791,19.667866716666666,14.2472
69159517920,69159517920,68772349920,True,0.68,STABLE_NEUTRAL,0.5380854979293761,v0.4.3,0.21626350137346737,0.44642758532794385,0.5614658247495151,1,0.976270611230765,0.4652117543681306,0.31299019419389396,7.812133333333334,0.5380854979293761,0.5158002912768821,0.568876014740064,1,0.9516541508321437,0.65608118832161,0.1658449023464933,4.752666666666667,0.014187623272762025,0.0,0.0,1,0.8838056265672356,0.0,0.9041833333333332,21.7004,0.18587931422284115,0.47302693193531925,0.5855072267732979,1,0.9840141246125301,0.5636363636363636,0.0,9.84,0.11773770469590703,0.2632728473713298,0.28,1,0.976270611230765,0.30197948757565696,0.24442583008722107,7.812133333333334,0.09942489624661204,0.3032725411546832,0.28978911631868814,1,0.9581834695815536,0.37739067511907987,0.5204047569444264,19.665333383333333,15.269466666666666
69220069920,69220069920,68772349920,True,0.68,STABLE_NEUTRAL,0.5471794234171762,v0.4.3,0.25492968796226273,0.4660205136007734,0.5635466952574215,1,0.9755446210617373,0.5207749611640049,0.38299019419389324,7.804933383333333,0.5471794234171762,0.5878404370744099,0.7471669650976195,1,0.9504968315887594,0.596595948418175,0.38085047175102804,4.743733333333334,0.01228278336546674,0.0,0.0,1,0.9254696729147025,0.0,0.9462333333333334,22.709600000000002,0.21329680744248616,0.3900902105790409,0.48,1,0.9836935328738926,0.44302544206822453,0.0,9.8392,0.1360406956344631,0.23596245699050986,0.28,1,0.9755446210617373,0.17697948757565735,0.5223929554106748,7.804933383333333,0.11778523867873628,0.32704933331067254,0.3053975804377019,1,0.9579284097842242,0.4399024870959911,0.6141005883724826,19.66626666666667,16.278666666666666
69281221917,69281221917,69078029918,True,0.68,STABLE_NEUTRAL,0.5496123947592663,v0.4.3,0.2897046944425867,0.4775286500915024,0.522519245999043,1,0.9752029020315975,0.5585979072144582,0.6969084134969308,7.799466616666667,0.5496123947592663,0.5603729005879186,0.7021692630943523,1,0.9499489826544536,0.5674298487924087,0.570260420051912,4.7382666166666665,0.01061850849166167,0.0,0.0,1,0.9675938729110604,0.0,0.9886999979166666,23.72879995,0.21537757285027134,0.22865339975812304,0.23478630690527483,1,0.9837601677415264,0.32628674056850776,0.0,9.840533283333334,0.12836959395334877,0.10193607171603736,0.07060187248188111,1,0.9752029020315975,0.11733695907863281,0.39066066618913153,7.799466616666667,0.13999383400198723,0.39052939425827293,0.42000000000000004,1,0.9581232140337634,0.42830767406543774,0.7593248549959478,19.674266616666667,17.297866616666667
69342085920,69342085920,69078029918,True,0.68,STABLE_NEUTRAL,0.5421048493855144,v0.4.3,0.3289980744867614,0.5423182350481488,0.6160632174758367,1,0.9749527924627907,0.6563251799417307,0.4886750343558265,7.795466666666667,0.5421048493855144,0.5160962483260217,0.6030809583986904,1,0.9495746719547463,0.5861478012444088,0.5702604200519126,4.7345334,0.009186033839849634,0.0,0.0,1,0.9676781324167905,0.0,0.9888722243055555,23.732933383333332,0.223446832951084,0.2751925977050001,0.3158957290746758,1,0.9836601857554716,0.3754681456944516,0.0,9.838533383333333,0.11643229947921922,0.07507759374639694,0.041574449412857706,1,0.9749527924627907,0.1001126282095462,0.3906606661891322,7.795466666666667,0.15923093260419652,0.37731607175870346,0.4125224387703352,1,0.966545029090143,0.4135929446074912,0.6196148276261562,19.670400033333333,18.312266666666666
69402813920,69402813920,69078029918,True,0.0,DATA_UNSTABLE,0.0,v0.4.3,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,19.3244
69464333920,69464333920,69078029918,True,0.68,STABLE_NEUTRAL,0.5480926107356724,v0.4.3,0.34534244689755306,0.4028879039252976,0.39520117195069115,1,0.9540986267103909,0.5370209589088324,0.6247991755684099,7.790133333333333,0.5480926107356724,0.5652074045339026,0.6167970265589743,1,0.9184091047937281,0.6972813845357487,0.7760150698777774,4.745200033333333,0.04437190056110285,0.26179107049740413,0.28,1,0.9606255336374476,0.4000000000000001,0.9890555555555555,23.737333333333332,0.21220753407379644,0.18008229202212694,0.1462581138027294,1,0.9668516229207876,0.3136363636363636,0.0,9.832933333333333,0.09847848862469029,0.05901881910632236,0.0134970623702605,1,0.9540986267103909,0.10011262820954644,0.39066066618913065,7.790133333333333,0.1837713492987899,0.3680800373034245,0.42000000000000004,1,0.9749998486407222,0.36635118632573516,0.5997503775664437,19.67093338333333,20.349733333333333
69524661920,69524661920,69078029918,True,0.0,DATA_UNSTABLE,0.0,v0.4.3,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,21.3552
69586173918,69586173918,69382797918,True,0.68,STABLE_NEUTRAL,0.5364852068527293,v0.4.3,0.32643885214899626,0.284891706112363,0.28312243602042936,1,0.867181229620258,0.3304776072048376,0.5633402397935874,7.790266633333333,0.5364852068527293,0.5109739477168105,0.5416770425651151,1,0.7763500163727811,0.6615297470717557,0.8247511546447992,4.747066683333333,0.07748085534019286,0.28206644996418956,0.3013990266581391,1,0.938896432677934,0.4305700380830559,0.9891055555555556,23.738533333333333,0.21750879905600903,0.23969199622574322,0.1994356147475832,1,0.897145165653027,0.4355168816116004,0.0,9.820799966666668,0.08067511170078426,0.04154607244441618,0.012517715066784438,1,0.867181229620258,0.04689527237072912,0.665432899179385,7.790266633333333,0.21312795487633437,0.4336082150774094,0.4423533128313263,1,0.9571187168670691,0.5558383173400085,0.6958152154947339,19.98999996666667,22.380399966666666
69646965920,69646965920,69382797918,True,0.68,STABLE_NEUTRAL,0.5327690424970902,v0.4.3,0.2931461169875194,0.1776544994251446,0.1203759127663358,1,0.8669507671650835,0.24736072408795584,0.4625109395523811,7.7890667,0.5327690424970902,0.5198777666533138,0.5588197951108788,1,0.775748989664742,0.6621182266968935,0.8253984822324514,4.741466666666667,0.10448266866086586,0.35771002841881205,0.3773038574004758,1,0.9530439469857721,0.5390055105721083,0.9886388895833332,23.72733335,0.2109982192393552,0.18201484444153493,0.13438458456053726,1,0.8967491210395344,0.3691166169285302,0.0,9.815866733333333,0.07351619577151315,0.048682105791989394,0.04044354574758125,1,0.8669507671650835,0.017214266248678816,0.7416141482259806,7.7890667,0.22834625941212683,0.4010846462715044,0.4342165350782656,1,0.9570548058377952,0.4727991926595513,0.5663652745318608,19.995066716666667,23.3936
69707629917,69707629917,69382797918,True,0.68,STABLE_NEUTRAL,0.5393525793147137,v0.4.3,0.25537116175939034,0.12401783819031718,0.023014021809277706,1,0.8196805039777304,0.22442387153211962,0.4391443720205864,7.787866683333333,0.5393525793147137,0.5687290592781227,0.6137015869910869,1,0.7351928427977598,0.717278424257727,0.9470414012984119,4.73533335,0.13372763406822774,0.4086001646029948,0.4283637737121716,1,0.938099546016705,0.6119482481602452,0.9885777777777777,23.725866666666665,0.1880790856005376,0.08581133974133605,0.0015209279231367806,1,0.859745668864638,0.24871766508101137,0.01995057716948223,9.814533283333333,0.0722908095969161,0.0680298238269301,0.08620880677990635,1,0.8196805039777304,0.02008331062345845,0.7641357250212109,7.787866683333333,0.24216617841213667,0.3993770802238238,0.4488120773896135,1,0.9392073113876254,0.43051881295372985,0.6374239950914479,19.99839995,24.404666616666667
69768813917,69768813917,69382797918,True,0.68,STABLE_NEUTRAL,0.25910318955431544,v0.4.3,0.2257998543306169,0.12396172418082523,0.04644388641295132,1,0.7701866601514613,0.18560391057556846,0.4730982710175008,7.791066666666667,nan,nan,nan,0,0.5481404541337769,0.0,0.0,3.3837332833333336,0.15611201991267126,0.36462216354745236,0.38535070646684527,1,0.9232852801792879,0.5505010092383504,0.9882999979166667,23.71919995,0.16664357244450662,0.07189374994248858,0.0,1,0.8218168521478896,0.1453746395461819,0.25781037177651056,9.81986665,0.08192633684846004,0.13393936931762473,0.22365878347653437,1,0.7701866601514613,0.024099972748150546,0.7227981533366907,7.791066666666667,0.25910318955431544,0.4500656707624217,0.47369295307788395,1,0.9213253243445296,0.5454401253451449,0.8028561387785791,19.994933283333335,25.42439995
69829981920,69829981920,69382797918,True,0.68,STABLE_NEUTRAL,0.5153943051641975,v0.4.3,0.18970381805927677,0.06535889527360622,0.0,1,0.7702923339592294,0.0828076516731949,0.5175012862714321,7.791733333333334,0.5153943051641975,0.46273776400589794,0.5028113520653882,1,0.747427388279823,0.5824720060862486,0.7308105412985402,4.4032,0.1662504936849395,0.260716170038748,0.28,1,0.9232528961259184,0.4000000000000001,0.9880388909722222,23.712933383333333,0.15105853136014083,0.08214920437511217,0.0,1,0.822196340200407,0.10911066634997107,0.5353451032176575,9.827066733333334,0.10546397515087885,0.23255739392344477,0.3348269286973473,1,0.7702923339592294,0.22409997274815013,0.025476990011809253,7.791733333333334,0.27608568310615544,0.4676132057478166,0.5379339781834186,1,0.9048468324350476,0.519027750388506,0.6679442670385061,19.668,26.44386666666667
69891157921,69891157921,69707629917,True,0.0,DATA_UNSTABLE,0.0,v0.4.3,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,27.463466683333333
69952629920,69952629920,69707629917,True,0.68,STABLE_NEUTRAL,0.5147176940539967,v0.4.3,nan,nan,nan,0,0.6770629344603191,0.0,0.0,6.447333333333333,0.5147176940539967,0.5132306086091679,0.6208384257955593,1,0.6829573403615632,0.5832687639402854,0.3410612998081455,4.083333383333334,0.17662339447259603,0.2407192286593847,0.2597009190788745,1,0.9089317906482509,0.37100131296982075,0.9891611111111112,23.739866666666668,0.12115957372673006,0.03569950530494095,0.0,1,0.7825638492355204,0.03603097706264667,0.5947326751536935,9.835866666666668,nan,nan,nan,0,0.6770629344603191,0.0,0.0,6.447333333333333,0.30584654547828444,0.5293629415508112,0.6384616527803939,1,0.8868120570794582,0.5686303542400515,0.6418614223844278,19.671333333333333,28.488
70013549920,70013549920,69707629917,True,0.68,STABLE_NEUTRAL,0.5327184792236274,v0.4.3,0.1388343414486937,0.02703118434237911,0.0,1,0.8027631152199811,0.037050509294244256,0.6724596834002663,7.462666666666666,0.5327184792236274,0.612667197787413,0.7701631337524463,1,0.7547003381115486,0.687451572955214,0.2231769902235865,4.078933383333333,0.20489013102016862,0.46939447680160973,0.48912890571324147,1,0.9088948326533154,0.698755579590345,0.9888888909722223,23.733333383333335,0.1169739426846414,0.09838387369363104,0.07032944683557839,1,0.8028937359906411,0.13912516655076693,0.3216684335682465,9.834000066666666,0.2246784337130039,0.6444100899583668,0.8870199708497777,1,0.8027631152199811,0.6564094111669786,0.0,7.462666666666666,0.3242773582013367,0.5330215879496724,0.6384616527803939,1,0.8868076304577138,0.5858499586919237,0.620918712584318,19.667333333333332,29.503333333333334
70074749920,70074749920,69707629917,True,0.68,STABLE_NEUTRAL,0.5461639600904705,v0.4.3,0.10936857239159611,0.007923951348211455,0.0,1,0.7961268148048072,0.0,0.9089790791113898,7.8,0.5461639600904705,0.6055788543858623,0.7464669652792235,1,0.8152923719501605,0.687451572955214,0.2231769902235866,4.761066716666666,0.21773901381386213,0.3373932081413413,0.35907271264778806,1,0.8937975723652029,0.5129610180682687,0.9894777777777777,23.747466666666664,0.12742317839860834,0.19403584041387253,0.21832101238279472,1,0.7073577530185352,0.21533643733905844,0.19645604765454783,8.482666666666667,0.29955985284034853,0.703658388813837,0.8822658284432416,1,0.7961268148048072,0.7876912934003744,0.061066056988194006,7.8,0.3428669754081266,0.5524052063100446,0.6384616527803939,1,0.8681196442242994,0.6405115558674436,0.7030271531459145,19.67040005,30.523333333333333
70135597920,70135597920,69707629917,True,0.68,STABLE_NEUTRAL,0.5614502727304354,v0.4.3,0.09092236586753977,0.026999624909176685,0.0,1,0.7612441233508273,0.04515006630098563,0.6555980960323537,7.13280005,0.5614502727304354,0.6294316970443301,0.7116139585712066,1,0.8149774416523023,0.7955946116196759,0.3608521619512677,4.758266666666667,0.19838493989955036,0.07423795732068889,0.08248287690423067,1,0.8935201018954336,0.11783268129175811,0.9890555569444445,23.737333366666668,0.14763555707578518,0.27728814777180755,0.3250573712560152,1,0.8083391244093651,0.33070853509487613,0.0,9.4968,0.3622194117459407,0.7024896579859857,0.7573836955272937,1,0.7612441233508273,0.9040549297640105,0.39512029620800193,7.13280005,0.3598093741957873,0.5519328788148534,0.6273600744966769,1,0.867926740152612,0.644840986998654,0.7689344429863452,19.665466700000003,31.537466666666667
70196061920,70196061920,70013549920,True,0.68,STABLE_NEUTRAL,0.581227218606465,v0.4.3,0.08832293528723922,0.07925020429284672,0.044320163891280656,1,0.8065133095057466,0.16261541085452372,0.21947428681672632,7.12080005,0.581227218606465,0.6697965749680436,0.6963867780154985,1,0.8178583532746544,0.8965014577043301,0.6117416534888254,4.395066666666667,0.17178563294842078,0.0,0.0,1,0.8930943470464651,0.0,0.988688888888889,23.728533333333335,0.1518581364568219,0.17912871433236816,0.17583429182713878,1,0.8411619325072286,0.25947144842359415,0.0,9.821866666666667,0.3888771973468129,0.5346405239837505,0.5380496828840339,1,0.8065133095057466,0.7667068315920762,0.37305003947317594,7.12080005,0.3702446102149334,0.489361884690455,0.63,1,0.8841652247579062,0.44296731736319345,0.6333335041758988,19.985599999999998,32.5452
70257357920,70257357920,70013549920,True,0.68,STABLE_NEUTRAL,0.5885985163682455,v0.4.3,0.08938897394069689,0.09513206765531991,0.08071437974978622,1,0.8901032189117284,0.1393846378753057,0.2208813999942969,7.804533383333333,0.5885985163682455,0.6211155097166324,0.6430031533500251,1,0.8842329481596468,0.8297717397208253,0.7401203680229174,4.741333316666667,0.1606011614511029,0.08942145731922808,0.09909759394178362,1,0.8932236948883431,0.14156799134540518,0.9887833333333332,23.7308,0.1452912263832228,0.11632262708313164,0.04959131595190308,1,0.8124978969730821,0.26358458169265286,0.0,9.162133383333332,0.40866842875433884,0.515290169281804,0.528329297734091,1,0.8901032189117284,0.7148839869515687,0.3362387615773432,7.804533383333333,0.37788714118128797,0.46389139993392814,0.6105394318355416,1,0.8843274967000831,0.42133940550478965,0.44570993917001045,19.989066733333335,33.5668
