t_us,elapsed_minutes,frequency_status,frequency_available,total_power_ms2,vlf_ms2,lf_ms2,hf_ms2,lf_hf,median_frequency_hz,median_frequency_mhz
8640542043,0.0,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8661174047,0.34386673333333334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8681238047,0.6782667333333333,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8701894047,1.0225334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8722574043,1.3672,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8743246046,1.7117333833333332,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8763758043,2.0536,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8784110043,2.3928,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8804358043,2.7302666666666666,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8824926043,3.0730666666666666,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8845478043,3.4156,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8866102043,3.759333333333333,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8886766044,4.10373335,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8906998043,4.440933333333334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
8927310043,4.779466666666667,LIMITED,True,3521.958647207498,714.319156380123,2362.322103946465,358.1769035693425,6.595406014193551,0.06750706739437774,67.50706739437774
8947990047,5.1241334,LIMITED,True,4281.478514444985,1005.0474290037424,2801.084273720172,381.4340698015699,7.343560776249892,0.06584895238284447,65.84895238284447
8968326044,5.4630666833333335,LIMITED,True,4752.718844583515,1219.3088374699616,2993.3749147299623,418.97918039188426,7.144447874307658,0.06981696791811379,69.81696791811379
8988606044,5.8010666833333335,LIMITED,True,5143.97229423555,1653.9841901187483,2903.1694688289454,442.7196406716389,6.557580017061406,0.06419933908307641,64.19933908307641
9008750047,6.136800066666667,LIMITED,True,5828.428107482587,2621.2534573196126,2629.415901866349,432.17177146454287,6.084191692936791,0.051820055970361024,51.820055970361025
9028822047,6.4713334,VALID,True,6951.675382697573,4137.296719601844,2299.8576348060465,387.0662470956916,5.941767467617679,0.028311947828479962,28.311947828479962
9049062043,6.808666666666666,LIMITED,True,8084.088711552833,5658.921904698881,1996.9889486825634,326.96263872721846,6.107697675967898,0.018306822366916692,18.30682236691669
9069326047,7.146400066666667,LIMITED,True,8498.064272354959,6420.021133739589,1722.7310793336605,278.6222082222682,6.18303576848895,0.015358488691749182,15.358488691749182
9089782046,7.4873333833333335,LIMITED,True,7905.232412215401,6113.256839907151,1480.5287525988206,256.3060427754596,5.776409859738882,0.014304123258638174,14.304123258638173
9110302043,7.8293333333333335,VALID,True,6576.243832954393,4913.846104191756,1360.7334480629756,260.8022162963268,5.2174918886306285,0.015348573082326952,15.348573082326952
9130950047,8.173466733333333,VALID,True,5222.337511432574,3507.6483100454116,1401.6647195209152,277.08557617684386,5.058598642559197,0.0219776889297714,21.9776889297714
9151038043,8.508266666666668,LIMITED,True,4438.033497213495,2528.0245889424277,1577.6331402619112,294.5495420697842,5.356087567395169,0.029586126488870414,29.586126488870413
9171830043,8.8548,LIMITED,True,4589.001285217036,2537.3117927925255,1706.2084137776728,301.2238099383712,5.6642548081665725,0.029955082819148278,29.955082819148277
9192222045,9.1946667,LIMITED,True,5091.288252638664,3073.640579299016,1663.4661700159309,299.33383619766886,5.557227312309057,0.025596972642379253,25.596972642379253
9212526043,9.533066666666667,LIMITED,True,5098.602982775936,3204.5423030449465,1523.2193876079593,298.8160656108287,5.097515036530084,0.024074130066507177,24.074130066507177
9232894043,9.872533333333333,LIMITED,True,5259.654668220642,3359.547717342455,1497.273579731566,311.10991917136994,4.81268351622957,0.023184969645906356,23.184969645906357
9252950047,10.206800066666666,LIMITED,True,5618.672073341241,3415.434583411351,1760.4427657518522,341.6038935521885,5.153462237932311,0.02585105527465347,25.851055274653472
9273726043,10.553066666666666,LIMITED,True,5986.002586259743,3237.1667078284145,2271.103001914107,381.27270084503976,5.956636803213323,0.034863184341515044,34.863184341515044
9293750043,10.8868,LIMITED,True,6126.5202329487465,2908.2007562775375,2722.5456311961952,406.15771252268587,6.703173538885164,0.04709253575717097,47.09253575717097
9313878044,11.222266683333334,LIMITED,True,5870.084254318956,2485.2417992850305,2902.6672751219166,402.32699331713707,7.214696809651717,0.04920869062845314,49.20869062845314
9334086043,11.559066666666666,LIMITED,True,5315.497312524216,2091.6069783374396,2785.759508559629,369.97864249058455,7.529514379010466,0.04875298699224367,48.75298699224367
9354206047,11.894400066666666,LIMITED,True,4681.435637557353,1746.7767634045922,2542.1194307451674,325.6337198920259,7.806683630884685,0.04794542234079244,47.94542234079244
9374630047,12.234800066666667,LIMITED,True,4144.360068585085,1458.9869578446833,2321.142189847756,284.119458214874,8.169599521382734,0.047368069932478496,47.3680699324785
9394670043,12.5688,LIMITED,True,3607.7050286282497,1111.3745754528265,2132.766678554316,254.53886545505506,8.378943132088828,0.047503066942995595,47.503066942995595
9414926044,12.906400016666666,LIMITED,True,3544.7036954639607,1297.1628477858367,1871.8161994345649,232.71322863333816,8.043445619431413,0.04613501076796583,46.135010767965824
9434950045,13.240133366666667,LIMITED,True,4014.567540669259,2179.222012945122,1464.8335885672452,211.4055911045594,6.929020093147637,0.01920131127284217,19.201311272842172
9455566043,13.583733333333333,LIMITED,True,4943.770741469772,3557.2667820059114,1054.2371585461551,194.20643753343177,5.428435699329858,0.008216931057719335,8.216931057719334
9476438043,13.9316,LIMITED,True,5632.193384193064,4505.328532107188,843.6691255108059,189.43511220859537,4.453604802586991,0.007538391866666128,7.538391866666128
9497302043,14.279333333333334,LIMITED,True,5528.270456166838,4303.339711082601,963.2820445986847,207.92712425226597,4.632786838478997,0.007789726579014377,7.789726579014377
9517862045,14.622000033333334,LIMITED,True,4793.375178275186,3143.7097242690397,1358.153485055772,256.0608728228144,5.304025836058011,0.01055336918350704,10.553369183507039
9538454043,14.9652,LIMITED,True,4453.913143493593,2193.805648006871,1893.3193956212472,338.3939182267764,5.595016026122638,0.05085649421072772,50.856494210727725
9559054043,15.308533333333333,LIMITED,True,4565.609396061507,1676.9901326770182,2418.0150478254945,449.5711120701079,5.378492930053788,0.07594925914503514,75.94925914503514
9579102043,15.642666666666667,LIMITED,True,4958.08429453642,1614.0033195729861,2762.466054619422,558.760464060866,4.943918248157417,0.07862811258211334,78.62811258211335
9599686046,15.985733383333333,LIMITED,True,5441.920290218039,1915.3633842761828,2835.1678982672606,634.8759079751164,4.4657040260194965,0.07532872340005016,75.32872340005017
9619734047,16.319866733333335,VALID,True,5688.781915314469,2238.552516950539,2644.7916910407603,666.7179963600104,3.966882108297916,0.05689297793293411,56.89297793293411
9640238047,16.661600066666665,VALID,True,5604.795580617938,2389.4255865185546,2294.179517314214,652.4383610257867,3.5163161064092305,0.045839011591255925,45.839011591255925
9660942043,17.006666666666668,VALID,True,5590.351896400857,2571.2812459765164,2007.5817378522806,598.3848545958391,3.355000920282718,0.0414444643155841,41.4444643155841
9681150043,17.343466666666668,LIMITED,True,5776.085137132902,2798.0070445611973,1940.3312502456886,522.0916356456167,3.7164572610826863,0.03980969394087961,39.80969394087961
9701222046,17.67800005,LIMITED,True,5920.2369236668765,2912.8237520656007,2037.3993787548504,439.04600433240967,4.640514567152964,0.03943434853716739,39.43434853716739
9721334044,18.013200016666666,VALID,True,5559.693387791942,2581.0591131479086,2175.887913951461,356.3138117102521,6.106661719082767,0.04088299825261949,40.882998252619494
9741598043,18.350933333333334,VALID,True,4851.256134636252,1970.4736755508418,2286.395936100363,294.0340736039171,7.7759557185888815,0.04460325013135195,44.60325013135195
9761718043,18.68626666666667,LIMITED,True,4418.79902369011,1565.5849750362586,2424.658352594656,265.13302428414977,9.14506353609156,0.04890861878957526,48.90861878957526
9782534047,19.033200066666666,LIMITED,True,4539.82749086999,1528.268363368696,2679.3755997127064,264.919191194517,10.11393545190682,0.054755350668825885,54.75535066882588
9802894046,19.372533383333334,LIMITED,True,4991.367992050618,1713.93189766715,2972.694657762029,276.59325464584407,10.74753128585269,0.06463507325675213,64.63507325675214
9823366043,19.713733333333334,LIMITED,True,5414.072399500892,1969.4273698778186,3132.5458896065115,286.52071022540576,10.933052229076699,0.060582362520624544,60.58236252062454
9843638043,20.0516,LIMITED,True,5546.326998226079,2220.7947684048045,2995.8742054958384,290.71209964608795,10.305295889448725,0.05398692233168235,53.98692233168235
9863678047,20.385600066666665,VALID,True,5135.58278419929,2161.048148016104,2631.521558667148,288.94376214652056,9.107383177674308,0.05111668479901188,51.11668479901188
9884126047,20.726400066666667,VALID,True,4777.527485657208,2036.5411271066196,2382.099516008963,285.3870032173176,8.346909596983407,0.049372330759782396,49.37233075978239
9904438046,21.064933383333333,VALID,True,4789.05480057724,1852.7448415265253,2550.503164742359,294.08634748681015,8.6726336891812,0.05289276815103004,52.89276815103004
9924894043,21.405866666666668,LIMITED,True,5216.888399007588,1639.3812546223694,3122.888152450771,349.94635040309856,8.923905475378033,0.058224050977712535,58.22405097771254
9945006043,21.741066666666665,LIMITED,True,6134.763000535141,1781.6172286279887,3767.26343190936,473.12781384276224,7.96246452160887,0.059638744003563046,59.63874400356305
9965182047,22.0773334,LIMITED,True,7718.568072888977,2768.753772289199,4190.142632657832,640.3487133305816,6.543532524433544,0.05680526781761436,56.80526781761436
9985350043,22.413466666666668,LIMITED,True,8865.67626146229,3700.689480769612,4235.2553782104,804.8674964742598,5.2620529425812705,0.05478065565648414,54.78065565648414
10005566043,22.7504,LIMITED,True,8569.965341041227,3662.5341910286415,3916.5804775423626,871.9626031005713,4.491684005272217,0.057101086475348284,57.10108647534828
10025638043,23.084933333333332,LIMITED,True,8045.961420849609,3686.864730122407,3429.1115465103635,832.167964089822,4.120696415249451,0.056415857735632076,56.41585773563207
10045766047,23.420400066666666,LIMITED,True,7661.767385996149,3980.012005371427,2895.3297772421915,721.8856487006138,4.010787279749574,0.03333244406808499,33.33244406808499
10065990047,23.757466733333334,VALID,True,8314.827729686955,5274.233511614538,2399.5426826224198,607.8903390321822,3.947328207983556,0.02429050792257271,24.290507922572708
10086174043,24.093866666666667,VALID,True,10317.311323848133,7713.317596006317,2019.1086951108953,556.2979753886134,3.6295452876678285,0.014007669111924408,14.007669111924407
10106326045,24.429733366666667,VALID,True,12743.607553810258,10307.130307950796,1809.8533764199337,584.25442840349,3.097714434729174,0.011579915017203818,11.579915017203819
10126502044,24.766000016666666,VALID,True,13755.461498158571,11257.89636185696,1774.7089707229761,663.7618410903707,2.6737134629608073,0.011477615077696254,11.477615077696253
10146886043,25.105733333333333,VALID,True,12492.028455319778,9880.302490468192,1809.1372989930671,737.1920017283046,2.454092413851002,0.012278782947070015,12.278782947070015
10167358043,25.446933333333334,VALID,True,9270.153315276253,6695.091238198734,1778.1535457625457,740.5533864431242,2.4011145966167438,0.014496907927576958,14.496907927576958
10187622043,25.784666666666666,VALID,True,6432.065315916174,4117.465750251789,1620.7909241387556,654.8914685428872,2.474900043735436,0.02180299686804981,21.80299686804981
10207686043,26.119066666666665,VALID,True,4512.932940609682,2611.2551891072358,1374.1551383544177,503.59090215431894,2.7287131925455745,0.030238448070571154,30.238448070571152
10227950047,26.456800066666666,VALID,True,3455.772421882577,1942.7448986225877,1160.9473593503478,337.279438080776,3.442093493622073,0.02995283322669679,29.952833226696793
10248494043,26.7992,VALID,True,2977.3754302775596,1601.7397928881562,1139.9113491776966,221.6396371552056,5.143084349932684,0.030419490864164272,30.41949086416427
10269238043,27.144933333333334,VALID,True,2876.3347589122723,1306.830562253719,1366.8475591636843,175.79721742862847,7.77513762252015,0.06363127829221034,63.63127829221034
10289814044,27.487866683333333,LIMITED,True,3231.023213829401,1283.8669549160493,1714.5173718262972,176.266382118564,9.726854044539488,0.06503513707476642,65.03513707476642
10310542044,27.83333335,VALID,True,3815.107434542322,1497.7208802864309,2019.8784494264246,192.20858555832945,10.508783692253191,0.06181947986249595,61.81947986249595
10330638047,28.168266733333333,VALID,True,4319.549046844492,1854.728101491779,2104.6340314215777,206.7356575484543,10.18031459294001,0.0553842946640053,55.3842946640053
