t_us,firmware_t_us,waveform_t_us,final_t_us,timing_shift_ms,no_firmware_match,inserted_by_smoother,timing_recovered,low_prominence_rescue,waveform_score,peak_prominence,peak_polarity,expected_rr_ms,match_distance_ms,recovery_reason,template_version
1056074749,1056070046,1056074749,1056074749,4.703000,0,0,0,0,1.000000,504.111111,1,780.730560,4.703000,,v0.4.0-fixed-lag
1056847602,1056846046,1056847602,1056847602,1.556000,0,0,0,0,1.000000,528.777778,1,780.730560,1.556000,,v0.4.0-fixed-lag
1057627189,1057630046,1057627189,1057627189,-2.857000,0,0,0,0,1.000000,530.888889,1,786.170560,2.857000,,v0.4.0-fixed-lag
1058391296,1058390046,1058391296,1058391296,1.250000,0,0,0,0,1.000000,503.555556,1,786.170560,1.250000,,v0.4.0-fixed-lag
1059148954,1059150045,1059148954,1059148954,-1.091000,0,0,0,0,1.000000,519.555556,1,782.587840,1.091000,,v0.4.0-fixed-lag
1059943376,1059942043,1059943376,1059943376,1.333000,0,0,0,0,1.000000,565.555556,1,787.300160,1.333000,,v0.4.0-fixed-lag
1060757929,1060758043,1060757929,1060757929,-0.114000,0,0,0,0,1.000000,557.444444,1,787.300160,0.114000,,v0.4.0-fixed-lag
1061591158,1061590047,1061591158,1061591158,1.111000,0,0,0,0,1.000000,566.000000,1,781.860160,1.111000,,v0.4.0-fixed-lag
1062391293,1062390043,1062391293,1062391293,1.250000,0,0,0,0,1.000000,519.666667,1,781.860160,1.250000,,v0.4.0-fixed-lag
1063199694,1063198047,1063199694,1063199694,1.647000,0,0,0,0,1.000000,550.222222,1,777.147840,1.647000,,v0.4.0-fixed-lag
1064001340,1063998046,1064001340,1064001340,3.294000,0,0,0,0,1.000000,532.888889,1,776.455040,3.294000,,v0.4.0-fixed-lag
1064786281,1064782045,1064786281,1064786281,4.236000,0,0,0,0,1.000000,535.222222,1,778.283200,4.236000,,v0.4.0-fixed-lag
1065599154,1065598043,1065599154,1065599154,1.111000,0,0,0,0,1.000000,547.888889,1,772.843200,1.111000,,v0.4.0-fixed-lag
1066409812,1066406047,1066409812,1066409812,3.765000,0,0,0,0,1.000000,518.444444,1,767.886720,3.765000,,v0.4.0-fixed-lag
1067146043,1067142043,1067146043,1067146043,4.000000,0,0,0,0,1.000000,485.222222,1,770.048320,4.000000,,v0.4.0-fixed-lag
1067856490,1067854046,1067856490,1067856490,2.444000,0,0,0,0,1.000000,512.000000,1,770.048320,2.444000,,v0.4.0-fixed-lag
1068571928,0,1068571928,1068571928,0.000000,1,1,1,0,1.000000,517.111111,1,767.886720,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1069244867,1068966045,1069244867,1069244867,278.822000,0,0,1,0,1.000000,507.111111,1,767.403200,278.822000,timing_recovered,v0.4.0-fixed-lag
1069902045,1069902045,1069902045,1069902045,0.000000,0,0,0,0,1.000000,526.111111,1,757.101120,0.000000,,v0.4.0-fixed-lag
1070588423,1070590045,1070588423,1070588423,-1.622000,0,0,0,0,1.000000,564.111111,1,741.513920,1.622000,,v0.4.0-fixed-lag
1071286970,1071286047,1071286970,1071286970,0.923000,0,0,0,0,1.000000,552.444444,1,734.860160,0.923000,,v0.4.0-fixed-lag
1071968610,1071966046,1071968610,1071968610,2.564000,0,0,0,0,1.000000,532.888889,1,727.823040,2.564000,,v0.4.0-fixed-lag
1072627154,1072622045,1072627154,1072627154,5.109000,0,0,0,0,1.000000,521.444444,1,724.015040,5.109000,,v0.4.0-fixed-lag
1073338647,0,1073338647,1073338647,0.000000,1,1,1,0,1.000000,540.555556,1,720.120960,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1074059727,1074062043,1074059727,1074059727,-2.316000,0,0,0,0,1.000000,521.888889,1,720.120960,2.316000,,v0.4.0-fixed-lag
1074761415,1074758047,1074761415,1074761415,3.368000,0,0,0,0,1.000000,516.888889,1,720.120960,3.368000,,v0.4.0-fixed-lag
1075484330,1075486044,1075484330,1075484330,-1.714000,0,0,0,0,1.000000,542.111111,1,720.120960,1.714000,,v0.4.0-fixed-lag
1076233589,1076230046,1076233589,1076233589,3.543000,0,0,0,0,1.000000,509.555556,1,724.015040,3.543000,,v0.4.0-fixed-lag
1076968900,1076966043,1076968900,1076968900,2.857000,0,0,0,0,1.000000,494.333333,1,719.580160,2.857000,,v0.4.0-fixed-lag
1077696046,1077694046,1077696046,1077696046,2.000000,0,0,0,0,1.000000,500.333333,1,717.277760,2.000000,,v0.4.0-fixed-lag
1078446710,1078446043,1078446710,1078446710,0.667000,0,0,0,0,1.000000,536.333333,1,720.345600,0.667000,,v0.4.0-fixed-lag
1079220268,1079222046,1079220268,1079220268,-1.778000,0,0,0,0,1.000000,534.333333,1,720.932800,1.778000,,v0.4.0-fixed-lag
1080032047,1080030047,1080032047,1080032047,2.000000,0,0,0,0,1.000000,549.333333,1,722.286720,2.000000,,v0.4.0-fixed-lag
1080839158,1080838047,1080839158,1080839158,1.111000,0,0,0,0,1.000000,529.111111,1,730.339520,1.111000,,v0.4.0-fixed-lag
1081656489,1081654045,1081656489,1081656489,2.444000,0,0,0,0,1.000000,511.444444,1,740.242880,2.444000,,v0.4.0-fixed-lag
1082404398,1082406045,1082404398,1082404398,-1.647000,0,0,0,0,1.000000,482.222222,1,740.692480,1.647000,,v0.4.0-fixed-lag
1083121588,1083118045,1083121588,1083121588,3.543000,0,0,0,0,1.000000,508.888889,1,746.132480,3.543000,,v0.4.0-fixed-lag
1083828396,1083830043,1083828396,1083828396,-1.647000,0,0,0,0,1.000000,501.333333,1,751.572480,1.647000,,v0.4.0-fixed-lag
1084530986,0,1084530986,1084530986,0.000000,1,1,1,0,1.000000,480.777778,1,757.012480,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1085208867,1085206043,1085208867,1085208867,2.824000,0,0,0,0,1.000000,483.666667,1,762.452480,2.824000,,v0.4.0-fixed-lag
1085884100,1085886043,1085884100,1085884100,-1.943000,0,0,0,0,1.000000,505.333333,1,767.010880,1.943000,,v0.4.0-fixed-lag
1086584532,1086582046,1086584532,1086584532,2.486000,0,0,0,0,1.000000,564.000000,1,757.180800,2.486000,,v0.4.0-fixed-lag
1087357502,1087358043,1087357502,1087357502,-0.541000,0,0,0,0,1.000000,599.000000,1,759.298560,0.541000,,v0.4.0-fixed-lag
1088140854,1088142043,1088140854,1088140854,-1.189000,0,0,0,0,1.000000,584.333333,1,770.178560,1.189000,,v0.4.0-fixed-lag
1088907157,1088910046,1088907157,1088907157,-2.889000,0,0,0,0,1.000000,583.111111,1,775.618560,2.889000,,v0.4.0-fixed-lag
1089702265,1089702043,1089702265,1089702265,0.222000,0,0,0,0,1.000000,616.333333,1,781.058560,0.222000,,v0.4.0-fixed-lag
1090524573,1090526047,1090524573,1090524573,-1.474000,0,0,0,0,1.000000,615.111111,1,791.938560,1.474000,,v0.4.0-fixed-lag
1091339340,1091334044,1091339340,1091339340,5.296000,0,0,0,0,1.000000,595.444444,1,810.976960,5.296000,,v0.4.0-fixed-lag
1092206443,1092206043,1092206443,1092206443,0.400000,0,0,0,0,1.000000,637.111111,1,818.550400,0.400000,,v0.4.0-fixed-lag
1093116421,1093486046,1093116421,1093116421,-369.625000,0,0,1,0,1.000000,638.333333,1,821.872640,369.625000,timing_recovered,v0.4.0-fixed-lag
1094072046,1094070046,1094072046,1094072046,2.000000,0,0,0,0,1.000000,626.666667,1,836.514560,2.000000,,v0.4.0-fixed-lag
1095052422,1095054044,1095052422,1095052422,-1.622000,0,0,0,0,1.000000,597.000000,1,848.245440,1.622000,,v0.4.0-fixed-lag
1095980867,1095982043,1095980867,1095980867,-1.176000,0,0,0,0,1.000000,557.111111,1,850.658560,1.176000,,v0.4.0-fixed-lag
1096893440,1096894046,1096893440,1096893440,-0.606000,0,0,0,0,1.000000,571.444444,1,864.992960,0.606000,,v0.4.0-fixed-lag
1097800359,1097798043,1097800359,1097800359,2.316000,0,0,0,0,1.000000,583.000000,1,878.712960,2.316000,,v0.4.0-fixed-lag
1098691157,0,1098691157,1098691157,0.000000,1,1,1,0,1.000000,559.888889,1,878.712960,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1099552043,1099550043,1099552043,1099552043,2.000000,0,0,0,0,1.000000,559.111111,1,878.712960,2.000000,,v0.4.0-fixed-lag
1100441614,1100438046,1100441614,1100441614,3.568000,0,0,0,0,1.000000,590.333333,1,878.712960,3.568000,,v0.4.0-fixed-lag
1101335529,1101334043,1101335529,1101335529,1.486000,0,0,0,0,1.000000,580.666667,1,878.712960,1.486000,,v0.4.0-fixed-lag
1102211417,1102214046,1102211417,1102211417,-2.629000,0,0,0,0,1.000000,550.333333,1,877.734080,2.629000,,v0.4.0-fixed-lag
1103026821,1103022043,1103026821,1103026821,4.778000,0,0,0,0,1.000000,477.777778,1,879.012800,4.778000,,v0.4.0-fixed-lag
1103809102,1103806043,1103809102,1103809102,3.059000,0,0,0,0,1.000000,595.333333,1,872.575360,3.059000,,v0.4.0-fixed-lag
1104583982,1104582047,1104583982,1104583982,1.935000,0,0,0,0,1.000000,515.444444,1,866.742720,1.935000,,v0.4.0-fixed-lag
1105356165,1105358047,1105356165,1105356165,-1.882000,0,0,0,0,1.000000,537.111111,1,856.924160,1.882000,,v0.4.0-fixed-lag
1106120047,1106118047,1106120047,1106120047,2.000000,0,0,0,0,1.000000,518.111111,1,846.683520,2.000000,,v0.4.0-fixed-lag
1106857804,1106854046,1106857804,1106857804,3.758000,0,0,0,0,1.000000,526.444444,1,826.689280,3.758000,,v0.4.0-fixed-lag
1107609102,1107606043,1107609102,1107609102,3.059000,0,0,0,0,1.000000,535.000000,1,816.089920,3.059000,,v0.4.0-fixed-lag
1108406688,1108406043,1108406688,1108406688,0.645000,0,0,0,0,1.000000,550.888889,1,808.281600,0.645000,,v0.4.0-fixed-lag
1109231296,1109230046,1109231296,1109231296,1.250000,0,0,0,0,1.000000,542.555556,1,808.281600,1.250000,,v0.4.0-fixed-lag
1110061140,1110062043,1110061140,1110061140,-0.903000,0,0,0,0,1.000000,520.555556,1,802.841600,0.903000,,v0.4.0-fixed-lag
1110845547,1110846047,1110845547,1110845547,-0.500000,0,0,0,0,1.000000,514.222222,1,802.841600,0.500000,,v0.4.0-fixed-lag
1111639220,1111638044,1111639220,1111639220,1.176000,0,0,0,0,1.000000,549.888889,1,797.401600,1.176000,,v0.4.0-fixed-lag
1112441129,1112438043,1112441129,1112441129,3.086000,0,0,0,0,1.000000,554.444444,1,795.010240,3.086000,,v0.4.0-fixed-lag
1113270157,1113270043,1113270157,1113270157,0.114000,0,0,0,0,1.000000,556.333333,1,797.975360,0.114000,,v0.4.0-fixed-lag
1114086710,1114086043,1114086710,1114086710,0.667000,0,0,0,0,1.000000,538.333333,1,793.787520,0.667000,,v0.4.0-fixed-lag
1114903458,1114902046,1114903458,1114903458,1.412000,0,0,0,0,1.000000,546.666667,1,795.170880,1.412000,,v0.4.0-fixed-lag
1115720043,1115718043,1115720043,1115720043,2.000000,0,0,0,0,1.000000,546.444444,1,799.856960,2.000000,,v0.4.0-fixed-lag
1116537337,1116534043,1116537337,1116537337,3.294000,0,0,0,0,1.000000,542.555556,1,794.427200,3.294000,,v0.4.0-fixed-lag
1117365704,1117366047,1117365704,1117365704,-0.343000,0,0,0,0,1.000000,527.666667,1,794.427200,0.343000,,v0.4.0-fixed-lag
1118172631,1118174043,1118172631,1118172631,-1.412000,0,0,0,0,1.000000,504.555556,1,794.427200,1.412000,,v0.4.0-fixed-lag
1118945544,1118942044,1118945544,1118945544,3.500000,0,0,0,0,1.000000,503.000000,1,794.427200,3.500000,,v0.4.0-fixed-lag
1119719156,1119718045,1119719156,1119719156,1.111000,0,0,0,0,1.000000,530.333333,1,794.427200,1.111000,,v0.4.0-fixed-lag
1120479379,1120478046,1120479379,1120479379,1.333000,0,0,0,0,1.000000,484.777778,1,788.987200,1.333000,,v0.4.0-fixed-lag
1121181102,1121182043,1121181102,1121181102,-0.941000,0,0,0,0,1.000000,473.111111,1,783.536960,0.941000,,v0.4.0-fixed-lag
1121841543,0,1121841543,1121841543,0.000000,1,1,1,0,1.000000,464.777778,1,780.456640,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1122518164,1122518043,1122518164,1122518164,0.121000,0,0,0,0,1.000000,468.555556,1,764.355840,0.121000,,v0.4.0-fixed-lag
1123185340,1123182046,1123185340,1123185340,3.294000,0,0,0,0,1.000000,471.111111,1,764.132160,3.294000,,v0.4.0-fixed-lag
1123874793,1123870043,1123874793,1123874793,4.750000,0,0,0,0,1.000000,476.777778,1,754.631360,4.750000,,v0.4.0-fixed-lag
1124587702,1124582046,1124587702,1124587702,5.656000,0,0,0,0,1.000000,474.222222,1,730.471360,5.656000,,v0.4.0-fixed-lag
1125300802,1125302043,1125300802,1125300802,-1.241000,0,0,0,0,1.000000,447.000000,1,719.591360,1.241000,,v0.4.0-fixed-lag
1126004976,1126006043,1126004976,1126004976,-1.067000,0,0,0,0,1.000000,462.777778,1,714.151360,1.067000,,v0.4.0-fixed-lag
1126736796,1126734046,1126736796,1126736796,2.750000,0,0,0,0,1.000000,478.444444,1,703.271360,2.750000,,v0.4.0-fixed-lag
1127480293,1127478043,1127480293,1127480293,2.250000,0,0,0,0,1.000000,478.000000,1,697.831360,2.250000,,v0.4.0-fixed-lag
1128211545,0,1128211545,1128211545,0.000000,1,1,1,0,1.000000,474.888889,1,687.735680,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1128890046,1128886046,1128890046,1128890046,4.000000,0,0,0,0,1.000000,430.777778,1,685.090880,4.000000,,v0.4.0-fixed-lag
1129546562,1129550046,1129546562,1129546562,-3.484000,0,0,0,0,1.000000,438.222222,1,679.650880,3.484000,,v0.4.0-fixed-lag
1130173401,1130174046,1130173401,1130173401,-0.645000,0,0,0,0,1.000000,430.777778,1,668.770880,0.645000,,v0.4.0-fixed-lag
1130803647,1130806047,1130803647,1130803647,-2.400000,0,0,0,0,1.000000,462.333333,1,663.330880,2.400000,,v0.4.0-fixed-lag
1131407222,0,1131407222,1131407222,0.000000,1,1,1,0,1.000000,436.666667,1,660.535680,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1132004329,1132006043,1132004329,1132004329,-1.714000,0,0,0,0,1.000000,452.444444,1,646.880320,1.714000,,v0.4.0-fixed-lag
1132600831,1132598043,1132600831,1132600831,2.788000,0,0,0,0,1.000000,452.666667,1,639.845120,2.788000,,v0.4.0-fixed-lag
1133184218,1133182047,1133184218,1133184218,2.171000,0,0,0,0,1.000000,434.333333,1,631.438720,2.171000,,v0.4.0-fixed-lag
1133759761,0,1133759761,1133759761,0.000000,1,1,1,0,1.000000,440.444444,1,630.348480,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1134344046,1134342046,1134344046,1134344046,2.000000,0,0,0,0,1.000000,474.333333,1,622.904000,2.000000,,v0.4.0-fixed-lag
1134918278,1134918043,1134918278,1134918278,0.235000,0,0,0,0,1.000000,427.444444,1,620.834240,0.235000,,v0.4.0-fixed-lag
1135508149,1135510044,1135508149,1135508149,-1.895000,0,0,0,0,1.000000,489.111111,1,615.200640,1.895000,,v0.4.0-fixed-lag
1136109338,0,1136109338,1136109338,0.000000,1,1,1,0,1.000000,456.444444,1,613.078720,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1136687075,1136686046,1136687075,1136687075,1.029000,0,0,0,0,1.000000,434.888889,1,613.078720,1.029000,,v0.4.0-fixed-lag
1137257590,1137254047,1137257590,1137257590,3.543000,0,0,0,0,1.000000,432.444444,1,611.291200,3.543000,,v0.4.0-fixed-lag
1137827773,1137830043,1137827773,1137827773,-2.270000,0,0,0,0,1.000000,443.000000,1,611.003840,2.270000,,v0.4.0-fixed-lag
1138409340,0,1138409340,1138409340,0.000000,1,1,1,0,1.000000,457.333333,1,603.755840,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1139009626,1139006047,1139009626,1139009626,3.579000,0,0,0,0,1.000000,479.000000,1,603.755840,3.579000,,v0.4.0-fixed-lag
1139649222,1139646043,1139649222,1139649222,3.179000,0,0,0,0,1.000000,486.333333,1,604.981440,3.179000,,v0.4.0-fixed-lag
1140327448,1140326043,1140327448,1140327448,1.405000,0,0,0,0,1.000000,474.555556,1,604.981440,1.405000,,v0.4.0-fixed-lag
1141014846,1141014046,1141014846,1141014846,0.800000,0,0,0,0,1.000000,464.888889,1,613.078720,0.800000,,v0.4.0-fixed-lag
1141686164,0,1141686164,1141686164,0.000000,1,1,1,0,1.000000,449.333333,1,616.411520,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1142334293,1142334043,1142334293,1142334293,0.250000,0,0,0,0,1.000000,447.333333,1,616.411520,0.250000,,v0.4.0-fixed-lag
1142942891,1142942043,1142942891,1142942891,0.848000,0,0,0,0,1.000000,430.444444,1,634.430720,0.848000,,v0.4.0-fixed-lag
1143548400,1143550047,1143548400,1143548400,-1.647000,0,0,0,0,1.000000,451.222222,1,634.430720,1.647000,,v0.4.0-fixed-lag
1144177182,1144174047,1144177182,1144177182,3.135000,0,0,0,0,1.000000,470.333333,1,639.870720,3.135000,,v0.4.0-fixed-lag
1144823790,0,1144823790,1144823790,0.000000,1,1,1,0,1.000000,476.777778,1,645.310720,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1145484268,1145486046,1145484268,1145484268,-1.778000,0,0,0,0,1.000000,475.222222,1,652.994560,1.778000,,v0.4.0-fixed-lag
1146156104,1146158047,1146156104,1146156104,-1.943000,0,0,0,0,1.000000,480.222222,1,664.361280,1.943000,,v0.4.0-fixed-lag
1146877154,1146878043,1146877154,1146877154,-0.889000,0,0,0,0,1.000000,514.777778,1,675.241280,0.889000,,v0.4.0-fixed-lag
1147637599,1147638043,1147637599,1147637599,-0.444000,0,0,0,0,1.000000,511.555556,1,680.681280,0.444000,,v0.4.0-fixed-lag
1148421473,1148422044,1148421473,1148421473,-0.571000,0,0,0,0,1.000000,510.777778,1,691.561280,0.571000,,v0.4.0-fixed-lag
1149229683,1149230047,1149229683,1149229683,-0.364000,0,0,0,0,1.000000,508.222222,1,706.392960,0.364000,,v0.4.0-fixed-lag
1150015223,1150014047,1150015223,1150015223,1.176000,0,0,0,0,1.000000,481.888889,1,715.467520,1.176000,,v0.4.0-fixed-lag
1150768634,1150766046,1150768634,1150768634,2.588000,0,0,0,0,1.000000,499.222222,1,736.656000,2.588000,,v0.4.0-fixed-lag
1151560900,1151558043,1151560900,1151560900,2.857000,0,0,0,0,1.000000,521.444444,1,757.891520,2.857000,,v0.4.0-fixed-lag
1152375532,1152374046,1152375532,1152375532,1.486000,0,0,0,0,1.000000,533.222222,1,760.142400,1.486000,,v0.4.0-fixed-lag
1153193821,1153190043,1153193821,1153193821,3.778000,0,0,0,0,1.000000,523.222222,1,767.639680,3.778000,,v0.4.0-fixed-lag
1153960447,1153958047,1153960447,1153960447,2.400000,0,0,0,0,1.000000,501.333333,1,768.172800,2.400000,,v0.4.0-fixed-lag
1154703619,1154702043,1154703619,1154703619,1.576000,0,0,0,0,1.000000,516.666667,1,768.172800,1.576000,,v0.4.0-fixed-lag
1155476794,1155470046,1155476794,1155476794,6.748000,0,0,0,0,1.000000,542.888889,1,768.172800,6.748000,,v0.4.0-fixed-lag
1156279691,1156278044,1156279691,1156279691,1.647000,0,0,0,0,1.000000,537.222222,1,768.172800,1.647000,,v0.4.0-fixed-lag
1157092797,1157094047,1157092797,1157092797,-1.250000,0,0,0,0,1.000000,517.111111,1,773.612800,1.250000,,v0.4.0-fixed-lag
1157899223,1157902047,1157899223,1157899223,-2.824000,0,0,0,0,1.000000,536.666667,1,775.765120,2.824000,,v0.4.0-fixed-lag
1158700712,1158694043,1158700712,1158700712,6.669000,0,0,0,0,1.000000,536.777778,1,784.607040,6.669000,,v0.4.0-fixed-lag
1159447929,1159446047,1159447929,1159447929,1.882000,0,0,0,0,1.000000,504.222222,1,784.607040,1.882000,,v0.4.0-fixed-lag
1160128832,1160126044,1160128832,1160128832,2.788000,0,0,0,0,1.000000,485.444444,1,789.596480,2.788000,,v0.4.0-fixed-lag
1160819457,0,1160819457,1160819457,0.000000,1,1,1,0,1.000000,493.222222,1,780.536000,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1161530278,1161526043,1161530278,1161530278,4.235000,0,0,0,0,1.000000,498.444444,1,780.536000,4.235000,,v0.4.0-fixed-lag
1162236398,1162238045,1162236398,1162236398,-1.647000,0,0,0,0,1.000000,504.444444,1,785.976000,1.647000,,v0.4.0-fixed-lag
1162972786,1162974043,1162972786,1162972786,-1.257000,0,0,0,0,1.000000,537.333333,1,777.669440,1.257000,,v0.4.0-fixed-lag
1163724932,1163726043,1163724932,1163724932,-1.111000,0,0,0,0,1.000000,555.333333,1,779.644160,1.111000,,v0.4.0-fixed-lag
1164536100,1164534046,1164536100,1164536100,2.054000,0,0,0,0,1.000000,555.333333,1,779.644160,2.054000,,v0.4.0-fixed-lag
1165332268,1165334046,1165332268,1165332268,-1.778000,0,0,0,0,1.000000,535.333333,1,785.084160,1.778000,,v0.4.0-fixed-lag
1166141679,1166142043,1166141679,1166141679,-0.364000,0,0,0,0,1.000000,562.777778,1,790.524160,0.364000,,v0.4.0-fixed-lag
1166976268,1166974046,1166976268,1166976268,2.222000,0,0,0,0,1.000000,569.333333,1,795.964160,2.222000,,v0.4.0-fixed-lag
1167864990,0,1167864990,1167864990,0.000000,1,1,1,0,1.000000,570.666667,1,806.446720,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1168784097,1168766043,1168784097,1168784097,18.054000,0,0,0,0,1.000000,549.111111,1,820.533760,18.054000,,v0.4.0-fixed-lag
1169638518,1169638047,1169638518,1169638518,0.471000,0,0,0,0,1.000000,528.222222,1,830.211520,0.471000,,v0.4.0-fixed-lag
1170497394,1170494043,1170497394,1170497394,3.351000,0,0,0,0,1.000000,558.777778,1,830.773760,3.351000,,v0.4.0-fixed-lag
1171385224,1171382045,1171385224,1171385224,3.179000,0,0,0,0,1.000000,562.777778,1,843.708480,3.179000,,v0.4.0-fixed-lag
1172275256,1172270046,1172275256,1172275256,5.210000,0,0,0,0,1.000000,528.444444,1,850.054720,5.210000,,v0.4.0-fixed-lag
1173124265,1173126043,1173124265,1173124265,-1.778000,0,0,0,0,1.000000,534.111111,1,851.480320,1.778000,,v0.4.0-fixed-lag
1174016487,1174014043,1174016487,1174016487,2.444000,0,0,0,0,1.000000,567.000000,1,851.480320,2.444000,,v0.4.0-fixed-lag
1174933243,1174934043,1174933243,1174933243,-0.800000,0,0,0,0,1.000000,560.444444,1,866.185600,0.800000,,v0.4.0-fixed-lag
1175835013,1175830043,1175835013,1175835013,4.970000,0,0,0,0,1.000000,522.666667,1,866.471040,4.970000,,v0.4.0-fixed-lag
1176678514,1176678043,1176678514,1176678514,0.471000,0,0,0,0,1.000000,520.333333,1,866.890240,0.471000,,v0.4.0-fixed-lag
1177528631,1177518046,1177528631,1177528631,10.585000,0,0,0,0,1.000000,545.333333,1,871.625600,10.585000,,v0.4.0-fixed-lag
1178385073,1178382043,1178385073,1178385073,3.030000,0,0,0,0,1.000000,537.555556,1,871.625600,3.030000,,v0.4.0-fixed-lag
1179226548,1179230048,1179226548,1179226548,-3.500000,0,0,0,0,1.000000,518.111111,1,866.185600,3.500000,,v0.4.0-fixed-lag
1179999925,1179998043,1179999925,1179999925,1.882000,0,0,0,0,1.000000,494.333333,1,856.141440,1.882000,,v0.4.0-fixed-lag
1180704329,0,1180704329,1180704329,0.000000,1,1,1,0,1.000000,453.888889,1,848.677440,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1181348366,1181350043,1181348366,1181348366,-1.677000,0,0,0,0,1.000000,452.333333,1,848.677440,1.677000,,v0.4.0-fixed-lag
1182029506,1182030047,1182029506,1182029506,-0.541000,0,0,0,0,1.000000,536.888889,1,846.560320,0.541000,,v0.4.0-fixed-lag
1182790297,1182790047,1182790297,1182790297,0.250000,0,0,0,0,1.000000,559.555556,1,840.472000,0.250000,,v0.4.0-fixed-lag
1183621247,1183622047,1183621247,1183621247,-0.800000,0,0,0,0,1.000000,618.111111,1,813.240640,0.800000,,v0.4.0-fixed-lag
1184518516,1184518045,1184518516,1184518516,0.471000,0,0,0,0,1.000000,597.222222,1,807.800640,0.471000,,v0.4.0-fixed-lag
1185379259,0,1185379259,1185379259,0.000000,1,1,1,0,1.000000,510.111111,1,802.360640,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1186203186,1186206043,1186203186,1186203186,-2.857000,0,0,0,0,1.000000,450.555556,1,791.480640,2.857000,,v0.4.0-fixed-lag
1187003274,1186998051,1187003274,1187003274,5.223000,0,0,0,0,1.000000,433.111111,1,780.600640,5.223000,,v0.4.0-fixed-lag
1187763150,1187454047,1187763150,1187763150,309.103000,0,0,1,0,1.000000,428.555556,1,778.268160,309.103000,timing_recovered,v0.4.0-fixed-lag
1188502172,1188502043,1188502172,1188502172,0.129000,0,0,0,0,1.000000,430.444444,1,778.268160,0.129000,,v0.4.0-fixed-lag
1189209337,1189206043,1189209337,1189209337,3.294000,0,0,0,0,1.000000,440.666667,1,772.828160,3.294000,,v0.4.0-fixed-lag
1189890285,1189886046,1189890285,1189890285,4.239000,0,0,0,0,1.000000,439.000000,1,772.828160,4.239000,,v0.4.0-fixed-lag
1190559456,1190558044,1190559456,1190559456,1.412000,0,0,0,0,1.000000,445.777778,1,767.388160,1.412000,,v0.4.0-fixed-lag
1191199378,1191198045,1191199378,1191199378,1.333000,0,0,0,0,1.000000,427.000000,1,754.520320,1.333000,,v0.4.0-fixed-lag
1191848487,0,1191848487,1191848487,0.000000,1,1,1,0,1.000000,472.000000,1,747.847040,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
1192495154,1192494043,1192495154,1192495154,1.111000,0,0,0,0,1.000000,461.666667,1,743.092800,1.111000,,v0.4.0-fixed-lag
1193172044,1193174044,1193172044,1193172044,-2.000000,0,0,0,0,1.000000,479.888889,1,734.703360,2.000000,,v0.4.0-fixed-lag
1193861104,1193862045,1193861104,1193861104,-0.941000,0,0,0,0,1.000000,463.888889,1,733.404800,0.941000,,v0.4.0-fixed-lag
1194562518,1194558045,1194562518,1194562518,4.473000,0,0,0,0,1.000000,494.777778,1,738.844800,4.473000,,v0.4.0-fixed-lag
1195290932,1195286046,1195290932,1195290932,4.886000,0,0,0,0,1.000000,507.444444,1,733.404800,4.886000,,v0.4.0-fixed-lag
1196069337,1196070043,1196069337,1196069337,-0.706000,0,0,0,0,1.000000,518.777778,1,733.404800,0.706000,,v0.4.0-fixed-lag
1196863235,1196862046,1196863235,1196863235,1.189000,0,0,0,0,1.000000,512.222222,1,733.404800,1.189000,,v0.4.0-fixed-lag
1197645411,1197646043,1197645411,1197645411,-0.632000,0,0,0,0,1.000000,502.555556,1,737.299200,0.632000,,v0.4.0-fixed-lag
1198418280,1198414043,1198418280,1198418280,4.237000,0,0,0,0,1.000000,492.000000,1,741.252480,4.237000,,v0.4.0-fixed-lag
1199188359,1199190043,1199188359,1199188359,-1.684000,0,0,0,0,1.000000,482.666667,1,755.332480,1.684000,,v0.4.0-fixed-lag
1199932786,1199934043,1199932786,1199932786,-1.257000,0,0,0,0,1.000000,478.222222,1,768.665280,1.257000,,v0.4.0-fixed-lag
1200692639,1200694044,1200692639,1200692639,-1.405000,0,0,0,0,1.000000,502.777778,1,774.105280,1.405000,,v0.4.0-fixed-lag
1201490675,1201486043,1201490675,1201490675,4.632000,0,0,0,0,1.000000,523.333333,1,779.545280,4.632000,,v0.4.0-fixed-lag
