t_us,firmware_t_us,waveform_t_us,final_t_us,timing_shift_ms,no_firmware_match,inserted_by_smoother,timing_recovered,low_prominence_rescue,waveform_score,peak_prominence,peak_polarity,expected_rr_ms,match_distance_ms,recovery_reason,template_version
751286046,751310043,751286046,751286046,-23.997000,0,0,0,0,1.000000,469.555556,1,870.673600,23.997000,,v0.4.0-fixed-lag
752125472,0,752125472,752125472,0.000000,1,1,1,0,1.000000,480.666667,1,868.011840,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
752969527,752966043,752969527,752969527,3.484000,0,0,0,0,1.000000,483.333333,1,858.640960,3.484000,,v0.4.0-fixed-lag
753802332,753798043,753802332,753802332,4.289000,0,0,0,0,1.000000,461.777778,1,853.200960,4.289000,,v0.4.0-fixed-lag
754607111,754606044,754607111,754607111,1.067000,0,0,0,0,1.000000,465.333333,1,851.718080,1.067000,,v0.4.0-fixed-lag
755462311,755462044,755462311,755462311,0.267000,0,0,0,0,1.000000,496.222222,1,844.280960,0.267000,,v0.4.0-fixed-lag
756294735,756294045,756294735,756294735,0.690000,0,0,0,0,1.000000,485.444444,1,844.280960,0.690000,,v0.4.0-fixed-lag
757087377,757086044,757087377,757087377,1.333000,0,0,0,0,1.000000,446.777778,1,841.297600,1.333000,,v0.4.0-fixed-lag
757821895,757822043,757821895,757821895,-0.148000,0,0,0,0,1.000000,453.777778,1,845.256320,0.148000,,v0.4.0-fixed-lag
758587524,758582043,758587524,758587524,5.481000,0,0,0,0,1.000000,488.000000,1,843.137600,5.481000,,v0.4.0-fixed-lag
759400664,759398043,759400664,759400664,2.621000,0,0,0,0,1.000000,499.666667,1,837.575680,2.621000,,v0.4.0-fixed-lag
760221247,760222047,760221247,760221247,-0.800000,0,0,0,0,1.000000,486.888889,1,831.404800,0.800000,,v0.4.0-fixed-lag
761026046,761022046,761026046,761026046,4.000000,0,0,0,0,1.000000,486.555556,1,825.964800,4.000000,,v0.4.0-fixed-lag
761857269,761854043,761857269,761857269,3.226000,0,0,0,0,1.000000,507.777778,1,823.295680,3.226000,,v0.4.0-fixed-lag
762731794,762734044,762731794,762731794,-2.250000,0,0,0,0,1.000000,532.111111,1,820.524800,2.250000,,v0.4.0-fixed-lag
763614043,763614043,763614043,763614043,0.000000,0,0,0,0,1.000000,498.111111,1,820.524800,0.000000,,v0.4.0-fixed-lag
764499850,764502044,764499850,764499850,-2.194000,0,0,0,0,1.000000,521.444444,1,820.524800,2.194000,,v0.4.0-fixed-lag
765373437,765374043,765373437,765373437,-0.606000,0,0,0,0,1.000000,514.555556,1,822.906560,0.606000,,v0.4.0-fixed-lag
766186595,766182044,766186595,766186595,4.551000,0,0,0,0,1.000000,458.777778,1,826.311360,4.551000,,v0.4.0-fixed-lag
766966843,766966043,766966843,766966843,0.800000,0,0,0,0,1.000000,479.777778,1,826.311360,0.800000,,v0.4.0-fixed-lag
767768832,767766044,767768832,767768832,2.788000,0,0,0,0,1.000000,507.333333,1,831.751360,2.788000,,v0.4.0-fixed-lag
768563544,768566044,768563544,768563544,-2.500000,0,0,0,0,1.000000,497.333333,1,831.751360,2.500000,,v0.4.0-fixed-lag
769331376,769334043,769331376,769331376,-2.667000,0,0,0,0,1.000000,465.555556,1,837.191360,2.667000,,v0.4.0-fixed-lag
770073787,770070045,770073787,770073787,3.742000,0,0,0,0,1.000000,479.666667,1,836.850560,3.742000,,v0.4.0-fixed-lag
770883075,770878043,770883075,770883075,5.032000,0,0,0,0,1.000000,548.777778,1,833.276480,5.032000,,v0.4.0-fixed-lag
771717437,771718043,771717437,771717437,-0.606000,0,0,0,0,1.000000,547.555556,1,833.276480,0.606000,,v0.4.0-fixed-lag
772563793,772566043,772563793,772563793,-2.250000,0,0,0,0,1.000000,518.111111,1,833.276480,2.250000,,v0.4.0-fixed-lag
773456592,773454047,773456592,773456592,2.545000,0,0,0,0,1.000000,549.333333,1,833.276480,2.545000,,v0.4.0-fixed-lag
774398407,774350046,774398407,774398407,48.361000,0,0,0,0,1.000000,549.333333,1,827.836480,48.361000,,v0.4.0-fixed-lag
775268978,775270045,775268978,775268978,-1.067000,0,0,0,0,1.000000,485.444444,1,830.172160,1.067000,,v0.4.0-fixed-lag
776149811,776150046,776149811,776149811,-0.235000,0,0,0,0,1.000000,538.333333,1,832.755840,0.235000,,v0.4.0-fixed-lag
777027498,777030043,777027498,777027498,-2.545000,0,0,0,0,1.000000,525.333333,1,836.593920,2.545000,,v0.4.0-fixed-lag
777868625,777870044,777868625,777868625,-1.419000,0,0,0,0,1.000000,485.444444,1,844.342720,1.419000,,v0.4.0-fixed-lag
778667376,778670043,778667376,778667376,-2.667000,0,0,0,0,1.000000,480.555556,1,849.782720,2.667000,,v0.4.0-fixed-lag
779491984,779494045,779491984,779491984,-2.061000,0,0,0,0,1.000000,530.444444,1,849.782720,2.061000,,v0.4.0-fixed-lag
780315075,780310043,780315075,780315075,5.032000,0,0,0,0,1.000000,516.777778,1,849.782720,5.032000,,v0.4.0-fixed-lag
781138046,781134046,781138046,781138046,4.000000,0,0,0,0,1.000000,504.000000,1,855.222720,4.000000,,v0.4.0-fixed-lag
781924526,781926043,781924526,781924526,-1.517000,0,0,0,0,1.000000,481.777778,1,845.800640,1.517000,,v0.4.0-fixed-lag
782729558,782726043,782729558,782729558,3.515000,0,0,0,0,1.000000,526.000000,1,840.514560,3.515000,,v0.4.0-fixed-lag
783572543,783574043,783572543,783572543,-1.500000,0,0,0,0,1.000000,524.777778,1,840.029120,1.500000,,v0.4.0-fixed-lag
784425804,784422046,784425804,784425804,3.758000,0,0,0,0,1.000000,509.666667,1,840.029120,3.758000,,v0.4.0-fixed-lag
785257528,785254044,785257528,785257528,3.484000,0,0,0,0,1.000000,484.777778,1,840.029120,3.484000,,v0.4.0-fixed-lag
786114847,786110043,786114847,786114847,4.804000,0,0,0,0,1.000000,514.888889,1,834.589120,4.804000,,v0.4.0-fixed-lag
786988043,786990043,786988043,786988043,-2.000000,0,0,0,0,1.000000,514.555556,1,835.074560,2.000000,,v0.4.0-fixed-lag
787847465,787846046,787847465,787847465,1.419000,0,0,0,0,1.000000,493.555556,1,831.911680,1.419000,,v0.4.0-fixed-lag
788659699,788654046,788659699,788659699,5.653000,0,0,0,0,1.000000,460.000000,1,835.515200,5.653000,,v0.4.0-fixed-lag
789495293,789494043,789495293,789495293,1.250000,0,0,0,0,1.000000,507.555556,1,835.515200,1.250000,,v0.4.0-fixed-lag
790337801,790334043,790337801,790337801,3.758000,0,0,0,0,1.000000,507.444444,1,840.955200,3.758000,,v0.4.0-fixed-lag
791186285,791182043,791186285,791186285,4.242000,0,0,0,0,1.000000,500.444444,1,840.955200,4.242000,,v0.4.0-fixed-lag
791999376,791998043,791999376,791999376,1.333000,0,0,0,0,1.000000,452.777778,1,842.714880,1.333000,,v0.4.0-fixed-lag
792804467,792806043,792804467,792804467,-1.576000,0,0,0,0,1.000000,487.444444,1,840.802560,1.576000,,v0.4.0-fixed-lag
793631010,793630044,793631010,793631010,0.966000,0,0,0,0,1.000000,501.888889,1,840.802560,0.966000,,v0.4.0-fixed-lag
794473543,794470043,794473543,794473543,3.500000,0,0,0,0,1.000000,493.111111,1,838.590080,3.500000,,v0.4.0-fixed-lag
795300710,795302043,795300710,795300710,-1.333000,0,0,0,0,1.000000,435.777778,1,838.590080,1.333000,,v0.4.0-fixed-lag
796160713,796158046,796160713,796160713,2.667000,0,0,0,0,1.000000,510.333333,1,835.893440,2.667000,,v0.4.0-fixed-lag
797030576,797030043,797030576,797030576,0.533000,0,0,0,0,1.000000,478.888889,1,838.590080,0.533000,,v0.4.0-fixed-lag
797869121,797870044,797869121,797869121,-0.923000,0,0,0,0,1.000000,450.333333,1,840.802560,0.923000,,v0.4.0-fixed-lag
798695284,798694043,798695284,798695284,1.241000,0,0,0,0,1.000000,477.000000,1,834.094400,1.241000,,v0.4.0-fixed-lag
799541656,799542043,799541656,799541656,-0.387000,0,0,0,0,1.000000,499.111111,1,830.453440,0.387000,,v0.4.0-fixed-lag
800394044,800390044,800394044,800394044,4.000000,0,0,0,0,1.000000,488.222222,1,828.654400,4.000000,,v0.4.0-fixed-lag
801243274,801238043,801243274,801243274,5.231000,0,0,0,0,1.000000,463.555556,1,829.930560,5.231000,,v0.4.0-fixed-lag
802055969,802054043,802055969,802055969,1.926000,0,0,0,0,1.000000,459.222222,1,825.719040,1.926000,,v0.4.0-fixed-lag
802871379,802870046,802871379,802871379,1.333000,0,0,0,0,1.000000,485.777778,1,825.719040,1.333000,,v0.4.0-fixed-lag
803688859,0,803688859,803688859,0.000000,1,1,1,0,1.000000,479.222222,1,825.719040,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
804485302,0,804485302,804485302,0.000000,1,1,1,0,1.000000,443.888889,1,817.774400,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
805273748,0,805273748,805273748,0.000000,1,1,1,0,1.000000,475.111111,1,813.812160,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
806083976,0,806083976,806083976,0.000000,1,1,1,0,1.000000,503.888889,1,805.593600,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
806858683,0,806858683,806858683,0.000000,1,1,1,0,1.000000,459.666667,1,804.931200,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
807604900,807606043,807604900,807604900,-1.143000,0,0,0,0,1.000000,469.333333,1,798.622400,1.143000,,v0.4.0-fixed-lag
808282043,808278043,808282043,808282043,4.000000,0,0,0,0,1.000000,438.888889,1,797.832960,4.000000,,v0.4.0-fixed-lag
808982457,808982043,808982457,808982457,0.414000,0,0,0,0,1.000000,460.000000,1,793.421760,0.414000,,v0.4.0-fixed-lag
809669474,809670045,809669474,809669474,-0.571000,0,0,0,0,1.000000,420.222222,1,790.862720,0.571000,,v0.4.0-fixed-lag
810354577,810350043,810354577,810354577,4.534000,0,0,0,0,1.000000,478.111111,1,786.466240,4.534000,,v0.4.0-fixed-lag
811070947,811070044,811070947,811070947,0.903000,0,0,0,0,1.000000,500.666667,1,777.349440,0.903000,,v0.4.0-fixed-lag
811855793,811854043,811855793,811855793,1.750000,0,0,0,0,1.000000,524.444444,1,767.798400,1.750000,,v0.4.0-fixed-lag
812666301,812662045,812666301,812666301,4.256000,0,0,0,0,1.000000,515.777778,1,767.798400,4.256000,,v0.4.0-fixed-lag
813452882,813454043,813452882,813452882,-1.161000,0,0,0,0,1.000000,481.666667,1,767.798400,1.161000,,v0.4.0-fixed-lag
814231862,814230044,814231862,814231862,1.818000,0,0,0,0,1.000000,493.333333,1,767.798400,1.818000,,v0.4.0-fixed-lag
815030172,815030043,815030172,815030172,0.129000,0,0,0,0,1.000000,506.444444,1,767.798400,0.129000,,v0.4.0-fixed-lag
815837244,815838044,815837244,815837244,-0.800000,0,0,0,0,1.000000,489.888889,1,787.833600,0.800000,,v0.4.0-fixed-lag
816644446,816646046,816644446,816644446,-1.600000,0,0,0,0,1.000000,473.222222,1,795.150720,1.600000,,v0.4.0-fixed-lag
817437510,817438043,817437510,817437510,-0.533000,0,0,0,0,1.000000,478.222222,1,795.705920,0.533000,,v0.4.0-fixed-lag
818270174,818270045,818270174,818270174,0.129000,0,0,0,0,1.000000,508.888889,1,797.780480,0.129000,,v0.4.0-fixed-lag
819122820,819118045,819122820,819122820,4.775000,0,0,0,0,1.000000,509.222222,1,804.899200,4.775000,,v0.4.0-fixed-lag
819987849,819990043,819987849,819987849,-2.194000,0,0,0,0,1.000000,499.000000,1,807.703040,2.194000,,v0.4.0-fixed-lag
820811110,820806043,820811110,820811110,5.067000,0,0,0,0,1.000000,461.333333,1,813.143040,5.067000,,v0.4.0-fixed-lag
821645905,821646043,821645905,821645905,-0.138000,0,0,0,0,1.000000,496.555556,1,813.184640,0.138000,,v0.4.0-fixed-lag
822497243,822494043,822497243,822497243,3.200000,0,0,0,0,1.000000,507.333333,1,818.323520,3.200000,,v0.4.0-fixed-lag
823352496,823350044,823352496,823352496,2.452000,0,0,0,0,1.000000,497.000000,1,821.332480,2.452000,,v0.4.0-fixed-lag
824164445,824166045,824164445,824164445,-1.600000,0,0,0,0,1.000000,458.000000,1,822.014400,1.600000,,v0.4.0-fixed-lag
824972293,824974043,824972293,824972293,-1.750000,0,0,0,0,1.000000,497.333333,1,822.014400,1.750000,,v0.4.0-fixed-lag
825814545,825814045,825814545,825814545,0.500000,0,0,0,0,1.000000,510.333333,1,822.014400,0.500000,,v0.4.0-fixed-lag
826665546,826662046,826665546,826665546,3.500000,0,0,0,0,1.000000,506.666667,1,824.400640,3.500000,,v0.4.0-fixed-lag
827475761,827470044,827475761,827475761,5.717000,0,0,0,0,1.000000,462.666667,1,818.960640,5.717000,,v0.4.0-fixed-lag
828282576,828278045,828282576,828282576,4.531000,0,0,0,0,1.000000,496.222222,1,816.574400,4.531000,,v0.4.0-fixed-lag
829081014,829078046,829081014,829081014,2.968000,0,0,0,0,1.000000,502.333333,1,822.014400,2.968000,,v0.4.0-fixed-lag
829864710,829862043,829864710,829864710,2.667000,0,0,0,0,1.000000,475.000000,1,814.703680,2.667000,,v0.4.0-fixed-lag
830600446,830598046,830600446,830600446,2.400000,0,0,0,0,1.000000,463.000000,1,808.708800,2.400000,,v0.4.0-fixed-lag
831362319,831366043,831362319,831362319,-3.724000,0,0,0,0,1.000000,512.777778,1,807.951360,3.724000,,v0.4.0-fixed-lag
832129011,832126043,832129011,832129011,2.968000,0,0,0,0,1.000000,510.444444,1,807.620800,2.968000,,v0.4.0-fixed-lag
832910172,832910043,832910172,832910172,0.129000,0,0,0,0,1.000000,497.111111,1,804.940160,0.129000,,v0.4.0-fixed-lag
833649269,833646043,833649269,833649269,3.226000,0,0,0,0,1.000000,464.111111,1,794.782720,3.226000,,v0.4.0-fixed-lag
834406410,834406046,834406410,834406410,0.364000,0,0,0,0,1.000000,535.000000,1,793.971520,0.364000,,v0.4.0-fixed-lag
835200396,835198043,835200396,835200396,2.353000,0,0,0,0,1.000000,564.111111,1,789.341440,2.353000,,v0.4.0-fixed-lag
836046891,836046043,836046891,836046891,0.848000,0,0,0,0,1.000000,581.444444,1,783.901440,0.848000,,v0.4.0-fixed-lag
836879720,836878043,836879720,836879720,1.677000,0,0,0,0,1.000000,516.666667,1,783.901440,1.677000,,v0.4.0-fixed-lag
837687376,837686043,837687376,837687376,1.333000,0,0,0,0,1.000000,523.555556,1,778.461440,1.333000,,v0.4.0-fixed-lag
838517102,838518043,838517102,838517102,-0.941000,0,0,0,0,1.000000,545.333333,1,783.091520,0.941000,,v0.4.0-fixed-lag
839332293,839334043,839332293,839332293,-1.750000,0,0,0,0,1.000000,511.333333,1,787.195520,1.750000,,v0.4.0-fixed-lag
840103862,840102044,840103862,840103862,1.818000,0,0,0,0,1.000000,492.333333,1,791.569920,1.818000,,v0.4.0-fixed-lag
840888868,840886044,840888868,840888868,2.824000,0,0,0,0,1.000000,515.222222,1,791.569920,2.824000,,v0.4.0-fixed-lag
841638293,841638043,841638293,841638293,0.250000,0,0,0,0,1.000000,480.444444,1,791.569920,0.250000,,v0.4.0-fixed-lag
842340624,842342043,842340624,842340624,-1.419000,0,0,0,0,1.000000,461.444444,1,791.569920,1.419000,,v0.4.0-fixed-lag
843059982,843062043,843059982,843059982,-2.061000,0,0,0,0,1.000000,512.222222,1,791.569920,2.061000,,v0.4.0-fixed-lag
843800932,843798043,843800932,843800932,2.889000,0,0,0,0,1.000000,517.000000,1,784.321920,2.889000,,v0.4.0-fixed-lag
844574514,844574043,844574514,844574514,0.471000,0,0,0,0,1.000000,514.444444,1,780.022080,0.471000,,v0.4.0-fixed-lag
845338562,845334043,845338562,845338562,4.519000,0,0,0,0,1.000000,474.555556,1,780.022080,4.519000,,v0.4.0-fixed-lag
846089043,846086043,846089043,846089043,3.000000,0,0,0,0,1.000000,476.777778,1,777.615360,3.000000,,v0.4.0-fixed-lag
846887378,846886045,846887378,846887378,1.333000,0,0,0,0,1.000000,521.111111,1,778.713920,1.333000,,v0.4.0-fixed-lag
847695620,847694044,847695620,847695620,1.576000,0,0,0,0,1.000000,508.000000,1,773.273920,1.576000,,v0.4.0-fixed-lag
848472495,848470043,848472495,848472495,2.452000,0,0,0,0,1.000000,470.333333,1,773.273920,2.452000,,v0.4.0-fixed-lag
849249317,849246044,849249317,849249317,3.273000,0,0,0,0,1.000000,491.111111,1,777.615360,3.273000,,v0.4.0-fixed-lag
850028633,850030045,850028633,850028633,-1.412000,0,0,0,0,1.000000,496.555556,1,775.226240,1.412000,,v0.4.0-fixed-lag
850812469,850814045,850812469,850812469,-1.576000,0,0,0,0,1.000000,489.777778,1,776.263040,1.576000,,v0.4.0-fixed-lag
851544237,851542043,851544237,851544237,2.194000,0,0,0,0,1.000000,446.888889,1,776.280000,2.194000,,v0.4.0-fixed-lag
852303207,852302046,852303207,852303207,1.161000,0,0,0,0,1.000000,493.111111,1,776.280000,1.161000,,v0.4.0-fixed-lag
853122046,0,853122046,853122046,0.000000,1,1,1,0,1.000000,520.777778,1,781.720000,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
853953543,853950043,853953543,853953543,3.500000,0,0,0,0,1.000000,519.666667,1,782.501120,3.500000,,v0.4.0-fixed-lag
854761785,854758043,854761785,854761785,3.742000,0,0,0,0,1.000000,476.666667,1,782.501120,3.742000,,v0.4.0-fixed-lag
855537269,855534043,855537269,855537269,3.226000,0,0,0,0,1.000000,482.222222,1,782.501120,3.226000,,v0.4.0-fixed-lag
856318043,856318043,856318043,856318043,0.000000,0,0,0,0,1.000000,508.888889,1,787.941120,0.000000,,v0.4.0-fixed-lag
857106843,857102046,857106843,857106843,4.797000,0,0,0,0,1.000000,498.222222,1,788.407680,4.797000,,v0.4.0-fixed-lag
857894043,0,857894043,857894043,0.000000,1,1,1,0,1.000000,471.888889,1,789.387520,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
858667910,0,858667910,858667910,0.000000,1,1,1,0,1.000000,484.888889,1,790.464000,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
859486894,859486046,859486894,859486894,0.848000,0,0,0,0,1.000000,528.000000,1,790.464000,0.848000,,v0.4.0-fixed-lag
860293293,860294043,860293293,860293293,-0.750000,0,0,0,0,1.000000,492.111111,1,790.976000,0.750000,,v0.4.0-fixed-lag
861063645,0,861063645,861063645,0.000000,1,1,1,0,1.000000,453.444444,1,790.976000,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
861824976,0,861824976,861824976,0.000000,1,1,1,0,1.000000,476.444444,1,790.464000,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
862610576,0,862610576,862610576,0.000000,1,1,1,0,1.000000,504.333333,1,788.407680,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
863433801,863438043,863433801,863433801,-4.242000,0,0,0,0,1.000000,504.444444,1,795.392000,4.242000,,v0.4.0-fixed-lag
864250817,864254043,864250817,864250817,-3.226000,0,0,0,0,1.000000,465.111111,1,790.464000,3.226000,,v0.4.0-fixed-lag
865040296,865038046,865040296,865040296,2.250000,0,0,0,0,1.000000,480.333333,1,790.464000,2.250000,,v0.4.0-fixed-lag
865860886,865862047,865860886,865860886,-1.161000,0,0,0,0,1.000000,500.666667,1,791.193280,1.161000,,v0.4.0-fixed-lag
866694164,866694043,866694164,866694164,0.121000,0,0,0,0,1.000000,498.444444,1,796.607680,0.121000,,v0.4.0-fixed-lag
867479204,867478043,867479204,867479204,1.161000,0,0,0,0,1.000000,454.222222,1,796.607680,1.161000,,v0.4.0-fixed-lag
868241244,868238044,868241244,868241244,3.200000,0,0,0,0,1.000000,470.777778,1,791.193280,3.200000,,v0.4.0-fixed-lag
869023836,869022043,869023836,869023836,1.793000,0,0,0,0,1.000000,487.777778,1,791.193280,1.793000,,v0.4.0-fixed-lag
869806543,869806043,869806543,869806543,0.500000,0,0,0,0,1.000000,481.333333,1,791.193280,0.500000,,v0.4.0-fixed-lag
870565353,0,870565353,870565353,0.000000,1,1,1,0,1.000000,451.777778,1,791.193280,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
871347543,871350043,871347543,871347543,-2.500000,0,0,0,0,1.000000,494.333333,1,789.772800,2.500000,,v0.4.0-fixed-lag
872155377,0,872155377,872155377,0.000000,1,1,1,0,1.000000,502.000000,1,789.026240,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
872967284,872950043,872967284,872967284,17.241000,0,0,0,0,1.000000,490.777778,1,789.026240,17.241000,,v0.4.0-fixed-lag
873734043,0,873734043,873734043,0.000000,1,1,1,0,1.000000,462.555556,1,789.026240,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
874535378,874534045,874535378,874535378,1.333000,0,0,0,0,1.000000,501.555556,1,788.989440,1.333000,,v0.4.0-fixed-lag
875367643,875342043,875367643,875367643,25.600000,0,0,0,0,1.000000,506.777778,1,788.989440,25.600000,,v0.4.0-fixed-lag
876160329,0,876160329,876160329,0.000000,1,1,1,0,1.000000,463.555556,1,789.026240,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
876922871,876918043,876922871,876922871,4.828000,0,0,0,0,1.000000,470.777778,1,792.219520,4.828000,,v0.4.0-fixed-lag
877714874,0,877714874,877714874,0.000000,1,1,1,0,1.000000,499.777778,1,786.779520,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
878510733,878510043,878510733,878510733,0.690000,0,0,0,0,1.000000,490.000000,1,786.779520,0.690000,,v0.4.0-fixed-lag
879278045,879278045,879278045,879278045,0.000000,0,0,0,0,1.000000,463.111111,1,787.794880,0.000000,,v0.4.0-fixed-lag
880006181,880006043,880006181,880006181,0.138000,0,0,0,0,1.000000,448.444444,1,786.779520,0.138000,,v0.4.0-fixed-lag
880765398,880766043,880765398,880765398,-0.645000,0,0,0,0,1.000000,496.777778,1,781.120960,0.645000,,v0.4.0-fixed-lag
881554304,881550043,881554304,881554304,4.261000,0,0,0,0,1.000000,506.333333,1,781.120960,4.261000,,v0.4.0-fixed-lag
882365398,882366043,882365398,882365398,-0.645000,0,0,0,0,1.000000,491.888889,1,780.129920,0.645000,,v0.4.0-fixed-lag
883165914,883166043,883165914,883165914,-0.129000,0,0,0,0,1.000000,488.555556,1,774.689920,0.129000,,v0.4.0-fixed-lag
883901776,883902043,883901776,883901776,-0.267000,0,0,0,0,1.000000,460.777778,1,774.689920,0.267000,,v0.4.0-fixed-lag
884639690,884638043,884639690,884639690,1.647000,0,0,0,0,1.000000,517.444444,1,774.689920,1.647000,,v0.4.0-fixed-lag
885362559,885358043,885362559,885362559,4.516000,0,0,0,0,1.000000,512.777778,1,767.779840,4.516000,,v0.4.0-fixed-lag
886159720,886158043,886159720,886159720,1.677000,0,0,0,0,1.000000,528.888889,1,770.629440,1.677000,,v0.4.0-fixed-lag
886882331,886878043,886882331,886882331,4.288000,0,0,0,0,1.000000,476.888889,1,765.189440,4.288000,,v0.4.0-fixed-lag
887588400,887590047,887588400,887588400,-1.647000,0,0,0,0,1.000000,511.333333,1,765.189440,1.647000,,v0.4.0-fixed-lag
888330046,888326046,888330046,888330046,4.000000,0,0,0,0,1.000000,509.777778,1,758.372480,4.000000,,v0.4.0-fixed-lag
889076043,889070043,889076043,889076043,6.000000,0,0,0,0,1.000000,482.777778,1,763.812480,6.000000,,v0.4.0-fixed-lag
889787110,889782043,889787110,889787110,5.067000,0,0,0,0,1.000000,464.666667,1,758.372480,5.067000,,v0.4.0-fixed-lag
890513801,890510043,890513801,890513801,3.758000,0,0,0,0,1.000000,483.000000,1,757.715840,3.758000,,v0.4.0-fixed-lag
891296793,891294043,891296793,891296793,2.750000,0,0,0,0,1.000000,507.222222,1,760.221120,2.750000,,v0.4.0-fixed-lag
892137543,892134043,892137543,892137543,3.500000,0,0,0,0,1.000000,509.777778,1,760.221120,3.500000,,v0.4.0-fixed-lag
892988624,892990043,892988624,892988624,-1.419000,0,0,0,0,1.000000,476.555556,1,765.006720,1.419000,,v0.4.0-fixed-lag
893793186,893790043,893793186,893793186,3.143000,0,0,0,0,1.000000,456.444444,1,759.566720,3.143000,,v0.4.0-fixed-lag
894581794,894582044,894581794,894581794,-0.250000,0,0,0,0,1.000000,485.222222,1,760.959040,0.250000,,v0.4.0-fixed-lag
895380976,895382043,895380976,895380976,-1.067000,0,0,0,0,1.000000,500.555556,1,778.237440,1.067000,,v0.4.0-fixed-lag
896181142,896182045,896181142,896181142,-0.903000,0,0,0,0,1.000000,494.666667,1,780.034560,0.903000,,v0.4.0-fixed-lag
896953513,896950046,896953513,896953513,3.467000,0,0,0,0,1.000000,461.222222,1,783.418240,3.467000,,v0.4.0-fixed-lag
897736495,897734043,897736495,897736495,2.452000,0,0,0,0,1.000000,494.444444,1,788.858240,2.452000,,v0.4.0-fixed-lag
898530043,898526043,898530043,898530043,4.000000,0,0,0,0,1.000000,500.444444,1,788.858240,4.000000,,v0.4.0-fixed-lag
899318546,899318046,899318546,899318546,0.500000,0,0,0,0,1.000000,492.333333,1,794.298240,0.500000,,v0.4.0-fixed-lag
900071284,900070043,900071284,900071284,1.241000,0,0,0,0,1.000000,455.666667,1,792.495360,1.241000,,v0.4.0-fixed-lag
900825793,0,900825793,900825793,0.000000,1,1,1,0,1.000000,486.555556,1,796.354560,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
901626301,901630043,901626301,901626301,-3.742000,0,0,0,0,1.000000,515.666667,1,796.320960,3.742000,,v0.4.0-fixed-lag
902422579,0,902422579,902422579,0.000000,1,1,1,0,1.000000,520.888889,1,796.320960,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
903200497,0,903200497,903200497,0.000000,1,1,1,0,1.000000,489.444444,1,796.320960,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
903977543,903966047,903977543,903977543,11.496000,0,0,0,0,1.000000,501.666667,1,794.554240,11.496000,,v0.4.0-fixed-lag
904811044,904814044,904811044,904811044,-3.000000,0,0,0,0,1.000000,535.111111,1,789.114240,3.000000,,v0.4.0-fixed-lag
905654688,905654043,905654688,905654688,0.645000,0,0,0,0,1.000000,523.222222,1,790.880960,0.645000,,v0.4.0-fixed-lag
906470543,906470043,906470543,906470543,0.500000,0,0,0,0,1.000000,492.333333,1,785.440960,0.500000,,v0.4.0-fixed-lag
907294796,907294046,907294796,907294796,0.750000,0,0,0,0,1.000000,516.777778,1,787.928960,0.750000,,v0.4.0-fixed-lag
908119043,908118043,908119043,908119043,1.000000,0,0,0,0,1.000000,517.333333,1,789.282560,1.000000,,v0.4.0-fixed-lag
908908043,908910043,908908043,908908043,-2.000000,0,0,0,0,1.000000,478.333333,1,794.193600,2.000000,,v0.4.0-fixed-lag
909677398,909678043,909677398,909677398,-0.645000,0,0,0,0,1.000000,485.000000,1,788.753600,0.645000,,v0.4.0-fixed-lag
910454843,910454043,910454843,910454843,0.800000,0,0,0,0,1.000000,499.666667,1,788.753600,0.800000,,v0.4.0-fixed-lag
911202846,911198043,911202846,911202846,4.803000,0,0,0,0,1.000000,467.666667,1,788.753600,4.803000,,v0.4.0-fixed-lag
911938310,0,911938310,911938310,0.000000,1,1,1,0,1.000000,477.333333,1,783.313600,0.000000,waveform_inserted+timing_recovered,v0.4.0-fixed-lag
912685679,912342043,912685679,912685679,343.636000,0,0,1,0,1.000000,495.222222,1,774.720000,343.636000,timing_recovered,v0.4.0-fixed-lag
913417527,913414043,913417527,913417527,3.484000,0,0,0,0,1.000000,475.555556,1,771.022400,3.484000,,v0.4.0-fixed-lag
914130043,914126043,914130043,914130043,4.000000,0,0,0,0,1.000000,461.777778,1,762.993600,4.000000,,v0.4.0-fixed-lag
