t_us,window_start_t_us,window_end_t_us,sample_count,raw_min,raw_p05,raw_p50,raw_p95,raw_max,avg_p05,avg_p50,avg_p95,filtered_p05,filtered_p50,filtered_p95,filtered_std,filtered_peak_to_peak,clip_low_ratio,clip_high_ratio,wear_ratio,wear_transition_count,max_no_wear_run_ms,candidate_count,detector_score_p50,expected_rr_ms_p50,firmware_hr_bpm_p50,firmware_hr_zero_ratio,effective_sample_rate_hz,timing_jitter_p95_ms,sqi,sqi_wear_ratio,sqi_clip_low_ratio,sqi_clip_high_ratio,protocol_error_ratio,protocol_seq_gaps,sample_drop_count,sample_queue_depth,sample_queue_high_water,corrector_reference_rr_ms,corrector_autocorr_confidence,corrector_polarity,corrector_candidate_count,corrector_selected_count,corrector_inserted_count,corrector_firmware_matched_count
751654045,746662046,751654045,625,14.000000,28.200000,110.000000,527.600000,582.000000,30.000000,111.000000,502.800000,-149.400000,-55.000000,310.000000,153.471820,518.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.506000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,898.838400,0.918171,1,22,1,0,1
756662046,751670046,756662046,625,6.000000,28.000000,100.000000,516.000000,553.000000,31.000000,101.000000,493.000000,-144.000000,-67.000000,300.800000,150.918731,501.000000,0.000000,0.000000,1.000000,0,0.000000,17,0.503000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,877.082560,0.958235,1,22,0,0,0
761670043,756670043,761670043,626,1.000000,16.000000,86.500000,509.000000,553.000000,17.250000,89.000000,492.000000,-155.000000,-78.000000,304.750000,154.427088,504.000000,0.000000,0.000000,1.000000,0,0.000000,14,0.501500,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,851.718080,0.907233,1,23,0,0,0
766670043,761670043,766670043,626,4.000000,20.250000,99.000000,547.750000,589.000000,22.250000,102.000000,522.750000,-151.750000,-63.000000,333.000000,161.291818,530.000000,0.000000,0.000000,1.000000,0,0.000000,15,0.504000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,837.575680,0.933937,1,23,1,0,1
771670043,766670043,771670043,626,0.000000,8.000000,87.000000,534.750000,607.000000,11.000000,90.000000,507.750000,-162.000000,-76.500000,314.750000,162.326027,562.000000,0.030351,0.000000,1.000000,0,0.000000,15,0.510500,795.200000,77.300000,0.000000,125.000000,0.004000,0.931409,1.000000,0.030351,0.000000,0.000000,0,0,0,4,820.524800,0.901511,1,23,0,0,0
776670043,771670043,776670043,626,0.000000,6.000000,89.500000,561.750000,600.000000,9.000000,94.000000,538.000000,-164.000000,-68.500000,351.750000,171.653697,554.000000,0.028754,0.000000,1.000000,0,0.000000,17,0.509000,795.200000,77.300000,0.000000,125.000000,0.003000,0.935079,1.000000,0.028754,0.000000,0.000000,0,0,0,4,837.191360,0.894553,1,23,1,0,1
781670044,776678043,781670044,625,1.000000,12.000000,90.000000,539.800000,588.000000,15.000000,93.000000,516.600000,-157.800000,-72.000000,325.000000,161.852189,533.000000,0.000000,0.000000,1.000000,0,0.000000,17,0.507000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,827.836480,0.896816,1,23,0,0,0
786678043,781678043,786678043,626,0.000000,12.000000,90.500000,540.750000,584.000000,14.250000,93.000000,520.500000,-158.000000,-69.500000,329.000000,163.436472,531.000000,0.003195,0.000000,1.000000,0,0.000000,14,0.500000,795.200000,77.300000,0.000000,125.000000,0.004000,0.992512,1.000000,0.003195,0.000000,0.000000,0,0,0,4,849.782720,0.912926,1,23,0,0,0
791678045,786686046,791678045,625,9.000000,18.200000,99.000000,544.000000,577.000000,20.000000,100.000000,519.800000,-154.000000,-65.000000,327.800000,159.288892,517.000000,0.000000,0.000000,1.000000,0,0.000000,16,0.507000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,840.029120,0.936646,1,23,0,0,0
796686043,791686047,796686043,626,9.000000,20.000000,100.000000,531.000000,578.000000,22.000000,102.000000,504.750000,-151.000000,-64.000000,314.750000,153.851251,517.000000,0.000000,0.000000,1.000000,0,0.000000,19,0.505000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,835.515200,0.968064,1,23,0,0,0
801686043,796686043,801686043,626,12.000000,20.000000,97.000000,514.750000,557.000000,23.000000,100.000000,491.750000,-148.750000,-64.000000,305.000000,151.915245,497.000000,0.000000,0.000000,1.000000,0,0.000000,15,0.506500,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,838.590080,0.974675,1,23,0,0,0
806686043,801686043,806686043,626,4.000000,18.000000,90.000000,510.000000,556.000000,20.000000,92.000000,491.000000,-153.000000,-73.000000,303.250000,155.039583,510.000000,0.000000,0.000000,1.000000,0,0.000000,21,0.508000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,830.453440,0.966184,1,23,0,0,0
811686043,806686043,811686043,626,0.000000,10.250000,82.000000,500.000000,555.000000,14.000000,89.000000,481.000000,-155.000000,-77.000000,296.000000,156.909240,506.000000,0.019169,0.000000,1.000000,0,0.000000,17,0.515500,795.200000,77.300000,0.000000,125.000000,0.003000,0.956644,1.000000,0.019169,0.000000,0.000000,0,0,0,4,817.774400,0.844833,1,24,0,0,0
816686043,811686043,816686043,626,0.000000,10.000000,92.000000,531.750000,579.000000,13.000000,94.500000,510.000000,-159.000000,-66.000000,321.000000,165.053007,529.000000,0.023962,0.000000,1.000000,0,0.000000,16,0.501000,795.200000,77.300000,0.000000,125.000000,0.004000,0.945786,1.000000,0.023962,0.000000,0.000000,0,0,0,4,790.862720,0.880623,1,25,0,0,0
821686046,816694045,821686046,625,2.000000,19.200000,97.000000,527.800000,565.000000,22.000000,100.000000,503.800000,-152.000000,-62.000000,315.800000,154.644904,512.000000,0.000000,0.000000,1.000000,0,0.000000,20,0.496000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,767.798400,0.876098,1,24,1,0,1
826686047,821694043,826686047,625,1.000000,20.000000,98.000000,534.600000,564.000000,23.000000,100.000000,511.800000,-151.000000,-64.000000,320.600000,155.559123,511.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.510000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,804.899200,0.860615,1,24,1,0,1
831694043,826694043,831694043,626,2.000000,15.250000,88.000000,514.750000,564.000000,18.000000,94.000000,493.750000,-155.000000,-71.500000,306.000000,157.471801,515.000000,0.000000,0.000000,1.000000,0,0.000000,14,0.509000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,822.014400,0.944304,1,24,0,0,0
836694043,831694043,836694043,626,0.000000,0.000000,70.000000,552.000000,628.000000,0.000000,71.000000,530.750000,-172.000000,-90.000000,340.750000,175.265453,585.000000,0.140575,0.000000,1.000000,0,0.000000,24,0.515500,795.200000,77.300000,0.000000,125.000000,0.004000,0.683406,1.000000,0.140575,0.000000,0.000000,0,0,0,4,814.703680,0.910679,1,24,0,0,0
841694044,836702044,841694044,625,0.000000,10.000000,85.000000,548.600000,594.000000,13.000000,91.000000,522.800000,-155.800000,-69.000000,336.800000,172.631574,548.000000,0.011200,0.000000,1.000000,0,0.000000,15,0.494000,795.200000,77.300000,0.000000,125.000000,0.004000,0.974500,1.000000,0.011200,0.000000,0.000000,0,0,0,4,799.411520,0.931111,1,24,0,0,0
846694044,841694044,846694044,626,4.000000,13.000000,72.500000,531.000000,578.000000,14.000000,76.500000,506.750000,-158.000000,-88.500000,317.000000,161.145202,525.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.502500,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,787.195520,0.928481,1,25,1,0,1
851694046,846702043,851694046,625,9.000000,20.000000,92.000000,531.800000,582.000000,22.000000,97.000000,509.000000,-150.800000,-67.000000,318.000000,161.081426,515.000000,0.000000,0.000000,1.000000,0,0.000000,21,0.502000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,780.022080,0.929528,1,25,0,0,0
856702046,851710045,856702046,625,0.000000,12.000000,84.000000,531.800000,578.000000,15.000000,87.000000,507.800000,-156.000000,-77.000000,319.800000,160.637124,523.000000,0.001600,0.000000,1.000000,0,0.000000,19,0.506000,795.200000,77.300000,0.000000,125.000000,0.004000,0.996100,1.000000,0.001600,0.000000,0.000000,0,0,0,4,777.615360,0.926161,1,25,1,0,1
861702046,856702046,861702046,626,0.000000,19.000000,85.000000,520.750000,586.000000,21.000000,87.000000,496.500000,-151.000000,-77.500000,309.000000,155.512604,537.000000,0.012780,0.000000,1.000000,0,0.000000,19,0.493000,795.200000,77.300000,0.000000,125.000000,0.004000,0.970946,1.000000,0.012780,0.000000,0.000000,0,0,0,4,782.501120,0.959583,1,25,0,0,0
866702047,861710043,866702047,625,5.000000,20.000000,93.000000,534.000000,567.000000,22.000000,95.000000,510.400000,-151.000000,-67.000000,317.000000,160.948913,508.000000,0.000000,0.000000,1.000000,0,0.000000,19,0.504000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,790.464000,0.953768,1,24,0,0,0
871710043,866710045,871710043,626,4.000000,20.000000,85.000000,509.000000,556.000000,24.000000,91.000000,488.500000,-147.750000,-74.500000,302.500000,154.321240,497.000000,0.000000,0.000000,1.000000,0,0.000000,16,0.502000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,790.464000,0.956552,1,24,1,0,1
876710044,871718043,876710044,625,6.000000,16.000000,82.000000,523.000000,565.000000,19.000000,85.000000,503.800000,-153.000000,-79.000000,316.200000,159.552389,509.000000,0.000000,0.000000,1.000000,0,0.000000,19,0.504000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,796.633280,0.966555,1,24,0,0,0
881710046,876718043,881710046,625,0.000000,15.000000,92.000000,524.000000,560.000000,17.200000,96.000000,502.000000,-154.800000,-67.000000,312.000000,162.065033,509.000000,0.001600,0.000000,1.000000,0,0.000000,15,0.508000,795.200000,77.300000,0.000000,125.000000,0.004000,0.996100,1.000000,0.001600,0.000000,0.000000,0,0,0,4,788.989440,0.947421,1,25,0,0,0
886718044,881726045,886718044,625,0.000000,0.000000,79.000000,528.800000,573.000000,1.000000,82.000000,504.800000,-170.000000,-85.000000,318.800000,162.970556,533.000000,0.099200,0.000000,1.000000,0,0.000000,23,0.521000,795.200000,77.300000,0.000000,125.000000,0.004000,0.776500,1.000000,0.099200,0.000000,0.000000,0,0,0,4,787.794880,0.943572,1,25,1,0,1
891726043,886726047,891726043,626,0.000000,12.000000,77.000000,532.750000,570.000000,15.000000,88.000000,509.750000,-158.750000,-80.000000,319.000000,168.246783,522.000000,0.006390,0.000000,1.000000,0,0.000000,20,0.510000,795.200000,77.300000,0.000000,125.000000,0.004000,0.985323,1.000000,0.006390,0.000000,0.000000,0,0,0,4,774.689920,0.914584,1,25,0,0,0
896726045,891734044,896726045,625,18.000000,27.000000,95.000000,528.800000,573.000000,28.000000,97.000000,505.000000,-145.800000,-73.000000,312.000000,155.045800,507.000000,0.000000,0.000000,1.000000,0,0.000000,15,0.497000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,763.812480,0.896935,1,25,0,0,0
901734045,896742043,901734045,625,6.000000,18.200000,92.000000,528.800000,579.000000,22.000000,98.000000,507.000000,-151.000000,-70.000000,317.400000,161.631728,518.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.504000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,760.959040,0.912304,1,26,0,0,0
906742043,901742043,906742043,626,0.000000,4.000000,84.000000,539.750000,588.000000,6.000000,88.000000,517.000000,-166.000000,-75.000000,328.000000,166.456992,540.000000,0.038339,0.000000,1.000000,0,0.000000,20,0.510500,795.200000,77.300000,0.000000,125.000000,0.004000,0.913438,1.000000,0.038339,0.000000,0.000000,0,0,0,4,794.298240,0.926678,1,25,1,0,1
911742043,906742043,911742043,626,9.000000,19.000000,81.000000,527.000000,572.000000,22.000000,85.000000,504.000000,-149.750000,-84.500000,313.000000,158.503961,512.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.494000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,789.114240,0.962972,1,24,0,0,0
916742046,911750043,916742046,625,0.000000,9.200000,83.000000,520.400000,567.000000,12.000000,91.000000,495.000000,-158.800000,-79.000000,307.000000,162.177860,517.000000,0.008000,0.000000,1.000000,0,0.000000,19,0.510000,795.200000,77.300000,0.000000,125.000000,0.003000,0.981775,1.000000,0.008000,0.000000,0.000000,0,0,0,4,788.753600,0.925475,1,25,0,0,0
921750045,916758045,921750045,625,3.000000,18.200000,77.000000,503.000000,557.000000,18.200000,86.000000,479.800000,-153.800000,-85.000000,291.000000,154.786049,503.000000,0.000000,0.000000,1.000000,0,0.000000,22,0.512000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,756.160960,0.842007,1,26,0,0,0
926758043,921758043,926758043,626,2.000000,16.000000,82.000000,536.000000,572.000000,18.000000,90.000000,510.000000,-154.000000,-78.000000,318.000000,164.791114,518.000000,0.000000,0.000000,1.000000,0,0.000000,19,0.514000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,735.584640,0.877788,1,27,1,0,1
931758043,926758043,931758043,626,21.000000,34.250000,100.000000,507.500000,549.000000,35.000000,103.000000,486.000000,-141.000000,-68.500000,295.000000,144.320756,477.000000,0.000000,0.000000,1.000000,0,0.000000,24,0.496000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,720.224000,0.867886,1,26,0,0,0
936758045,931766047,936758045,625,0.000000,0.000000,96.000000,500.000000,549.000000,2.000000,104.000000,478.800000,-168.000000,-65.000000,288.000000,151.611806,513.000000,0.078400,0.000000,1.000000,0,0.000000,27,0.538000,795.200000,77.300000,0.000000,125.000000,0.004000,0.823300,1.000000,0.078400,0.000000,0.000000,0,0,0,4,734.203200,0.763543,1,27,0,0,0
941766045,936774044,941766045,625,56.000000,65.200000,108.000000,458.600000,508.000000,67.000000,111.000000,437.800000,-111.000000,-67.000000,242.800000,123.929735,397.000000,0.000000,0.000000,1.000000,0,0.000000,55,0.502000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,726.553920,0.759669,1,27,1,0,1
946774043,941774043,946774043,626,42.000000,55.250000,94.000000,480.500000,519.000000,58.250000,97.500000,456.000000,-116.000000,-77.000000,261.750000,133.025229,418.000000,0.000000,0.000000,1.000000,0,0.000000,44,0.499500,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,695.672960,0.812995,1,27,0,0,0
951774043,946774043,951774043,626,0.000000,24.000000,77.000000,519.750000,611.000000,26.250000,83.000000,490.000000,-144.750000,-88.500000,294.750000,154.855602,553.000000,0.015974,0.000000,1.000000,0,0.000000,30,0.511000,795.200000,77.300000,0.000000,125.000000,0.004000,0.963758,1.000000,0.015974,0.000000,0.000000,0,0,0,4,708.014080,0.847686,1,27,0,0,0
956774043,951774043,956774043,626,0.000000,3.000000,87.500000,601.000000,633.000000,6.000000,94.000000,572.000000,-167.000000,-72.500000,376.750000,180.863101,574.000000,0.028754,0.000000,1.000000,0,0.000000,16,0.504000,795.200000,77.300000,0.000000,125.000000,0.003000,0.935079,1.000000,0.028754,0.000000,0.000000,0,0,0,4,746.643520,0.650401,1,26,0,0,0
961774043,956774043,961774043,626,0.000000,1.000000,101.500000,542.750000,620.000000,5.000000,104.000000,514.000000,-162.000000,-63.500000,321.000000,164.856915,560.000000,0.049521,0.000000,1.000000,0,0.000000,25,0.519000,795.200000,77.300000,0.000000,125.000000,0.004000,0.888278,1.000000,0.049521,0.000000,0.000000,0,0,0,4,749.083520,0.599804,1,26,0,0,0
966774043,961774043,966774043,626,0.000000,0.000000,68.000000,575.250000,618.000000,1.000000,70.500000,544.000000,-169.000000,-96.500000,352.750000,180.387050,563.000000,0.137380,0.000000,1.000000,0,0.000000,22,0.499000,795.200000,77.300000,0.000000,125.000000,0.004000,0.690595,1.000000,0.137380,0.000000,0.000000,0,0,0,4,809.922240,0.686239,1,25,1,0,1
971774043,966774043,971774043,626,0.000000,0.000000,79.000000,564.000000,603.000000,3.000000,85.500000,538.750000,-166.000000,-84.000000,349.000000,177.140928,563.000000,0.070288,0.000000,1.000000,0,0.000000,19,0.494000,795.200000,77.300000,0.000000,125.000000,0.004000,0.841553,1.000000,0.070288,0.000000,0.000000,0,0,0,4,765.654080,0.775805,1,25,0,0,0
976774046,971782043,976774046,625,0.000000,0.000000,74.000000,571.800000,625.000000,1.000000,79.000000,544.000000,-166.000000,-90.000000,352.800000,181.386344,570.000000,0.097600,0.000000,1.000000,0,0.000000,21,0.504000,795.200000,77.300000,0.000000,125.000000,0.004000,0.780100,1.000000,0.097600,0.000000,0.000000,0,0,0,4,757.969280,0.923252,1,26,0,0,0
981782043,976782043,981782043,626,0.000000,0.000000,66.500000,559.000000,616.000000,4.000000,71.000000,530.000000,-164.000000,-99.500000,340.000000,172.857041,561.000000,0.062300,0.000000,1.000000,0,0.000000,20,0.499000,795.200000,77.300000,0.000000,125.000000,0.003000,0.859599,1.000000,0.062300,0.000000,0.000000,0,0,0,4,759.816640,0.945096,1,25,1,0,1
986782043,981782043,986782043,626,0.000000,12.000000,92.000000,553.750000,605.000000,14.000000,97.500000,526.000000,-156.000000,-70.000000,334.750000,169.716301,551.000000,0.009585,0.000000,1.000000,0,0.000000,17,0.490000,795.200000,77.300000,0.000000,125.000000,0.004000,0.978135,1.000000,0.009585,0.000000,0.000000,0,0,0,4,762.260480,0.933990,1,26,0,0,0
991782043,986782043,991782043,626,2.000000,24.000000,88.000000,513.000000,549.000000,26.000000,92.000000,488.500000,-144.000000,-83.000000,298.000000,149.962667,485.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.496000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,758.181440,0.926923,1,25,1,1,0
996782043,991782043,996782043,626,2.000000,19.000000,95.500000,516.750000,566.000000,22.000000,102.000000,493.250000,-148.000000,-70.500000,305.750000,156.645779,507.000000,0.000000,0.000000,1.000000,0,0.000000,16,0.503500,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,764.754240,0.932007,1,26,0,0,0
1001782043,996782043,1001782043,626,0.000000,2.250000,85.500000,500.750000,564.000000,7.000000,92.500000,476.750000,-159.750000,-83.000000,288.000000,154.997538,511.000000,0.046326,0.000000,1.000000,0,0.000000,20,0.517000,795.200000,77.300000,0.000000,125.000000,0.004000,0.895467,1.000000,0.046326,0.000000,0.000000,0,0,0,4,749.665920,0.875135,1,26,0,0,0
1006782046,1001790043,1006782046,625,0.000000,0.000000,81.000000,578.800000,615.000000,1.000000,87.000000,554.000000,-170.000000,-77.000000,361.000000,183.465534,571.000000,0.147200,0.000000,1.000000,0,0.000000,24,0.513000,795.200000,77.300000,0.000000,125.000000,0.004000,0.668500,1.000000,0.147200,0.000000,0.000000,0,0,0,4,744.562880,0.823334,1,27,1,0,1
1011782047,1006790047,1011782047,625,0.000000,9.000000,91.000000,552.800000,591.000000,11.000000,92.000000,527.000000,-162.000000,-79.000000,335.800000,164.869718,534.000000,0.019200,0.000000,1.000000,0,0.000000,15,0.491000,795.200000,77.300000,0.000000,125.000000,0.004000,0.956500,1.000000,0.019200,0.000000,0.000000,0,0,0,4,736.664320,0.810874,1,26,0,0,0
1016790045,1011798043,1016790045,625,0.000000,7.000000,89.000000,536.000000,573.000000,11.000000,96.000000,507.800000,-160.800000,-77.000000,314.000000,164.037289,517.000000,0.027200,0.000000,1.000000,0,0.000000,16,0.510000,795.200000,77.300000,0.000000,125.000000,0.004000,0.938500,1.000000,0.027200,0.000000,0.000000,0,0,0,4,767.840640,0.807392,1,26,0,0,0
1021790047,1016798043,1021790047,625,0.000000,1.000000,84.000000,555.800000,586.000000,5.000000,89.000000,525.000000,-163.000000,-78.000000,335.800000,174.121118,535.000000,0.048000,0.000000,1.000000,0,0.000000,16,0.507000,795.200000,77.300000,0.000000,125.000000,0.004000,0.891700,1.000000,0.048000,0.000000,0.000000,0,0,0,4,777.041280,0.923297,1,26,1,0,1
1026798043,1021798043,1026798043,626,0.000000,11.000000,89.000000,538.500000,581.000000,13.000000,93.000000,512.750000,-158.000000,-80.000000,321.000000,160.433593,529.000000,0.015974,0.000000,1.000000,0,0.000000,16,0.496000,795.200000,77.300000,0.000000,125.000000,0.004000,0.963758,1.000000,0.015974,0.000000,0.000000,0,0,0,4,755.367680,0.935764,1,25,1,0,1
1031798043,1026798043,1031798043,626,0.000000,1.000000,83.000000,549.000000,583.000000,5.000000,86.000000,521.000000,-166.000000,-80.500000,331.750000,166.666135,532.000000,0.046326,0.000000,1.000000,0,0.000000,15,0.507000,795.200000,77.300000,0.000000,125.000000,0.004000,0.895467,1.000000,0.046326,0.000000,0.000000,0,0,0,4,764.290560,0.935312,1,25,0,0,0
1036798045,1031806043,1036798045,625,0.000000,0.000000,89.000000,560.800000,592.000000,4.000000,92.000000,534.800000,-166.800000,-72.000000,344.000000,177.814020,547.000000,0.064000,0.000000,1.000000,0,0.000000,20,0.504000,795.200000,77.300000,0.000000,125.000000,0.004000,0.855700,1.000000,0.064000,0.000000,0.000000,0,0,0,4,781.492800,0.972828,1,25,1,0,1
1041798045,1036798045,1041798045,626,0.000000,12.000000,89.500000,547.750000,578.000000,14.000000,93.000000,522.750000,-158.000000,-76.000000,330.750000,164.293652,531.000000,0.012780,0.000000,1.000000,0,0.000000,14,0.499000,795.200000,77.300000,0.000000,125.000000,0.004000,0.970946,1.000000,0.012780,0.000000,0.000000,0,0,0,4,792.179840,0.975154,1,25,1,0,1
1046798047,1041806043,1046798047,625,2.000000,14.000000,87.000000,533.000000,565.000000,16.200000,89.000000,508.800000,-154.000000,-82.000000,316.800000,160.436060,507.000000,0.000000,0.000000,1.000000,0,0.000000,17,0.500000,795.200000,77.300000,0.000000,125.000000,0.004000,0.999700,1.000000,0.000000,0.000000,0.000000,0,0,0,4,795.724800,0.975612,1,24,0,0,0
1051806045,1046806046,1051806045,626,0.000000,1.000000,83.000000,548.000000,584.000000,4.250000,90.000000,521.000000,-165.000000,-82.000000,333.000000,171.774326,535.000000,0.049521,0.000000,1.000000,0,0.000000,20,0.508500,795.200000,77.300000,0.000000,125.000000,0.004000,0.888278,1.000000,0.049521,0.000000,0.000000,0,0,0,4,788.054400,0.937125,1,25,0,0,0
1056806047,1051814045,1056806047,617,0.000000,6.000000,84.000000,553.200000,588.000000,10.000000,88.000000,524.200000,-161.000000,-82.000000,333.000000,167.885209,538.000000,0.025932,0.000000,1.000000,0,0.000000,15,0.501000,795.200000,77.300000,0.000000,125.000000,0.004000,0.877154,1.000000,0.025932,0.000000,0.000040,8,0,0,4,764.143040,0.938535,1,25,0,0,0
1061814043,1056814047,1061814043,626,0.000000,0.000000,81.000000,573.750000,623.000000,1.250000,90.000000,549.500000,-170.000000,-78.500000,357.000000,183.272200,572.000000,0.108626,0.000000,1.000000,0,0.000000,19,0.508000,795.200000,77.300000,0.000000,125.000000,0.004000,0.755094,1.000000,0.108626,0.000000,0.000040,8,0,0,4,778.873920,0.919567,1,25,0,0,0
1066814043,1061814043,1066814043,626,0.000000,0.000000,78.000000,562.000000,599.000000,4.000000,81.500000,536.250000,-167.000000,-88.500000,345.000000,173.352116,551.000000,0.067093,0.000000,1.000000,0,0.000000,19,0.494000,795.200000,77.300000,0.000000,125.000000,0.004000,0.848546,1.000000,0.067093,0.000000,0.000039,8,0,0,4,787.300160,0.956735,1,25,0,0,0
1071814043,1066814043,1071814043,626,0.000000,0.000000,63.000000,556.750000,620.000000,0.000000,71.500000,530.750000,-175.000000,-103.000000,335.750000,179.494426,568.000000,0.135783,0.000000,1.000000,0,0.000000,27,0.517000,795.200000,77.300000,0.000000,125.000000,0.004000,0.693994,1.000000,0.135783,0.000000,0.000039,8,0,0,4,778.283200,0.861483,1,25,0,0,0
1076814043,1071814043,1076814043,626,0.000000,0.000000,69.000000,564.000000,601.000000,2.000000,79.000000,537.000000,-166.000000,-94.000000,346.000000,179.880710,547.000000,0.091054,0.000000,1.000000,0,0.000000,21,0.500000,795.200000,77.300000,0.000000,125.000000,0.004000,0.794635,1.000000,0.091054,0.000000,0.000039,8,0,0,4,762.541120,0.832261,1,26,0,0,0
1081814045,1076822045,1081814045,625,0.000000,4.000000,89.000000,554.600000,596.000000,7.000000,95.000000,526.000000,-164.000000,-71.000000,335.800000,171.766207,545.000000,0.032000,0.000000,1.000000,0,0.000000,17,0.501000,795.200000,77.300000,0.000000,125.000000,0.004000,0.927509,1.000000,0.032000,0.000000,0.000038,8,0,0,4,720.120960,0.854558,1,27,0,0,0
1086814046,1081822044,1086814046,625,0.000000,0.000000,90.000000,534.800000,619.000000,4.000000,97.000000,508.800000,-163.800000,-81.000000,315.000000,167.630789,567.000000,0.054400,0.000000,1.000000,0,0.000000,17,0.519000,795.200000,77.300000,0.000000,125.000000,0.004000,0.877110,1.000000,0.054400,0.000000,0.000038,8,0,0,4,722.286720,0.873189,1,27,0,0,0
1091822046,1086830046,1091822046,625,0.000000,0.000000,52.000000,626.000000,668.000000,0.000000,55.000000,598.000000,-180.000000,-111.000000,403.800000,203.712053,623.000000,0.315200,0.000000,1.000000,0,0.000000,19,0.502000,795.200000,77.300000,0.000000,125.000000,0.004000,0.549512,1.000000,0.315200,0.000000,0.000038,8,0,0,4,757.012480,0.871508,1,26,0,0,0
1096822047,1091830043,1096822047,625,0.000000,0.000000,94.000000,628.800000,690.000000,0.000000,93.000000,605.800000,-183.000000,-72.000000,407.000000,190.891175,643.000000,0.160000,0.000000,1.000000,0,0.000000,18,0.499000,795.200000,77.300000,0.000000,125.000000,0.004000,0.639513,1.000000,0.160000,0.000000,0.000037,8,0,0,4,775.618560,0.709368,1,24,0,0,0
1101830043,1096830047,1101830043,626,0.000000,0.000000,90.000000,603.750000,639.000000,1.000000,92.000000,576.750000,-177.000000,-75.500000,379.000000,187.357287,593.000000,0.124601,0.000000,1.000000,0,0.000000,19,0.516000,795.200000,77.300000,0.000000,125.000000,0.004000,0.719163,1.000000,0.124601,0.000000,0.000037,8,0,0,4,842.805440,0.734146,1,23,0,0,0
1106830046,1101838043,1106830046,625,0.000000,0.000000,93.000000,564.000000,639.000000,1.000000,96.000000,535.800000,-172.800000,-73.000000,339.000000,175.341938,598.000000,0.104000,0.000000,1.000000,0,0.000000,17,0.509000,795.200000,77.300000,0.000000,125.000000,0.004000,0.765516,1.000000,0.104000,0.000000,0.000037,8,0,0,4,878.712960,0.843593,1,22,0,0,0
