t_us,hr_bpm,time_status,time_validity_reason,rmssd_ms,rmssd_ci_low_ms,rmssd_ci_high_ms,sdnn_ms,pnn50_percent,frequency_status,frequency_validity_reason,total_power_ms2,vlf_ms2,lf_ms2,hf_ms2,lf_nu,hf_nu,lf_hf,hf_lf,sqi,overall_status,detected_artifact_ratio,corrected_ratio,unresolved_suspect_ratio,max_consecutive_artifacts,protocol_error_ratio,protocol_crc_errors,protocol_format_errors,protocol_seq_gaps
592355777,172.4,INVALID,异常搏 20.0% > 5.0%；未解决异常 18.2% > 2.0%；连续异常搏 2 > 1,nan,nan,nan,nan,nan,LIMITED,频域窗口积累中：20/300 秒,nan,nan,nan,nan,nan,nan,nan,nan,0.8471830985915493,INVALID,0.2,0.01818181818181818,0.18181818181818182,2,0.0005633802816901409,0,1,0
612602093,164.8,INVALID,异常搏 18.3% > 5.0%；未解决异常 16.7% > 2.0%；连续异常搏 2 > 1,nan,nan,nan,nan,nan,LIMITED,频域窗口积累中：40/300 秒,nan,nan,nan,nan,nan,nan,nan,nan,0.8485935302390999,INVALID,0.18333333333333332,0.016666666666666666,0.16666666666666666,2,0.00028129395218002813,0,1,0
632857489,164.8,INVALID,未解决异常 3.3% > 2.0%,nan,nan,nan,nan,nan,LIMITED,频域窗口积累中：61/300 秒,nan,nan,nan,nan,nan,nan,nan,nan,0.8490622655663916,INVALID,0.03333333333333333,0.0,0.03333333333333333,1,0.00018754688672168043,0,1,0
636281057,164.8,INVALID,未解决异常 3.3% > 2.0%,nan,nan,nan,nan,nan,LIMITED,频域窗口积累中：64/300 秒,nan,nan,nan,nan,nan,nan,nan,nan,0.8491208018287322,INVALID,0.03333333333333333,0.0,0.03333333333333333,1,0.00017583963425356076,0,1,0
