t_us,elapsed_minutes,frequency_status,frequency_available,total_power_ms2,vlf_ms2,lf_ms2,hf_ms2,lf_hf,median_frequency_hz,median_frequency_mhz
14217190043,0.0,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14237926043,0.3456,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14257934044,0.6790666833333333,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14278350047,1.0193334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14298822047,1.3605334,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14319302045,1.7018667,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14339902047,2.0452000666666668,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14360278043,2.3848,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14380870043,2.728,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14401350045,3.0693333666666667,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14421478044,3.4048000166666665,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14441846043,3.744266666666667,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14462022043,4.080533333333333,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14482382043,4.419866666666667,LIMITED,False,nan,nan,nan,nan,nan,nan,nan
14502942043,4.762533333333334,LIMITED,True,4098.909711490751,1515.769935045293,2048.2002718179133,492.35048046047325,4.160045238307321,0.060296760554134014,60.29676055413402
14522990046,5.096666716666666,VALID,True,4107.134361869529,1545.7916688426403,2013.6334461850672,488.4654174388032,4.122366444575051,0.059147303588454346,59.14730358845435
14543038046,5.43080005,VALID,True,4304.558168552831,1853.961467173558,1903.550212851952,471.5096277732516,4.037139648328384,0.05587602742616367,55.87602742616367
14563590046,5.773333383333333,VALID,True,4290.219426696703,2030.5453169263765,1739.9386829516568,440.32113890097264,3.9515220352456564,0.05136751155199177,51.36751155199177
14584222047,6.117200066666666,LIMITED,True,4234.01224079519,2165.680401131742,1580.1798945030512,416.6621713898609,3.7924726625218743,0.03757215706935109,37.57215706935109
14604590043,6.456666666666667,VALID,True,4222.784159902223,2147.77433042465,1559.6735598709008,446.00357582255646,3.496997881674878,0.03792380792296922,37.92380792296922
14624686043,6.7916,VALID,True,4499.890660410997,2139.892062291089,1733.849784119346,536.7253197221311,3.2304229377831106,0.0471404176203268,47.1404176203268
14644926044,7.12893335,VALID,True,5087.148176723698,2300.186103376325,2012.18278033882,646.8997593542183,3.1105016677506963,0.04828610375569986,48.28610375569986
14665534047,7.472400066666666,VALID,True,5414.98207130599,2301.2385174843225,2221.5413519855197,719.4940531731781,3.0876437994002535,0.049277854741828254,49.27785474182826
14685662047,7.807866733333333,VALID,True,5496.070101054513,2386.9694407640604,2198.4353346315966,708.055859145884,3.104889686646379,0.04668623708255844,46.686237082558435
14705742043,8.142533333333333,VALID,True,4914.346877575181,2111.2786907070436,1963.675047722483,627.6208419804004,3.128760099053252,0.04636473033201834,46.36473033201834
14726390043,8.486666666666666,LIMITED,True,3975.87852451848,1615.348244431698,1643.662827017015,520.132680728504,3.160083740008186,0.04966215020748461,49.66215020748461
14746894045,8.828400033333333,VALID,True,3262.357576717827,1305.7280693354273,1362.8040609282784,430.31714936370327,3.16697594540077,0.05414354249441131,54.143542494411314
14767126044,9.165600016666666,VALID,True,3128.821949467217,1467.58432297525,1158.2770528537246,378.6937930331664,3.0586111369200117,0.04236132186943093,42.36132186943093
14787246045,9.500933366666667,LIMITED,True,3473.1677621473805,2022.1732218014138,1002.1479319177894,360.02663320141704,2.783538326058054,0.02891155873375817,28.91155873375817
14807430047,9.8373334,LIMITED,True,3810.203587780275,2505.095461857728,877.8940152190523,356.27248209427336,2.4641083983206777,0.02214248488132062,22.14248488132062
14827542047,10.1725334,LIMITED,True,4230.124636210116,3019.52965995147,792.3274755831551,351.6252904507609,2.253329032639952,0.019007704418524195,19.007704418524195
