seq,source_t_us,t_us,rr_ms,hr_bpm,score,timing_shift_ms,timing_quality,timing_uncertainty_ms,timing_recovered,refined,correction_method,waveform_score,reference_rr_ms,matched_firmware_t_us,inserted_by_smoother,low_prominence_rescue,detector_support_count,detector_names,detector_consensus,detector_time_spread_ms,single_detector,sequence_rescued,firmware_unmatched,local_clipped,flags
1783092,14265270047,14265278047,840.004,72.81579908664716,1.0,8.0,1.0,5.0,0,1,interval_core_consensus,1.0,823.996,14265270047,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783202,14266150043,14266158043,879.996,72.11538461538461,1.0,8.0,1.0,5.0,0,1,interval_core_consensus,1.0,827.9984999999999,14266150043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783309,14267006043,14267014047,856.004,72.11538461538461,1.0,8.004,1.0,5.0,0,1,interval_core_consensus,1.0,836.002,14267006043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783408,14267806046,14267806046,791.999,72.81579908664716,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,836.0,14267806046,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783510,14268622046,14268622046,816.0,72.81579908664716,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,840.004,14268622046,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783619,14269494043,14269494043,871.997,72.11538461538461,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,843.9995,14269494043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783729,14270374043,14270374043,880.0,71.4282312941367,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,847.9955,14270374043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783846,14271302044,14271310047,936.004,70.09313040593268,1.0,8.003,1.0,5.0,0,1,interval_core_consensus,1.0,851.998,14271302044,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1783964,14272254044,14272254044,943.997,68.80757617285381,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,847.996,14272254044,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784077,14273158048,14273158048,904.004,68.18212810058228,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,856.004,14273158048,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784183,14274006043,14274006043,847.995,68.80757617285381,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,871.997,14274006043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784287,14274838047,14274838047,832.004,68.80757617285381,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,879.996,14274838047,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784393,14275686043,14275686043,847.996,68.80757617285381,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,880.0,14275686043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784504,14276574043,14276574043,888.0,68.18181818181819,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,880.0,14276574043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784616,14277470043,14277470043,896.0,67.56756756756756,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,880.004,14277470043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784726,14278350047,14278350047,880.004,67.56756756756756,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,887.996,14278350047,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784831,14279190043,14279190043,839.996,68.18150826587151,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,887.998,14279190043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1784941,14280070043,14280070043,880.0,68.18181818181819,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.0,14280070043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785052,14280958047,14280958047,888.004,68.18181818181819,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.002,14280958047,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785163,14281846043,14281846043,887.996,68.18150826587151,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.0,14281846043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785277,14282758046,14282758046,912.003,67.56787192735102,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.0,14282758046,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785388,14283646046,14283646046,888.0,67.56756756756756,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,887.996,14283646046,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785506,14284582043,14284590046,944.0,67.56756756756756,1.0,8.003,1.0,5.0,0,1,interval_core_consensus,1.0,880.004,14284582043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785631,14285582043,14285590046,1000.0,67.56756756756756,1.0,8.003,1.0,5.0,0,1,interval_core_consensus,1.0,880.004,14285582043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785753,14286566043,14286566043,975.997,67.56726321052608,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,880.004,14286566043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785865,14287454047,14287462045,896.002,66.96413624076732,1.0,7.998,1.0,5.0,0,1,interval_core_consensus,1.0,887.996,14287454047,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1785974,14288334046,14288334046,872.001,66.96413624076732,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,887.996,14288334046,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786081,14289190043,14289190043,855.997,66.96413624076732,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,887.996,14289190043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786182,14289998046,14289998046,808.003,66.96413624076732,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.0,14289998046,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786286,14290822043,14290830044,831.998,67.56756756756756,1.0,8.001,1.0,5.0,0,1,interval_core_consensus,1.0,888.004,14290822043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786390,14291654043,14291662043,831.999,68.80726054213241,1.0,8.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.0,14291654043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786491,14292470043,14292470043,808.0,70.09370359942851,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.0,14292470043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786597,14293310046,14293318043,848.0,70.75471698113208,1.0,7.997,1.0,5.0,0,1,interval_core_consensus,1.0,887.998,14293310046,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786710,14294222043,14294222043,904.0,70.75471698113208,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.0,14294222043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786831,14295190043,14295190043,968.0,70.75471698113208,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,895.996,14295190043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1786954,14296166043,14296174047,984.004,70.75471698113208,1.0,8.004,1.0,5.0,0,1,interval_core_consensus,1.0,888.001,14296166043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787071,14297110047,14297110047,936.0,70.75471698113208,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.001,14297110047,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787183,14297998043,14298006043,895.996,66.96458466332439,1.0,8.0,1.0,5.0,0,1,interval_core_consensus,1.0,879.998,14297998043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787285,14298814044,14298822047,816.004,66.96458466332439,1.0,8.003,1.0,5.0,0,1,interval_core_consensus,1.0,879.998,14298814044,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787391,14299670047,14299670047,848.0,66.96458466332439,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,855.997,14299670047,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787501,14300550045,14300550045,879.998,66.96458466332439,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,848.001,14300550045,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787621,14301502045,14301510043,959.998,66.3716814159292,1.0,7.998,1.0,5.0,0,1,interval_core_consensus,1.0,848.001,14301502045,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787739,14302454043,14302454043,944.0,64.1025641025641,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,879.998,14302454043,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787850,14303342044,14303342044,888.001,66.96458466332439,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,880.001,14303342044,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
1787960,14304222045,14304222045,880.001,67.56749147805014,1.0,0.0,1.0,5.0,0,1,interval_core_consensus,1.0,888.001,14304222045,0,0,2,multiscale+elgendi_like,1.0,0.0,0,0,0,0,73
