t_us,window_start_t_us,window_end_t_us,sample_count,raw_min,raw_p05,raw_p50,raw_p95,raw_max,avg_p05,avg_p50,avg_p95,filtered_p05,filtered_p50,filtered_p95,filtered_std,filtered_peak_to_peak,clip_low_ratio,clip_high_ratio,wear_ratio,wear_transition_count,max_no_wear_run_ms,candidate_count,detector_score_p50,expected_rr_ms_p50,firmware_hr_bpm_p50,firmware_hr_zero_ratio,effective_sample_rate_hz,timing_jitter_p95_ms,sqi,sqi_wear_ratio,sqi_clip_low_ratio,sqi_clip_high_ratio,transport_score,transport_status,contact_score,contact_status,protocol_error_ratio,protocol_seq_gaps,sample_drop_count,sample_queue_depth,sample_queue_high_water,corrector_reference_rr_ms,corrector_autocorr_confidence,corrector_polarity,corrector_candidate_count,corrector_selected_count,corrector_inserted_count,corrector_firmware_matched_count,multiscale_peak_count,elgendi_peak_count,dual_detector_peak_count,single_detector_peak_count,detector_consensus_ratio,detector_time_spread_p95_ms,stable_reference_rr_ms,local_dual_rr_ms,local_dual_rr_robust_cv,reference_update_reason
8773550043,8768550043,8773550043,626,12.000000,32.000000,92.000000,464.000000,503.000000,33.250000,97.500000,444.750000,-132.750000,-66.000000,261.750000,137.051298,443.000000,0.000000,0.000000,1.000000,0,0.000000,19,0.518000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999445,1.000000,0.000000,0.000000,0.998462,VALID,1.000000,VALID,0.000051,0,0,0,4,791.996000,1.000000,1,24,0,0,0,24,24,24,0,1.000000,0.000000,793.528335,791.996000,0.074881,dual_strong_update
8778550047,8773558043,8778550047,625,30.000000,47.000000,111.000000,466.000000,515.000000,48.000000,113.000000,447.800000,-124.000000,-52.000000,262.800000,125.348692,443.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.495000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999453,1.000000,0.000000,0.000000,0.998482,VALID,1.000000,VALID,0.000049,0,0,0,4,816.002000,1.000000,1,24,0,0,0,24,24,24,0,1.000000,0.000000,813.879493,816.002000,0.101747,dual_strong_update
8783558043,8778558043,8783558043,626,59.000000,69.000000,125.000000,441.750000,467.000000,71.250000,125.500000,422.000000,-105.000000,-40.500000,234.000000,111.844995,368.000000,0.000000,0.000000,1.000000,0,0.000000,21,0.504000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999460,1.000000,0.000000,0.000000,0.998500,VALID,1.000000,VALID,0.000048,0,0,0,4,823.996000,1.000000,1,24,1,0,0,24,24,24,0,1.000000,0.000000,821.308999,823.996000,0.143950,dual_strong_update
8788558043,8783558043,8788558043,626,55.000000,67.000000,122.500000,423.500000,463.000000,69.000000,123.000000,407.750000,-107.000000,-47.000000,221.000000,109.294146,369.000000,0.000000,0.000000,1.000000,0,0.000000,21,0.511000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999468,1.000000,0.000000,0.000000,0.998519,VALID,1.000000,VALID,0.000046,0,0,0,4,867.998500,1.000000,1,23,0,0,0,23,23,23,0,1.000000,0.000000,867.309116,867.998500,0.075158,dual_strong_update
8793558046,8788566043,8793558046,625,0.000000,16.000000,108.000000,489.000000,587.000000,19.000000,110.000000,470.600000,-156.000000,-56.000000,285.000000,137.437319,541.000000,0.001600,0.000000,1.000000,0,0.000000,21,0.543000,728.000000,0.000000,1.000000,125.000000,0.004000,0.995874,1.000000,0.001600,0.000000,0.998535,VALID,0.994800,VALID,0.000045,0,0,0,4,872.001000,1.000000,1,23,0,0,0,23,23,23,0,1.000000,0.000000,871.640989,872.001000,0.068015,dual_strong_update
8798558046,8793558046,8798558046,626,18.000000,31.250000,110.500000,505.500000,572.000000,32.000000,111.000000,487.750000,-138.750000,-47.500000,298.000000,144.110270,510.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.507000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999480,1.000000,0.000000,0.000000,0.998550,VALID,1.000000,VALID,0.000044,0,0,0,4,871.997000,1.000000,1,22,1,0,1,22,22,22,0,1.000000,0.000000,871.998716,871.997000,0.095208,dual_strong_update
8803566043,8798566043,8803566043,626,22.000000,45.000000,104.000000,479.750000,522.000000,47.000000,107.500000,459.000000,-123.000000,-55.500000,272.750000,134.369956,454.000000,0.000000,0.000000,1.000000,0,0.000000,21,0.490000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999486,1.000000,0.000000,0.000000,0.998566,VALID,1.000000,VALID,0.000043,0,0,0,4,824.000000,1.000000,1,23,0,0,0,23,23,23,0,1.000000,0.000000,825.787105,824.000000,0.071972,dual_strong_update
8808566044,8803574045,8808566044,625,37.000000,48.000000,110.000000,470.600000,523.000000,49.000000,111.000000,450.000000,-124.800000,-56.000000,265.000000,122.266787,439.000000,0.000000,0.000000,1.000000,0,0.000000,18,0.496000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999492,1.000000,0.000000,0.000000,0.998580,VALID,1.000000,VALID,0.000042,0,0,0,4,872.000000,1.000000,1,22,0,0,0,22,22,22,0,1.000000,0.000000,863.384940,872.000000,0.081611,dual_strong_update
8813566047,8808574047,8813566047,625,28.000000,49.400000,111.000000,460.000000,503.000000,51.200000,112.000000,439.800000,-122.800000,-55.000000,251.800000,124.166636,433.000000,0.000000,0.000000,1.000000,0,0.000000,16,0.505000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999497,1.000000,0.000000,0.000000,0.998593,VALID,1.000000,VALID,0.000041,0,0,0,4,832.000000,0.956522,1,23,1,0,0,22,23,22,1,0.956522,0.000000,834.067524,832.000000,0.071279,dual_strong_update
8818574045,8813574046,8818574045,626,32.000000,48.000000,119.000000,475.000000,528.000000,51.000000,120.000000,455.750000,-123.000000,-42.500000,269.750000,129.849159,453.000000,0.000000,0.000000,1.000000,0,0.000000,16,0.507000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999502,1.000000,0.000000,0.000000,0.998605,VALID,1.000000,VALID,0.000040,0,0,0,4,859.998000,1.000000,1,23,1,0,1,23,23,23,0,1.000000,0.000000,851.194301,859.998000,0.082753,dual_strong_update
8823582043,8818582045,8823582043,626,47.000000,56.000000,114.000000,452.000000,484.000000,58.000000,115.000000,432.000000,-116.000000,-52.000000,245.750000,119.929342,395.000000,0.000000,0.000000,1.000000,0,0.000000,15,0.506000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999507,1.000000,0.000000,0.000000,0.998618,VALID,1.000000,VALID,0.000039,0,0,0,4,847.996000,0.956522,1,23,0,0,0,22,23,22,1,0.956522,0.000000,859.588066,847.996000,0.069948,dual_strong_update
8828582043,8823582043,8828582043,626,42.000000,52.000000,113.500000,450.750000,484.000000,54.000000,114.000000,430.750000,-120.000000,-50.000000,246.000000,121.461556,403.000000,0.000000,0.000000,1.000000,0,0.000000,19,0.503500,728.000000,0.000000,1.000000,125.000000,0.004000,0.999512,1.000000,0.000000,0.000000,0.998629,VALID,1.000000,VALID,0.000038,0,0,0,4,855.998000,1.000000,1,23,0,0,0,23,23,23,0,1.000000,0.000000,850.804246,855.998000,0.069274,dual_strong_update
8833582043,8828582043,8833582043,626,45.000000,52.000000,116.000000,448.750000,475.000000,55.000000,117.000000,431.750000,-119.000000,-49.000000,246.500000,120.669824,392.000000,0.000000,0.000000,1.000000,0,0.000000,20,0.510000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999516,1.000000,0.000000,0.000000,0.998640,VALID,1.000000,VALID,0.000037,0,0,0,4,852.000000,1.000000,1,23,0,0,0,23,23,23,0,1.000000,0.000000,851.482395,852.000000,0.041763,dual_strong_update
8838582043,8833582043,8838582043,626,43.000000,52.000000,107.000000,441.750000,465.000000,55.000000,108.500000,424.000000,-119.000000,-59.500000,237.750000,120.180237,382.000000,0.000000,0.000000,1.000000,0,0.000000,22,0.508000,728.000000,0.000000,1.000000,125.000000,0.004000,0.999520,1.000000,0.000000,0.000000,0.998651,VALID,1.000000,VALID,0.000036,0,0,0,4,820.002000,0.958333,1,24,0,0,0,23,24,23,1,0.958333,0.000000,827.243005,820.002000,0.043397,dual_strong_update
8843582043,8838582043,8843582043,626,0.000000,0.000000,103.000000,492.750000,666.000000,0.000000,111.000000,459.000000,-171.000000,-62.000000,266.750000,145.596385,563.000000,0.105431,0.000000,1.000000,0,0.000000,27,0.550500,728.000000,0.000000,1.000000,125.000000,0.004000,0.762304,1.000000,0.105431,0.000000,0.998661,VALID,0.657348,LIMITED,0.000035,0,0,0,4,800.000000,1.000000,1,24,0,0,0,24,24,24,0,1.000000,0.000000,809.385095,800.000000,0.074130,dual_strong_update
8848582043,8843582043,8848582043,626,0.000000,0.000000,84.000000,579.500000,677.000000,0.000000,88.500000,569.500000,-175.000000,-69.000000,385.000000,186.134315,636.000000,0.185304,0.000000,0.940895,2,296.000000,17,0.502000,872.000000,0.000000,1.000000,125.000000,0.004000,0.570774,0.940895,0.185304,0.000000,0.998670,VALID,0.377077,INVALID,0.000034,0,0,0,4,784.000000,1.000000,1,24,0,0,0,24,24,24,0,1.000000,0.000000,786.527922,784.000000,0.105900,dual_strong_update
