t_us,last_committed_t_us,polarity,template_correlation,autocorr_estimated_rr_ms,firmware_expected_rr_ms,candidate_peak_count,final_peak_count,inserted_peak_count,firmware_matched_count,multiscale_peak_count,elgendi_peak_count,dual_detector_peak_count,single_detector_peak_count,detector_consensus_ratio,detector_time_spread_p95_ms,stable_reference_rr_ms,local_dual_rr_ms,local_dual_rr_robust_cv,reference_update_reason,waveform_amplitude,commit_until_t_us,latest_sample_t_us,reinit_reason
9068702047,9061358047,1,1.000000,751.997000,752.000000,26,1,0,1,26,26,26,0,1.000000,0.000000,754.101370,751.997000,0.047321,dual_strong_update,4.941417,9061412045,9068662045,
9073710043,9065662043,1,1.000000,728.004000,719.998000,26,0,0,0,26,26,26,0,1.000000,0.000000,729.543966,728.004000,0.048891,dual_strong_update,4.967616,9066284045,9073534045,
9078710047,9070726043,1,1.000000,720.004000,736.000000,26,0,0,0,26,26,26,0,1.000000,0.000000,722.359741,720.004000,0.032949,dual_strong_update,4.660610,9071348047,9078598047,
9083718047,9075734047,1,1.000000,720.001000,720.000000,26,0,0,0,26,26,26,0,1.000000,0.000000,720.574833,720.001000,0.032951,dual_strong_update,4.502431,9076452043,9083702043,
9088726043,9080838043,1,1.000000,708.000000,704.000000,27,0,0,0,27,27,27,0,1.000000,0.000000,710.649455,708.000000,0.058634,dual_strong_update,4.558379,9081340043,9088590043,
9093726043,9085830043,1,1.000000,695.999000,687.997000,27,0,0,0,27,27,27,0,1.000000,0.000000,699.024022,695.999000,0.068163,dual_strong_update,4.541653,9086428045,9093678045,
9098726043,9091182047,1,1.000000,695.997000,696.000000,28,1,0,1,28,28,28,0,1.000000,0.000000,694.673399,695.997000,0.051114,dual_strong_update,4.559242,9091332043,9098582043,
9103726047,9095974043,1,1.000000,695.998500,728.002000,27,0,0,0,27,27,27,0,1.000000,0.000000,695.989563,695.998500,0.068164,dual_strong_update,4.693645,9096404047,9103654047,
9108734044,9101398047,1,1.000000,760.000000,780.001000,26,1,0,1,26,26,26,0,1.000000,0.000000,752.745185,760.000000,0.093638,dual_strong_update,4.959986,9101452043,9108702043,
9113734046,9106062045,1,1.000000,784.000000,788.000500,24,0,0,0,24,24,24,0,1.000000,0.000000,780.251511,784.000000,0.105896,dual_strong_update,4.897541,9106356043,9113606043,
9118734047,9111174047,1,1.000000,847.999500,872.003000,23,0,0,0,23,23,23,0,1.000000,0.000000,846.842983,847.999500,0.076931,dual_strong_update,4.494615,9111412044,9118662044,
9123742043,9115862043,1,0.958333,843.999500,848.003000,24,0,0,0,23,24,23,1,0.958333,0.000000,842.581296,843.999500,0.126472,dual_strong_update,4.313206,9116492043,9123742043,
9128742043,9121222043,1,1.000000,799.997000,772.002000,24,1,0,0,24,24,24,0,1.000000,0.000000,805.554817,799.997000,0.103782,dual_strong_update,4.309075,9121356047,9128606047,
9133742047,9125822043,1,1.000000,791.998500,808.000000,23,0,0,0,23,23,23,0,1.000000,0.000000,792.220905,791.998500,0.097348,dual_strong_update,4.194661,9126420043,9133670043,
9138750044,9130950047,1,1.000000,803.998000,808.003000,23,0,0,0,23,23,23,0,1.000000,0.000000,802.060003,803.998000,0.103262,dual_strong_update,4.266816,9131476047,9138726047,
9143750045,9135606046,1,1.000000,807.999500,768.000000,23,0,0,0,23,23,23,0,1.000000,0.000000,807.031744,807.999500,0.102757,dual_strong_update,4.593781,9136348047,9143598047,
9148750047,9140982043,1,1.000000,840.003000,832.000000,22,0,0,0,22,22,22,0,1.000000,0.000000,840.006586,840.003000,0.098833,dual_strong_update,4.542509,9141396047,9148646047,
9153758043,9146126047,1,1.000000,800.000000,816.001000,24,0,0,0,24,24,24,0,1.000000,0.000000,805.089598,800.000000,0.074130,dual_strong_update,4.238762,9146476043,9153726043,
9158758043,9151038043,1,1.000000,772.000000,792.000000,25,0,0,0,25,25,25,0,1.000000,0.000000,777.525326,772.000000,0.092183,dual_strong_update,3.990318,9151404045,9158654045,
9163758043,9156150043,1,1.000000,744.000000,736.000000,25,0,0,0,25,25,25,0,1.000000,0.000000,746.308400,744.000000,0.095654,dual_strong_update,4.122097,9156492043,9163742043,
