seq,t_us,rr_ms,hr_bpm,score,flags
64866,747686978,630.0,95.2,0.825,9
64925,748392006,705.0,92.4,0.76,9
64998,749266464,874.0,87.1,0.55,9
65053,749881001,614.0,92.4,0.766,9
65112,750586531,705.0,85.1,0.797,9
65173,751308683,722.0,85.1,0.824,9
65236,752046210,737.0,85.1,0.807,9
65292,752669385,623.0,85.1,0.818,9
65364,753535562,866.0,85.1,0.681,9
65432,754312745,777.0,83.1,0.774,9
65494,755042363,729.0,82.3,0.816,9
65552,755681627,639.0,83.1,0.751,9
65616,756426132,744.0,82.3,0.812,9
65680,757171288,745.0,81.4,0.838,9
65741,757892503,721.0,81.4,0.849,9
65815,758775538,883.0,80.6,0.729,9
65885,759567899,792.0,80.5,0.79,9
65951,760329080,761.0,80.5,0.802,9
66013,761058689,729.0,80.6,0.797,9
66089,761958735,900.0,80.5,0.665,9
66156,762728017,769.0,78.8,0.803,9
66225,763513701,785.0,78.0,0.807,9
66297,764381734,868.0,76.4,0.774,9
66358,765103306,721.0,76.4,0.829,9
66419,765766447,663.0,78.0,0.751,9
66493,766650222,883.0,78.0,0.732,9
66557,767395086,744.0,78.0,0.798,9
66617,768107498,712.0,78.0,0.826,9
66689,768915734,808.0,78.0,0.785,9
66754,769668385,752.0,79.8,0.783,9
66819,770421335,752.0,79.8,0.785,9
66883,771165877,744.0,80.6,0.773,9
66948,771977275,811.0,79.8,0.779,9
67017,772763012,785.0,79.8,0.833,9
67094,773671871,908.0,79.8,0.743,9
67164,774465944,794.0,76.4,0.802,9
67242,775382509,916.0,75.6,0.7,9
67306,776129349,746.0,76.4,0.83,9
67382,777029950,900.0,75.6,0.753,9
67461,777953961,924.0,74.0,0.723,9
67527,778716425,762.0,74.0,0.819,9
67612,779689034,972.0,66.7,0.663,9
67689,780598318,909.0,66.1,0.789,9
67766,781507006,908.0,66.1,0.817,9
67847,782447436,940.0,66.0,0.774,9
67914,783217216,769.0,66.1,0.733,9
67977,783956299,739.0,66.1,0.745,9
68052,784848830,892.0,66.1,0.795,9
68122,785642672,793.0,67.3,0.752,9
