t_us,score_t_us,latest_data_t_us,baseline_version,uses_future_data
14522990046,14522990046,14888222043,14726390043,1
14543038046,14543038046,14888222043,14726390043,1
14563590046,14563590046,14888222043,14726390043,1
14584222047,14584222047,14888222043,14726390043,1
14604590043,14604590043,14888222043,14726390043,1
14624686043,14624686043,14888222043,14726390043,1
14644926044,14644926044,14888222043,14726390043,1
14665534047,14665534047,14888222043,14726390043,1
14685662047,14685662047,14888222043,14726390043,1
14705742043,14705742043,14888222043,14726390043,1
14726390043,14726390043,14888222043,14726390043,1
14746894045,14746894045,14888222043,14726390043,1
14767126044,14767126044,14888222043,14726390043,1
14787246045,14787246045,14888222043,14726390043,1
14807430047,14807430047,14888222043,14726390043,1
14827542047,14827542047,14888222043,14726390043,1
14847590043,14847590043,14888222043,14726390043,1
14867990047,14867990047,14888222043,14726390043,1
14888222043,14888222043,14888222043,14726390043,0
14217190043,14217190043,14908758043,14847590043,1
14237926043,14237926043,14908758043,14847590043,1
14257934044,14257934044,14908758043,14847590043,1
14278350047,14278350047,14908758043,14847590043,1
14298822047,14298822047,14908758043,14847590043,1
14319302045,14319302045,14908758043,14847590043,1
14339902047,14339902047,14908758043,14847590043,1
14360278043,14360278043,14908758043,14847590043,1
14380870043,14380870043,14908758043,14847590043,1
14401350045,14401350045,14908758043,14847590043,1
14421478044,14421478044,14908758043,14847590043,1
14441846043,14441846043,14908758043,14847590043,1
14462022043,14462022043,14908758043,14847590043,1
14482382043,14482382043,14908758043,14847590043,1
14502942043,14502942043,14908758043,14847590043,1
14522990046,14522990046,14908758043,14847590043,1
14543038046,14543038046,14908758043,14847590043,1
14563590046,14563590046,14908758043,14847590043,1
14584222047,14584222047,14908758043,14847590043,1
14604590043,14604590043,14908758043,14847590043,1
14624686043,14624686043,14908758043,14847590043,1
14644926044,14644926044,14908758043,14847590043,1
14665534047,14665534047,14908758043,14847590043,1
14685662047,14685662047,14908758043,14847590043,1
14705742043,14705742043,14908758043,14847590043,1
14726390043,14726390043,14908758043,14847590043,1
14746894045,14746894045,14908758043,14847590043,1
14767126044,14767126044,14908758043,14847590043,1
14787246045,14787246045,14908758043,14847590043,1
14807430047,14807430047,14908758043,14847590043,1
14827542047,14827542047,14908758043,14847590043,1
14847590043,14847590043,14908758043,14847590043,1
14867990047,14867990047,14908758043,14847590043,1
14888222043,14888222043,14908758043,14847590043,1
14908758043,14908758043,14908758043,14847590043,0
14217190043,14217190043,14928958043,14847590043,1
