t_us,elapsed_minutes,frequency_status,total_power_ms2,vlf_ms2,lf_ms2,hf_ms2,lf_hf,median_frequency_hz,median_frequency_mhz
32404015557,0.0,VALID,2179.906862318431,1102.780375787047,850.9488446485183,139.41798263225698,6.10358024540541,0.03804903640478271,38.04903640478271
32424401675,0.33976863333333335,VALID,2333.767294515846,1328.863397961053,778.8508057936232,131.06469196901583,5.9424914070506984,0.031051239039680996,31.051239039680997
32444953544,0.6822997833333333,VALID,2135.928472502777,1264.1054417820687,655.7074024480596,124.94532428590469,5.247954704952742,0.02886174092502882,28.861740925028823
32465098359,1.0180467,VALID,1828.0861269070663,1075.1413480933895,550.7994052846923,118.97043490120093,4.6297166665155425,0.02778331924414324,27.78331924414324
32485267201,1.3541940666666668,VALID,1602.9108872987285,882.9686223720951,525.8717377178228,111.53954113628198,4.714666497285467,0.030708271225853522,30.708271225853522
32505399049,1.6897248666666667,VALID,1530.2397933118634,763.2507465283969,570.0249541714329,102.82993547614846,5.543375589335568,0.03914147534319926,39.14147534319926
32525914114,2.031642616666667,VALID,1489.6944608311887,664.1796703634766,619.099402828776,96.4834772001468,6.41663651429671,0.04196577910997939,41.96577910997939
32546257247,2.3706948333333333,LIMITED,1382.8768603257884,554.2579045474008,614.5737259445084,97.80908809172527,6.283401041099184,0.0436953221156261,43.6953221156261
32566502541,2.7081164,LIMITED,1257.4287184570696,484.2855107657846,558.6021167317191,109.59722757479388,5.096863571211278,0.044373158620337486,44.373158620337485
32586758544,3.04571645,VALID,1121.9346379992865,411.24081557054905,502.81704299230387,128.00683005847995,3.928048548367238,0.04619845609952779,46.19845609952779
32607553050,3.39229155,VALID,1010.1685935709393,313.99789185328405,494.35240448232986,149.15454631050588,3.3143636363131734,0.05585501257329252,55.85501257329252
32627805419,3.7298310333333333,VALID,1042.619140685552,286.16405439381845,554.6977956750005,163.62364880345174,3.3900832778843326,0.05677444842940793,56.77444842940793
32648613560,4.076633383333333,VALID,1192.9169591302818,326.647053964266,659.1228288002736,168.99456456937872,3.9002605230517844,0.05373657242560851,53.73657242560851
32669248726,4.4205528166666666,VALID,1364.75401810902,374.61240621574393,779.3873740262692,166.4875122418155,4.681356358393083,0.05203569485860552,52.035694858605524
32689323233,4.755127933333333,VALID,1505.3066705686194,428.1861433150797,871.2561468928544,161.20389947900463,5.404684066010002,0.0511441629570099,51.144162957009904
32709894893,5.097988933333333,VALID,1594.628249904257,479.4693313469562,920.5009857107045,158.12020772087115,5.82152653970491,0.050768483738251845,50.768483738251845
32729974727,5.432652833333333,VALID,1562.6787473691309,462.2491909315523,912.1986109934332,162.1039529702717,5.62724470488836,0.05148244272921687,51.48244272921687
32750733664,5.778635116666667,LIMITED,1490.5792342227824,432.5064254636668,858.4928382957481,178.15458178760608,4.818808641807673,0.05318330884050422,53.18330884050422
32771048223,6.1172111,VALID,1480.7696672574982,408.41725552352875,833.7594099710345,209.65187941419518,3.9768754389453,0.06314938721439887,63.14938721439888
32791404080,6.456475383333333,VALID,1709.1288458660042,432.4803408245978,968.9098720405901,265.44858543587765,3.650084894781412,0.07872167533922311,78.72167533922311
32811508457,6.791548333333333,VALID,2234.033192297132,476.3053463915569,1358.2405210265347,345.3300466689294,3.9331663552829808,0.08543215065560252,85.43215065560251
32832214977,7.136657,LIMITED,2937.0781295811207,560.38231013133,1895.4016291166033,423.5875113734576,4.474640017055449,0.08733821334432366,87.33821334432366
32852419304,7.473395783333333,LIMITED,3578.750676424938,721.7976068006025,2334.85025962033,468.9547378445857,4.978839259310592,0.08786843072749137,87.86843072749137
32893049766,8.15057015,LIMITED,4128.785457461528,1572.2986297883544,2106.042214147996,410.5628972978807,5.129645732746215,0.0820473495886651,82.0473495886651
32913159743,8.485736433333333,VALID,3776.704428392362,1870.650148526831,1529.448804583852,338.1597970486336,4.522858181050686,0.04248391350956658,42.483913509566584
32995388359,9.856213366666667,VALID,2057.1027287111688,1155.687345062875,692.3870346481965,178.55751814440669,3.877669458242778,0.03197986652698974,31.97986652698974
33015537821,10.192037733333333,LIMITED,2353.1210467162605,1223.3862930422213,920.7339704055041,170.4044720506612,5.40322656632961,0.036707727242874896,36.707727242874896
33036066056,10.534174983333333,LIMITED,2923.9815015849126,1497.3655686607885,1189.2840700994022,171.09938283421548,6.950837872114031,0.03799121305450145,37.99121305450145
33056171172,10.86926025,LIMITED,3206.7656446862584,1565.2781879468312,1368.540692983077,175.0207397888464,7.819305841320014,0.04062511432151896,40.625114321518964
33076588362,11.20954675,LIMITED,3145.274053954538,1457.9973478214454,1398.7332706345755,175.83754751036088,7.954690510865763,0.04315742505771357,43.15742505771357
33097058769,11.5507202,LIMITED,2865.9935796489644,1294.1289463689798,1295.3456377151879,169.58324379668719,7.638405827807927,0.04473305737165196,44.73305737165196
33117518792,11.891720583333333,LIMITED,2724.574434983227,1304.287025098706,1178.479717566196,156.4056923727077,7.53476232027369,0.04183943466384662,41.83943466384662
