t_us,sample_drop_count,beat_drop_count,metric_drop_count,sample_queue_depth,sample_queue_high_water
69824950231,0,0,0,0,3
69829950231,0,0,0,0,3
69834950231,0,0,0,0,3
69839950231,0,0,0,0,3
69844950231,0,0,0,0,3
69849950231,0,0,0,0,3
69854950231,0,0,0,0,3
69859950231,0,0,0,0,3
69864950231,0,0,0,0,3
69869950231,0,0,0,0,3
69874950231,0,0,0,0,3
69879950231,0,0,0,0,3
69884950231,0,0,0,0,3
69889950231,0,0,0,0,3
69894950231,0,0,0,0,3
69899950231,0,0,0,0,3
69904950231,0,0,0,0,3
69909950231,0,0,0,0,3
69914950231,0,0,0,0,3
69919950231,0,0,0,0,3
69924950231,0,0,0,0,3
69929950231,0,0,0,0,3
69934950231,0,0,0,0,3
69939950231,0,0,0,0,3
69944950231,0,0,0,0,3
69949950231,0,0,0,0,3
69954950231,0,0,0,0,3
69959950231,0,0,0,0,3
69964950231,0,0,0,0,3
69969950231,0,0,0,0,3
69974950231,0,0,0,0,3
69979950231,0,0,0,0,3
69984950231,0,0,0,0,3
69989950231,0,0,0,0,3
69994950231,0,0,0,0,3
69999950231,0,0,0,0,3
70004950231,0,0,0,0,3
70009950231,0,0,0,0,3
70014950231,0,0,0,0,3
70019950231,0,0,0,0,3
70024950231,0,0,0,0,3
70029950231,0,0,0,0,3
70034950231,0,0,0,0,3
70039950231,0,0,0,0,3
70044950231,0,0,0,0,3
70049950231,0,0,0,1,3
70054950231,0,0,0,0,3
70059950231,0,0,0,0,3
70064950231,0,0,0,0,3
70069950231,0,0,0,0,3
70074950231,0,0,0,0,3
70079950231,0,0,0,0,3
70084950569,0,0,0,0,3
70089951653,0,0,0,0,3
70094951665,0,0,0,0,3
70099951669,0,0,0,0,3
70104952242,0,0,0,0,3
70109953238,0,0,0,0,3
70114954237,0,0,0,0,3
70119954238,0,0,0,0,3
70124955237,0,0,0,0,3
70129955237,0,0,0,0,3
70134955237,0,0,0,0,3
70139955242,0,0,0,0,3
70144956240,0,0,0,0,3
70149957239,0,0,0,0,3
70154958231,0,0,0,0,3
70159958231,0,0,0,0,3
70164958231,0,0,0,0,3
70169958231,0,0,0,0,3
70174958231,0,0,0,0,3
70179958231,0,0,0,0,3
70184958231,0,0,0,0,3
70189958231,0,0,0,0,3
70194958231,0,0,0,0,3
70199958231,0,0,0,0,3
70204958231,0,0,0,0,3
70209958231,0,0,0,0,3
70214958231,0,0,0,0,3
70219958231,0,0,0,0,3
70224958231,0,0,0,0,3
70229958231,0,0,0,0,3
70234958231,0,0,0,0,3
70239958231,0,0,0,0,3
70244958231,0,0,0,0,3
70249958231,0,0,0,0,3
70254958231,0,0,0,0,3
70259958231,0,0,0,0,3
70264958231,0,0,0,0,3
70269958231,0,0,0,0,3
70274958231,0,0,0,0,3
70279958231,0,0,0,0,3
70284958231,0,0,0,0,3
70289958231,0,0,0,0,3
70294958231,0,0,0,0,3
70299958231,0,0,0,0,3
70304958231,0,0,0,0,3
70309958231,0,0,0,0,3
70314958231,0,0,0,0,3
70319958231,0,0,0,0,3
70324958231,0,0,0,0,3
70329958231,0,0,0,0,3
70334958231,0,0,0,0,3
70339958231,0,0,0,0,3
70344958231,0,0,0,0,3
70349958231,0,0,0,0,3
70354958231,0,0,0,0,3
70359958231,0,0,0,0,3
70364958231,0,0,0,0,3
70369958231,0,0,0,0,3
70374958231,0,0,0,0,3
70379958231,0,0,0,0,3
70384958231,0,0,0,0,3
70389958231,0,0,0,0,3
70394958231,0,0,0,0,3
70399958231,0,0,0,0,3
70404958231,0,0,0,0,3
70409958231,0,0,0,0,3
70414958231,0,0,0,0,3
70419958231,0,0,0,0,3
70424958231,0,0,0,0,3
70429958231,0,0,0,0,3
70434958231,0,0,0,0,3
70439958231,0,0,0,0,3
70444958231,0,0,0,0,3
70449958231,0,0,0,0,3
70454958231,0,0,0,0,3
70459958231,0,0,0,0,3
70464958231,0,0,0,0,3
70469958231,0,0,0,0,3
70474958231,0,0,0,0,3
70479958231,0,0,0,0,3
70484958231,0,0,0,0,3
70489958231,0,0,0,0,3
70494958231,0,0,0,0,3
70499958231,0,0,0,0,3
70504958231,0,0,0,0,3
70509958231,0,0,0,0,3
70514958231,0,0,0,0,3
70519958231,0,0,0,0,3
70524958231,0,0,0,0,3
70529958231,0,0,0,0,3
70534958231,0,0,0,0,3
70539958231,0,0,0,0,3
70544958231,0,0,0,0,3
70549958231,0,0,0,0,3
70554958231,0,0,0,0,3
70559958231,0,0,0,0,3
70564958231,0,0,0,0,3
70569958231,0,0,0,0,3
70574958231,0,0,0,0,3
70579958231,0,0,0,0,3
70584958231,0,0,0,0,3
70589958231,0,0,0,0,3
70594958231,0,0,0,0,3
70599958231,0,0,0,0,3
70604958231,0,0,0,0,3
70609958231,0,0,0,0,3
70614958231,0,0,0,0,3
70619958231,0,0,0,0,3
70624958231,0,0,0,0,3
70629958231,0,0,0,0,3
70634958231,0,0,0,0,3
70639958231,0,0,0,0,3
70644958231,0,0,0,0,3
70649958231,0,0,0,0,3
70654958231,0,0,0,0,3
70659958412,0,0,0,0,3
70664959624,0,0,0,0,3
70669959624,0,0,0,0,3
70674959665,0,0,0,0,3
70679959672,0,0,0,0,3
70684960240,0,0,0,0,3
70689961238,0,0,0,0,3
70694962237,0,0,0,0,3
70699962237,0,0,0,0,3
70704962241,0,0,0,0,3
70709963239,0,0,0,0,3
70714964237,0,0,0,0,3
70719964237,0,0,0,0,3
70724964240,0,0,0,0,3
70729964241,0,0,0,0,3
70734965240,0,0,0,0,3
70739965241,0,0,0,0,3
70744965241,0,0,0,0,3
70749966231,0,0,0,0,3
70754966231,0,0,0,0,3
70759966231,0,0,0,0,3
70764966231,0,0,0,0,3
70769966231,0,0,0,0,3
70774966231,0,0,0,0,3
70779966231,0,0,0,0,3
70784966231,0,0,0,0,3
70789966231,0,0,0,0,3
70794966231,0,0,0,0,3
70799966231,0,0,0,0,3
70804966231,0,0,0,0,3
70809966232,0,0,0,0,3
70814967662,0,0,0,0,3
70819967727,0,0,0,0,3
70824968240,0,0,0,0,3
70829969238,0,0,0,0,3
70834969241,0,0,0,0,3
70839970239,0,0,0,0,3
70844971237,0,0,0,0,3
70849971237,0,0,0,0,3
70854971240,0,0,0,0,3
70859972237,0,0,0,0,3
70864972237,0,0,0,0,3
70869972241,0,0,0,0,3
70874973239,0,0,0,0,3
70879973240,0,0,0,0,3
70884973240,0,0,0,0,3
70889974231,0,0,0,0,3
70894974231,0,0,0,0,3
70899974231,0,0,0,0,3
70904974231,0,0,0,0,3
70909974231,0,0,0,0,3
70914974231,0,0,0,0,3
70919974231,0,0,0,0,3
70924974231,0,0,0,0,3
70929974231,0,0,0,0,3
70934974415,0,0,0,0,3
70939975625,0,0,0,0,3
70944975664,0,0,0,0,3
70949975675,0,0,0,0,3
70954976239,0,0,0,0,3
70959977238,0,0,0,0,3
70964978237,0,0,0,0,3
70969978237,0,0,0,0,3
70974978242,0,0,0,0,3
70979979239,0,0,0,0,3
70984980237,0,0,0,0,3
70989980237,0,0,0,0,3
70994980239,0,0,0,0,3
70999981238,0,0,0,0,3
71004981238,0,0,0,0,3
71009982231,0,0,0,0,3
71014982231,0,0,0,0,3
71019982231,0,0,0,0,3
71024982231,0,0,0,0,3
71029982231,0,0,0,0,3
71034982231,0,0,0,0,3
71039982231,0,0,0,0,3
71044982231,0,0,0,0,3
71049982231,0,0,0,0,3
71054982231,0,0,0,0,3
71059982231,0,0,0,0,3
71064982231,0,0,0,0,3
71069982231,0,0,0,0,3
71074982231,0,0,0,0,3
71079982231,0,0,0,0,3
71084982231,0,0,0,0,3
71089982412,0,0,0,0,3
71094983656,0,0,0,0,3
71099983666,0,0,0,0,3
71104983677,0,0,0,0,3
71109984238,0,0,0,0,3
71114984240,0,0,0,0,3
71119985239,0,0,0,0,3
71124985241,0,0,0,0,3
71129986237,0,0,0,0,3
71134986240,0,0,0,0,3
71139987237,0,0,0,0,3
71144987237,0,0,0,0,3
71149987237,0,0,0,0,3
71154987238,0,0,0,0,3
71159988237,0,0,0,0,3
71164988239,0,0,0,0,3
71169988241,0,0,0,0,3
71174989237,0,0,0,0,3
71179989240,0,0,0,0,3
71184989240,0,0,0,0,3
71189990231,0,0,0,0,3
71194990231,0,0,0,0,3
71199990584,0,0,0,0,3
71204991707,0,0,0,0,3
71209992239,0,0,0,0,3
71214992239,0,0,0,0,3
71219993237,0,0,0,0,3
71224993239,0,0,0,0,3
71229994237,0,0,0,0,3
71234994239,0,0,0,0,3
71239994239,0,0,0,0,3
71244994239,0,0,0,0,3
71249995237,0,0,0,0,3
71254995242,0,0,0,0,3
71259996240,0,0,0,0,3
71264997237,0,0,0,0,3
71269997237,0,0,0,0,3
71274997240,0,0,0,0,3
71279998231,0,0,0,0,3
71284998231,0,0,0,0,3
71289998231,0,0,0,0,3
71294998231,0,0,0,0,3
71299998231,0,0,0,0,3
71304998231,0,0,0,0,3
71309998231,0,0,0,0,3
71314998231,0,0,0,0,3
71319998231,0,0,0,0,3
71324998231,0,0,0,0,3
71329998231,0,0,0,0,3
71334998231,0,0,0,0,3
71339998231,0,0,0,0,3
71344998231,0,0,0,0,3
71349998231,0,0,0,0,3
71354998231,0,0,0,0,3
71359998231,0,0,0,0,3
71364998231,0,0,0,0,3
71369998231,0,0,0,0,3
71374998231,0,0,0,0,3
71379998231,0,0,0,0,3
71384998231,0,0,0,0,3
71389998231,0,0,0,0,3
71394998231,0,0,0,0,3
71399998231,0,0,0,0,3
71404998231,0,0,0,0,3
71409998231,0,0,0,0,3
71414998231,0,0,0,0,3
71419998231,0,0,0,0,3
71424998231,0,0,0,0,3
71429998231,0,0,0,0,3
71434998231,0,0,0,0,3
71439998231,0,0,0,0,3
71444998231,0,0,0,0,3
71449998231,0,0,0,0,3
71454998231,0,0,0,0,3
71459998231,0,0,0,0,3
71464998231,0,0,0,0,3
71469998231,0,0,0,0,3
71474998231,0,0,0,0,3
71479998231,0,0,0,0,3
71484998231,0,0,0,0,3
71489998231,0,0,0,0,3
71494998231,0,0,0,0,3
71499998231,0,0,0,0,3
71504998231,0,0,0,0,3
71509998231,0,0,0,0,3
71514998231,0,0,0,0,3
71519998231,0,0,0,0,3
71524998231,0,0,0,0,3
71529998231,0,0,0,0,3
71534998231,0,0,0,0,3
71539998231,0,0,0,0,3
71544998231,0,0,0,0,3
71549998231,0,0,0,0,3
71554998231,0,0,0,0,3
71559998231,0,0,0,0,3
71564998231,0,0,0,0,3
71569998231,0,0,0,0,3
71574998231,0,0,0,0,3
71579998231,0,0,0,0,3
71584998231,0,0,0,0,3
71589998231,0,0,0,0,3
71594998231,0,0,0,0,3
71599998231,0,0,0,0,3
71604998231,0,0,0,0,3
71609998231,0,0,0,0,3
71614998231,0,0,0,0,3
71619998231,0,0,0,0,3
71624998231,0,0,0,0,3
71629998231,0,0,0,0,3
71634998231,0,0,0,0,3
71639998231,0,0,0,0,3
71644998231,0,0,0,0,3
71649998231,0,0,0,0,3
71654998231,0,0,0,0,3
71659998231,0,0,0,0,3
71664998231,0,0,0,0,3
71669998231,0,0,0,0,3
71674998231,0,0,0,0,3
71679998231,0,0,0,0,3
71684998231,0,0,0,0,3
71689998231,0,0,0,0,3
71694998231,0,0,0,0,3
71699998231,0,0,0,0,3
71704998231,0,0,0,0,3
71709998233,0,0,0,0,3
71714999656,0,0,0,0,3
71719999667,0,0,0,0,3
71724999670,0,0,0,0,3
71730000239,0,0,0,0,3
71735000240,0,0,0,0,3
71740001239,0,0,0,0,3
71745002237,0,0,0,0,3
71750002238,0,0,0,0,3
71755002240,0,0,0,0,3
71760003237,0,0,0,0,3
71765003237,0,0,0,0,3
71770003238,0,0,0,0,3
71775003240,0,0,0,0,3
71780004237,0,0,0,0,3
71785004237,0,0,0,0,3
