t_us,observed_at_t_us,candidate_index,support_count,detector_names,detector_score,prominence,reference_rr_ms,primary_t_us,secondary_t_us,sequence_score,combined_score,left_gap_ms,right_gap_ms,decision,reason
67551813920,67559237920,13,2,multiscale+elgendi_like,1.000000,2.211746,688.000500,67551813920,67551813920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67552565920,67559845920,107,2,multiscale+elgendi_like,1.000000,3.241016,687.999406,67552565920,67552565920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67552869920,67560253918,145,1,multiscale,0.610975,0.235713,675.999000,67552869920,0,0.000000,0.476561,304.000000,0.000000,rejected_single,combined_score=0.477
67552869920,67560653920,145,1,multiscale,0.610524,0.214693,664.000000,67552869920,0,0.014239,0.479341,304.000000,0.000000,rejected_single,combined_score=0.479
67553317921,67560653920,201,2,multiscale+elgendi_like,1.000000,3.947132,664.000000,67553317921,67553317921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67554053920,67561461920,293,2,multiscale+elgendi_like,1.000000,3.542038,656.000500,67554053920,67554053920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67554373921,67561669917,333,1,multiscale,0.708672,0.560911,656.000500,67554373921,0,0.068738,0.567887,320.001000,0.000000,rejected_single,combined_score=0.568
67554373921,67561869920,333,1,multiscale,0.707386,0.579848,656.000500,67554373921,0,0.068738,0.566883,320.001000,0.000000,rejected_single,combined_score=0.567
67554373921,67562069920,333,1,multiscale,0.708289,0.532802,648.001000,67554373921,0,0.079687,0.569996,320.001000,0.000000,rejected_single,combined_score=0.570
67554789917,67562069920,385,2,multiscale+elgendi_like,1.000000,2.570863,648.001000,67554789917,67554789917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67555477920,67562869920,471,2,multiscale+elgendi_like,1.000000,4.377308,743.999500,67555477920,67555477920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67556141920,67563469920,554,2,multiscale+elgendi_like,1.000000,3.424358,648.001000,67556141920,67556141920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67556493920,67563869921,598,1,multiscale,0.709866,0.618746,648.001000,67556493920,0,0.169471,0.590979,352.000000,0.000000,rejected_single,combined_score=0.591
67556493920,67564077920,598,1,multiscale,0.712392,0.620344,648.001000,67556493920,0,0.169471,0.592950,352.000000,0.000000,rejected_single,combined_score=0.593
67556829918,67564277920,640,2,multiscale+elgendi_like,1.000000,2.266692,648.001000,67556829918,67556829918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67557445919,67564893920,717,2,multiscale+elgendi_like,1.000000,3.785766,735.997000,67557445919,67557445919,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67558093920,67565501920,798,2,multiscale+elgendi_like,1.000000,3.709693,648.001000,67558093920,67558093920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67558701918,67566109920,874,2,multiscale+elgendi_like,1.000000,3.029889,648.001000,67558701918,67558701918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67559037921,67566309920,916,1,multiscale,0.752125,0.961456,687.998000,67559037921,0,0.069778,0.602009,336.003000,0.000000,rejected_single,combined_score=0.602
67559037921,67566509920,916,1,multiscale,0.748950,0.979108,687.998000,67559037921,0,0.069778,0.599532,336.003000,0.000000,rejected_single,combined_score=0.600
67559341920,67566717918,954,2,multiscale+elgendi_like,1.000000,2.333259,687.998000,67559341920,67559341920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67559949917,67567325921,1030,2,multiscale+elgendi_like,1.000000,3.549553,648.001000,67559949917,67559949917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67560565920,67567941921,1107,2,multiscale+elgendi_like,1.000000,3.413424,648.001500,67560565920,67560565920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67560877917,67568149920,1146,1,multiscale,0.607985,0.214331,648.001500,67560877917,0,0.057229,0.486819,311.997000,0.000000,rejected_single,combined_score=0.487
67560877917,67568349920,1146,1,multiscale,0.606964,0.215225,648.001500,67560877917,0,0.057229,0.486022,311.997000,0.000000,rejected_single,combined_score=0.486
67561197920,67568549920,1186,2,multiscale+elgendi_like,1.000000,3.550993,648.002000,67561197920,67561197920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67561829920,67569157920,1265,2,multiscale+elgendi_like,1.000000,3.645999,652.001000,67561829920,67561829920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67562133920,67569565920,1303,1,multiscale,0.617825,0.297436,652.001000,67562133920,0,0.029558,0.488406,304.000000,0.000000,rejected_single,combined_score=0.488
67562133920,67569765920,1303,1,multiscale,0.617083,0.307513,632.000000,67562133920,0,0.056387,0.493730,304.000000,0.000000,rejected_single,combined_score=0.494
67562453917,67569765920,1343,2,multiscale+elgendi_like,1.000000,4.306387,632.000000,67562453917,67562453917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67563101918,67570373916,1424,2,multiscale+elgendi_like,1.000000,4.632374,623.997000,67563101918,67563101918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67563749920,67571181920,1477,2,multiscale+elgendi_like,1.000000,3.884720,632.000000,67563749920,67563749920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67564077920,67571381920,1493,1,multiscale,0.690913,0.450199,655.998500,67564077920,0,0.090911,0.558913,328.000000,0.000000,rejected_single,combined_score=0.559
67564077920,67571581920,1468,1,multiscale,0.690473,0.456044,652.001000,67564077920,0,0.096485,0.559796,328.000000,0.000000,rejected_single,combined_score=0.560
67564077920,67571781920,1443,1,multiscale,0.689799,0.428824,632.000000,67564077920,0,0.125432,0.565638,328.000000,0.000000,rejected_single,combined_score=0.566
67564421920,67571781920,1486,2,multiscale+elgendi_like,1.000000,3.066371,632.000000,67564421920,67564421920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67565069921,67572397917,1490,2,multiscale+elgendi_like,1.000000,1.673707,648.002000,67565069921,67565069921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67565677917,67572997921,1491,2,multiscale+elgendi_like,1.000000,4.488756,648.001000,67565677917,67565677917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67565997920,67573405918,1480,1,multiscale,0.578346,0.302674,648.001000,67565997920,0,0.079693,0.468642,320.003000,0.000000,rejected_single,combined_score=0.469
67566397920,67573813916,1479,2,multiscale+elgendi_like,1.000000,5.922487,648.001000,67566397920,67566397920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67567077917,67574421921,1488,2,multiscale+elgendi_like,1.000000,4.764250,648.001000,67567077917,67567077917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67567733920,67575045918,1492,2,multiscale+elgendi_like,1.000000,4.811138,640.002000,67567733920,67567733920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67568389920,67575653918,1498,2,multiscale+elgendi_like,1.000000,4.746289,632.000000,67568389920,67568389920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67569069920,67576469920,1481,2,multiscale+elgendi_like,1.000000,5.867953,632.000000,67569069920,67569069920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67569373920,67576669920,1494,1,multiscale,0.625039,0.411269,656.003000,67569373920,0,0.024386,0.492896,304.000000,0.000000,rejected_single,combined_score=0.493
67569373920,67576869920,1469,1,multiscale,0.625513,0.416349,632.000000,67569373920,0,0.056387,0.500305,304.000000,0.000000,rejected_single,combined_score=0.500
67569749920,67577077921,1490,2,multiscale+elgendi_like,1.000000,4.582721,632.000000,67569749920,67569749920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67570405918,67577693920,1495,2,multiscale+elgendi_like,1.000000,4.599025,636.001000,67570405918,67570405918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67570717917,67578093920,1484,1,multiscale,0.606888,0.236074,640.000500,67570717917,0,0.068178,0.488371,311.999000,0.000000,rejected_single,combined_score=0.488
67571061917,67578493920,1477,2,multiscale+elgendi_like,1.000000,4.273489,640.000500,67571061917,67571061917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67571685917,67579109921,1478,2,multiscale+elgendi_like,1.000000,4.084516,648.001000,67571685917,67571685917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67571989921,67579317916,1490,1,multiscale,0.613284,0.317589,648.001500,67571989921,0,0.034802,0.486018,304.004000,0.000000,rejected_single,combined_score=0.486
67572293920,67579725920,1477,2,multiscale+elgendi_like,1.000000,3.694016,648.001500,67572293920,67572293920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67572885916,67580333921,1475,2,multiscale+elgendi_like,1.000000,3.493422,652.000000,67572885916,67572885916,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67573469920,67580741920,1497,2,multiscale+elgendi_like,1.000000,3.377502,655.998500,67573469920,67573469920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67574061920,67581341921,1496,2,multiscale+elgendi_like,1.000000,3.539785,655.999000,67574061920,67574061920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67574653920,67581949918,1494,2,multiscale+elgendi_like,1.000000,4.382329,655.999000,67574653920,67574653920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67575253920,67582557921,1493,2,multiscale+elgendi_like,1.000000,3.535526,656.000000,67575253920,67575253920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67575853917,67583173917,1491,2,multiscale+elgendi_like,1.000000,5.425928,655.999500,67575853917,67575853917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67576453921,67583773920,1491,1,multiscale,0.616207,0.338950,656.003000,67576453921,0,0.844793,0.666496,600.004000,0.000000,rejected_single,combined_score=0.666
67576453921,67583973921,1466,1,multiscale,0.616216,0.338263,656.003000,67576453921,0,0.844793,0.666503,600.004000,0.000000,rejected_single,combined_score=0.667
67576453921,67584389920,1414,1,multiscale,0.615623,0.328676,663.996000,67576453921,0,0.824774,0.661636,600.004000,0.000000,rejected_single,combined_score=0.662
67576453921,67584597918,1388,1,multiscale,0.615715,0.318680,663.996000,67576453921,0,0.879527,0.760812,600.004000,687.997000,selected_rescued,real_single_candidate_splits_long_gap
67577141918,67584597918,1474,2,multiscale+elgendi_like,1.000000,6.617658,663.996000,67577141918,67577141918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67577861918,67585197920,1489,2,multiscale+elgendi_like,1.000000,4.947126,663.996000,67577861918,67577861918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67578205917,67585605916,1481,1,multiscale,0.669417,0.301967,659.999500,67578205917,0,0.129475,0.550629,343.999000,0.000000,rejected_single,combined_score=0.551
67578205917,67585805917,1456,1,multiscale,0.669674,0.308620,663.996000,67578205917,0,0.123771,0.549575,343.999000,0.000000,rejected_single,combined_score=0.550
67578589920,67586005920,1479,2,multiscale+elgendi_like,1.000000,5.247311,663.996000,67578589920,67578589920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67579253916,67586621920,1485,2,multiscale+elgendi_like,1.000000,3.484187,664.002000,67579253916,67579253916,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67579917918,67587237921,1491,2,multiscale+elgendi_like,1.000000,6.729341,680.000000,67579917918,67579917918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67580581918,67587853921,1497,1,multiscale,0.730097,0.884002,680.000000,67580581918,0,0.957219,0.780064,664.000000,0.000000,selected_rescued,single_detector_waveform_plus_sequence
67580909917,67588269920,1486,2,multiscale+elgendi_like,0.929764,0.835592,672.001000,67580909917,67580909917,0.000000,0.929764,0.000000,0.000000,selected,committed_waveform_candidate
67581293918,67588677920,1483,2,multiscale+elgendi_like,1.000000,3.050640,680.000000,67581293918,67581293918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67582093920,67589493921,1481,2,multiscale+elgendi_like,1.000000,3.873793,680.000000,67582093920,67582093920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67582773920,67590109920,1489,2,multiscale+elgendi_like,1.000000,3.223343,680.000000,67582773920,67582773920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67583205921,67590517921,1492,1,multiscale,0.705200,0.574199,687.998000,67583205921,0,0.323473,0.621220,432.001000,0.000000,rejected_single,combined_score=0.621
67583205921,67590725920,1466,1,multiscale,0.706308,0.560394,688.000000,67583205921,0,0.323470,0.622083,432.001000,0.000000,rejected_single,combined_score=0.622
67583205921,67590925921,1441,1,multiscale,0.705598,0.562074,691.998000,67583205921,0,0.316874,0.620079,432.001000,0.000000,rejected_single,combined_score=0.620
67583509917,67590925921,1479,2,multiscale+elgendi_like,1.000000,4.077744,691.998000,67583509917,67583509917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67584221918,67591541917,1491,2,multiscale+elgendi_like,1.000000,4.817250,695.999000,67584221918,67584221918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67584917920,67592349920,1477,2,multiscale+elgendi_like,1.000000,3.576772,695.999000,67584917920,67584917920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67585261920,67592557918,1494,1,multiscale,0.709372,0.589958,695.999000,67585261920,0,0.080461,0.571011,344.000000,0.000000,rejected_single,combined_score=0.571
67585261920,67592757920,1469,1,multiscale,0.708859,0.582800,700.000000,67585261920,0,0.075325,0.569482,344.000000,0.000000,rejected_single,combined_score=0.569
67585261920,67592965917,1443,1,multiscale,0.711584,0.631665,700.000000,67585261920,0,0.075325,0.571607,344.000000,0.000000,rejected_single,combined_score=0.572
67585621918,67592965917,1488,2,multiscale+elgendi_like,1.000000,3.894274,700.000000,67585621918,67585621918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67586341921,67593781918,1476,2,multiscale+elgendi_like,1.000000,5.127977,707.996500,67586341921,67586341921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67587061920,67594397920,1489,2,multiscale+elgendi_like,1.000000,4.476215,711.998000,67587061920,67587061920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67587797920,67595213920,1479,2,multiscale+elgendi_like,1.000000,4.480710,712.001000,67587797920,67587797920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67588493916,67595813921,1491,2,multiscale+elgendi_like,1.000000,4.566356,712.002500,67588493916,67588493916,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67589157917,67596429919,1497,2,multiscale+elgendi_like,1.000000,3.419355,711.998000,67589157917,67589157917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67589821917,67597237917,1479,2,multiscale+elgendi_like,1.000000,3.597894,703.998000,67589821917,67589821917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67590509917,67597853918,1488,2,multiscale+elgendi_like,1.000000,4.505369,707.996500,67590509917,67590509917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67591221921,67598661917,1476,2,multiscale+elgendi_like,1.000000,4.253699,711.998000,67591221921,67591221921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67591893920,67599261920,1485,2,multiscale+elgendi_like,1.000000,4.293622,711.998000,67591893920,67591893920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67592613921,67600069920,1474,2,multiscale+elgendi_like,1.000000,5.601666,712.001000,67592613921,67592613921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67593325916,67600677918,1487,2,multiscale+elgendi_like,1.000000,4.790572,711.998500,67593325916,67593325916,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67593653920,67601085920,1477,1,multiscale,0.740196,1.052230,711.998000,67593653920,0,0.019420,0.581626,328.004000,0.000000,rejected_single,combined_score=0.582
67593653920,67601493921,1426,1,multiscale,0.741469,1.095735,711.998500,67593653920,0,0.019420,0.582618,328.004000,0.000000,rejected_single,combined_score=0.583
67594061920,67601493921,1477,2,multiscale+elgendi_like,1.000000,4.906543,711.998500,67594061920,67594061920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67594781920,67602109921,1490,2,multiscale+elgendi_like,1.000000,5.587194,707.998000,67594781920,67594781920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67595509921,67602933917,1478,2,multiscale+elgendi_like,1.000000,3.567410,707.996500,67595509921,67595509921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67596197921,67603541920,1488,2,multiscale+elgendi_like,1.000000,4.462977,703.998000,67596197921,67596197921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67596861920,67604157920,1494,2,multiscale+elgendi_like,1.000000,4.332910,703.995500,67596861920,67596861920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67597549917,67604965920,1479,2,multiscale+elgendi_like,1.000000,5.082010,691.998000,67597549917,67597549917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67598261920,67605573920,1492,2,multiscale+elgendi_like,1.000000,4.219389,691.998000,67598261920,67598261920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67598997920,67606389920,1482,2,multiscale+elgendi_like,1.000000,4.400378,691.998000,67598997920,67598997920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67599709916,67606989920,1496,2,multiscale+elgendi_like,1.000000,4.381078,688.000000,67599709916,67599709916,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67600045920,67607397921,1487,1,multiscale,0.713401,0.804179,696.000000,67600045920,0,0.059572,0.569558,336.004000,0.000000,rejected_single,combined_score=0.570
67600045920,67607605920,1461,1,multiscale,0.713561,0.780865,704.000000,67600045920,0,0.049597,0.567489,336.004000,0.000000,rejected_single,combined_score=0.567
67600045920,67607813917,1435,1,multiscale,0.713438,0.784194,707.997500,67600045920,0,0.044697,0.566315,336.004000,0.000000,rejected_single,combined_score=0.566
67600421920,67607813917,1482,2,multiscale+elgendi_like,1.000000,3.191593,707.997500,67600421920,67600421920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67601085920,67608421920,1489,2,multiscale+elgendi_like,1.000000,3.700387,711.995500,67601085920,67601085920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67601741920,67609029920,1495,2,multiscale+elgendi_like,1.000000,5.390411,711.999500,67601741920,67601741920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67602421917,67609845920,1478,2,multiscale+elgendi_like,1.000000,2.569571,711.995500,67602421917,67602421917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67603093920,67610445920,1487,2,multiscale+elgendi_like,1.000000,6.388820,711.995500,67603093920,67603093920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67603757921,67611053918,1494,2,multiscale+elgendi_like,1.000000,3.508723,711.995000,67603757921,67603757921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67604437917,67611869918,1477,2,multiscale+elgendi_like,1.000000,5.215622,707.998000,67604437917,67604437917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67605141917,67612477920,1489,2,multiscale+elgendi_like,1.000000,5.554852,711.996000,67605141917,67605141917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67605597921,67612885920,1495,1,multiscale,0.760019,1.295763,707.998000,67605597921,0,0.352864,0.670445,456.004000,0.000000,rejected_single,combined_score=0.670
67605597921,67613085921,1470,1,multiscale,0.756857,1.259132,707.998000,67605597921,0,0.352864,0.667978,456.004000,0.000000,rejected_single,combined_score=0.668
67605901920,67613293920,1482,2,multiscale+elgendi_like,1.000000,6.431567,707.998000,67605901920,67605901920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67606653920,67614109920,1474,2,multiscale+elgendi_like,1.000000,5.836105,707.998000,67606653920,67606653920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67606981921,67614317920,1489,1,multiscale,0.749286,1.204187,707.998000,67606981921,0,0.024145,0.589755,328.001000,0.000000,rejected_single,combined_score=0.590
67606981921,67614517920,1464,1,multiscale,0.746937,1.137830,707.998000,67606981921,0,0.024145,0.587923,328.001000,0.000000,rejected_single,combined_score=0.588
67607397921,67614717920,1491,2,multiscale+elgendi_like,1.000000,4.807921,711.999500,67607397921,67607397921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67608133920,67615525920,1482,2,multiscale+elgendi_like,1.000000,4.645784,712.003500,67608133920,67608133920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67608861920,67616149918,1495,2,multiscale+elgendi_like,1.000000,3.914754,716.001500,67608861920,67608861920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67609549917,67616957920,1480,2,multiscale+elgendi_like,1.000000,4.610541,712.000500,67609549917,67609549917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67610229920,67617581917,1487,2,multiscale+elgendi_like,1.000000,4.391835,711.996500,67610229920,67610229920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67610925921,67618181920,1499,2,multiscale+elgendi_like,1.000000,5.196640,711.996000,67610925921,67610925921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67611229920,67618589917,1486,1,multiscale,0.658934,0.424306,707.998500,67611229920,0,0.000000,0.513969,303.999000,0.000000,rejected_single,combined_score=0.514
67611653921,67618989921,1489,2,multiscale+elgendi_like,1.000000,4.386475,700.002000,67611653921,67611653921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67612373920,67619805921,1477,2,multiscale+elgendi_like,1.000000,4.330904,700.002000,67612373920,67612373920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67613109920,67620421918,1492,2,multiscale+elgendi_like,1.000000,4.920564,700.002000,67613109920,67613109920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67613837917,67621237920,1481,2,multiscale+elgendi_like,1.000000,4.570774,707.998500,67613837917,67613837917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67614141920,67621437920,1494,1,multiscale,0.645286,0.491244,707.998500,67614141920,0,0.000000,0.503323,304.003000,0.000000,rejected_single,combined_score=0.503
67614565920,67621845918,1496,2,multiscale+elgendi_like,1.000000,4.933835,707.999500,67614565920,67614565920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67614877920,67622253917,1484,1,multiscale,0.676438,0.419906,707.999500,67614877920,0,0.000000,0.527622,312.000000,0.000000,rejected_single,combined_score=0.528
67614877920,67622661917,1433,1,multiscale,0.678320,0.427387,707.999500,67614877920,0,0.000000,0.529090,312.000000,0.000000,rejected_single,combined_score=0.529
67615293919,67622661917,1485,2,multiscale+elgendi_like,1.000000,5.129146,707.999500,67615293919,67615293919,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67616005916,67623269920,1498,2,multiscale+elgendi_like,1.000000,4.690293,711.996500,67616005916,67616005916,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67616701920,67624085918,1483,2,multiscale+elgendi_like,1.000000,3.413393,707.999500,67616701920,67616701920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67617373920,67624701919,1490,2,multiscale+elgendi_like,1.000000,4.696995,711.996500,67617373920,67617373920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67618053920,67625317918,1498,2,multiscale+elgendi_like,1.000000,4.992008,711.996500,67618053920,67618053920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67618741920,67626133921,1482,2,multiscale+elgendi_like,1.000000,5.108408,711.996000,67618741920,67618741920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67619437920,67626741920,1493,2,multiscale+elgendi_like,1.000000,6.322675,711.996500,67619437920,67619437920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67620133920,67627557921,1478,2,multiscale+elgendi_like,1.000000,5.948863,711.996000,67620133920,67620133920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67620437918,67627765920,1490,1,multiscale,0.617819,0.415532,711.996500,67620437918,0,0.000000,0.481899,303.998000,0.000000,rejected_single,combined_score=0.482
67620437918,67627973918,1464,1,multiscale,0.617232,0.398689,711.996500,67620437918,0,0.000000,0.481441,303.998000,0.000000,rejected_single,combined_score=0.481
67620437918,67628173921,1439,1,multiscale,0.616022,0.392517,711.997500,67620437918,0,0.000000,0.480497,303.998000,0.000000,rejected_single,combined_score=0.480
67620845918,67628173921,1490,2,multiscale+elgendi_like,1.000000,5.219271,711.997500,67620845918,67620845918,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67621549920,67628989921,1476,2,multiscale+elgendi_like,1.000000,5.811859,711.996500,67621549920,67621549920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67622237920,67629597917,1486,2,multiscale+elgendi_like,1.000000,7.262503,711.996500,67622237920,67622237920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67622949916,67630205917,1499,2,multiscale+elgendi_like,1.000000,5.476723,707.999000,67622949916,67622949916,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67623629917,67631005921,1484,2,multiscale+elgendi_like,1.000000,8.079755,700.003000,67623629917,67623629917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67624349920,67631621920,1497,2,multiscale+elgendi_like,1.000000,4.024319,696.002000,67624349920,67624349920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67624653921,67632021920,1485,1,multiscale,0.697593,0.684429,696.000000,67624653921,0,0.000000,0.544122,304.001000,0.000000,rejected_single,combined_score=0.544
67624653921,67632429921,1434,1,multiscale,0.696499,0.639900,696.000000,67624653921,0,0.000000,0.543269,304.001000,0.000000,rejected_single,combined_score=0.543
67625061920,67632429921,1485,2,multiscale+elgendi_like,1.000000,4.584395,696.000000,67625061920,67625061920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67625365917,67632637916,1497,1,multiscale,0.616104,0.359782,696.000000,67625365917,0,0.000000,0.480561,303.997000,0.000000,rejected_single,combined_score=0.481
67625365917,67632837920,1472,1,multiscale,0.615903,0.340213,696.000000,67625365917,0,0.000000,0.480404,303.997000,0.000000,rejected_single,combined_score=0.480
67625797920,67633245920,1475,2,multiscale+elgendi_like,1.000000,4.712980,692.000000,67625797920,67625797920,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67626549921,67633853920,1493,2,multiscale+elgendi_like,1.000000,4.929506,688.000000,67626549921,67626549921,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67627269917,67634661919,1482,2,multiscale+elgendi_like,1.000000,4.699852,688.000000,67627269917,67627269917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
67627589921,67634861920,1497,1,multiscale,0.664903,0.252994,688.000000,67627589921,0,0.027495,0.524673,320.004000,0.000000,rejected_single,combined_score=0.525
67627589921,67635069920,1471,1,multiscale,0.664667,0.235099,688.000000,67627589921,0,0.027495,0.524489,320.004000,0.000000,rejected_single,combined_score=0.524
67627965917,67635269920,1493,2,multiscale+elgendi_like,1.000000,5.335567,688.000000,67627965917,67627965917,0.000000,1.000000,0.000000,0.000000,selected,committed_waveform_candidate
