t_us,seq,revision,rr_raw_ms,reference_rr_ms,robust_scale_ms,artifact_class,status,resolved,corrected_rr_ms,split_count,paired_index,paired_t_us,confidence,metric_eligible,detector_support_count,detector_consensus,local_clipped,reason,evidence
67552565920,8444001,1,752.000000,688.000500,65.231435,accepted,accepted,1,752.000000,1,-1,0,0.967442,1,2,1.000000,0,,ref=688.0ms scale=65.2ms anchors=0+8 cv=0.095 side_diff=0.000 stable=1
67553317921,8444095,1,752.001000,687.998000,71.163317,accepted,accepted,1,752.001000,1,-1,0,0.967440,1,2,1.000000,0,,ref=688.0ms scale=71.2ms anchors=1+8 cv=0.103 side_diff=0.106 stable=1
67554053920,8444187,1,735.999000,675.999000,71.161093,accepted,accepted,1,735.999000,1,-1,0,0.968935,1,2,1.000000,0,,ref=676.0ms scale=71.2ms anchors=2+8 cv=0.105 side_diff=0.136 stable=1
67554789917,8444279,1,735.997000,664.000000,71.163317,accepted,accepted,1,735.997000,1,-1,0,0.962050,1,2,1.000000,0,,ref=664.0ms scale=71.2ms anchors=3+8 cv=0.107 side_diff=0.155 stable=1
67555477920,8444365,1,688.003000,656.000500,65.235883,accepted,accepted,1,688.003000,1,-1,0,0.982926,1,2,1.000000,0,,ref=656.0ms scale=65.2ms anchors=4+8 cv=0.099 side_diff=0.169 stable=1
67556141920,8444448,1,664.000000,648.001000,59.306965,accepted,accepted,1,664.000000,1,-1,0,0.991359,1,2,1.000000,0,,ref=648.0ms scale=59.3ms anchors=5+8 cv=0.092 side_diff=0.165 stable=1
67556829918,8444534,1,687.998000,644.001500,47.446165,accepted,accepted,1,687.998000,1,-1,0,0.976089,1,2,1.000000,0,,ref=644.0ms scale=47.4ms anchors=6+8 cv=0.074 side_diff=0.165 stable=1
67557445919,8444611,1,616.001000,648.001000,59.299552,accepted,accepted,1,616.001000,1,-1,0,0.982716,1,2,1.000000,0,,ref=648.0ms scale=59.3ms anchors=7+8 cv=0.092 side_diff=0.158 stable=1
67558093920,8444692,1,648.001000,644.001500,47.446165,accepted,accepted,1,648.001000,1,-1,0,0.997826,1,2,1.000000,0,,ref=644.0ms scale=47.4ms anchors=8+8 cv=0.074 side_diff=0.125 stable=1
67558701918,8444768,1,607.998000,648.001000,41.514283,accepted,accepted,1,607.998000,1,-1,0,0.978393,1,2,1.000000,0,,ref=648.0ms scale=41.5ms anchors=8+8 cv=0.064 side_diff=0.085 stable=1
67559341920,8444848,1,640.002000,648.001000,41.514283,accepted,accepted,1,640.002000,1,-1,0,0.995680,1,2,1.000000,0,,ref=648.0ms scale=41.5ms anchors=8+8 cv=0.064 side_diff=0.067 stable=1
67559949917,8444924,1,607.997000,648.001000,35.000000,accepted,accepted,1,607.997000,1,-1,0,0.978393,1,2,1.000000,0,,ref=648.0ms scale=35.0ms anchors=8+8 cv=0.046 side_diff=0.025 stable=1
67560565920,8445001,1,616.003000,644.001500,35.000000,accepted,accepted,1,616.003000,1,-1,0,0.984783,1,2,1.000000,0,,ref=644.0ms scale=35.0ms anchors=8+8 cv=0.046 side_diff=0.006 stable=1
67561197920,8445080,1,632.000000,644.001500,35.584624,accepted,accepted,1,632.000000,1,-1,0,0.993477,1,2,1.000000,0,,ref=644.0ms scale=35.6ms anchors=8+8 cv=0.055 side_diff=0.031 stable=1
67561829920,8445159,1,632.000000,644.001500,41.510576,accepted,accepted,1,632.000000,1,-1,0,0.993477,1,2,1.000000,0,,ref=644.0ms scale=41.5ms anchors=8+8 cv=0.064 side_diff=0.038 stable=1
67562453917,8445237,1,623.997000,644.001500,35.000000,accepted,accepted,1,623.997000,1,-1,0,0.989128,1,2,1.000000,0,,ref=644.0ms scale=35.0ms anchors=8+8 cv=0.046 side_diff=0.044 stable=1
67563101918,8445318,1,648.001000,644.001500,35.000000,accepted,accepted,1,648.001000,1,-1,0,0.997826,1,2,1.000000,0,,ref=644.0ms scale=35.0ms anchors=8+8 cv=0.037 side_diff=0.044 stable=1
67563749920,8445399,1,648.002000,644.001500,35.584624,accepted,accepted,1,648.002000,1,-1,0,0.997826,1,2,1.000000,0,,ref=644.0ms scale=35.6ms anchors=8+8 cv=0.055 side_diff=0.056 stable=1
67564421920,8445483,1,672.000000,648.001000,35.000000,accepted,accepted,1,672.000000,1,-1,0,0.987038,1,2,1.000000,0,,ref=648.0ms scale=35.0ms anchors=8+8 cv=0.046 side_diff=0.055 stable=1
67565069921,8445564,1,648.001000,652.000000,35.580176,accepted,accepted,1,648.001000,1,-1,0,0.997853,1,2,1.000000,0,,ref=652.0ms scale=35.6ms anchors=8+8 cv=0.055 side_diff=0.055 stable=1
67565677917,8445640,1,607.996000,655.998500,35.000000,accepted,accepted,1,607.996000,1,-1,0,0.974389,1,2,1.000000,1,,ref=656.0ms scale=35.0ms anchors=8+8 cv=0.045 side_diff=0.043 stable=1
67566397920,8445730,1,720.003000,652.000000,35.000000,accepted,accepted,1,720.003000,1,-1,0,0.963495,1,2,1.000000,0,,ref=652.0ms scale=35.0ms anchors=8+8 cv=0.045 side_diff=0.025 stable=1
67567077917,8445815,1,679.997000,652.000000,35.000000,accepted,accepted,1,679.997000,1,-1,0,0.984971,1,2,1.000000,0,,ref=652.0ms scale=35.0ms anchors=8+8 cv=0.045 side_diff=0.012 stable=1
67567733920,8445897,1,656.003000,652.000000,41.510576,accepted,accepted,1,656.003000,1,-1,0,0.997851,1,2,1.000000,0,,ref=652.0ms scale=41.5ms anchors=8+8 cv=0.064 side_diff=0.012 stable=1
67568389920,8445979,1,656.000000,655.998000,35.580917,accepted,accepted,1,656.000000,1,-1,0,0.999999,1,2,1.000000,0,,ref=656.0ms scale=35.6ms anchors=8+7 cv=0.054 side_diff=0.006 stable=1
67569069920,8446064,1,680.000000,655.998500,35.000000,accepted,accepted,1,680.000000,1,-1,0,0.987194,1,2,1.000000,0,,ref=656.0ms scale=35.0ms anchors=8+6 cv=0.045 side_diff=0.025 stable=1
67569749920,8446149,1,680.000000,655.999000,35.579435,accepted,accepted,1,680.000000,1,-1,0,0.987195,1,2,1.000000,0,,ref=656.0ms scale=35.6ms anchors=8+5 cv=0.054 side_diff=0.062 stable=1
67570405918,8446231,1,655.998000,655.999500,35.583141,accepted,accepted,1,655.998000,1,-1,0,0.999999,1,2,1.000000,0,,ref=656.0ms scale=35.6ms anchors=8+4 cv=0.054 side_diff=0.081 stable=1
67571061917,8446313,1,655.999000,656.000000,35.582400,accepted,accepted,1,655.999000,1,-1,0,0.999999,1,2,1.000000,0,,ref=656.0ms scale=35.6ms anchors=8+3 cv=0.054 side_diff=0.094 stable=1
67571685917,8446391,1,624.000000,656.001500,35.577952,accepted,accepted,1,624.000000,1,-1,0,0.982926,1,2,1.000000,0,,ref=656.0ms scale=35.6ms anchors=8+2 cv=0.054 side_diff=0.107 stable=1
67572293920,8446467,1,608.003000,656.000000,35.577952,accepted,accepted,1,608.003000,1,-1,0,0.974392,1,2,1.000000,0,,ref=656.0ms scale=35.6ms anchors=8+1 cv=0.054 side_diff=0.103 stable=1
67572885916,8446541,1,591.996000,655.999500,35.000000,accepted,accepted,1,591.996000,1,-1,0,0.965852,1,2,1.000000,0,,ref=656.0ms scale=35.0ms anchors=8+0 cv=0.027 side_diff=0.000 stable=1
67568389920,8445979,2,656.000000,652.000000,41.510576,accepted,accepted,1,656.000000,1,-1,0,0.997853,1,2,1.000000,0,,ref=652.0ms scale=41.5ms anchors=8+8 cv=0.064 side_diff=0.019 stable=1
67569069920,8446064,2,680.000000,652.000000,41.510576,accepted,accepted,1,680.000000,1,-1,0,0.984969,1,2,1.000000,0,,ref=652.0ms scale=41.5ms anchors=8+8 cv=0.064 side_diff=0.063 stable=1
67569749920,8446149,2,680.000000,651.999500,41.512800,accepted,accepted,1,680.000000,1,-1,0,0.984969,1,2,1.000000,0,,ref=652.0ms scale=41.5ms anchors=8+8 cv=0.064 side_diff=0.101 stable=1
67570405918,8446231,2,655.998000,636.000500,59.301776,accepted,accepted,1,655.998000,1,-1,0,0.988995,1,2,1.000000,0,,ref=636.0ms scale=59.3ms anchors=8+8 cv=0.093 side_diff=0.114 stable=1
67571061917,8446313,2,655.999000,616.001500,41.515024,accepted,accepted,1,655.999000,1,-1,0,0.977274,1,2,1.000000,0,,ref=616.0ms scale=41.5ms anchors=8+8 cv=0.067 side_diff=0.114 stable=1
67571685917,8446391,2,624.000000,632.000500,53.376565,accepted,accepted,1,624.000000,1,-1,0,0.995569,1,2,1.000000,0,,ref=632.0ms scale=53.4ms anchors=8+8 cv=0.084 side_diff=0.114 stable=1
67572293920,8446467,2,608.003000,639.999000,59.304000,accepted,accepted,1,608.003000,1,-1,0,0.982502,1,2,1.000000,0,,ref=640.0ms scale=59.3ms anchors=8+8 cv=0.093 side_diff=0.096 stable=1
67572885916,8446541,2,591.996000,639.999000,59.304000,accepted,accepted,1,591.996000,1,-1,0,0.973748,1,2,1.000000,0,,ref=640.0ms scale=59.3ms anchors=8+8 cv=0.093 side_diff=0.089 stable=1
67573469920,8446614,1,584.004000,639.999000,59.305483,accepted,accepted,1,584.004000,1,-1,0,0.969378,1,2,1.000000,0,,ref=640.0ms scale=59.3ms anchors=8+8 cv=0.093 side_diff=0.089 stable=1
67574061920,8446688,1,592.000000,639.999000,59.305483,accepted,accepted,1,592.000000,1,-1,0,0.973751,1,2,1.000000,0,,ref=640.0ms scale=59.3ms anchors=8+8 cv=0.093 side_diff=0.013 stable=1
67574653920,8446762,1,592.000000,639.999000,59.304000,accepted,accepted,1,592.000000,1,-1,0,0.973751,1,2,1.000000,0,,ref=640.0ms scale=59.3ms anchors=8+8 cv=0.093 side_diff=0.075 stable=1
67575253920,8446837,1,600.000000,639.999000,59.301776,accepted,accepted,1,600.000000,1,-1,0,0.978126,1,2,1.000000,0,,ref=640.0ms scale=59.3ms anchors=8+8 cv=0.093 side_diff=0.101 stable=1
67575853917,8446912,1,599.997000,624.000000,47.449130,accepted,accepted,1,599.997000,1,-1,0,0.986537,1,2,1.000000,0,,ref=624.0ms scale=47.4ms anchors=8+7 cv=0.076 side_diff=0.108 stable=1
67576453921,8446987,1,600.004000,616.001500,41.515024,accepted,accepted,1,600.004000,1,-1,0,0.990911,1,1,0.760812,1,,ref=616.0ms scale=41.5ms anchors=8+6 cv=0.067 side_diff=0.126 stable=1
67577141918,8447073,1,687.997000,600.004000,35.000000,accepted,accepted,1,687.997000,1,-1,0,0.948671,1,2,1.000000,0,,ref=600.0ms scale=35.0ms anchors=8+7 cv=0.040 side_diff=0.108 stable=1
67577861918,8447163,1,720.000000,632.000000,59.304000,accepted,accepted,1,720.000000,1,-1,0,0.951266,1,2,1.000000,1,,ref=632.0ms scale=59.3ms anchors=8+6 cv=0.094 side_diff=0.120 stable=1
67578589920,8447254,1,728.002000,663.998000,94.880470,accepted,accepted,1,728.002000,1,-1,0,0.966263,1,2,1.000000,0,,ref=664.0ms scale=94.9ms anchors=8+6 cv=0.143 side_diff=0.113 stable=1
67579253916,8447337,1,663.996000,672.001000,88.953776,accepted,accepted,1,663.996000,1,-1,0,0.995831,1,2,1.000000,0,,ref=672.0ms scale=89.0ms anchors=8+6 cv=0.132 side_diff=0.148 stable=1
67579917918,8447420,1,664.002000,683.998500,59.307707,accepted,accepted,1,664.002000,1,-1,0,0.989768,1,2,1.000000,0,,ref=684.0ms scale=59.3ms anchors=8+6 cv=0.087 side_diff=0.108 stable=1
67580581918,8447503,1,664.000000,691.999500,41.515765,accepted,accepted,1,664.000000,1,-1,0,0.985838,1,1,0.780064,1,,ref=692.0ms scale=41.5ms anchors=8+6 cv=0.060 side_diff=0.064 stable=1
67580909917,8447544,1,327.999000,700.000000,35.586106,extra_peak_split,false_peak,1,0.000000,1,45,67581293918,0.956785,0,2,0.929764,0,额外波峰：与下一间期合并,extra_split first=328.0ms second=384.0ms sum=712.0ms ref=700.0ms anchors=8+8 side_diff=0.075
67581293918,8447592,1,384.001000,700.000000,35.586106,extra_peak_merge,false_peak_merged,1,712.000000,1,44,67580909917,0.956785,0,2,1.000000,0,额外波峰合并后的 NN,extra_split first=328.0ms second=384.0ms sum=712.0ms ref=700.0ms anchors=8+8 side_diff=0.075
67582093920,8447692,1,800.002000,707.999500,35.000000,accepted,accepted,1,800.002000,1,-1,0,0.954519,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=6+8 cv=0.042 side_diff=0.057 stable=1
67582773920,8447777,1,680.000000,712.001000,35.000000,accepted,accepted,1,680.000000,1,-1,0,0.984269,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=7+8 cv=0.033 side_diff=0.075 stable=1
67583509917,8447869,1,735.997000,700.000000,35.586106,accepted,accepted,1,735.997000,1,-1,0,0.982001,1,2,1.000000,0,,ref=700.0ms scale=35.6ms anchors=6+8 cv=0.051 side_diff=0.052 stable=1
67584221918,8447958,1,712.001000,695.999000,47.439494,accepted,accepted,1,712.001000,1,-1,0,0.991953,1,2,1.000000,0,,ref=696.0ms scale=47.4ms anchors=6+8 cv=0.068 side_diff=0.041 stable=1
67584917920,8448045,1,696.002000,699.997000,41.513541,accepted,accepted,1,696.002000,1,-1,0,0.998002,1,2,1.000000,1,,ref=700.0ms scale=41.5ms anchors=6+8 cv=0.059 side_diff=0.006 stable=1
67585621918,8448133,1,703.998000,704.001500,35.000000,accepted,accepted,1,703.998000,1,-1,0,0.999998,1,2,1.000000,0,,ref=704.0ms scale=35.0ms anchors=6+8 cv=0.042 side_diff=0.000 stable=1
67586341921,8448223,1,720.003000,700.000000,35.000000,accepted,accepted,1,720.003000,1,-1,0,0.989999,1,2,1.000000,0,,ref=700.0ms scale=35.0ms anchors=6+8 cv=0.042 side_diff=0.023 stable=1
67587061920,8448313,1,719.999000,703.998000,35.000000,accepted,accepted,1,719.999000,1,-1,0,0.992045,1,2,1.000000,0,,ref=704.0ms scale=35.0ms anchors=7+8 cv=0.034 side_diff=0.028 stable=1
67587797920,8448405,1,736.000000,707.996500,35.000000,accepted,accepted,1,736.000000,1,-1,0,0.986156,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+8 cv=0.025 side_diff=0.034 stable=1
67588493916,8448492,1,695.996000,711.995000,35.000000,accepted,accepted,1,695.996000,1,-1,0,0.992135,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+7 cv=0.033 side_diff=0.040 stable=1
67589157917,8448575,1,664.001000,711.998000,35.000000,accepted,accepted,1,664.001000,1,-1,0,0.976406,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+6 cv=0.025 side_diff=0.023 stable=1
67589821917,8448658,1,664.000000,711.995000,35.000000,accepted,accepted,1,664.000000,1,-1,0,0.976407,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+5 cv=0.017 side_diff=0.006 stable=1
67590509917,8448744,1,688.000000,707.996500,35.000000,accepted,accepted,1,688.000000,1,-1,0,0.990115,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+4 cv=0.025 side_diff=0.017 stable=1
67591221921,8448833,1,712.004000,703.998000,35.000000,accepted,accepted,1,712.004000,1,-1,0,0.996020,1,2,1.000000,0,,ref=704.0ms scale=35.0ms anchors=8+3 cv=0.034 side_diff=0.017 stable=1
67591893920,8448917,1,671.999000,711.999500,35.000000,accepted,accepted,1,671.999000,1,-1,0,0.980337,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+2 cv=0.025 side_diff=0.017 stable=1
67592613921,8449007,1,720.001000,695.996000,35.577952,accepted,accepted,1,720.001000,1,-1,0,0.987928,1,2,1.000000,0,,ref=696.0ms scale=35.6ms anchors=8+1 cv=0.051 side_diff=0.028 stable=1
67593325916,8449096,1,711.995000,691.998000,35.584624,accepted,accepted,1,711.995000,1,-1,0,0.989886,1,2,1.000000,0,,ref=692.0ms scale=35.6ms anchors=8+0 cv=0.051 side_diff=0.000 stable=1
67590509917,8448744,2,688.000000,711.999500,35.000000,accepted,accepted,1,688.000000,1,-1,0,0.988202,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+8 cv=0.033 side_diff=0.023 stable=1
67591221921,8448833,2,712.004000,707.996500,35.000000,accepted,accepted,1,712.004000,1,-1,0,0.998019,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+8 cv=0.042 side_diff=0.023 stable=1
67592613921,8449007,2,720.001000,703.995500,35.000000,accepted,accepted,1,720.001000,1,-1,0,0.992043,1,2,1.000000,0,,ref=704.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.028 stable=1
67593325916,8449096,2,711.995000,703.999500,35.000000,accepted,accepted,1,711.995000,1,-1,0,0.996025,1,2,1.000000,0,,ref=704.0ms scale=35.0ms anchors=8+8 cv=0.042 side_diff=0.034 stable=1
67594061920,8449188,1,736.004000,703.995500,35.000000,accepted,accepted,1,736.004000,1,-1,0,0.984087,1,2,1.000000,0,,ref=704.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.028 stable=1
67594781920,8449278,1,720.000000,711.995500,35.575728,accepted,accepted,1,720.000000,1,-1,0,0.996065,1,2,1.000000,0,,ref=712.0ms scale=35.6ms anchors=8+8 cv=0.050 side_diff=0.017 stable=1
67595509921,8449369,1,728.001000,711.995500,35.575728,accepted,accepted,1,728.001000,1,-1,0,0.992132,1,2,1.000000,0,,ref=712.0ms scale=35.6ms anchors=8+8 cv=0.050 side_diff=0.017 stable=1
67596197921,8449455,1,688.000000,711.999500,35.000000,accepted,accepted,1,688.000000,1,-1,0,0.988202,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+8 cv=0.042 side_diff=0.023 stable=1
67596861920,8449538,1,663.999000,711.999500,35.000000,accepted,accepted,1,663.999000,1,-1,0,0.976404,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+8 cv=0.042 side_diff=0.023 stable=1
67597549917,8449624,1,687.997000,711.995500,35.582400,accepted,accepted,1,687.997000,1,-1,0,0.988203,1,2,1.000000,0,,ref=712.0ms scale=35.6ms anchors=8+8 cv=0.050 side_diff=0.028 stable=1
67598261920,8449713,1,712.003000,699.997500,35.580917,accepted,accepted,1,712.003000,1,-1,0,0.993997,1,2,1.000000,0,,ref=700.0ms scale=35.6ms anchors=8+8 cv=0.051 side_diff=0.057 stable=1
67598997920,8449805,1,736.000000,687.998500,35.579435,accepted,accepted,1,736.000000,1,-1,0,0.975581,1,2,1.000000,0,,ref=688.0ms scale=35.6ms anchors=8+8 cv=0.052 side_diff=0.052 stable=1
67599709916,8449894,1,711.996000,687.998500,35.580917,accepted,accepted,1,711.996000,1,-1,0,0.987792,1,2,1.000000,0,,ref=688.0ms scale=35.6ms anchors=8+8 cv=0.052 side_diff=0.057 stable=1
67600421920,8449983,1,712.004000,687.998500,35.579435,accepted,accepted,1,712.004000,1,-1,0,0.987788,1,2,1.000000,0,,ref=688.0ms scale=35.6ms anchors=8+8 cv=0.052 side_diff=0.052 stable=1
67601085920,8450066,1,664.000000,696.000000,35.000000,accepted,accepted,1,664.000000,1,-1,0,0.983908,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.043 side_diff=0.046 stable=1
67601741920,8450148,1,656.000000,696.000000,35.000000,accepted,accepted,1,656.000000,1,-1,0,0.979885,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.043 side_diff=0.011 stable=1
67602421917,8450233,1,679.997000,707.998000,47.440976,accepted,accepted,1,679.997000,1,-1,0,0.986158,1,2,1.000000,0,,ref=708.0ms scale=47.4ms anchors=8+8 cv=0.067 side_diff=0.028 stable=1
67603093920,8450317,1,672.003000,711.999500,41.515765,accepted,accepted,1,672.003000,1,-1,0,0.980339,1,2,1.000000,0,,ref=712.0ms scale=41.5ms anchors=8+8 cv=0.058 side_diff=0.045 stable=1
67603757921,8450400,1,664.001000,711.999500,41.515765,accepted,accepted,1,664.001000,1,-1,0,0.976405,1,2,1.000000,0,,ref=712.0ms scale=41.5ms anchors=8+8 cv=0.058 side_diff=0.050 stable=1
67604437917,8450485,1,679.996000,707.998000,41.515024,accepted,accepted,1,679.996000,1,-1,0,0.986157,1,2,1.000000,0,,ref=708.0ms scale=41.5ms anchors=8+8 cv=0.059 side_diff=0.080 stable=1
67605141917,8450573,1,704.000000,691.999000,35.584624,accepted,accepted,1,704.000000,1,-1,0,0.993930,1,2,1.000000,0,,ref=692.0ms scale=35.6ms anchors=8+8 cv=0.051 side_diff=0.080 stable=1
67605901920,8450668,1,760.003000,691.999000,35.584624,accepted,accepted,1,760.003000,1,-1,0,0.965605,1,2,1.000000,0,,ref=692.0ms scale=35.6ms anchors=8+8 cv=0.051 side_diff=0.074 stable=1
67606653920,8450762,1,752.000000,691.999000,41.510576,accepted,accepted,1,752.000000,1,-1,0,0.969653,1,2,1.000000,1,,ref=692.0ms scale=41.5ms anchors=8+8 cv=0.060 side_diff=0.069 stable=1
67607397921,8450855,1,744.001000,700.000500,41.510576,accepted,accepted,1,744.001000,1,-1,0,0.978000,1,2,1.000000,0,,ref=700.0ms scale=41.5ms anchors=8+8 cv=0.059 side_diff=0.063 stable=1
67608133920,8450947,1,735.999000,711.999500,41.512059,accepted,accepted,1,735.999000,1,-1,0,0.988202,1,2,1.000000,0,,ref=712.0ms scale=41.5ms anchors=8+8 cv=0.058 side_diff=0.045 stable=1
67608861920,8451038,1,728.000000,719.999000,35.585365,accepted,accepted,1,728.000000,1,-1,0,0.996111,1,2,1.000000,0,,ref=720.0ms scale=35.6ms anchors=8+7 cv=0.049 side_diff=0.000 stable=1
67609549917,8451124,1,687.997000,727.998500,35.000000,accepted,accepted,1,687.997000,1,-1,0,0.980768,1,2,1.000000,0,,ref=728.0ms scale=35.0ms anchors=8+6 cv=0.041 side_diff=0.011 stable=1
67610229920,8451209,1,680.003000,728.000000,35.000000,accepted,accepted,1,680.003000,1,-1,0,0.976925,1,2,1.000000,0,,ref=728.0ms scale=35.0ms anchors=8+5 cv=0.033 side_diff=0.005 stable=1
67610925921,8451296,1,696.001000,728.000000,35.000000,accepted,accepted,1,696.001000,1,-1,0,0.984616,1,2,1.000000,0,,ref=728.0ms scale=35.0ms anchors=8+4 cv=0.024 side_diff=0.005 stable=1
67611653921,8451387,1,728.000000,728.000000,35.000000,accepted,accepted,1,728.000000,1,-1,0,1.000000,1,2,1.000000,0,,ref=728.0ms scale=35.0ms anchors=8+3 cv=0.033 side_diff=0.005 stable=1
67612373920,8451477,1,719.999000,728.000000,35.000000,accepted,accepted,1,719.999000,1,-1,0,0.996153,1,2,1.000000,0,,ref=728.0ms scale=35.0ms anchors=8+2 cv=0.024 side_diff=0.005 stable=1
67613109920,8451569,1,736.000000,727.997000,35.000000,accepted,accepted,1,736.000000,1,-1,0,0.996152,1,2,1.000000,0,,ref=728.0ms scale=35.0ms anchors=8+1 cv=0.016 side_diff=0.006 stable=1
67613837917,8451660,1,727.997000,723.999500,35.000000,accepted,accepted,1,727.997000,1,-1,0,0.998068,1,2,1.000000,0,,ref=724.0ms scale=35.0ms anchors=8+0 cv=0.025 side_diff=0.000 stable=1
67608861920,8451038,2,728.000000,723.998000,35.582400,accepted,accepted,1,728.000000,1,-1,0,0.998065,1,2,1.000000,0,,ref=724.0ms scale=35.6ms anchors=8+8 cv=0.049 side_diff=0.006 stable=1
67613109920,8451569,2,736.000000,715.998000,35.000000,accepted,accepted,1,736.000000,1,-1,0,0.990222,1,2,1.000000,0,,ref=716.0ms scale=35.0ms anchors=8+8 cv=0.041 side_diff=0.028 stable=1
67613837917,8451660,2,727.997000,704.000500,35.579435,accepted,accepted,1,727.997000,1,-1,0,0.988070,1,2,1.000000,0,,ref=704.0ms scale=35.6ms anchors=8+8 cv=0.051 side_diff=0.039 stable=1
67614565920,8451751,1,728.003000,696.002500,35.000000,accepted,accepted,1,728.003000,1,-1,0,0.983908,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.039 stable=1
67615293919,8451842,1,727.999000,696.002500,35.000000,accepted,accepted,1,727.999000,1,-1,0,0.983910,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.039 stable=1
67616005916,8451931,1,711.997000,700.003000,35.000000,accepted,accepted,1,711.997000,1,-1,0,0.994003,1,2,1.000000,0,,ref=700.0ms scale=35.0ms anchors=8+8 cv=0.042 side_diff=0.045 stable=1
67616701920,8452018,1,696.004000,707.999500,35.000000,accepted,accepted,1,696.004000,1,-1,0,0.994070,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+8 cv=0.042 side_diff=0.051 stable=1
67617373920,8452102,1,672.000000,711.996500,35.000000,accepted,accepted,1,672.000000,1,-1,0,0.980339,1,2,1.000000,0,,ref=712.0ms scale=35.0ms anchors=8+8 cv=0.033 side_diff=0.045 stable=1
67618053920,8452187,1,680.000000,707.999000,35.000000,accepted,accepted,1,680.000000,1,-1,0,0.986159,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.039 stable=1
67618741920,8452273,1,688.000000,707.999000,35.000000,accepted,accepted,1,688.000000,1,-1,0,0.990113,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.028 stable=1
67619437920,8452360,1,696.000000,707.999000,35.000000,accepted,accepted,1,696.000000,1,-1,0,0.994068,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.006 stable=1
67620133920,8452447,1,696.000000,707.999000,35.000000,accepted,accepted,1,696.000000,1,-1,0,0.994068,1,2,1.000000,0,,ref=708.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.023 stable=1
67620845918,8452536,1,711.998000,700.003000,35.000000,accepted,accepted,1,711.998000,1,-1,0,0.994003,1,2,1.000000,0,,ref=700.0ms scale=35.0ms anchors=8+8 cv=0.025 side_diff=0.023 stable=1
67621549920,8452624,1,704.002000,704.000000,35.000000,accepted,accepted,1,704.002000,1,-1,0,0.999999,1,2,1.000000,0,,ref=704.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.028 stable=1
67622237920,8452710,1,688.000000,700.003000,35.000000,accepted,accepted,1,688.000000,1,-1,0,0.993999,1,2,1.000000,0,,ref=700.0ms scale=35.0ms anchors=8+8 cv=0.025 side_diff=0.028 stable=1
67622949916,8452799,1,711.996000,696.000000,35.000000,accepted,accepted,1,711.996000,1,-1,0,0.991956,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.034 stable=1
67623629917,8452884,1,680.001000,700.001000,35.000000,accepted,accepted,1,680.001000,1,-1,0,0.990000,1,2,1.000000,0,,ref=700.0ms scale=35.0ms anchors=8+8 cv=0.025 side_diff=0.028 stable=1
67624349920,8452974,1,720.003000,696.000000,35.000000,accepted,accepted,1,720.003000,1,-1,0,0.987930,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.011 stable=1
67625061920,8453063,1,712.000000,696.000000,35.000000,accepted,accepted,1,712.000000,1,-1,0,0.991954,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.011 stable=1
67625797920,8453155,1,736.000000,696.000000,35.000000,accepted,accepted,1,736.000000,1,-1,0,0.979885,1,2,1.000000,0,,ref=696.0ms scale=35.0ms anchors=8+8 cv=0.034 side_diff=0.046 stable=1
67626549921,8453249,1,752.001000,692.000000,35.579435,accepted,accepted,1,752.001000,1,-1,0,0.969653,1,2,1.000000,0,,ref=692.0ms scale=35.6ms anchors=8+8 cv=0.051 side_diff=0.088 stable=1
