t_us,last_committed_t_us,polarity,template_correlation,autocorr_estimated_rr_ms,firmware_expected_rr_ms,candidate_peak_count,final_peak_count,inserted_peak_count,firmware_matched_count,multiscale_peak_count,elgendi_peak_count,dual_detector_peak_count,single_detector_peak_count,detector_consensus_ratio,detector_time_spread_p95_ms,stable_reference_rr_ms,local_dual_rr_ms,local_dual_rr_robust_cv,reference_update_reason,rejected_candidate_count,long_gap_rescue_count,waveform_amplitude,commit_until_t_us,latest_sample_t_us,reinit_reason
68202125920,68194237920,1,0.742857,751.997000,712.000000,35,0,0,0,34,27,26,9,0.742857,0.000000,721.528158,720.000000,0.065887,hold_previous_good_window,0,0,3.826176,68194683920,68201933920,
68207133920,68199677920,1,0.764706,720.000000,752.000000,34,1,0,1,34,26,26,8,0.764706,0.000000,722.847526,720.000000,0.065895,dual_consensus_update,1,0,4.803559,68199747920,68206997920,
68212141920,68204725917,1,0.750000,687.998500,703.999500,36,1,0,1,36,27,27,9,0.750000,0.000000,693.293496,687.998500,0.068958,dual_consensus_update,0,0,5.101963,68204835920,68212085920,
68217141920,68209165921,1,0.763158,672.000500,636.000000,38,0,0,0,38,29,29,9,0.763158,0.000000,678.293277,672.000500,0.114722,dual_consensus_update,0,0,5.534822,68209707920,68216957920,
68222141920,68214181920,1,0.783784,624.001000,615.999000,37,0,0,0,36,30,29,8,0.783784,0.000000,627.239274,624.001000,0.066532,dual_consensus_update,0,0,5.476781,68214795917,68222045917,
68227149920,68219621920,1,0.783784,624.001000,648.001500,37,0,0,0,36,30,29,8,0.783784,0.000000,624.004650,624.001000,0.047517,dual_consensus_update,0,0,5.360086,68219875917,68227125917,
68232157917,68224045917,1,0.935484,631.998500,727.999500,31,0,0,0,31,29,29,2,0.935484,0.000000,630.011495,631.998500,0.112606,dual_strong_update,0,0,5.690055,68224739918,68231989918,
68237157920,68229325920,1,0.931034,715.999500,732.000000,29,0,0,0,28,28,27,2,0.931034,0.000000,712.245042,715.999500,0.074547,dual_strong_update,0,0,5.609382,68229819921,68237069921,
68242165918,68234453920,1,0.900000,720.000500,719.997000,30,0,0,0,30,27,27,3,0.900000,0.000000,720.013609,720.000500,0.057657,dual_strong_update,0,0,5.600394,68234883920,68242133920,
68247165920,68239405920,1,0.875000,695.998000,691.999000,32,0,0,0,32,28,28,4,0.875000,0.000000,697.906362,695.998000,0.051135,dual_consensus_update,0,0,5.454356,68239755920,68247005920,
68252173920,68244701921,1,0.848485,680.000000,687.998500,33,1,0,1,33,28,28,5,0.848485,0.000000,680.196170,680.000000,0.034885,dual_consensus_update,1,0,5.488453,68244827921,68252077921,
68257173920,68249429918,1,0.852941,679.998500,687.999000,34,0,0,0,34,29,29,5,0.852941,0.000000,679.999029,679.998500,0.017445,dual_consensus_update,0,0,5.152915,68249907920,68257157920,
68262173920,68254189920,1,0.823529,679.998000,660.001500,34,0,0,0,34,28,28,6,0.823529,0.000000,679.997245,679.998000,0.017445,dual_consensus_update,0,0,5.011601,68254787917,68262037917,
68267181918,68259549920,1,0.906250,664.002500,648.004000,32,0,0,0,32,29,29,3,0.906250,0.000000,666.524086,664.002500,0.035729,dual_strong_update,0,0,5.098720,68259875920,68267125920,
68272189920,68264741917,1,0.966667,664.002500,664.002000,30,1,0,1,30,29,29,1,0.966667,0.000000,664.004730,664.002500,0.053578,dual_strong_update,0,0,4.779239,68264771920,68272021920,
68277197920,68269621918,1,0.933333,672.003000,711.996000,30,0,0,0,30,28,28,2,0.933333,0.000000,671.799151,672.003000,0.052963,dual_strong_update,0,0,4.548842,68269883918,68277133918,
68282197921,68274709917,1,0.933333,688.000000,680.004000,30,0,0,0,30,28,28,2,0.933333,0.000000,679.471744,688.000000,0.068956,dual_strong_update,0,0,4.636004,68274947921,68282197921,
68287205921,68279317917,1,0.933333,680.004000,672.003000,30,0,0,0,30,28,28,2,0.933333,0.000000,685.115369,680.004000,0.052311,dual_strong_update,0,0,4.209924,68279843920,68287093920,
68292213920,68284757919,1,0.935484,671.998500,668.000000,31,1,0,1,31,29,29,2,0.935484,0.000000,672.194487,671.998500,0.026479,dual_strong_update,0,0,4.002338,68284915920,68292165920,
68297213920,68289381921,1,0.935484,672.000500,664.001000,31,0,0,0,31,29,29,2,0.935484,0.000000,671.999978,672.000500,0.035298,dual_strong_update,0,0,3.872550,68289779920,68297029920,
68302213920,68294725920,1,0.966667,664.000500,655.999500,30,1,0,0,30,29,29,1,0.966667,0.000000,664.496743,664.000500,0.044658,dual_strong_update,0,0,4.004239,68294875916,68302125916,
68307213920,68299085917,1,0.882353,664.002000,668.001000,34,0,0,0,34,30,30,4,0.882353,0.000000,666.872422,664.002000,0.071448,dual_consensus_update,0,0,3.915797,68299963920,68307213920,
68312221920,68304717916,1,0.823529,680.000000,700.001000,34,1,0,1,33,29,28,6,0.823529,0.000000,683.587944,680.000000,0.087207,dual_consensus_update,1,0,4.280820,68304827920,68312077920,
68317221920,68309485920,1,0.843750,708.001000,704.000000,32,0,0,0,32,27,27,5,0.843750,0.000000,704.980525,708.001000,0.058631,dual_consensus_update,0,0,4.781031,68309899921,68317149921,
68322221920,68314517921,1,0.843750,708.001000,704.000500,32,0,0,0,32,27,27,5,0.843750,0.000000,708.601743,708.001000,0.058631,dual_consensus_update,0,0,4.367622,68314803920,68322053920,
68327221920,68319397916,1,0.964286,715.999000,720.000000,28,0,0,0,28,27,27,1,0.964286,0.000000,713.673228,715.999000,0.049701,dual_strong_update,0,0,4.546152,68319891920,68327141920,
68332229920,68324381920,1,0.900000,692.001500,672.000000,30,0,0,0,29,28,27,3,0.900000,0.000000,704.571792,692.001500,0.094268,dual_strong_update,0,0,4.173817,68324979920,68332229920,
68337237917,68329789921,1,0.965517,672.000000,664.000000,29,1,0,1,29,28,28,1,0.965517,0.000000,672.058852,672.000000,0.052950,dual_strong_update,1,0,4.633568,68329859917,68337109917,
68342237920,68334461920,1,0.935484,672.000000,679.998500,31,0,0,0,31,29,29,2,0.935484,0.000000,672.360694,672.000000,0.052946,dual_strong_update,0,0,4.405933,68334923920,68342173920,
68347237920,68339205917,1,0.900000,684.000000,728.000000,30,0,0,0,29,28,27,3,0.900000,0.000000,679.993054,684.000000,0.043351,dual_strong_update,0,0,4.924307,68339827921,68347077921,
68352237920,68344197920,1,0.965517,696.000000,704.000000,29,0,0,0,29,28,28,1,0.965517,0.000000,694.569009,696.000000,0.051124,dual_strong_update,0,0,4.454997,68344915920,68352165920,
68357237920,68349645917,1,0.928571,719.999000,692.000500,28,1,0,1,27,27,26,2,0.928571,0.000000,713.270877,719.999000,0.049424,dual_strong_update,0,0,4.852447,68349811920,68357061920,
68362237920,68354125920,1,0.962963,743.997000,751.999000,27,0,0,0,27,26,26,1,0.962963,0.000000,743.717914,743.997000,0.063774,dual_strong_update,0,0,5.207874,68354867917,68362117917,
68367237920,68359653920,1,0.928571,752.004000,760.000000,28,0,0,0,28,26,26,2,0.928571,0.000000,749.584495,752.004000,0.110414,dual_strong_update,0,0,5.909565,68359963920,68367213920,
68372245917,68364669918,1,0.925926,776.000000,784.000000,27,1,0,1,27,25,25,2,0.925926,0.000000,775.599496,776.000000,0.076422,dual_strong_update,1,0,5.883097,68364835917,68372085917,
68377245921,68369485917,1,0.961538,780.000000,780.000000,26,0,0,0,26,25,25,1,0.961538,0.000000,779.599188,780.000000,0.053227,dual_strong_update,0,0,5.315371,68369899920,68377149920,
68382253917,68374973920,1,0.961538,776.000000,744.003000,26,1,0,1,26,25,25,1,0.961538,0.000000,776.010234,776.000000,0.053496,dual_strong_update,0,0,5.146921,68374995918,68382245918,
68387253920,68379533920,1,0.962963,760.000000,728.000000,27,0,0,0,27,26,26,1,0.962963,0.000000,761.532374,760.000000,0.046827,dual_strong_update,0,0,4.921196,68379891920,68387141920,
68392253920,68384749920,1,0.962963,751.997000,728.001500,27,0,0,0,27,26,26,1,0.962963,0.000000,750.699714,751.997000,0.031561,dual_strong_update,0,0,4.877158,68384979921,68392229921,
68397253920,68389741917,1,0.928571,751.997000,727.999000,28,1,0,1,28,26,26,2,0.928571,0.000000,751.678106,751.997000,0.031551,dual_strong_update,0,0,4.649917,68389851920,68397101920,
68402261917,68394325920,1,0.928571,752.002000,756.001500,28,0,0,0,28,26,26,2,0.928571,0.000000,752.000993,752.002000,0.047315,dual_strong_update,0,0,4.622019,68394915921,68402165921,
68407261918,68399653921,1,0.925926,760.001500,736.000000,27,0,0,0,26,26,25,2,0.925926,0.000000,759.990257,760.001500,0.031209,dual_strong_update,0,0,4.793272,68400003917,68407253917,
68412261918,68404333921,1,0.925926,760.001000,755.996000,27,0,0,0,27,25,25,2,0.925926,0.000000,760.001256,760.001000,0.039020,dual_strong_update,0,0,5.038366,68404891920,68412141920,
68417261920,68409533916,1,0.961538,780.000500,759.996000,26,0,0,0,26,25,25,1,0.961538,0.000000,777.100486,780.000500,0.038020,dual_strong_update,0,0,5.548210,68409995920,68417245920,
68422269920,68414261920,1,0.888889,768.001000,752.001000,27,0,0,0,26,25,24,3,0.888889,0.000000,768.530315,768.001000,0.061779,dual_consensus_update,0,0,5.738161,68414867920,68422117920,
68427269920,68419941920,1,0.857143,768.002000,752.001000,28,1,0,1,27,25,24,4,0.857143,0.000000,769.227901,768.002000,0.061777,dual_consensus_update,1,0,5.227134,68419955920,68427205920,
68432269920,68424301920,1,0.896552,727.998000,711.997000,29,0,0,0,29,26,26,3,0.896552,0.000000,735.727445,727.998000,0.081460,dual_consensus_update,1,0,5.213928,68424843920,68432093920,
68437269920,68429909921,1,0.870968,716.001000,683.999000,31,1,0,1,31,27,27,4,0.870968,0.000000,719.017309,716.001000,0.057981,dual_consensus_update,1,0,5.060422,68429931920,68437181920,
68442269920,68434853920,1,0.896552,720.003000,716.000500,29,1,0,1,29,26,26,3,0.896552,0.000000,721.417065,720.003000,0.049426,dual_consensus_update,0,0,4.567626,68434995920,68442245920,
68447269920,68439277916,1,0.931034,719.999000,696.002000,29,0,0,0,29,27,27,2,0.931034,0.000000,722.213651,719.999000,0.065889,dual_strong_update,0,0,4.261428,68439859920,68447109920,
68452277920,68444437920,1,0.962963,736.000000,704.001500,27,0,0,0,27,26,26,1,0.962963,0.000000,734.861615,736.000000,0.032230,dual_strong_update,0,0,4.455058,68444915921,68452165921,
68457277920,68449421921,1,0.962963,728.002000,703.999000,27,0,0,0,27,26,26,1,0.962963,0.000000,728.104004,728.002000,0.048869,dual_strong_update,0,0,4.687510,68449987920,68457237920,
68462277920,68454541920,1,0.964286,720.001000,720.001000,28,0,0,0,28,27,27,1,0.964286,0.000000,722.727790,720.001000,0.032944,dual_strong_update,0,0,4.682210,68454883920,68462133920,
68467285920,68459589919,1,0.928571,720.002000,720.002000,28,0,0,0,27,27,26,2,0.928571,0.000000,721.945225,720.002000,0.032938,dual_strong_update,0,0,4.611060,68459955920,68467205920,
68472293920,68464661920,1,0.870968,711.999500,704.000000,31,0,0,0,31,27,27,4,0.870968,0.000000,712.108339,711.999500,0.033320,dual_consensus_update,0,0,5.061748,68465035918,68472285918,
68477301920,68469501920,1,0.771429,708.000000,692.001000,35,0,0,0,34,28,27,8,0.771429,0.000000,708.937472,708.000000,0.041880,dual_consensus_update,0,0,5.298170,68469883920,68477133920,
68482309917,68474397920,1,0.777778,688.002000,684.001500,36,0,0,0,36,28,28,8,0.777778,0.000000,688.146022,688.002000,0.051712,dual_consensus_update,0,0,5.707583,68474963920,68482213920,
68487309921,68479669920,1,0.729730,672.001000,688.003500,37,0,0,0,36,28,27,10,0.729730,0.000000,688.016168,688.002000,0.051718,hold_previous_good_window,1,0,5.936244,68480043918,68487293918,
68492317920,68484677920,1,0.750000,688.001000,692.003500,36,0,0,0,35,28,27,9,0.750000,0.000000,688.001025,688.001000,0.051719,dual_consensus_update,0,0,5.277313,68484923920,68492173920,
68497325920,68489581917,1,0.777778,687.997000,680.000000,36,0,0,0,36,28,28,8,0.777778,0.000000,687.997074,687.997000,0.051706,dual_consensus_update,1,0,5.159173,68489979921,68497229921,
68502325920,68494309917,1,0.805556,672.000000,664.001000,36,1,0,1,36,29,29,7,0.805556,0.000000,672.605669,672.000000,0.035293,dual_consensus_update,0,0,4.461926,68495075920,68502325920,
68507325920,68499581920,1,0.852941,671.999500,664.001500,34,0,0,0,34,29,29,5,0.852941,0.000000,671.999566,671.999500,0.035292,dual_consensus_update,0,0,4.293279,68499971920,68507221920,
68512333920,68505045920,1,0.875000,672.000000,687.999000,32,1,0,1,32,28,28,4,0.875000,0.000000,671.999929,672.000000,0.035296,dual_consensus_update,0,0,4.719581,68505051917,68512301917,
68517333920,68509805918,1,0.903226,687.998000,688.000000,31,1,0,1,31,28,28,3,0.903226,0.000000,687.408409,687.998000,0.034481,dual_strong_update,0,0,4.891366,68509939920,68517189920,
68522333920,68514765920,1,0.870968,688.000000,688.000000,31,0,0,0,31,27,27,4,0.870968,0.000000,687.999769,688.000000,0.034479,dual_consensus_update,0,0,5.223856,68515011916,68522261916,
68527333920,68519517920,1,0.933333,680.002000,679.998500,30,0,0,0,30,28,28,2,0.933333,0.000000,684.482011,680.002000,0.017447,dual_strong_update,0,0,5.497804,68520067917,68527317917,
68532333921,68524933920,1,0.933333,680.000000,680.002000,30,1,0,1,30,28,28,2,0.933333,0.000000,680.005098,680.000000,0.017442,dual_strong_update,0,0,4.967765,68524979921,68532229921,
68537341918,68529613920,1,0.966667,679.999500,703.997000,30,0,0,0,30,29,29,1,0.966667,0.000000,679.998457,679.999500,0.017447,dual_strong_update,0,0,4.920108,68530051920,68537301920,
68542341918,68534325918,1,0.903226,671.999000,695.999000,31,0,0,0,31,28,28,3,0.903226,0.000000,672.700343,671.999000,0.035302,dual_strong_update,0,0,4.522654,68534955921,68542205921,
68547341920,68539677918,1,0.878788,671.999500,655.999500,33,0,0,0,33,29,29,4,0.878788,0.000000,672.311581,671.999500,0.035304,dual_consensus_update,1,0,5.065334,68540027920,68547277920,
68552349921,68544301920,1,0.909091,648.000000,651.999500,33,0,0,0,33,30,30,3,0.909091,0.000000,649.942013,648.000000,0.073215,dual_strong_update,0,0,5.308569,68544915921,68552165921,
68557357917,68549949921,1,0.906250,644.001000,656.000000,32,1,0,0,31,30,29,3,0.906250,0.000000,645.632978,644.001000,0.082876,dual_strong_update,0,0,5.686597,68549995920,68557245920,
68562357918,68554421916,1,0.906250,672.000000,688.001000,32,0,0,0,32,29,29,3,0.906250,0.000000,673.524896,672.000000,0.061772,dual_strong_update,0,0,5.609737,68555091918,68562341918,
68567357918,68559261920,1,0.937500,656.000000,688.000000,32,0,0,0,32,30,30,2,0.937500,0.000000,650.763167,656.000000,0.090402,dual_strong_update,0,0,4.449909,68559947920,68567197920,
68572357918,68564565921,1,0.933333,688.001000,688.000000,30,0,0,0,30,28,28,2,0.933333,0.000000,686.323744,688.001000,0.051721,dual_strong_update,0,0,4.468509,68565027921,68572277921,
68577357920,68569861918,1,0.848485,688.000000,704.000000,33,0,0,0,33,28,28,5,0.848485,0.000000,687.999206,688.000000,0.068952,dual_consensus_update,0,0,3.949426,68570075920,68577325920,
68582365920,68574813920,1,0.933333,704.000000,708.000500,30,1,0,1,30,28,28,2,0.933333,0.000000,698.432512,704.000000,0.067391,dual_strong_update,0,0,3.794534,68574939920,68582189920,
68587373920,68579709920,1,0.931034,711.999000,712.005000,29,0,0,0,29,27,27,2,0.931034,0.000000,711.580230,711.999000,0.033316,dual_strong_update,0,0,3.563013,68580043920,68587293920,
68592381918,68584749921,1,0.964286,704.000000,712.005000,28,0,0,0,28,27,27,1,0.964286,0.000000,704.034321,704.000000,0.033699,dual_strong_update,0,0,3.571251,68585131918,68592381918,
68597381918,68589549917,1,0.965517,696.000000,663.996000,29,0,0,0,29,28,28,1,0.965517,0.000000,697.485951,696.000000,0.068174,dual_strong_update,0,0,3.847427,68590035920,68597285920,
68602381921,68595085917,1,0.965517,696.001000,700.002000,29,1,0,1,29,28,28,1,0.965517,0.000000,696.001688,696.001000,0.068176,dual_strong_update,0,0,4.410327,68595115920,68602365920,
68607381921,68599901920,1,0.965517,696.000000,696.000000,29,1,0,1,29,28,28,1,0.965517,0.000000,695.999768,696.000000,0.068166,dual_strong_update,0,0,4.635774,68600003921,68607253921,
68612389917,68604789917,1,1.000000,696.000000,696.001000,28,0,0,0,28,28,28,0,1.000000,0.000000,696.000000,696.000000,0.068166,dual_strong_update,0,0,5.111067,68605083916,68612333916,
68617389917,68609669920,1,1.000000,696.001000,696.001000,27,0,0,0,27,27,27,0,1.000000,0.000000,699.762227,696.001000,0.059647,dual_strong_update,0,0,5.156779,68609963919,68617213919,
68622389920,68614797918,1,1.000000,720.001500,751.999500,27,0,0,0,27,27,27,0,1.000000,0.000000,709.455621,720.001500,0.082361,dual_strong_update,0,0,5.145466,68615051920,68622301920,
68627389920,68619821920,1,0.931034,735.999500,736.001000,29,1,0,1,29,27,27,2,0.931034,0.000000,735.915867,735.999500,0.072521,dual_strong_update,0,0,5.242029,68619947920,68627197920,
68632397916,68624397920,1,0.931034,696.001500,711.998500,29,0,0,0,29,27,27,2,0.931034,0.000000,699.979547,696.001500,0.068168,dual_strong_update,0,0,5.363609,68625027920,68632277920,
68637397919,68629717920,1,0.931034,696.002500,687.999000,29,0,0,0,29,27,27,2,0.931034,0.000000,696.016619,696.002500,0.068170,dual_strong_update,0,0,5.578277,68630115921,68637365921,
68642397920,68634557920,1,1.000000,696.000000,688.000000,26,0,0,0,26,26,26,0,1.000000,0.000000,696.000562,696.000000,0.068163,dual_strong_update,0,0,6.000000,68634987920,68642237920,
68647397920,68639773920,1,0.961538,711.998500,708.001500,26,0,0,0,26,25,25,1,0.961538,0.000000,707.200760,711.998500,0.099952,dual_strong_update,0,0,6.000000,68640059920,68647309920,
68652405920,68644405921,1,0.857143,791.999000,728.001500,28,0,0,0,27,25,24,4,0.857143,0.000000,790.405950,791.999000,0.119802,dual_consensus_update,1,0,5.823252,68645155920,68652405920,
68657405920,68649901920,1,0.821429,787.999500,736.001000,28,1,0,1,28,23,23,5,0.821429,0.000000,790.997553,787.999500,0.067739,dual_consensus_update,0,0,6.000000,68650059920,68657309920,
68662405920,68654477920,1,0.806452,772.000000,728.000000,31,0,0,0,31,25,25,6,0.806452,0.000000,773.744672,772.000000,0.061451,dual_consensus_update,1,0,5.983566,68655139921,68662389921,
68667405921,68659541916,1,0.896552,759.996000,736.000000,29,0,0,0,29,26,26,3,0.896552,0.000000,757.988623,759.996000,0.062416,dual_consensus_update,0,0,6.000000,68660019920,68667269920,
68672413920,68664941920,1,0.892857,744.000000,744.004000,28,1,0,1,28,25,25,3,0.892857,0.000000,752.687888,744.000000,0.071742,dual_consensus_update,0,0,6.000000,68665107921,68672357921,
68677421920,68669877921,1,0.925926,780.002000,756.000000,27,1,0,1,27,25,25,2,0.925926,0.000000,773.870648,780.002000,0.076037,dual_strong_update,0,0,6.000000,68669979920,68677229920,
68682421920,68674461920,1,0.923077,768.003000,740.001000,26,0,0,0,26,24,24,2,0.923077,0.000000,772.069123,768.003000,0.077211,dual_strong_update,0,0,6.000000,68675051920,68682301920,
68687421920,68679413917,1,0.923077,768.003000,759.999000,26,0,0,0,26,24,24,2,0.923077,0.000000,773.195429,768.003000,0.046339,dual_strong_update,0,0,6.000000,68680139920,68687389920,
68692421920,68684725920,1,0.925926,768.002000,748.001000,27,0,0,0,27,25,25,2,0.925926,0.000000,768.007313,768.002000,0.046329,dual_strong_update,0,0,6.000000,68685011921,68692261921,
68697421920,68690053917,1,0.866667,759.996000,735.999500,30,1,0,1,29,27,26,4,0.866667,0.000000,757.834758,759.996000,0.062428,dual_consensus_update,0,0,5.814933,68690099921,68697349921,
68702429921,68694637920,1,0.794118,735.998500,712.001500,34,0,0,0,34,27,27,7,0.794118,0.000000,738.801183,735.998500,0.072530,dual_consensus_update,1,0,5.410727,68695003917,68702253917,
68707437920,68699341920,1,0.750000,716.001000,723.997500,36,0,0,0,36,27,27,9,0.750000,0.000000,716.048199,716.001000,0.107674,dual_consensus_update,0,0,5.627746,68700067920,68707317920,
68712437920,68704797920,1,0.710526,688.000000,692.000000,38,0,0,0,38,27,27,11,0.710526,0.000000,716.048199,716.001000,0.091111,hold_previous_good_window,1,0,5.669500,68705163920,68712413920,
68717445920,68710021920,1,0.756757,688.000000,664.001500,37,1,0,1,37,28,28,9,0.756757,0.000000,703.777112,688.000000,0.103437,dual_consensus_update,0,0,5.149639,68710043920,68717293920,
68722453918,68715037920,1,0.823529,711.997000,700.000000,34,1,0,1,34,28,28,6,0.823529,0.000000,708.785304,711.997000,0.083299,dual_consensus_update,0,0,4.705755,68715139917,68722389917,
68727453918,68719933921,1,0.736842,711.997000,700.000500,38,1,0,1,38,28,28,10,0.736842,0.000000,680.919635,672.002000,0.088243,hold_previous_good_window,1,0,4.387756,68720043917,68727293917,
68732461921,68724733920,1,0.636364,695.999000,655.996000,44,0,0,0,42,30,28,16,0.636364,0.000000,655.298437,648.001000,0.073217,hold_previous_good_window,1,0,5.114925,68725131917,68732381917,
68737469920,68729805920,1,0.674419,640.000000,643.997500,43,0,0,0,43,29,29,14,0.674419,0.000000,655.298437,648.000000,0.054911,hold_previous_good_window,1,0,5.241279,68730219920,68737469920,
68742469920,68734917918,1,0.736842,639.997000,720.000000,38,1,0,1,38,28,28,10,0.736842,0.000000,655.298437,648.001000,0.054913,hold_previous_good_window,0,0,5.903541,68735067920,68742317920,
68747469920,68740077917,1,0.710526,720.000000,720.000000,38,1,0,1,38,27,27,11,0.710526,0.000000,655.298437,715.999500,0.107668,hold_previous_good_window,0,0,5.901588,68740155920,68747405920,
68752477920,68744557920,1,0.666667,752.000000,719.999500,39,0,0,0,39,26,26,13,0.666667,0.000000,655.298437,720.000000,0.049418,hold_previous_good_window,0,0,6.000000,68745043920,68752293920,
68757477920,68749621918,1,0.675000,719.997000,716.000500,40,0,0,0,40,27,27,13,0.675000,0.000000,655.298437,719.999000,0.049418,hold_previous_good_window,1,0,6.000000,68750099920,68757349920,
68762485920,68754621917,1,0.658537,719.997000,703.997500,41,0,0,0,41,27,27,14,0.658537,0.000000,655.298437,711.999500,0.049976,hold_previous_good_window,0,0,6.000000,68755187920,68762437920,
68767485921,68759973920,1,0.717949,656.000000,688.002000,39,1,0,1,39,28,28,11,0.717949,0.000000,655.298437,696.000000,0.068168,hold_previous_good_window,1,0,6.000000,68760075917,68767325917,
68772493916,68764941917,1,0.823529,680.000000,683.998500,34,1,0,1,33,29,28,6,0.823529,0.000000,680.071510,680.000000,0.087216,dual_consensus_update,0,0,5.212098,68765139918,68772389918,
68777493920,68770101917,1,0.875000,688.000000,672.001000,32,1,0,1,32,28,28,4,0.875000,0.000000,687.955307,688.000000,0.051727,dual_consensus_update,0,0,6.000000,68770203920,68777453920,
68782501920,68774485921,1,0.903226,672.001000,704.001000,31,0,0,0,31,28,28,3,0.903226,0.000000,672.037019,672.001000,0.088243,dual_strong_update,0,0,5.903871,68775083920,68782333920,
68787501920,68779757921,1,0.843750,696.001500,700.003500,32,0,0,0,32,27,27,5,0.843750,0.000000,693.321407,696.001500,0.068164,dual_consensus_update,0,0,5.890170,68780179921,68787429921,
68792509918,68784837920,1,0.848485,672.000000,696.003000,33,0,0,0,33,28,28,5,0.848485,0.000000,672.278847,672.000000,0.052943,dual_consensus_update,0,0,5.018495,68785259918,68792509918,
68797509920,68789453921,1,0.903226,696.000000,688.004000,31,0,0,0,31,28,28,3,0.903226,0.000000,692.490158,696.000000,0.068163,dual_strong_update,0,0,4.189452,68790139920,68797389920,
68802509920,68794957920,1,0.933333,695.996000,703.998000,30,0,0,0,30,28,28,2,0.933333,0.000000,695.993395,695.996000,0.068174,dual_strong_update,0,0,4.210491,68795227920,68802477920,
68807509920,68799853918,1,0.875000,696.000000,703.997000,32,0,0,0,32,28,28,4,0.875000,0.000000,695.942895,696.000000,0.051131,dual_consensus_update,0,0,5.211428,68800115920,68807365920,
68812509920,68804845920,1,0.870968,711.998000,695.999500,31,0,0,0,31,27,27,4,0.870968,0.000000,711.726508,711.998000,0.041648,dual_consensus_update,0,0,6.000000,68805179917,68812429917,
68817509920,68809773917,1,0.843750,707.998500,684.001000,32,0,0,0,32,27,27,5,0.843750,0.000000,706.375197,707.998500,0.041888,dual_consensus_update,0,0,6.000000,68810235921,68817485921,
68822509920,68814653917,1,0.794118,703.998000,699.998500,34,0,0,0,34,27,27,7,0.794118,0.000000,704.052327,703.998000,0.033704,dual_consensus_update,0,0,6.000000,68815107917,68822357917,
68827509921,68819709920,1,0.794118,696.003000,703.996000,34,0,0,0,33,28,27,7,0.794118,0.000000,697.251688,696.003000,0.059647,dual_consensus_update,0,0,6.000000,68820171920,68827421920,
68832517920,68824573917,1,0.818182,696.001000,679.999000,33,0,0,0,33,27,27,6,0.818182,0.000000,696.018975,696.001000,0.051124,dual_consensus_update,0,0,5.526579,68825251920,68832501920,
68837525920,68829453917,1,0.823529,696.002000,696.002000,34,0,0,0,34,28,28,6,0.823529,0.000000,696.001037,696.002000,0.034089,dual_consensus_update,0,0,5.492233,68830115920,68837365920,
68842533920,68834925921,1,0.900000,696.001500,696.002000,30,0,0,0,30,27,27,3,0.900000,0.000000,695.960186,696.001500,0.025559,dual_strong_update,0,0,4.596879,68835195920,68842445920,
68847533920,68839869921,1,0.843750,700.000500,707.999000,32,0,0,0,32,27,27,5,0.843750,0.000000,698.489619,700.000500,0.025415,dual_consensus_update,0,0,4.278659,68840259920,68847509920,
68852541917,68844829921,1,0.742857,704.002000,700.001000,35,0,0,0,34,27,26,9,0.742857,0.000000,700.951236,704.000000,0.033691,hold_previous_good_window,0,0,4.270797,68845131920,68852381920,
68857541920,68849893920,1,0.722222,720.000000,688.000500,36,0,0,0,35,27,26,10,0.722222,0.000000,697.989780,696.001500,0.034084,hold_previous_good_window,1,0,4.130432,68850211920,68857461920,
68862549921,68854885920,1,0.729730,696.002000,688.002000,37,0,0,0,37,27,27,10,0.729730,0.000000,692.107679,692.001500,0.068558,hold_previous_good_window,1,0,4.577136,68855291919,68862541919,
68867557920,68859605918,1,0.818182,696.002000,711.998000,33,0,0,0,33,27,27,6,0.818182,0.000000,695.809392,696.002000,0.076688,dual_consensus_update,0,0,5.886253,68860179920,68867429920,
68872557920,68864813917,1,0.931034,723.998500,724.001000,29,0,0,0,29,27,27,2,0.931034,0.000000,718.479676,723.998500,0.081910,dual_strong_update,0,0,6.000000,68865251921,68872501921,
68877557920,68869733920,1,1.000000,735.999500,727.998000,27,0,0,0,27,27,27,0,1.000000,0.000000,735.831690,735.999500,0.048352,dual_strong_update,0,0,6.000000,68870115921,68877365921,
68882557921,68875109921,1,1.000000,735.999500,736.000000,27,1,0,1,27,27,27,0,1.000000,0.000000,735.999089,735.999500,0.048353,dual_strong_update,0,0,6.000000,68875203920,68882453920,
68887557921,68880165920,1,1.000000,728.000000,696.003000,26,1,0,1,26,26,26,0,1.000000,0.000000,727.205727,728.000000,0.065171,dual_strong_update,0,0,6.000000,68880291920,68887541920,
68892565917,68885021920,1,0.962963,719.997000,704.000000,27,1,0,1,26,27,26,1,0.962963,0.000000,720.130775,719.997000,0.082353,dual_strong_update,0,0,6.000000,68885155921,68892405921,
68897565921,68890101921,1,1.000000,720.000000,723.999500,26,1,0,1,26,26,26,0,1.000000,0.000000,720.552807,720.000000,0.082367,dual_strong_update,0,0,6.000000,68890259917,68897509917,
68902573920,68894525917,1,1.000000,727.999000,736.000000,26,0,0,0,26,26,26,0,1.000000,0.000000,723.195566,727.999000,0.048875,dual_strong_update,0,0,6.000000,68895155921,68902405921,
68907573920,68899749921,1,1.000000,727.999000,724.000500,26,0,0,0,26,26,26,0,1.000000,0.000000,728.282622,727.999000,0.032589,dual_strong_update,0,0,6.000000,68900235920,68907485920,
