t_us,last_committed_t_us,polarity,template_correlation,autocorr_estimated_rr_ms,firmware_expected_rr_ms,candidate_peak_count,final_peak_count,inserted_peak_count,firmware_matched_count,multiscale_peak_count,elgendi_peak_count,dual_detector_peak_count,single_detector_peak_count,detector_consensus_ratio,detector_time_spread_p95_ms,stable_reference_rr_ms,local_dual_rr_ms,local_dual_rr_robust_cv,reference_update_reason,rejected_candidate_count,long_gap_rescue_count,waveform_amplitude,commit_until_t_us,latest_sample_t_us,reinit_reason
68912581920,68905005917,1,0.928571,727.999000,720.002000,28,0,0,0,27,27,26,2,0.928571,0.000000,726.603543,727.999000,0.048877,dual_strong_update,0,0,6.000000,68905283920,68912533920,
68917581921,68909797918,1,0.928571,743.996000,711.999500,28,0,0,0,28,26,26,2,0.928571,0.000000,739.565879,743.996000,0.063760,dual_strong_update,0,0,6.000000,68910155920,68917405920,
68922589920,68915109919,1,0.900000,724.000000,736.004000,30,1,0,1,30,27,27,3,0.900000,0.000000,730.202430,724.000000,0.057339,dual_strong_update,0,0,6.000000,68915227920,68922477920,
68927589921,68919677920,1,0.838710,744.003000,732.003000,31,0,0,0,31,26,26,5,0.838710,0.000000,744.964540,744.003000,0.063775,dual_consensus_update,0,0,5.890745,68920315918,68927565918,
68932597920,68924709920,1,0.928571,752.001000,724.001000,28,0,0,0,28,26,26,2,0.928571,0.000000,751.201578,752.001000,0.063089,dual_strong_update,0,0,4.456280,68925187917,68932437917,
68937597920,68929989918,1,0.925926,763.999500,760.000000,27,0,0,0,27,25,25,2,0.925926,0.000000,759.184078,763.999500,0.054343,dual_strong_update,0,0,4.976817,68930251921,68937501921,
68942605920,68934653917,1,0.892857,760.000500,752.000000,28,0,0,0,28,25,25,3,0.892857,0.000000,761.519526,760.000500,0.062421,dual_consensus_update,0,0,5.461291,68935355920,68942605920,
68947605920,68939853921,1,0.896552,752.001000,735.999000,29,0,0,0,29,26,26,3,0.896552,0.000000,753.441739,752.001000,0.047317,dual_consensus_update,0,0,5.729350,68940243920,68947493920,
68952605920,68945085916,1,0.838710,744.000000,723.998500,31,0,0,0,31,26,26,5,0.838710,0.000000,744.070421,744.000000,0.063766,dual_consensus_update,0,0,6.000000,68945315921,68952565921,
68957613920,68949957919,1,0.870968,703.998000,692.000000,31,0,0,0,31,27,27,4,0.870968,0.000000,706.892628,703.998000,0.084234,dual_consensus_update,0,0,6.000000,68950179921,68957429921,
68962613920,68955013918,1,0.903226,688.001000,688.000000,31,0,0,0,31,28,28,3,0.903226,0.000000,689.732112,688.001000,0.103433,dual_strong_update,0,0,5.458661,68955291920,68962541920,
68967613920,68959869921,1,0.965517,704.001000,728.001000,29,1,0,0,29,28,28,1,0.965517,0.000000,701.804414,704.001000,0.084239,dual_strong_update,0,0,4.762872,68960363920,68967613920,
68972613920,68965077920,1,0.965517,695.999000,720.000000,29,1,0,1,29,28,28,1,0.965517,0.000000,697.485390,695.999000,0.085218,dual_strong_update,0,0,4.026428,68965251920,68972501920,
68977613920,68970093917,1,0.931034,699.998000,704.000000,29,0,0,0,28,28,27,2,0.931034,0.000000,702.518648,699.998000,0.059309,dual_strong_update,0,0,4.024498,68970331921,68977581921,
68982613920,68974869920,1,0.964286,707.999500,712.000000,28,0,0,0,28,27,27,1,0.964286,0.000000,708.214376,707.999500,0.058634,dual_strong_update,0,0,4.774162,68975227917,68982477917,
68987613920,68979877920,1,0.931034,703.998000,728.000000,29,0,0,0,29,27,27,2,0.931034,0.000000,704.002622,703.998000,0.050542,dual_strong_update,0,0,4.910200,68980315920,68987565920,
68992621920,68984789920,1,0.931034,708.001000,704.000000,29,0,0,0,29,27,27,2,0.931034,0.000000,707.455810,708.001000,0.058631,dual_strong_update,0,0,5.056737,68985371920,68992621920,
68997621920,68989797920,1,0.931034,708.002500,719.999000,29,0,0,0,29,27,27,2,0.931034,0.000000,707.578257,708.002500,0.041880,dual_strong_update,0,0,4.828492,68990259921,68997509921,
69002621920,68994733918,1,0.870968,703.998000,708.000000,31,0,0,0,31,27,27,4,0.870968,0.000000,705.267804,703.998000,0.033698,dual_consensus_update,0,0,4.895868,68995347916,69002597916,
69007629920,68999709920,1,0.933333,696.000000,692.001500,30,0,0,0,30,28,28,2,0.933333,0.000000,696.085639,696.000000,0.034074,dual_strong_update,0,0,4.824211,69000243920,69007493920,
69012637920,69005261916,1,0.818182,696.002000,703.999500,33,1,0,1,32,28,27,6,0.818182,0.000000,696.001663,696.002000,0.017047,dual_consensus_update,0,0,5.253896,69005307920,69012557920,
69017637920,69010181921,1,0.794118,696.000000,703.999500,34,0,0,0,34,27,27,7,0.794118,0.000000,696.005962,696.000000,0.017046,dual_consensus_update,0,0,5.328629,69010387920,69017637920,
69022637920,69015085917,1,0.794118,695.999000,699.998000,34,1,0,1,34,27,27,7,0.794118,0.000000,695.998662,695.999000,0.034083,dual_consensus_update,0,0,5.158863,69015259917,69022509917,
69027637920,69019869920,1,0.823529,695.996000,699.998500,34,0,0,0,34,28,28,6,0.823529,0.000000,695.996670,695.996000,0.051133,dual_consensus_update,0,0,4.155067,69020331920,69027581920,
69032645916,69024645917,1,0.906250,664.000000,664.001000,32,0,0,0,32,29,29,3,0.906250,0.000000,664.797147,664.000000,0.071445,dual_strong_update,0,0,4.582252,69025195921,69032445921,
69037645920,69030125921,1,0.852941,672.001500,672.001000,34,1,0,1,34,29,29,5,0.852941,0.000000,671.408586,672.001500,0.052955,dual_consensus_update,0,0,4.828776,69030259920,69037509920,
69042653920,69034893916,1,0.909091,639.999000,676.001000,33,0,0,0,33,30,30,3,0.909091,0.000000,642.721191,639.999000,0.092660,dual_strong_update,0,0,4.774636,69035355920,69042605920,
69047653920,69039933920,1,0.903226,663.999000,744.002000,31,0,0,0,30,29,28,3,0.903226,0.000000,659.269047,663.999000,0.142890,dual_strong_update,0,0,5.554288,69040251920,69047501920,
69052653920,69045109918,1,0.965517,672.005000,735.999000,29,0,0,0,29,28,28,1,0.965517,0.000000,673.235637,672.005000,0.176492,dual_consensus_update,0,0,4.676638,69045331917,69052581917,
69057653920,69049861920,1,1.000000,676.000000,704.000000,29,0,0,0,29,29,29,0,1.000000,0.000000,677.476314,676.000000,0.193001,dual_consensus_update,0,0,3.871849,69050395920,69057645920,
69062653920,69055077917,1,0.933333,672.002000,671.996000,30,1,0,1,29,29,28,2,0.933333,0.000000,678.572115,672.002000,0.070598,dual_strong_update,0,0,4.035123,69055251920,69062501920,
69067653920,69059981920,1,0.906250,664.000000,671.996000,32,0,0,0,31,30,29,3,0.906250,0.000000,664.284739,664.000000,0.053579,dual_strong_update,0,0,3.577386,69060331920,69067581920,
69072661918,69064621920,1,0.935484,663.998000,687.998000,31,1,0,1,31,29,29,2,0.935484,0.000000,663.999714,663.998000,0.044652,dual_strong_update,0,0,3.820858,69065411918,69072661918,
69077661920,69070069921,1,0.935484,663.998000,672.000000,31,1,0,1,31,29,29,2,0.935484,0.000000,663.014977,663.998000,0.035722,dual_strong_update,0,0,4.367588,69070259921,69077509921,
69082669920,69074701917,1,0.903226,664.000000,664.001500,31,0,0,0,30,29,28,3,0.903226,0.000000,661.070188,664.000000,0.035730,dual_strong_update,0,0,4.783413,69075331920,69082581920,
69087677920,69079965920,1,0.966667,656.000000,672.001000,30,0,0,0,30,29,29,1,0.966667,0.000000,656.028670,656.000000,0.036155,dual_strong_update,0,0,4.827600,69080411918,69087661918,
69092677920,69085157918,1,0.967742,655.999000,656.000000,31,1,0,1,31,30,30,1,0.967742,0.000000,655.924450,655.999000,0.036161,dual_strong_update,0,0,4.675685,69085323920,69092573920,
69097685920,69089789921,1,1.000000,647.998000,648.001000,31,0,0,0,31,31,31,0,1.000000,0.000000,648.013360,647.998000,0.036603,dual_strong_update,0,0,4.607149,69090411920,69097661920,
69102693917,69094893918,1,0.909091,639.997000,640.000000,33,0,0,0,33,30,30,3,0.909091,0.000000,640.017031,639.997000,0.037072,dual_strong_update,0,0,3.933758,69095307919,69102557919,
69107693920,69099397917,1,0.911765,631.999500,632.000000,34,0,0,0,34,31,31,3,0.911765,0.000000,632.024678,631.999500,0.046917,dual_strong_update,2,0,3.880816,69100371921,69107621921,
69112693920,69104773916,1,0.885714,624.001500,624.003000,35,0,0,0,35,31,31,4,0.885714,0.000000,627.017623,624.001500,0.038012,dual_consensus_update,0,0,3.543511,69105275921,69112525921,
69117693920,69109805918,1,0.909091,623.998000,631.999000,33,0,0,0,33,30,30,3,0.909091,0.000000,623.920332,623.998000,0.057016,dual_strong_update,0,0,3.936061,69110379920,69117629920,
69122701920,69114693920,1,0.968750,631.999000,664.000000,32,1,0,1,32,31,31,1,0.968750,0.000000,631.915265,631.999000,0.046915,dual_strong_update,0,0,4.091005,69115451920,69122701920,
69127701920,69120069920,1,0.967742,656.000000,672.004000,31,0,0,0,31,30,30,1,0.967742,0.000000,653.688697,656.000000,0.054246,dual_strong_update,0,0,4.073114,69120339916,69127589916,
69132701920,69125365918,1,0.935484,672.000000,679.999000,31,1,0,1,31,29,29,2,0.935484,0.000000,669.575390,672.000000,0.035304,dual_strong_update,0,0,4.948491,69125387921,69132637921,
69137701920,69130229920,1,0.933333,672.000000,695.997000,30,1,0,1,30,28,28,2,0.933333,0.000000,672.011034,672.000000,0.035300,dual_strong_update,1,0,4.203449,69130267921,69137517921,
69142701920,69134997920,1,0.933333,688.000000,688.000000,30,0,0,0,30,28,28,2,0.933333,0.000000,685.920548,688.000000,0.034479,dual_strong_update,0,0,3.899578,69135355920,69142605920,
69147701920,69139797920,1,0.935484,675.999500,688.000000,31,0,0,0,31,29,29,2,0.935484,0.000000,679.679128,675.999500,0.035092,dual_strong_update,0,0,3.489759,69140443920,69147693920,
69152701921,69145229918,1,0.935484,687.999500,696.003000,31,1,0,1,31,29,29,2,0.935484,0.000000,687.862463,687.999500,0.060341,dual_strong_update,0,0,3.546768,69145307920,69152557920,
69157709918,69150229920,1,0.878788,692.000500,728.000000,33,1,0,1,33,29,29,4,0.878788,0.000000,689.266922,692.000500,0.077124,dual_consensus_update,0,0,3.911667,69150363920,69157613920,
69162717920,69155357920,1,0.848485,704.000000,708.000000,33,1,0,1,33,28,28,5,0.848485,0.000000,703.974733,704.000000,0.067382,dual_consensus_update,0,0,4.065010,69155427920,69162677920,
69167717920,69160213920,1,0.794118,712.001000,691.999500,34,1,0,1,34,27,27,7,0.794118,0.000000,713.879579,712.001000,0.049972,dual_consensus_update,1,0,4.574872,69160291920,69167541920,
69172725919,69165229920,1,0.800000,695.997000,691.999500,35,1,0,1,35,28,28,7,0.800000,0.000000,696.724793,695.997000,0.051118,dual_consensus_update,0,0,4.291564,69165379918,69172629918,
69177733919,69169813920,1,0.823529,695.999000,691.999500,34,0,0,0,34,28,28,6,0.823529,0.000000,688.840950,695.999000,0.051122,dual_consensus_update,0,0,4.397114,69170451920,69177701920,
69182733920,69174757917,1,0.875000,672.002000,687.998500,32,0,0,0,32,28,28,4,0.875000,0.000000,677.298906,672.002000,0.052956,dual_consensus_update,0,0,4.283995,69175339920,69182589920,
69187733920,69180269917,1,0.935484,660.001500,640.000500,31,1,0,1,31,29,29,2,0.935484,0.000000,661.067966,660.001500,0.062904,dual_strong_update,0,0,4.398585,69180419921,69187669921,
69192741917,69184685921,1,0.878788,648.001500,640.001000,33,0,0,0,32,30,29,4,0.878788,0.000000,650.784619,648.001500,0.036615,dual_consensus_update,0,0,4.626579,69185291920,69192541920,
69197741917,69189717921,1,0.937500,631.998000,640.001000,32,0,0,0,32,30,30,2,0.937500,0.000000,632.067581,631.998000,0.037537,dual_strong_update,0,0,5.396726,69190363920,69197613920,
69202741920,69195365920,1,0.909091,623.997000,636.000000,33,1,0,1,32,31,30,3,0.909091,0.000000,623.633406,623.997000,0.038006,dual_strong_update,0,0,4.879506,69195451918,69202701918,
69207741920,69199765917,1,0.878788,644.002000,711.999000,33,0,0,0,32,30,29,4,0.878788,0.000000,640.039193,644.002000,0.064469,dual_consensus_update,0,0,4.426718,69200331920,69207581920,
69212741920,69205309920,1,0.848485,703.997000,755.998500,33,1,0,1,33,28,28,5,0.848485,0.000000,686.182262,703.997000,0.168484,dual_consensus_update,0,0,4.372626,69205427920,69212677920,
69217749920,69210037916,1,0.866667,768.000000,772.002500,30,0,0,0,30,26,26,4,0.866667,0.000000,764.775709,768.000000,0.092655,dual_consensus_update,0,0,4.465493,69210307920,69217557920,
69222749920,69214781921,1,0.888889,784.000000,771.999000,27,0,0,0,27,24,24,3,0.888889,0.000000,788.759920,784.000000,0.075639,dual_consensus_update,0,0,4.812008,69215411920,69222661920,
69227749920,69220069920,1,0.923077,784.000000,748.001000,26,0,0,0,26,24,24,2,0.923077,0.000000,783.435394,784.000000,0.075650,dual_strong_update,0,0,5.162924,69220307920,69227557920,
69232749920,69225349918,1,0.960000,776.001000,768.000000,25,1,0,1,25,24,24,1,0.960000,0.000000,782.360353,776.001000,0.091709,dual_strong_update,0,0,5.507968,69225403916,69232653916,
69237757916,69230085920,1,0.960000,776.001000,784.000000,25,0,0,0,25,24,24,1,0.960000,0.000000,776.755689,776.001000,0.061136,dual_strong_update,0,0,5.632941,69230483921,69237733921,
69242757918,69234853917,1,1.000000,776.000500,780.000500,25,0,0,0,25,25,25,0,1.000000,0.000000,776.001459,776.000500,0.061137,dual_strong_update,0,0,6.000000,69235379920,69242629920,
69247757920,69240357916,1,1.000000,776.001500,791.997000,25,1,0,0,25,25,25,0,1.000000,0.000000,776.001296,776.001500,0.045850,dual_strong_update,0,0,6.000000,69240467920,69247717920,
69252765916,69244869917,1,0.923077,776.002000,791.999500,26,0,0,0,26,24,24,2,0.923077,0.000000,780.538352,776.002000,0.045867,dual_strong_update,0,0,5.966382,69245347920,69252597920,
69257765921,69249701918,1,0.892857,780.000000,792.003000,28,0,0,0,28,25,25,3,0.892857,0.000000,776.335556,780.000000,0.060827,dual_consensus_update,1,0,5.242704,69250435920,69257685920,
69262773920,69255101917,1,0.857143,791.997000,760.000000,28,0,0,0,28,24,24,4,0.857143,0.000000,791.363499,791.997000,0.059900,dual_consensus_update,0,0,5.333139,69255523920,69262773920,
69267773921,69259917920,1,0.866667,736.002000,724.000000,30,0,0,0,30,26,26,4,0.866667,0.000000,752.519818,736.002000,0.112816,dual_consensus_update,0,0,4.748552,69260419920,69267669920,
69272781918,69264805919,1,0.928571,736.001000,688.001000,28,0,0,0,28,26,26,2,0.928571,0.000000,736.013426,736.001000,0.112814,dual_strong_update,0,0,4.321549,69265483920,69272733920,
69277781920,69270301920,1,0.928571,736.000000,760.003000,28,1,0,1,28,26,26,2,0.928571,0.000000,737.176090,736.000000,0.112798,dual_strong_update,0,0,4.960314,69270355920,69277605920,
69282781920,69274813920,1,0.862069,747.998500,768.001500,29,0,0,0,28,26,25,4,0.862069,0.000000,744.963540,747.998500,0.103071,dual_consensus_update,0,0,4.701192,69275427921,69282677921,
69287789921,69279693920,1,0.925926,775.999500,772.000000,27,0,0,0,27,25,25,2,0.925926,0.000000,767.098278,775.999500,0.061138,dual_strong_update,1,0,5.045961,69280491920,69287741920,
69292797920,69284957920,1,0.920000,808.000000,752.004000,25,0,0,0,25,23,23,2,0.920000,0.000000,804.667226,808.000000,0.110091,dual_strong_update,0,0,5.357410,69285395918,69292645918,
69297797920,69289501916,1,0.821429,820.002500,791.997000,28,0,0,0,28,23,23,5,0.821429,0.000000,825.441447,820.002500,0.122949,dual_consensus_update,0,0,5.694270,69290467921,69297717921,
69302797920,69294957920,1,0.880000,855.997000,808.000000,25,0,0,0,25,22,22,3,0.880000,0.000000,844.235352,855.997000,0.096988,dual_consensus_update,0,0,6.000000,69295539921,69302789921,
69307805920,69299677920,1,0.766667,847.998500,791.997000,30,0,0,0,30,23,23,7,0.766667,0.000000,855.205899,847.998500,0.090917,dual_consensus_update,0,0,6.000000,69300411921,69307661921,
69312813921,69304965920,1,0.857143,792.002000,776.001000,28,0,0,0,28,24,24,4,0.857143,0.000000,797.610619,792.002000,0.059914,dual_consensus_update,1,0,6.000000,69305523917,69312773917,
69317821921,69310269918,1,0.923077,792.002000,776.001000,26,1,0,1,26,24,24,2,0.923077,0.000000,793.094666,792.002000,0.074875,dual_strong_update,0,0,6.000000,69310403920,69317653920,
69322829921,69315165920,1,0.800000,776.001000,767.998000,30,0,0,0,28,26,24,6,0.800000,0.000000,777.079260,776.001000,0.061136,dual_consensus_update,0,0,6.000000,69315467921,69322717921,
69327837920,69320413920,1,0.866667,760.001000,728.000000,30,1,0,1,30,26,26,4,0.866667,0.000000,760.088584,760.001000,0.062427,dual_consensus_update,0,0,6.000000,69320563920,69327813920,
69332837920,69324885920,1,0.843750,727.998000,712.003000,32,0,0,0,32,27,27,5,0.843750,0.000000,728.404751,727.998000,0.073321,dual_consensus_update,0,0,5.243743,69325435920,69332685920,
69337845920,69330229917,1,0.843750,723.999000,663.999000,32,0,0,0,32,27,27,5,0.843750,0.000000,726.027896,723.999000,0.081915,dual_consensus_update,0,0,4.600342,69330491920,69337741920,
69342845920,69335173920,1,0.823529,679.997000,696.002000,34,0,0,0,34,28,28,6,0.823529,0.000000,686.058458,679.997000,0.069763,dual_consensus_update,0,0,4.347394,69335579918,69342829918,
69347845920,69340053917,1,0.794118,695.998000,704.000500,34,0,0,0,33,28,27,7,0.794118,0.000000,693.494833,695.998000,0.059640,dual_consensus_update,0,0,4.298236,69340451920,69347701920,
69352845921,69344917920,1,0.756757,703.997000,703.998500,37,0,0,0,37,28,28,9,0.756757,0.000000,700.578229,703.997000,0.033704,dual_consensus_update,0,0,4.384629,69345515920,69352765920,
69357853918,69350509921,1,0.736842,704.001000,704.000000,38,1,0,1,38,28,28,10,0.736842,0.000000,701.523488,703.997000,0.033691,hold_previous_good_window,0,0,4.936927,69350555920,69357805920,
69362853920,69354725920,1,0.682927,703.999000,704.001500,41,0,0,0,40,29,28,13,0.682927,0.000000,702.606087,703.999000,0.033696,hold_previous_good_window,0,0,5.394067,69355427920,69362677920,
69367853920,69360349920,1,0.700000,703.999000,703.999500,40,1,0,1,40,28,28,12,0.700000,0.000000,702.606087,696.001000,0.051126,hold_previous_good_window,0,0,4.779437,69360507920,69367757920,
69372853920,69365101920,1,0.642857,688.004000,715.999000,42,0,0,0,42,27,27,15,0.642857,0.000000,702.606087,703.999500,0.050540,hold_previous_good_window,1,0,5.338138,69365571920,69372821920,
69377853920,69370045920,1,0.604651,695.998000,743.997500,43,0,0,0,42,27,26,17,0.604651,0.000000,702.606087,720.000000,0.049420,hold_previous_good_window,1,0,5.318606,69370475920,69377725920,
69382853921,69375293920,1,0.581395,744.000000,760.000000,43,0,0,0,43,25,25,18,0.581395,0.000000,702.606087,744.000000,0.079710,hold_previous_good_window,0,0,5.823733,69375523920,69382773920,
69387861920,69380197921,1,0.625000,808.001000,811.998500,40,0,0,0,40,25,25,15,0.625000,0.000000,702.606087,768.001000,0.084939,hold_previous_good_window,0,0,5.362333,69380611920,69387861920,
69392861920,69385061920,1,0.641026,824.001000,800.001000,39,0,0,0,39,25,25,14,0.641026,0.000000,702.606087,791.999500,0.059904,hold_previous_good_window,1,0,5.012946,69385475920,69392725920,
69397861920,69389789920,1,0.641026,776.002000,768.000000,39,0,0,0,39,25,25,14,0.641026,0.000000,702.606087,779.999500,0.076029,hold_previous_good_window,1,0,5.120865,69390555920,69397805920,
69402861921,69395285918,1,0.650000,784.003000,755.999500,40,1,0,1,40,26,26,14,0.650000,0.000000,702.606087,768.004000,0.030901,hold_previous_good_window,1,0,5.454213,69395459920,69402709920,
69407869921,69400541917,1,0.595238,759.998000,747.998000,42,1,0,1,41,26,25,17,0.595238,0.000000,702.606087,759.999000,0.031218,hold_previous_good_window,0,0,5.994635,69400555920,69407805920,
69412877920,69405037920,1,0.642857,752.003000,736.002000,42,0,0,0,42,27,27,15,0.642857,0.000000,702.606087,751.998000,0.047321,hold_previous_good_window,1,0,5.607858,69405619920,69412869920,
69417885920,69410213921,1,0.650000,752.003000,703.997000,40,0,0,0,40,26,26,14,0.650000,0.000000,702.606087,720.000000,0.082365,hold_previous_good_window,0,0,5.084260,69410507917,69417757917,
69422885920,69415077917,1,0.666667,704.000000,695.998000,39,0,0,0,38,27,26,13,0.666667,0.000000,702.606087,704.000000,0.067391,hold_previous_good_window,0,0,4.869091,69415579917,69422829917,
69427885920,69419933921,1,0.729730,687.998000,728.000000,37,0,0,0,37,27,27,10,0.729730,0.000000,706.954065,719.998000,0.065889,hold_previous_good_window,1,0,5.131100,69420443921,69427693921,
69432893921,69425037916,1,0.729730,735.999000,740.000000,37,0,0,0,37,27,27,10,0.729730,0.000000,716.901988,728.000000,0.048880,hold_previous_good_window,0,0,5.751316,69425539921,69432789921,
69437901920,69430237920,1,0.675676,751.998000,751.998000,37,0,0,0,36,26,25,12,0.675676,0.000000,725.256618,740.002000,0.040069,hold_previous_good_window,1,0,6.000000,69430635921,69437885921,
69442909918,69434805917,1,0.694444,744.001000,752.000500,36,0,0,0,36,25,25,11,0.694444,0.000000,725.256618,748.000500,0.031714,hold_previous_good_window,0,0,6.000000,69435523920,69442773920,
69447917917,69440061920,1,0.666667,759.997000,752.000000,39,0,0,0,39,26,26,13,0.666667,0.000000,725.256618,759.997000,0.031219,hold_previous_good_window,0,0,6.000000,69440619921,69447869921,
69452917920,69445405920,1,0.714286,744.003000,776.000000,35,1,0,1,35,25,25,10,0.714286,0.000000,725.256618,768.000000,0.046331,hold_previous_good_window,0,0,6.000000,69445507921,69452757921,
69457925920,69450093920,1,0.757576,768.000000,775.998000,33,0,0,0,33,25,25,8,0.757576,0.000000,743.956848,768.000000,0.046331,dual_consensus_update,0,0,5.884240,69450595920,69457845920,
69462925920,69454757918,1,0.694444,775.999000,751.996000,36,0,0,0,36,25,25,11,0.694444,0.000000,749.967636,768.000000,0.046331,hold_previous_good_window,1,0,6.000000,69455483918,69462733918,
69467925920,69459893920,1,0.702703,744.000000,720.004000,37,0,0,0,37,26,26,11,0.702703,0.000000,749.967636,736.000000,0.064461,hold_previous_good_window,0,0,4.772263,69460603920,69467853920,
69472933918,69465021917,1,0.729730,736.000000,696.003000,37,0,0,0,37,27,27,10,0.729730,0.000000,732.108201,704.003000,0.058966,hold_previous_good_window,1,0,4.689013,69465667919,69472917919,
69477941917,69470325920,1,0.700000,687.997000,687.998000,40,0,0,0,40,28,28,12,0.700000,0.000000,707.425263,688.000000,0.051716,hold_previous_good_window,0,0,4.333627,69470563920,69477813920,
69482941918,69475093920,1,0.783784,664.000000,679.997500,37,0,0,0,37,29,29,8,0.783784,0.000000,668.313137,664.000000,0.053588,dual_consensus_update,0,0,3.901017,69475627920,69482877920,
69487941921,69480093920,1,0.837838,656.001500,671.997000,37,0,0,0,37,31,31,6,0.837838,0.000000,656.047798,656.001500,0.072318,dual_consensus_update,0,0,3.997315,69480507920,69487757920,
69492949920,69485213920,1,0.857143,656.003000,704.003000,35,0,0,0,35,30,30,5,0.857143,0.000000,656.002895,656.003000,0.090407,dual_consensus_update,0,0,3.639344,69485595918,69492845918,
69497957920,69490101917,1,0.909091,648.000000,704.003000,33,0,0,0,33,30,30,3,0.909091,0.000000,648.141052,648.000000,0.073222,dual_strong_update,0,0,3.667957,69490691920,69497941920,
69502957920,69495453916,1,0.852941,668.000500,664.003000,34,1,0,1,34,29,29,5,0.852941,0.000000,664.579341,668.000500,0.053270,dual_consensus_update,0,0,3.895131,69495571920,69502821920,
69507957920,69500629918,1,0.756757,663.998000,679.998000,37,1,0,1,36,29,28,9,0.756757,0.000000,665.995098,663.998000,0.053595,dual_consensus_update,0,0,3.818238,69500643920,69507893920,
69512957921,69505389920,1,0.861111,628.001000,671.996000,36,1,0,1,36,31,31,5,0.861111,0.000000,632.839590,628.001000,0.094433,dual_consensus_update,0,0,3.594405,69505515920,69512765920,
69517965920,69510133920,1,0.837838,628.000000,656.002000,37,0,0,0,37,31,31,6,0.837838,0.000000,628.879843,628.000000,0.103876,dual_consensus_update,0,0,4.134617,69510619917,69517869917,
69522973920,69515061920,1,0.882353,631.997000,687.996000,34,0,0,0,34,30,30,4,0.882353,0.000000,626.757612,631.997000,0.093850,dual_consensus_update,0,0,4.115041,69515683917,69522933917,
69527973921,69520517920,1,0.852941,676.003000,696.001500,34,1,0,1,34,29,29,5,0.852941,0.000000,669.904427,676.003000,0.078959,dual_consensus_update,0,0,4.694996,69520563920,69527813920,
69532981921,69525421920,1,0.843750,703.998500,728.000000,32,0,0,0,32,27,27,5,0.843750,0.000000,701.956782,703.998500,0.067385,dual_consensus_update,0,0,4.639195,69525635921,69532885921,
69537981921,69530629920,1,0.787879,736.000000,747.999000,33,1,0,1,33,26,26,7,0.787879,0.000000,733.917026,736.000000,0.064457,dual_consensus_update,0,0,4.404874,69530691920,69537941920,
69542989920,69535141920,1,0.757576,752.003000,748.002500,33,0,0,0,33,25,25,8,0.757576,0.000000,752.108041,752.003000,0.047323,dual_consensus_update,0,0,5.099828,69535571920,69542821920,
69547997920,69540093920,1,0.781250,756.004500,748.000000,32,0,0,0,32,25,25,7,0.781250,0.000000,755.056784,756.004500,0.039232,dual_consensus_update,1,0,4.894716,69540659920,69547909920,
69552997920,69545301921,1,0.787879,752.001000,736.002000,33,0,0,0,33,26,26,7,0.787879,0.000000,754.791763,752.001000,0.047319,dual_consensus_update,0,0,5.127076,69545555920,69552805920,
69557997920,69550493920,1,0.838710,736.000000,707.999000,31,1,0,1,31,26,26,5,0.838710,0.000000,736.621401,736.000000,0.064459,dual_consensus_update,0,0,5.545713,69550659920,69557909920,
69562997921,69555317920,1,0.892857,744.004000,704.000000,28,0,0,0,27,26,25,3,0.892857,0.000000,743.022102,744.004000,0.071739,dual_consensus_update,0,0,5.559605,69555747921,69562997921,
69568005919,69559901920,1,0.962963,736.000000,744.000000,27,0,0,0,27,26,26,1,0.962963,0.000000,731.065957,736.000000,0.096693,dual_strong_update,0,0,5.944715,69560619920,69567869920,
69573005920,69565157921,1,0.896552,744.000000,731.998000,29,0,0,0,29,26,26,3,0.896552,0.000000,743.806229,744.000000,0.079712,dual_consensus_update,0,0,6.000000,69565715920,69572965920,
69578005920,69570285920,1,0.866667,736.000000,732.000000,30,0,0,0,30,26,26,4,0.866667,0.000000,738.115772,736.000000,0.064469,dual_consensus_update,0,0,6.000000,69570587920,69577837920,
69583005920,69575365920,1,0.818182,728.000500,716.003500,33,0,0,0,33,27,27,6,0.818182,0.000000,728.836480,728.000500,0.048879,dual_consensus_update,0,0,6.000000,69575675920,69582925920,
69588005920,69580429920,1,0.866667,728.000000,716.003500,30,0,0,0,30,26,26,4,0.866667,0.000000,728.001413,728.000000,0.032585,dual_consensus_update,0,0,6.000000,69580755920,69588005920,
69593005920,69585421920,1,0.875000,704.001000,708.000500,32,0,0,0,32,28,28,4,0.875000,0.000000,708.915566,704.001000,0.050547,dual_consensus_update,0,0,5.513445,69585643920,69592893920,
69598005921,69590277920,1,0.931034,704.000500,704.000000,29,0,0,0,29,27,27,2,0.931034,0.000000,704.003881,704.000500,0.075817,dual_strong_update,0,0,5.288068,69590731920,69597981920,
69603013920,69594941917,1,0.900000,739.999500,784.000000,30,0,0,0,30,27,27,3,0.900000,0.000000,735.481279,739.999500,0.096165,dual_strong_update,0,0,5.258244,69595579920,69602829920,
69608013920,69600349918,1,0.896552,784.000000,784.000000,29,0,0,0,29,26,26,3,0.896552,0.000000,778.117889,784.000000,0.045382,dual_consensus_update,0,0,5.413775,69600619921,69607869921,
69613013920,69605085920,1,0.960000,791.997000,784.002500,25,0,0,0,25,24,24,1,0.960000,0.000000,790.921911,791.997000,0.029940,dual_strong_update,0,0,6.000000,69605723920,69612973920,
69618021920,69609933920,1,0.961538,788.001000,783.996000,26,0,0,0,26,25,25,1,0.961538,0.000000,790.998904,788.001000,0.030100,dual_strong_update,0,0,6.000000,69610595920,69617845920,
